id,occ,momage,anti,female,childage,hispanic,black,momwork,married,self,pov
H9,B,21,1,M,8.916667,Y,N,Y,N,15.0,Y
H9,C,21,0,M,8.916667,Y,N,Y,N,19.0,Y
HA,A,20,0,F,9.166667,Y,N,N,N,15.0,N
HA,B,20,0,F,9.166667,Y,N,N,N,21.0,Y
HA,C,20,0,F,9.166667,Y,N,N,N,16.0,N
HB,A,19,0,F,9.916667,Y,N,N,N,19.0,N
HB,B,19,0,F,9.916667,Y,N,N,N,24.0,N
HB,C,19,0,F,9.916667,Y,N,N,N,21.0,N
HC,A,23,0,F,8.583333,Y,N,N,N,20.0,N
HC,B,23,0,F,8.583333,Y,N,N,N,16.0,N
HC,C,23,0,F,8.583333,Y,N,N,N,18.0,N
HD,A,24,0,F,8.583333,N,Y,N,N,23.0,Y
HD,B,24,0,F,8.583333,N,Y,N,N,21.0,Y
HD,C,24,0,F,8.583333,N,Y,N,N,24.0,Y
HE,A,17,1,M,8.333333,Y,N,Y,N,19.0,N
HE,B,17,2,M,8.333333,Y,N,Y,N,20.0,N
HE,C,17,2,M,8.333333,Y,N,Y,N,21.0,Y
HF,A,17,3,F,9.666667,Y,N,N,N,21.0,N
HF,B,17,2,F,9.666667,Y,N,N,N,18.0,N
HF,C,17,3,F,9.666667,Y,N,N,N,24.0,N
HG,A,18,3,F,8.333333,Y,N,N,N,19.0,N
HG,B,18,3,F,8.333333,Y,N,N,N,19.0,N
HG,C,18,4,F,8.333333,Y,N,N,N,17.0,N
HH,A,24,3,M,9.166667,Y,N,Y,N,17.0,Y
HH,B,24,1,M,9.166667,Y,N,Y,N,19.0,Y
HH,C,24,2,M,9.166667,Y,N,Y,N,18.0,Y
HI,A,20,4,M,9.583333,Y,N,Y,N,18.0,Y
HI,B,20,0,M,9.583333,Y,N,Y,N,16.0,Y
HI,C,20,1,M,9.583333,Y,N,Y,N,17.0,Y
HJ,A,22,1,M,10.0,Y,N,N,Y,22.0,N
HJ,B,22,0,M,10.0,Y,N,N,Y,22.0,N
HJ,C,22,0,M,10.0,Y,N,N,Y,22.0,N
HK,A,19,1,F,8.666667,Y,N,N,N,19.0,N
HK,B,19,1,F,8.666667,Y,N,N,N,23.0,N
HK,C,19,0,F,8.666667,Y,N,N,N,21.0,N
HL,A,21,3,F,8.583333,N,Y,N,N,18.0,N
HL,B,21,3,F,8.583333,N,Y,N,N,18.0,N
HL,C,21,2,F,8.583333,N,Y,N,N,24.0,N
HM,A,19,1,M,9.583333,N,Y,N,N,17.0,N
HM,B,19,1,M,9.583333,N,Y,N,N,23.0,N
HM,C,19,4,M,9.583333,N,Y,N,N,22.0,N
HN,A,21,0,F,8.25,N,Y,N,N,21.0,N
HN,B,21,0,F,8.25,N,Y,N,N,23.0,N
HN,C,21,2,F,8.25,N,Y,N,N,23.0,N
HO,A,22,2,M,8.166667,N,Y,N,Y,20.0,N
HO,B,22,1,M,8.166667,N,Y,N,Y,24.0,N
HO,C,22,1,M,8.166667,N,Y,N,Y,21.0,N
HP,A,21,0,F,8.583333,N,Y,N,N,24.0,N
HP,B,21,0,F,8.583333,N,Y,N,N,13.0,Y
HP,C,21,0,F,8.583333,N,Y,N,N,23.0,N
HQ,A,23,4,F,8.416667,N,Y,N,N,19.0,N
HQ,B,23,6,F,8.416667,N,Y,N,N,23.0,N
HQ,C,23,4,F,8.416667,N,Y,N,N,22.0,N
HR,A,19,2,F,8.666667,N,Y,N,N,23.0,N
HR,B,19,0,F,8.666667,N,Y,N,N,24.0,N
HR,C,19,0,F,8.666667,N,Y,N,N,23.0,N
HS,A,22,4,M,9.75,N,Y,N,N,22.0,N
HS,B,22,4,M,9.75,N,Y,N,N,24.0,N
HS,C,22,5,M,9.75,N,Y,N,N,24.0,N
HT,A,18,2,M,8.75,N,Y,N,N,22.0,Y
HT,B,18,2,M,8.75,N,Y,N,N,24.0,Y
HT,C,18,2,M,8.75,N,Y,N,N,18.0,N
HU,A,21,3,M,9.666667,N,Y,N,N,24.0,N
HU,B,21,1,M,9.666667,N,Y,N,N,22.0,N
HU,C,21,3,M,9.666667,N,Y,N,N,24.0,N
HV,A,22,1,M,8.583333,N,Y,N,N,16.0,N
HV,B,22,0,M,8.583333,N,Y,N,N,24.0,N
HV,C,22,2,M,8.583333,N,Y,N,N,22.0,N
HW,A,16,1,F,10.0,N,Y,N,Y,15.0,Y
HW,B,16,0,F,10.0,N,Y,N,Y,16.0,N
HW,C,16,1,F,10.0,N,Y,N,Y,14.0,N
HX,A,17,3,F,9.5,N,Y,Y,N,13.0,Y
HX,B,17,2,F,9.5,N,Y,Y,N,23.0,Y
HX,C,17,2,F,9.5,N,Y,Y,N,22.0,Y
HY,A,17,0,M,8.833333,Y,N,Y,Y,22.0,N
HY,B,17,2,M,8.833333,Y,N,Y,Y,20.0,Y
HY,C,17,2,M,8.833333,Y,N,Y,Y,23.0,N
HZ,A,25,1,M,8.416667,Y,N,N,N,22.0,N
HZ,B,25,0,M,8.416667,Y,N,N,N,24.0,N
HZ,C,25,0,M,8.416667,Y,N,N,N,24.0,N
Ha,A,17,2,F,8.0,N,Y,N,N,13.0,Y
Ha,B,17,1,F,8.0,N,Y,N,N,14.0,Y
Ha,C,17,2,F,8.0,N,Y,N,N,11.0,N
Hb,A,19,1,F,9.25,N,Y,N,N,19.0,Y
Hb,B,19,0,F,9.25,N,Y,N,N,23.0,Y
Hb,C,19,2,F,9.25,N,Y,N,N,24.0,Y
Hc,A,24,0,F,9.083333,N,Y,N,N,24.0,N
Hc,B,24,0,F,9.083333,N,Y,N,N,24.0,N
Hc,C,24,0,F,9.083333,N,Y,N,N,20.0,N
Hd,A,20,0,F,9.25,Y,N,Y,Y,17.0,Y
Hd,B,20,1,F,9.25,Y,N,Y,Y,12.0,Y
Hd,C,20,0,F,9.25,Y,N,Y,Y,10.0,Y
He,A,23,0,M,8.916667,Y,N,Y,N,13.0,N
He,B,23,1,M,8.916667,Y,N,Y,N,13.0,N
He,C,23,1,M,8.916667,Y,N,Y,N,19.0,N
Hf,A,20,0,M,8.0,Y,N,N,N,20.0,N
Hf,B,20,0,M,8.0,Y,N,N,N,23.0,N
Hf,C,20,0,M,8.0,Y,N,N,N,23.0,N
Hg,A,23,2,F,8.583333,Y,N,N,N,21.0,N
Hg,B,23,4,F,8.583333,Y,N,N,N,24.0,N
Hg,C,23,0,F,8.583333,Y,N,N,N,24.0,N
Hh,A,19,2,M,9.0,Y,N,N,Y,24.0,Y
Hh,B,19,0,M,9.0,Y,N,N,Y,23.0,N
Hh,C,19,0,M,9.0,Y,N,N,Y,24.0,N
Hi,A,22,2,F,8.833333,Y,N,N,N,15.0,N
Hi,B,22,2,F,8.833333,Y,N,N,N,13.0,N
Hi,C,22,2,F,8.833333,Y,N,N,N,10.0,N
Hj,A,19,2,M,9.5,Y,N,N,N,20.0,N
Hj,B,19,2,M,9.5,Y,N,N,N,23.0,N
Hj,C,19,2,M,9.5,Y,N,N,N,24.0,N
Hk,A,19,0,M,10.0,Y,N,N,Y,20.0,N
Hk,B,19,1,M,10.0,Y,N,N,Y,16.0,N
Hk,C,19,1,M,10.0,Y,N,N,Y,19.0,N
Hl,A,22,0,F,8.916667,Y,N,N,N,23.0,N
Hl,B,22,1,F,8.916667,Y,N,N,N,21.0,N
Hl,C,22,5,F,8.916667,Y,N,N,N,16.0,N
Hm,A,16,0,F,9.416667,Y,N,Y,N,18.0,N
Hm,B,16,0,F,9.416667,Y,N,Y,N,19.0,Y
Hm,C,16,0,F,9.416667,Y,N,Y,N,17.0,Y
Hn,A,21,2,F,9.75,N,Y,N,N,17.0,N
Hn,B,21,4,F,9.75,N,Y,N,N,10.0,Y
Hn,C,21,3,F,9.75,N,Y,N,N,15.0,Y
Ho,A,18,2,F,9.416667,N,Y,N,N,24.0,Y
Ho,B,18,1,F,9.416667,N,Y,N,N,21.0,Y
Ho,C,18,2,F,9.416667,N,Y,N,N,23.0,Y
Hp,A,18,0,F,8.916667,N,Y,N,N,22.0,Y
Hp,B,18,0,F,8.916667,N,Y,N,N,24.0,Y
Hp,C,18,0,F,8.916667,N,Y,N,N,24.0,N
Hq,A,21,3,M,9.416667,N,Y,N,N,24.0,Y
Hq,B,21,2,M,9.416667,N,Y,N,N,19.0,Y
Hq,C,21,3,M,9.416667,N,Y,N,N,22.0,Y
Hr,A,19,2,F,9.083333,N,Y,N,N,20.0,Y
Hr,B,19,3,F,9.083333,N,Y,N,N,20.0,N
Hr,C,19,3,F,9.083333,N,Y,N,N,19.0,N
Hs,A,21,6,F,9.583333,N,Y,N,N,21.0,Y
Hs,B,21,6,F,9.583333,N,Y,N,N,19.0,N
Hs,C,21,3,F,9.583333,N,Y,N,N,24.0,Y
Ht,A,20,0,F,9.333333,N,Y,Y,N,17.0,Y
Ht,B,20,0,F,9.333333,N,Y,Y,N,24.0,Y
Ht,C,20,0,F,9.333333,N,Y,Y,N,24.0,Y
Hu,A,18,1,M,9.75,N,Y,N,N,11.0,Y
Hu,B,18,0,M,9.75,N,Y,N,N,21.0,Y
Hu,C,18,2,M,9.75,N,Y,N,N,22.0,Y
Hv,A,19,4,M,8.916667,N,Y,Y,N,24.0,Y
Hv,B,19,4,M,8.916667,N,Y,Y,N,19.0,Y
Hv,C,19,1,M,8.916667,N,Y,Y,N,20.0,Y
Hw,A,22,1,F,8.25,Y,N,Y,N,20.0,Y
Hw,B,22,2,F,8.25,Y,N,Y,N,24.0,Y
Hw,C,22,2,F,8.25,Y,N,Y,N,20.0,Y
Hx,A,21,2,M,8.833333,Y,N,Y,Y,21.0,Y
Hx,B,21,2,M,8.833333,Y,N,Y,Y,24.0,Y
Hx,C,21,2,M,8.833333,Y,N,Y,Y,22.0,Y
Hy,A,20,0,M,9.666667,Y,N,N,Y,22.0,N
Hy,B,20,0,M,9.666667,Y,N,N,Y,24.0,N
Hy,C,20,0,M,9.666667,Y,N,N,Y,24.0,N
Hz,A,21,0,M,8.166667,Y,N,N,Y,24.0,N
Hz,B,21,0,M,8.166667,Y,N,N,Y,24.0,N
Hz,C,21,0,M,8.166667,Y,N,N,Y,24.0,N
I0,A,19,1,M,8.083333,Y,N,N,N,12.0,N
I0,B,19,1,M,8.083333,Y,N,N,N,19.0,N
I0,C,19,1,M,8.083333,Y,N,N,N,24.0,N
I1,A,18,1,M,9.0,Y,N,Y,N,22.0,Y
I1,B,18,2,M,9.0,Y,N,Y,N,24.0,Y
I1,C,18,1,M,9.0,Y,N,Y,N,23.0,N
I2,A,23,1,F,9.166667,N,Y,N,N,24.0,N
I2,B,23,0,F,9.166667,N,Y,N,N,21.0,N
I2,C,23,1,F,9.166667,N,Y,N,N,18.0,N
I3,A,21,3,M,8.916667,N,Y,N,N,24.0,N
I3,B,21,2,M,8.916667,N,Y,N,N,24.0,N
I3,C,21,3,M,8.916667,N,Y,N,N,24.0,N
I4,A,24,1,F,8.583333,N,Y,N,Y,21.0,N
I4,B,24,0,F,8.583333,N,Y,N,Y,24.0,N
I4,C,24,1,F,8.583333,N,Y,N,Y,24.0,N
I5,A,21,0,F,9.75,N,Y,N,Y,12.0,N
I5,B,21,2,F,9.75,N,Y,N,Y,21.0,Y
I5,C,21,0,F,9.75,N,Y,N,Y,18.0,Y
I6,A,23,0,M,8.25,N,Y,N,Y,14.0,N
I6,B,23,0,M,8.25,N,Y,N,Y,20.0,Y
I6,C,23,0,M,8.25,N,Y,N,Y,24.0,Y
I7,A,23,0,M,8.583333,Y,N,N,N,22.0,N
I7,B,23,0,M,8.583333,Y,N,N,N,23.0,N
I7,C,23,1,M,8.583333,Y,N,N,N,24.0,N
I8,A,20,2,M,9.75,N,Y,N,N,17.0,N
I8,B,20,2,M,9.75,N,Y,N,N,20.0,N
I8,C,20,1,M,9.75,N,Y,N,N,22.0,N
I9,A,25,4,F,8.583333,N,Y,N,N,22.0,N
I9,B,25,1,F,8.583333,N,Y,N,N,24.0,N
I9,C,25,2,F,8.583333,N,Y,N,N,18.0,N
IA,A,25,0,M,8.083333,Y,N,N,N,24.0,N
IA,B,25,1,M,8.083333,Y,N,N,N,22.0,N
IA,C,25,0,M,8.083333,Y,N,N,N,23.0,N
IB,A,16,1,F,9.916667,Y,N,Y,N,24.0,N
IB,B,16,1,F,9.916667,Y,N,Y,N,21.0,N
IB,C,16,0,F,9.916667,Y,N,Y,N,24.0,N
IC,A,18,1,M,8.416667,Y,N,Y,N,23.0,N
IC,B,18,4,M,8.416667,Y,N,Y,N,17.0,N
IC,C,18,4,M,8.416667,Y,N,Y,N,19.0,N
ID,A,21,1,F,8.083333,N,Y,Y,N,19.0,Y
ID,B,21,1,F,8.083333,N,Y,Y,N,24.0,Y
ID,C,21,0,F,8.083333,N,Y,Y,N,21.0,Y
IE,A,22,1,F,8.5,Y,N,N,N,21.0,N
IE,B,22,1,F,8.5,Y,N,N,N,21.0,N
IE,C,22,2,F,8.5,Y,N,N,N,21.0,N
IF,A,22,0,F,8.5,Y,N,Y,N,22.0,N
IF,B,22,2,F,8.5,Y,N,Y,N,20.0,N
IF,C,22,3,F,8.5,Y,N,Y,N,22.0,Y
IG,A,17,0,F,8.75,Y,N,Y,N,21.0,N
IG,B,17,0,F,8.75,Y,N,Y,N,24.0,N
IG,C,17,0,F,8.75,Y,N,Y,N,24.0,N
IH,A,18,0,F,10.0,N,Y,N,Y,23.0,N
IH,B,18,0,F,10.0,N,Y,N,Y,24.0,Y
IH,C,18,0,F,10.0,N,Y,N,Y,22.0,Y
II,A,18,3,F,8.333333,N,Y,N,Y,19.0,Y
II,B,18,4,F,8.333333,N,Y,N,Y,21.0,Y
II,C,18,3,F,8.333333,N,Y,N,Y,23.0,N
IJ,A,21,6,M,9.0,Y,N,Y,N,17.0,Y
IJ,B,21,5,M,9.0,Y,N,Y,N,20.0,Y
IJ,C,21,5,M,9.0,Y,N,Y,N,24.0,Y
IK,A,21,2,M,9.416667,N,Y,N,N,22.0,N
IK,B,21,1,M,9.416667,N,Y,N,N,22.0,N
IK,C,21,4,M,9.416667,N,Y,N,N,17.0,N
IL,A,19,3,F,8.666667,Y,N,Y,N,18.0,N
IL,B,19,2,F,8.666667,Y,N,Y,N,24.0,N
IL,C,19,0,F,8.666667,Y,N,Y,N,24.0,N
IM,A,20,0,F,9.75,Y,N,N,N,24.0,N
IM,B,20,0,F,9.75,Y,N,N,N,23.0,N
IM,C,20,3,F,9.75,Y,N,N,N,16.0,N
IN,A,23,1,F,9.916667,Y,N,N,N,21.0,N
IN,B,23,2,F,9.916667,Y,N,N,N,22.0,N
IN,C,23,1,F,9.916667,Y,N,N,N,21.0,N
IO,A,18,2,M,9.5,Y,N,Y,N,12.0,Y
IO,B,18,4,M,9.5,Y,N,Y,N,16.0,Y
IO,C,18,4,M,9.5,Y,N,Y,N,18.0,Y
IP,A,23,1,F,8.75,Y,N,N,N,22.0,N
IP,B,23,0,F,8.75,Y,N,N,N,13.0,N
IP,C,23,1,F,8.75,Y,N,N,N,20.0,N
IQ,A,23,2,M,8.416667,Y,N,N,N,20.0,N
IQ,B,23,1,M,8.416667,Y,N,N,N,21.0,N
IQ,C,23,1,M,8.416667,Y,N,N,N,20.0,N
IR,A,19,1,F,8.666667,Y,N,N,N,21.0,N
IR,B,19,0,F,8.666667,Y,N,N,N,24.0,Y
IR,C,19,1,F,8.666667,Y,N,N,N,18.0,N
IS,A,19,4,F,8.666667,Y,N,N,N,20.0,N
IS,B,19,2,F,8.666667,Y,N,N,N,24.0,N
IS,C,19,2,F,8.666667,Y,N,N,N,19.0,N
IT,A,23,3,F,9.583333,Y,N,N,N,24.0,N
IT,B,23,3,F,9.583333,Y,N,N,N,23.0,N
IT,C,23,3,F,9.583333,Y,N,N,N,19.0,N
IU,A,24,1,M,8.916667,Y,N,N,N,22.0,N
IU,B,24,0,M,8.916667,Y,N,N,N,18.0,N
IU,C,24,2,M,8.916667,Y,N,N,N,21.0,N
IV,A,23,3,M,8.333333,Y,N,N,Y,20.0,N
IV,B,23,0,M,8.333333,Y,N,N,Y,18.0,Y
IV,C,23,3,M,8.333333,Y,N,N,Y,15.0,Y
IW,A,21,1,F,9.5,N,Y,Y,N,20.0,Y
IW,B,21,2,F,9.5,N,Y,Y,N,23.0,Y
IW,C,21,2,F,9.5,N,Y,Y,N,19.0,Y
IX,A,16,1,F,10.0,Y,N,N,N,19.0,Y
IX,B,16,3,F,10.0,Y,N,N,N,17.0,Y
IX,C,16,4,F,10.0,Y,N,N,N,16.0,Y
IY,A,20,0,M,9.166667,Y,N,N,N,18.0,N
IY,B,20,2,M,9.166667,Y,N,N,N,15.0,N
IY,C,20,1,M,9.166667,Y,N,N,N,23.0,N
IZ,A,23,1,F,8.916667,N,Y,Y,Y,23.0,N
IZ,B,23,1,F,8.916667,N,Y,Y,Y,19.0,N
IZ,C,23,0,F,8.916667,N,Y,Y,Y,19.0,Y
Ia,A,21,1,M,9.083333,Y,N,N,Y,21.0,N
Ia,B,21,2,M,9.083333,Y,N,N,Y,17.0,N
Ia,C,21,0,M,9.083333,Y,N,N,Y,18.0,N
Ib,A,17,2,M,9.25,Y,N,Y,Y,18.0,Y
Ib,B,17,2,M,9.25,Y,N,Y,Y,14.0,Y
Ib,C,17,4,M,9.25,Y,N,Y,Y,15.0,Y
Ic,A,24,2,M,9.0,Y,N,Y,N,16.0,Y
Ic,B,24,1,M,9.0,Y,N,Y,N,23.0,Y
Ic,C,24,2,M,9.0,Y,N,Y,N,22.0,Y
Id,A,25,3,F,8.0,Y,N,Y,N,17.0,Y
Id,B,25,2,F,8.0,Y,N,Y,N,19.0,Y
Id,C,25,1,F,8.0,Y,N,Y,N,23.0,Y
Ie,A,20,1,M,9.583333,Y,N,Y,N,22.0,Y
Ie,B,20,1,M,9.583333,Y,N,Y,N,18.0,N
Ie,C,20,1,M,9.583333,Y,N,Y,N,19.0,N
If,A,24,0,M,8.75,Y,N,N,N,24.0,N
If,B,24,0,M,8.75,Y,N,N,N,24.0,N
If,C,24,0,M,8.75,Y,N,N,N,24.0,N
Ig,A,20,1,F,8.0,N,Y,N,N,19.0,N
Ig,B,20,2,F,8.0,N,Y,N,N,24.0,N
Ig,C,20,0,F,8.0,N,Y,N,N,23.0,N
Ih,A,23,2,F,8.833333,N,Y,N,N,17.0,N
Ih,B,23,2,F,8.833333,N,Y,N,N,17.0,N
Ih,C,23,0,F,8.833333,N,Y,N,N,23.0,N
Ii,A,20,0,M,9.583333,N,Y,Y,N,23.0,N
Ii,B,20,0,M,9.583333,N,Y,Y,N,21.0,N
Ii,C,20,0,M,9.583333,N,Y,Y,N,24.0,N
Ij,A,19,1,F,9.833333,N,Y,Y,N,16.0,N
Ij,B,19,3,F,9.833333,N,Y,Y,N,11.0,Y
Ij,C,19,1,F,9.833333,N,Y,Y,N,16.0,N
Ik,A,20,1,F,8.25,N,Y,N,Y,24.0,N
Ik,B,20,0,F,8.25,N,Y,N,Y,22.0,Y
Ik,C,20,0,F,8.25,N,Y,N,Y,24.0,Y
Il,A,18,1,F,9.25,N,Y,N,Y,20.0,N
Il,B,18,0,F,9.25,N,Y,N,Y,24.0,N
Il,C,18,0,F,9.25,N,Y,N,Y,24.0,Y
Im,A,18,3,M,9.583333,N,Y,N,N,24.0,N
Im,B,18,0,M,9.583333,N,Y,N,N,24.0,Y
Im,C,18,0,M,9.583333,N,Y,N,N,21.0,Y
In,A,20,0,F,9.166667,N,Y,N,N,16.0,N
In,B,20,0,F,9.166667,N,Y,N,N,24.0,Y
In,C,20,0,F,9.166667,N,Y,N,N,21.0,N
Io,A,18,0,F,8.25,N,Y,N,Y,24.0,N
Io,B,18,1,F,8.25,N,Y,N,Y,24.0,N
Io,C,18,4,F,8.25,N,Y,N,Y,22.0,N
Ip,A,23,0,F,9.666667,Y,N,N,Y,24.0,N
Ip,B,23,1,F,9.666667,Y,N,N,Y,17.0,N
Ip,C,23,2,F,9.666667,Y,N,N,Y,22.0,N
Iq,A,22,1,M,8.25,Y,N,N,Y,24.0,N
Iq,B,22,3,M,8.25,Y,N,N,Y,24.0,Y
Iq,C,22,1,M,8.25,Y,N,N,Y,21.0,Y
Ir,A,22,0,F,8.333333,N,Y,Y,N,23.0,Y
Ir,B,22,1,F,8.333333,N,Y,Y,N,22.0,Y
Ir,C,22,4,F,8.333333,N,Y,Y,N,23.0,Y
Is,A,22,0,M,9.083333,N,N,N,N,22.0,N
Is,B,22,1,M,9.083333,N,N,N,N,23.0,N
Is,C,22,3,M,9.083333,N,N,N,N,22.0,N
It,A,24,1,M,8.083333,N,Y,Y,Y,19.0,N
It,B,24,2,M,8.083333,N,Y,Y,Y,19.0,N
It,C,24,1,M,8.083333,N,Y,Y,Y,22.0,N
Iu,A,22,0,M,8.333333,N,N,N,N,9.0,N
Iu,B,22,1,M,8.333333,N,N,N,N,15.0,N
Iu,C,22,1,M,8.333333,N,N,N,N,16.0,N
Iv,A,18,4,M,10.0,N,Y,N,N,24.0,Y
Iv,B,18,0,M,10.0,N,Y,N,N,24.0,Y
Iv,C,18,5,M,10.0,N,Y,N,N,24.0,Y
Iw,A,17,1,M,9.416667,Y,N,Y,N,21.0,N
Iw,B,17,2,M,9.416667,Y,N,Y,N,18.0,Y
Iw,C,17,2,M,9.416667,Y,N,Y,N,24.0,Y
Ix,A,18,4,F,8.083333,N,N,N,N,18.0,Y
Ix,B,18,2,F,8.083333,N,N,N,N,11.0,N
Ix,C,18,5,F,8.083333,N,N,N,N,16.0,N
Iy,A,20,1,F,8.416667,N,N,Y,N,20.0,N
Iy,B,20,2,F,8.416667,N,N,Y,N,21.0,N
Iy,C,20,3,F,8.416667,N,N,Y,N,22.0,N
Iz,A,18,2,F,9.416667,N,N,N,Y,24.0,N
Iz,B,18,3,F,9.416667,N,N,N,Y,22.0,N
Iz,C,18,1,F,9.416667,N,N,N,Y,23.0,N
J0,A,19,4,M,8.0,N,N,N,Y,14.0,N
J0,B,19,3,M,8.0,N,N,N,Y,20.0,N
J0,C,19,1,M,8.0,N,N,N,Y,19.0,N
J1,A,17,2,F,8.75,N,N,Y,Y,15.0,N
J1,B,17,2,F,8.75,N,N,Y,Y,19.0,Y
J1,C,17,1,F,8.75,N,N,Y,Y,21.0,N
J2,A,21,0,M,8.5,N,N,N,N,23.0,N
J2,B,21,0,M,8.5,N,N,N,N,24.0,N
J2,C,21,3,M,8.5,N,N,N,N,19.0,N
J3,A,20,4,M,8.0,N,N,Y,N,20.0,N
J3,B,20,4,M,8.0,N,N,Y,N,15.0,N
J3,C,20,4,M,8.0,N,N,Y,N,24.0,N
J4,A,22,2,F,9.0,N,N,N,N,24.0,N
J4,B,22,2,F,9.0,N,N,N,N,19.0,N
J4,C,22,2,F,9.0,N,N,N,N,19.0,N
J5,A,19,2,F,9.0,N,Y,N,N,15.0,Y
J5,B,19,1,F,9.0,N,Y,N,N,16.0,Y
J5,C,19,3,F,9.0,N,Y,N,N,9.0,Y
J6,A,24,3,M,9.083333,Y,N,Y,N,24.0,N
J6,B,24,1,M,9.083333,Y,N,Y,N,16.0,Y
J6,C,24,2,M,9.083333,Y,N,Y,N,23.0,Y
J7,A,20,1,M,8.166667,Y,N,Y,Y,20.0,Y
J7,B,20,0,M,8.166667,Y,N,Y,Y,17.0,Y
J7,C,20,1,M,8.166667,Y,N,Y,Y,16.0,Y
J8,A,20,1,F,9.083333,N,N,N,Y,19.0,Y
J8,B,20,1,F,9.083333,N,N,N,Y,21.0,Y
J8,C,20,3,F,9.083333,N,N,N,Y,24.0,Y
J9,A,21,0,F,8.333333,N,N,N,N,22.0,N
J9,B,21,0,F,8.333333,N,N,N,N,19.0,N
J9,C,21,0,F,8.333333,N,N,N,N,18.0,N
JA,A,20,3,M,9.416667,Y,N,Y,N,14.0,N
JA,B,20,5,M,9.416667,Y,N,Y,N,21.0,N
JA,C,20,3,M,9.416667,Y,N,Y,N,24.0,N
JB,A,21,3,M,8.5,Y,N,Y,N,17.0,N
JB,B,21,2,M,8.5,Y,N,Y,N,18.0,N
JB,C,21,1,M,8.5,Y,N,Y,N,23.0,N
JC,A,18,0,M,9.833333,N,N,N,Y,24.0,Y
JC,B,18,0,M,9.833333,N,N,N,Y,23.0,N
JC,C,18,1,M,9.833333,N,N,N,Y,21.0,N
JD,A,21,1,M,9.166667,N,N,N,N,17.0,N
JD,B,21,1,M,9.166667,N,N,N,N,14.0,N
JD,C,21,0,M,9.166667,N,N,N,N,20.0,N
JE,A,20,2,M,8.25,N,Y,Y,N,17.0,Y
JE,B,20,3,M,8.25,N,Y,Y,N,19.0,Y
JE,C,20,1,M,8.25,N,Y,Y,N,21.0,Y
JF,A,20,2,M,8.25,N,Y,Y,N,24.0,Y
JF,B,20,3,M,8.25,N,Y,Y,N,23.0,Y
JF,C,20,1,M,8.25,N,Y,Y,N,24.0,Y
JG,A,24,4,F,9.083333,N,Y,Y,N,16.0,N
JG,B,24,3,F,9.083333,N,Y,Y,N,14.0,Y
JG,C,24,2,F,9.083333,N,Y,Y,N,22.0,Y
JH,A,25,1,F,8.0,N,Y,Y,N,19.0,N
JH,B,25,4,F,8.0,N,Y,Y,N,14.0,Y
JH,C,25,0,F,8.0,N,Y,Y,N,13.0,Y
JI,A,20,3,M,8.75,Y,N,Y,N,15.0,Y
JI,B,20,0,M,8.75,Y,N,Y,N,13.0,Y
JI,C,20,0,M,8.75,Y,N,Y,N,22.0,N
JJ,A,18,0,F,9.416667,Y,N,Y,N,18.0,N
JJ,B,18,0,F,9.416667,Y,N,Y,N,14.0,N
JJ,C,18,0,F,9.416667,Y,N,Y,N,19.0,N
JK,A,19,2,F,8.083333,N,Y,N,Y,18.0,N
JK,B,19,0,F,8.083333,N,Y,N,Y,20.0,Y
JK,C,19,1,F,8.083333,N,Y,N,Y,21.0,N
JL,A,21,2,M,8.5,Y,N,N,N,21.0,N
JL,B,21,1,M,8.5,Y,N,N,N,23.0,N
JL,C,21,1,M,8.5,Y,N,N,N,22.0,N
JM,A,20,1,M,9.666667,N,Y,N,N,21.0,Y
JM,B,20,0,M,9.666667,N,Y,N,N,20.0,Y
JM,C,20,0,M,9.666667,N,Y,N,N,18.0,N
