occ,serialno,year,constit,wt14,male,age87,manual,fv,right,inflation,rl,party,rank,age,rldist,yr87,yr92
2270,4736,87,915,1.168124,1,33,1,1,5.75,4,4.626119,3,2,3.3,1.2631083,1,0
2270,4736,87,915,1.168124,1,33,1,1,5.75,4,2.648171,2,3,3.3,9.621344,1,0
2271,4736,92,915,1.168124,1,33,1,3,5.5,5,4.477668,3,1,3.8,1.0451632,0,1
2271,4736,92,915,1.168124,1,33,1,3,5.5,5,7.790695,1,2,3.8,5.2472844,0,1
2271,4736,92,915,1.168124,1,33,1,3,5.5,5,3.011912,2,3,3.8,6.1905813,0,1
2272,4738,87,915,1.048521,0,51,1,3,6.0,5,4.626119,3,1,5.1,1.8875487,1,0
2272,4738,87,915,1.048521,0,51,1,3,6.0,5,8.031557,1,2,5.1,4.127224,1,0
2272,4738,87,915,1.048521,0,51,1,3,6.0,5,2.648171,2,3,5.1,11.234758,1,0
2273,4738,92,915,1.048521,0,51,1,3,4.5,5,4.477668,3,1,5.6,0.0004987268,0,1
2273,4738,92,915,1.048521,0,51,1,3,4.5,5,7.790695,1,2,5.6,10.828675,0,1
2273,4738,92,915,1.048521,0,51,1,3,4.5,5,3.011912,2,3,5.6,2.2144055,0,1
2274,4741,87,915,1.15219,1,30,0,2,4.0,5,2.648171,2,1,3.0,1.8274418,1,0
2274,4741,87,915,1.15219,1,30,0,2,4.0,5,4.626119,3,2,3.0,0.39202517,1,0
2274,4741,87,915,1.15219,1,30,0,2,4.0,5,8.031557,1,3,3.0,16.253452,1,0
2275,4741,92,915,1.15219,1,30,0,2,2.75,4,3.011912,2,1,3.5,0.06859795,0,1
2275,4741,92,915,1.15219,1,30,0,2,2.75,4,4.477668,3,2,3.5,2.984836,0,1
2275,4741,92,915,1.15219,1,30,0,2,2.75,4,7.790695,1,3,3.5,25.408607,0,1
2276,4743,87,915,1.048521,0,31,0,3,4.25,5,4.626119,3,1,3.1,0.1414656,1,0
2276,4743,87,915,1.048521,0,31,0,3,4.25,5,8.031557,1,2,3.1,14.300174,1,0
2276,4743,87,915,1.048521,0,31,0,3,4.25,5,2.648171,2,2,3.1,2.5658562,1,0
2277,4743,92,915,1.048521,0,31,0,3,5.0,4,4.477668,3,1,3.6,0.2728309,0,1
2277,4743,92,915,1.048521,0,31,0,3,5.0,4,3.011912,2,2,3.6,3.9524934,0,1
2277,4743,92,915,1.048521,0,31,0,3,5.0,4,7.790695,1,2,3.6,7.7879796,0,1
2278,4744,87,915,1.168124,0,50,0,1,8.0,4,8.031557,1,1,5.0,0.0009958495,1,0
2278,4744,87,915,1.168124,0,50,0,1,8.0,4,4.626119,3,2,5.0,11.383072,1,0
2278,4744,87,915,1.168124,0,50,0,1,8.0,4,2.648171,2,3,5.0,28.642075,1,0
2279,4744,92,915,1.168124,0,50,0,1,8.0,5,7.790695,1,1,5.5,0.043808505,0,1
2279,4744,92,915,1.168124,0,50,0,1,8.0,5,4.477668,3,2,5.5,12.406824,0,1
2279,4744,92,915,1.168124,0,50,0,1,8.0,5,3.011912,2,2,5.5,24.881021,0,1
2280,4745,87,915,1.168124,1,53,1,1,6.75,5,8.031557,1,1,5.3,1.6423886,1,0
2280,4745,87,915,1.168124,1,53,1,1,6.75,5,4.626119,3,2,5.3,4.51087,1,0
2280,4745,87,915,1.168124,1,53,1,1,6.75,5,2.648171,2,3,5.3,16.825,1,0
2281,4745,92,915,1.168124,1,53,1,1,5.75,5,7.790695,1,1,5.8,4.164437,0,1
2281,4745,92,915,1.168124,1,53,1,1,5.75,5,4.477668,3,2,5.8,1.6188293,0,1
2281,4745,92,915,1.168124,1,53,1,1,5.75,5,3.011912,2,3,5.8,7.497125,0,1
2282,4746,92,915,1.629931,0,55,1,1,4.25,5,7.790695,1,1,6.0,12.536523,0,1
2282,4746,92,915,1.629931,0,55,1,1,4.25,5,3.011912,2,2,6.0,1.5328616,0,1
2282,4746,92,915,1.629931,0,55,1,1,4.25,5,4.477668,3,3,6.0,0.05183263,0,1
2283,4758,87,916,1.15219,1,35,1,2,3.5,4,2.648171,2,1,3.5,0.72561276,1,0
2283,4758,87,916,1.15219,1,35,1,2,3.5,4,8.031557,1,2,3.5,20.53501,1,0
2283,4758,87,916,1.15219,1,35,1,2,3.5,4,4.626119,3,3,3.5,1.2681444,1,0
2284,4758,92,916,1.15219,1,35,1,2,4.666667,5,3.011912,2,1,4.0,2.7382138,0,1
2284,4758,92,916,1.15219,1,35,1,2,4.666667,5,7.790695,1,2,4.0,9.759552,0,1
2284,4758,92,916,1.15219,1,35,1,2,4.666667,5,4.477668,3,2,4.0,0.035720687,0,1
2285,4761,87,916,1.15219,1,45,1,2,3.5,5,2.648171,2,1,4.5,0.72561276,1,0
2285,4761,87,916,1.15219,1,45,1,2,3.5,5,8.031557,1,2,4.5,20.53501,1,0
2285,4761,87,916,1.15219,1,45,1,2,3.5,5,4.626119,3,3,4.5,1.2681444,1,0
2286,4772,87,916,1.15219,1,53,0,2,5.0,5,2.648171,2,1,5.3,5.5311,1,0
2286,4772,87,916,1.15219,1,53,0,2,5.0,5,8.031557,1,2,5.3,9.190338,1,0
2286,4772,87,916,1.15219,1,53,0,2,5.0,5,4.626119,3,3,5.3,0.1397869,1,0
2287,4772,92,916,1.15219,1,53,0,2,7.25,4,3.011912,2,1,5.8,17.96139,0,1
2287,4772,92,916,1.15219,1,53,0,2,7.25,4,7.790695,1,2,5.8,0.29235128,0,1
2287,4772,92,916,1.15219,1,53,0,2,7.25,4,4.477668,3,3,5.8,7.685826,0,1
2289,4790,87,917,1.168124,0,70,0,1,9.75,4,8.031557,1,1,7.0,2.953046,1,0
2289,4790,87,917,1.168124,0,70,0,1,9.75,4,4.626119,3,2,7.0,26.254154,1,0
2289,4790,87,917,1.168124,0,70,0,1,9.75,4,2.648171,2,3,7.0,50.435974,1,0
2290,4790,92,917,1.168124,0,70,0,1,7.75,4,7.790695,1,1,7.5,0.0016560985,0,1
2290,4790,92,917,1.168124,0,70,0,1,7.75,4,4.477668,3,2,7.5,10.708158,0,1
2290,4790,92,917,1.168124,0,70,0,1,7.75,4,3.011912,2,3,7.5,22.449476,0,1
2293,4800,87,917,1.168124,0,62,1,1,9.75,4,8.031557,1,1,6.2,2.953046,1,0
2293,4800,87,917,1.168124,0,62,1,1,9.75,4,4.626119,3,2,6.2,26.254154,1,0
2293,4800,87,917,1.168124,0,62,1,1,9.75,4,2.648171,2,3,6.2,50.435974,1,0
2294,4800,92,917,1.168124,0,62,1,1,10.25,4,7.790695,1,1,6.7,6.04818,0,1
2294,4800,92,917,1.168124,0,62,1,1,10.25,4,4.477668,3,2,6.7,33.31982,0,1
2294,4800,92,917,1.168124,0,62,1,1,10.25,4,3.011912,2,3,6.7,52.389915,0,1
2297,4817,87,918,1.15219,0,36,0,2,4.5,5,2.648171,2,1,3.6,3.4292707,1,0
2297,4817,87,918,1.15219,0,36,0,2,4.5,5,4.626119,3,2,3.6,0.015906036,1,0
2297,4817,87,918,1.15219,0,36,0,2,4.5,5,8.031557,1,3,3.6,12.471895,1,0
2298,4817,92,918,1.15219,0,36,0,2,4.5,5,3.011912,2,1,4.1,2.2144055,0,1
2298,4817,92,918,1.15219,0,36,0,2,4.5,5,4.477668,3,2,4.1,0.0004987268,0,1
2298,4817,92,918,1.15219,0,36,0,2,4.5,5,7.790695,1,3,4.1,10.828675,0,1
2299,4819,87,918,1.168124,1,23,1,1,7.75,4,8.031557,1,1,2.3,0.07927439,1,0
2299,4819,87,918,1.168124,1,23,1,1,7.75,4,4.626119,3,2,2.3,9.758632,1,0
2299,4819,87,918,1.168124,1,23,1,1,7.75,4,2.648171,2,3,2.3,26.02866,1,0
2300,4819,92,918,1.168124,1,23,1,1,8.5,5,7.790695,1,1,2.8,0.5031133,0,1
2300,4819,92,918,1.168124,1,23,1,1,8.5,5,4.477668,3,2,2.8,16.179155,0,1
2300,4819,92,918,1.168124,1,23,1,1,8.5,5,3.011912,2,3,2.8,30.119108,0,1
2301,4820,87,918,1.048521,0,29,1,3,5.75,4,4.626119,3,1,2.9,1.2631083,1,0
2301,4820,87,918,1.048521,0,29,1,3,5.75,4,8.031557,1,2,2.9,5.2055025,1,0
2301,4820,87,918,1.048521,0,29,1,3,5.75,4,2.648171,2,3,2.9,9.621344,1,0
2302,4820,92,918,1.048521,0,29,1,1,6.0,5,7.790695,1,1,3.4,3.2065892,0,1
2302,4820,92,918,1.048521,0,29,1,1,6.0,5,4.477668,3,2,3.4,2.3174953,0,1
2302,4820,92,918,1.048521,0,29,1,1,6.0,5,3.011912,2,3,3.4,8.928669,0,1
2303,4822,87,918,1.15219,0,38,0,2,3.5,4,2.648171,2,1,3.8,0.72561276,1,0
2303,4822,87,918,1.15219,0,38,0,2,3.5,4,4.626119,3,2,3.8,1.2681444,1,0
2303,4822,87,918,1.15219,0,38,0,2,3.5,4,8.031557,1,3,3.8,20.53501,1,0
2304,4822,92,918,1.15219,0,38,0,2,2.5,5,3.011912,2,1,4.3,0.262054,0,1
2304,4822,92,918,1.15219,0,38,0,2,2.5,5,4.477668,3,2,4.3,3.91117,0,1
2304,4822,92,918,1.15219,0,38,0,2,2.5,5,7.790695,1,3,4.3,27.991455,0,1
2305,4823,92,918,1.629931,0,19,1,1,6.5,3,7.790695,1,1,2.4,1.665894,0,1
2305,4823,92,918,1.629931,0,19,1,1,6.5,3,4.477668,3,2,2.4,4.0898275,0,1
2305,4823,92,918,1.629931,0,19,1,1,6.5,3,3.011912,2,3,2.4,12.166758,0,1
2306,4824,87,918,1.168124,0,63,0,1,8.0,3,8.031557,1,1,6.3,0.0009958495,1,0
2306,4824,87,918,1.168124,0,63,0,1,8.0,3,4.626119,3,2,6.3,11.383072,1,0
2306,4824,87,918,1.168124,0,63,0,1,8.0,3,2.648171,2,3,6.3,28.642075,1,0
2307,4824,92,918,1.168124,0,63,0,1,6.75,4,7.790695,1,1,6.8,1.0830464,0,1
2307,4824,92,918,1.168124,0,63,0,1,6.75,4,4.477668,3,2,6.8,5.1634936,0,1
2307,4824,92,918,1.168124,0,63,0,1,6.75,4,3.011912,2,3,6.8,13.973301,0,1
2308,4844,87,919,1.048521,0,36,0,3,5.0,4,4.626119,3,1,3.6,0.1397869,1,0
2308,4844,87,919,1.048521,0,36,0,3,5.0,4,2.648171,2,2,3.6,5.5311,1,0
2308,4844,87,919,1.048521,0,36,0,3,5.0,4,8.031557,1,2,3.6,9.190338,1,0
2309,4844,92,919,1.048521,0,36,0,3,6.75,5,4.477668,3,1,4.1,5.1634936,0,1
2309,4844,92,919,1.048521,0,36,0,3,6.75,5,3.011912,2,2,4.1,13.973301,0,1
2309,4844,92,919,1.048521,0,36,0,3,6.75,5,7.790695,1,3,4.1,1.0830464,0,1
2310,4849,87,920,1.168124,1,30,1,1,6.75,3,8.031557,1,1,3.0,1.6423886,1,0
2310,4849,87,920,1.168124,1,30,1,1,6.75,3,4.626119,3,2,3.0,4.51087,1,0
2310,4849,87,920,1.168124,1,30,1,1,6.75,3,2.648171,2,3,3.0,16.825,1,0
2311,4849,92,920,1.168124,1,30,1,1,6.5,4,7.790695,1,1,3.5,1.665894,0,1
2311,4849,92,920,1.168124,1,30,1,1,6.5,4,4.477668,3,2,3.5,4.0898275,0,1
2311,4849,92,920,1.168124,1,30,1,1,6.5,4,3.011912,2,3,3.5,12.166758,0,1
2312,4854,87,920,1.048521,1,34,0,3,5.0,4,4.626119,3,1,3.4,0.1397869,1,0
2312,4854,87,920,1.048521,1,34,0,3,5.0,4,2.648171,2,2,3.4,5.5311,1,0
2312,4854,87,920,1.048521,1,34,0,3,5.0,4,8.031557,1,2,3.4,9.190338,1,0
2313,4854,92,920,1.048521,1,34,0,2,3.5,5,3.011912,2,1,3.9,0.2382298,0,1
2313,4854,92,920,1.048521,1,34,0,2,3.5,5,4.477668,3,2,3.9,0.9558343,0,1
2313,4854,92,920,1.048521,1,34,0,2,3.5,5,7.790695,1,3,3.9,18.410065,0,1
2314,4858,87,920,1.168124,1,33,1,1,6.5,4,8.031557,1,1,3.3,2.3456671,1,0
2314,4858,87,920,1.168124,1,33,1,1,6.5,4,4.626119,3,2,3.3,3.5114295,1,0
2314,4858,87,920,1.168124,1,33,1,1,6.5,4,2.648171,2,3,3.3,14.836587,1,0
2315,4858,92,920,1.168124,1,33,1,1,6.0,5,7.790695,1,1,3.8,3.2065892,0,1
2315,4858,92,920,1.168124,1,33,1,1,6.0,5,4.477668,3,2,3.8,2.3174953,0,1
2315,4858,92,920,1.168124,1,33,1,1,6.0,5,3.011912,2,3,3.8,8.928669,0,1
2316,4859,87,920,1.168124,0,43,1,1,6.75,3,8.031557,1,1,4.3,1.6423886,1,0
2316,4859,87,920,1.168124,0,43,1,1,6.75,3,4.626119,3,2,4.3,4.51087,1,0
2316,4859,87,920,1.168124,0,43,1,1,6.75,3,2.648171,2,2,4.3,16.825,1,0
2317,4859,92,920,1.168124,0,43,1,1,7.0,5,7.790695,1,1,4.8,0.6251989,0,1
2317,4859,92,920,1.168124,0,43,1,1,7.0,5,3.011912,2,2,4.8,15.904845,0,1
2317,4859,92,920,1.168124,0,43,1,1,7.0,5,4.477668,3,3,4.8,6.3621597,0,1
2318,4862,87,920,1.168124,0,79,1,1,6.75,5,8.031557,1,1,7.9,1.6423886,1,0
2318,4862,87,920,1.168124,0,79,1,1,6.75,5,4.626119,3,2,7.9,4.51087,1,0
2318,4862,87,920,1.168124,0,79,1,1,6.75,5,2.648171,2,3,7.9,16.825,1,0
2319,4862,92,920,1.168124,0,79,1,1,4.75,5,7.790695,1,1,8.4,9.245828,0,1
2319,4862,92,920,1.168124,0,79,1,1,4.75,5,4.477668,3,2,8.4,0.07416482,0,1
2319,4862,92,920,1.168124,0,79,1,1,4.75,5,3.011912,2,3,8.4,3.0209496,0,1
2320,4864,87,920,1.168124,0,52,1,1,8.5,4,8.031557,1,1,5.2,0.21943876,1,0
2320,4864,87,920,1.168124,0,52,1,1,8.5,4,4.626119,3,2,5.2,15.006953,1,0
2320,4864,87,920,1.168124,0,52,1,1,8.5,4,2.648171,2,3,5.2,34.243904,1,0
2321,4864,92,920,1.168124,0,52,1,2,5.25,5,3.011912,2,1,5.7,5.0090375,0,1
2321,4864,92,920,1.168124,0,52,1,2,5.25,5,7.790695,1,2,5.7,6.455132,0,1
2321,4864,92,920,1.168124,0,52,1,2,5.25,5,4.477668,3,3,5.7,0.596497,0,1
2322,4871,87,920,1.168124,0,43,1,1,6.0,5,8.031557,1,1,4.3,4.127224,1,0
2322,4871,87,920,1.168124,0,43,1,1,6.0,5,4.626119,3,2,4.3,1.8875487,1,0
2322,4871,87,920,1.168124,0,43,1,1,6.0,5,2.648171,2,3,4.3,11.234758,1,0
2323,4871,92,920,1.168124,0,43,1,1,5.5,5,7.790695,1,1,4.8,5.2472844,0,1
2323,4871,92,920,1.168124,0,43,1,1,5.5,5,4.477668,3,2,4.8,1.0451632,0,1
2323,4871,92,920,1.168124,0,43,1,1,5.5,5,3.011912,2,3,4.8,6.1905813,0,1
2325,4889,87,921,1.048521,0,23,0,3,6.25,4,4.626119,3,1,2.3,2.636989,1,0
2325,4889,87,921,1.048521,0,23,0,3,6.25,4,8.031557,1,2,2.3,3.1739457,1,0
2325,4889,87,921,1.048521,0,23,0,3,6.25,4,2.648171,2,3,2.3,12.973172,1,0
2326,4889,92,921,1.048521,0,23,0,3,6.25,5,4.477668,3,1,2.8,3.1411614,0,1
2326,4889,92,921,1.048521,0,23,0,3,6.25,5,7.790695,1,2,2.8,2.3737416,0,1
2326,4889,92,921,1.048521,0,23,0,3,6.25,5,3.011912,2,3,2.8,10.485213,0,1
2327,4897,87,922,1.168124,1,37,0,1,8.0,2,8.031557,1,1,3.7,0.0009958495,1,0
2327,4897,87,922,1.168124,1,37,0,1,8.0,2,4.626119,3,2,3.7,11.383072,1,0
2327,4897,87,922,1.168124,1,37,0,1,8.0,2,2.648171,2,3,3.7,28.642075,1,0
2328,4897,92,922,1.168124,1,37,0,1,5.25,3,7.790695,1,1,4.2,6.455132,0,1
2328,4897,92,922,1.168124,1,37,0,1,5.25,3,4.477668,3,2,4.2,0.596497,0,1
2328,4897,92,922,1.168124,1,37,0,1,5.25,3,3.011912,2,3,4.2,5.0090375,0,1
2329,4915,87,922,1.168124,0,59,0,1,8.0,4,8.031557,1,1,5.9,0.0009958495,1,0
2329,4915,87,922,1.168124,0,59,0,1,8.0,4,4.626119,3,2,5.9,11.383072,1,0
2329,4915,87,922,1.168124,0,59,0,1,8.0,4,2.648171,2,3,5.9,28.642075,1,0
2330,4915,92,922,1.168124,0,59,0,1,7.5,5,7.790695,1,1,6.4,0.084503695,0,1
2330,4915,92,922,1.168124,0,59,0,1,7.5,5,4.477668,3,2,6.4,9.134492,0,1
2330,4915,92,922,1.168124,0,59,0,1,7.5,5,3.011912,2,2,6.4,20.142933,0,1
2331,4919,92,922,1.629931,0,20,1,1,5.5,3,7.790695,1,1,2.5,5.2472844,0,1
2331,4919,92,922,1.629931,0,20,1,1,5.5,3,4.477668,3,2,2.5,1.0451632,0,1
2331,4919,92,922,1.629931,0,20,1,1,5.5,3,3.011912,2,2,2.5,6.1905813,0,1
2332,4930,87,923,1.168124,0,40,1,1,6.25,4,8.031557,1,1,4.0,3.1739457,1,0
2332,4930,87,923,1.168124,0,40,1,1,6.25,4,4.626119,3,2,4.0,2.636989,1,0
2332,4930,87,923,1.168124,0,40,1,1,6.25,4,2.648171,2,3,4.0,12.973172,1,0
2333,4930,92,923,1.168124,0,40,1,1,5.25,4,7.790695,1,1,4.5,6.455132,0,1
2333,4930,92,923,1.168124,0,40,1,1,5.25,4,4.477668,3,2,4.5,0.596497,0,1
2333,4930,92,923,1.168124,0,40,1,1,5.25,4,3.011912,2,3,4.5,5.0090375,0,1
2336,4954,87,924,1.168124,0,49,1,1,7.25,4,8.031557,1,1,4.9,0.6108315,1,0
2336,4954,87,924,1.168124,0,49,1,1,7.25,4,2.648171,2,2,4.9,21.17683,1,0
2336,4954,87,924,1.168124,0,49,1,1,7.25,4,4.626119,3,2,4.9,6.884751,1,0
2337,4954,92,924,1.168124,0,49,1,3,2.5,5,4.477668,3,1,5.4,3.91117,0,1
2337,4954,92,924,1.168124,0,49,1,3,2.5,5,3.011912,2,2,5.4,0.262054,0,1
2337,4954,92,924,1.168124,0,49,1,3,2.5,5,7.790695,1,3,5.4,27.991455,0,1
2338,4966,87,924,1.15219,1,24,0,2,2.5,4,2.648171,2,1,2.4,0.02195463,1,0
2338,4966,87,924,1.15219,1,24,0,2,2.5,4,4.626119,3,2,2.4,4.5203824,1,0
2338,4966,87,924,1.15219,1,24,0,2,2.5,4,8.031557,1,3,2.4,30.598124,1,0
2339,4966,92,924,1.15219,1,24,0,2,4.25,4,3.011912,2,1,2.9,1.5328616,0,1
2339,4966,92,924,1.15219,1,24,0,2,4.25,4,4.477668,3,2,2.9,0.05183263,0,1
2339,4966,92,924,1.15219,1,24,0,2,4.25,4,7.790695,1,3,2.9,12.536523,0,1
2340,4969,87,925,1.168124,0,78,0,1,6.25,5,8.031557,1,1,7.8,3.1739457,1,0
2340,4969,87,925,1.168124,0,78,0,1,6.25,5,4.626119,3,2,7.8,2.636989,1,0
2340,4969,87,925,1.168124,0,78,0,1,6.25,5,2.648171,2,3,7.8,12.973172,1,0
2341,4969,92,925,1.168124,0,78,0,1,6.25,5,7.790695,1,1,8.3,2.3737416,0,1
2341,4969,92,925,1.168124,0,78,0,1,6.25,5,4.477668,3,2,8.3,3.1411614,0,1
2341,4969,92,925,1.168124,0,78,0,1,6.25,5,3.011912,2,3,8.3,10.485213,0,1
2342,4972,87,925,1.168124,1,34,1,1,8.0,4,8.031557,1,1,3.4,0.0009958495,1,0
2342,4972,87,925,1.168124,1,34,1,1,8.0,4,4.626119,3,2,3.4,11.383072,1,0
2342,4972,87,925,1.168124,1,34,1,1,8.0,4,2.648171,2,3,3.4,28.642075,1,0
2343,4972,92,925,1.168124,1,34,1,1,8.25,3,7.790695,1,1,3.9,0.21096091,0,1
2343,4972,92,925,1.168124,1,34,1,1,8.25,3,4.477668,3,2,3.9,14.23049,0,1
2343,4972,92,925,1.168124,1,34,1,1,8.25,3,3.011912,2,3,3.9,27.437565,0,1
2344,4974,87,925,1.168124,1,40,0,1,6.5,4,8.031557,1,1,4.0,2.3456671,1,0
2344,4974,87,925,1.168124,1,40,0,1,6.5,4,4.626119,3,2,4.0,3.5114295,1,0
2344,4974,87,925,1.168124,1,40,0,1,6.5,4,2.648171,2,3,4.0,14.836587,1,0
2345,4974,92,925,1.168124,1,40,0,1,4.75,4,7.790695,1,1,4.5,9.245828,0,1
2345,4974,92,925,1.168124,1,40,0,1,4.75,4,4.477668,3,2,4.5,0.07416482,0,1
2345,4974,92,925,1.168124,1,40,0,1,4.75,4,3.011912,2,3,4.5,3.0209496,0,1
2346,4975,87,925,1.168124,1,36,0,1,6.75,5,8.031557,1,1,3.6,1.6423886,1,0
2346,4975,87,925,1.168124,1,36,0,1,6.75,5,4.626119,3,2,3.6,4.51087,1,0
2346,4975,87,925,1.168124,1,36,0,1,6.75,5,2.648171,2,3,3.6,16.825,1,0
2347,4975,92,925,1.168124,1,36,0,1,5.25,3,7.790695,1,1,4.1,6.455132,0,1
2347,4975,92,925,1.168124,1,36,0,1,5.25,3,4.477668,3,2,4.1,0.596497,0,1
2347,4975,92,925,1.168124,1,36,0,1,5.25,3,3.011912,2,3,4.1,5.0090375,0,1
2348,4979,87,925,1.15219,1,74,1,2,4.75,5,2.648171,2,1,7.4,4.4176855,1,0
2348,4979,87,925,1.15219,1,74,1,2,4.75,5,4.626119,3,2,7.4,0.015346468,1,0
2348,4979,87,925,1.15219,1,74,1,2,4.75,5,8.031557,1,3,7.4,10.768617,1,0
2349,4979,92,925,1.15219,1,74,1,2,3.0,5,3.011912,2,1,7.9,0.0001418983,0,1
2349,4979,92,925,1.15219,1,74,1,2,3.0,5,4.477668,3,2,7.9,2.1835022,0,1
2349,4979,92,925,1.15219,1,74,1,2,3.0,5,7.790695,1,3,7.9,22.95076,0,1
2350,4983,87,925,1.15219,1,66,1,2,2.0,5,2.648171,2,1,6.6,0.42012557,1,0
2350,4983,87,925,1.15219,1,66,1,2,2.0,5,4.626119,3,2,6.6,6.8965015,1,0
2350,4983,87,925,1.15219,1,66,1,2,2.0,5,8.031557,1,3,6.6,36.37968,1,0
2351,4983,92,925,1.15219,1,66,1,1,3.5,4,7.790695,1,1,7.1,18.410065,0,1
2351,4983,92,925,1.15219,1,66,1,1,3.5,4,4.477668,3,2,7.1,0.9558343,0,1
2351,4983,92,925,1.15219,1,66,1,1,3.5,4,3.011912,2,3,7.1,0.2382298,0,1
2353,4997,87,926,1.15219,1,47,1,2,4.75,5,2.648171,2,1,4.7,4.4176855,1,0
2353,4997,87,926,1.15219,1,47,1,2,4.75,5,8.031557,1,2,4.7,10.768617,1,0
2353,4997,87,926,1.15219,1,47,1,2,4.75,5,4.626119,3,3,4.7,0.015346468,1,0
2354,4997,92,926,1.15219,1,47,1,2,2.75,5,3.011912,2,1,5.2,0.06859795,0,1
2354,4997,92,926,1.15219,1,47,1,2,2.75,5,4.477668,3,2,5.2,2.984836,0,1
2354,4997,92,926,1.15219,1,47,1,2,2.75,5,7.790695,1,3,5.2,25.408607,0,1
2355,4999,87,926,1.168124,1,44,0,1,4.75,4,8.031557,1,1,4.4,10.768617,1,0
2355,4999,87,926,1.168124,1,44,0,1,4.75,4,4.626119,3,2,4.4,0.015346468,1,0
2355,4999,87,926,1.168124,1,44,0,1,4.75,4,2.648171,2,3,4.4,4.4176855,1,0
2356,4999,92,926,1.168124,1,44,0,1,3.5,5,7.790695,1,1,4.9,18.410065,0,1
2356,4999,92,926,1.168124,1,44,0,1,3.5,5,4.477668,3,2,4.9,0.9558343,0,1
2356,4999,92,926,1.168124,1,44,0,1,3.5,5,3.011912,2,3,4.9,0.2382298,0,1
2359,5005,92,926,1.629931,1,50,1,2,2.0,5,3.011912,2,1,5.5,1.0239661,0,1
2359,5005,92,926,1.629931,1,50,1,2,2.0,5,4.477668,3,2,5.5,6.138838,0,1
2359,5005,92,926,1.629931,1,50,1,2,2.0,5,7.790695,1,3,5.5,33.53215,0,1
2360,5008,92,926,1.629931,0,71,1,2,3.0,5,3.011912,2,1,7.6,0.0001418983,0,1
2360,5008,92,926,1.629931,0,71,1,2,3.0,5,4.477668,3,2,7.6,2.1835022,0,1
2360,5008,92,926,1.629931,0,71,1,2,3.0,5,7.790695,1,3,7.6,22.95076,0,1
2361,5023,87,927,1.168124,0,48,0,1,4.25,5,8.031557,1,1,4.8,14.300174,1,0
2361,5023,87,927,1.168124,0,48,0,1,4.25,5,2.648171,2,2,4.8,2.5658562,1,0
2361,5023,87,927,1.168124,0,48,0,1,4.25,5,4.626119,3,2,4.8,0.1414656,1,0
2363,5040,87,927,1.15219,0,58,1,2,2.0,5,2.648171,2,1,5.8,0.42012557,1,0
2363,5040,87,927,1.15219,0,58,1,2,2.0,5,4.626119,3,2,5.8,6.8965015,1,0
2363,5040,87,927,1.15219,0,58,1,2,2.0,5,8.031557,1,3,5.8,36.37968,1,0
2364,5040,92,927,1.15219,0,58,1,2,1.25,4,3.011912,2,1,6.3,3.1043344,0,1
2364,5040,92,927,1.15219,0,58,1,2,1.25,4,4.477668,3,2,6.3,10.417839,0,1
2364,5040,92,927,1.15219,0,58,1,2,1.25,4,7.790695,1,3,6.3,42.780693,0,1
2365,5042,87,928,1.048521,1,67,1,3,4.75,5,4.626119,3,1,6.7,0.015346468,1,0
2365,5042,87,928,1.048521,1,67,1,3,4.75,5,2.648171,2,2,6.7,4.4176855,1,0
2365,5042,87,928,1.048521,1,67,1,3,4.75,5,8.031557,1,3,6.7,10.768617,1,0
2366,5042,92,928,1.048521,1,67,1,2,2.0,5,3.011912,2,1,7.2,1.0239661,0,1
2366,5042,92,928,1.048521,1,67,1,2,2.0,5,7.790695,1,2,7.2,33.53215,0,1
2366,5042,92,928,1.048521,1,67,1,2,2.0,5,4.477668,3,2,7.2,6.138838,0,1
2367,5045,87,928,1.048521,1,23,1,3,4.75,5,4.626119,3,1,2.3,0.015346468,1,0
2367,5045,87,928,1.048521,1,23,1,3,4.75,5,2.648171,2,2,2.3,4.4176855,1,0
2367,5045,87,928,1.048521,1,23,1,3,4.75,5,8.031557,1,3,2.3,10.768617,1,0
2368,5045,92,928,1.048521,1,23,1,3,4.75,5,4.477668,3,1,2.8,0.07416482,0,1
2368,5045,92,928,1.048521,1,23,1,3,4.75,5,3.011912,2,2,2.8,3.0209496,0,1
2368,5045,92,928,1.048521,1,23,1,3,4.75,5,7.790695,1,3,2.8,9.245828,0,1
2369,5046,87,928,1.168124,1,36,1,1,5.0,4,8.031557,1,1,3.6,9.190338,1,0
2369,5046,87,928,1.168124,1,36,1,1,5.0,4,4.626119,3,2,3.6,0.1397869,1,0
2369,5046,87,928,1.168124,1,36,1,1,5.0,4,2.648171,2,2,3.6,5.5311,1,0
2370,5046,92,928,1.168124,1,36,1,1,5.25,4,7.790695,1,1,4.1,6.455132,0,1
2370,5046,92,928,1.168124,1,36,1,1,5.25,4,3.011912,2,2,4.1,5.0090375,0,1
2370,5046,92,928,1.168124,1,36,1,1,5.25,4,4.477668,3,2,4.1,0.596497,0,1
2371,5056,87,928,1.048521,1,58,1,3,4.333333,5,4.626119,3,1,5.8,0.08572371,1,0
2371,5056,87,928,1.048521,1,58,1,3,4.333333,5,2.648171,2,2,5.8,2.8397713,1,0
2371,5056,87,928,1.048521,1,58,1,3,4.333333,5,8.031557,1,3,5.8,13.676861,1,0
2372,5056,92,928,1.048521,1,58,1,1,5.333333,5,7.790695,1,1,6.3,6.038629,0,1
