vrq,attain,pid,sex,sc,sid,fed,choice,med,cons,pupil
78,3,85,1,20,12,0,1,0,1,27
88,2,85,0,0,12,0,1,1,1,28
130,10,85,1,31,12,0,1,1,1,29
112,10,85,0,0,12,0,1,0,1,30
92,8,85,1,20,12,1,1,1,1,31
101,5,85,0,31,10,0,1,0,1,32
91,2,85,1,0,12,0,1,0,1,33
108,9,85,0,20,12,0,1,0,1,34
105,10,85,0,1,12,1,1,1,1,35
100,5,85,1,0,12,0,1,0,1,36
105,8,86,1,20,12,1,1,1,1,1
125,10,86,1,1,12,1,1,1,1,2
84,2,86,0,20,12,0,4,0,1,3
98,9,86,1,20,12,0,1,0,1,4
127,10,86,0,1,12,1,1,1,1,5
73,3,86,1,20,12,1,1,0,1,6
118,10,87,0,0,12,0,1,1,1,1
78,4,87,0,0,12,0,1,0,1,2
131,10,87,0,0,12,1,1,0,1,3
73,1,87,0,0,12,0,4,0,1,4
86,7,87,1,0,12,1,1,1,1,5
98,3,87,0,0,12,0,1,0,1,6
125,10,87,1,20,12,1,1,1,1,7
83,2,87,0,0,12,0,1,0,1,8
96,3,87,0,20,12,1,1,0,1,9
119,10,87,1,0,12,1,1,0,1,10
106,8,87,1,0,12,1,1,1,1,11
133,10,87,1,1,12,0,1,0,1,12
100,5,87,1,31,12,0,1,0,1,13
112,10,87,1,1,12,1,1,1,1,14
96,6,87,0,0,12,0,4,0,1,15
107,9,87,1,20,12,0,1,0,1,16
88,10,87,1,1,12,1,1,1,1,17
78,2,87,0,0,12,0,1,1,1,18
102,4,87,0,20,12,0,1,0,1,19
95,8,87,0,0,12,0,1,0,1,20
125,8,87,0,0,12,0,1,0,1,21
90,5,87,0,20,12,1,1,1,1,22
96,2,87,0,0,12,0,1,0,1,23
99,9,87,1,20,12,0,1,0,1,24
99,9,87,1,0,12,0,1,0,1,25
84,8,87,0,20,12,1,1,1,1,26
77,2,87,0,0,12,0,1,0,1,27
110,8,87,0,0,12,0,1,0,1,28
120,9,87,1,0,12,1,1,1,1,29
102,4,87,0,20,12,0,1,0,1,30
107,4,87,0,1,12,1,1,0,1,31
99,6,87,1,31,12,0,1,0,1,32
106,4,87,0,20,12,0,4,0,1,33
83,2,87,1,0,12,1,1,1,1,34
79,5,87,0,20,12,0,1,0,1,35
113,10,87,0,20,12,0,1,0,1,36
107,8,87,1,0,12,0,1,0,1,37
93,5,87,1,0,12,0,1,0,1,38
85,8,87,0,20,12,0,1,0,1,39
122,10,87,0,1,12,0,1,0,1,40
72,2,87,1,0,12,0,1,0,1,41
73,2,87,1,0,12,0,1,0,1,42
120,10,87,0,20,12,0,1,0,1,43
94,5,87,0,20,12,1,1,1,1,44
78,1,87,0,0,10,0,4,0,1,45
94,3,87,0,0,12,0,1,0,1,46
98,2,87,0,0,12,0,1,0,1,47
114,9,87,0,20,12,1,1,0,1,48
94,3,87,0,31,12,1,1,0,1,49
99,4,87,0,0,12,1,4,0,1,50
112,10,87,0,1,12,1,1,1,1,51
92,5,87,1,0,12,0,1,1,1,52
106,10,88,1,1,12,1,1,1,1,1
88,5,88,0,0,12,0,1,0,1,2
103,10,88,0,20,12,1,1,1,1,3
112,9,88,0,1,12,1,1,1,1,4
121,10,88,1,20,12,1,1,0,1,5
108,10,88,1,1,12,0,1,1,1,6
111,10,88,1,20,12,0,1,0,1,7
112,10,88,1,20,12,1,1,1,1,8
110,10,88,1,20,12,1,1,1,1,9
119,9,88,0,1,12,1,1,1,1,10
95,7,88,0,1,12,1,1,1,1,11
99,6,88,0,0,12,0,1,0,1,12
124,10,88,0,0,12,0,1,1,1,13
117,10,88,1,20,12,1,1,1,1,14
125,10,88,1,1,12,1,1,1,1,15
133,10,88,1,20,12,1,1,1,1,16
119,10,88,1,1,12,1,1,0,1,17
78,9,88,0,20,12,1,1,1,1,18
121,10,88,0,1,12,1,1,1,1,19
126,10,88,1,1,12,1,1,1,1,20
103,9,88,0,20,12,0,1,0,1,21
103,10,88,1,20,12,0,1,0,1,22
98,5,88,0,20,12,1,1,0,1,23
106,9,88,1,31,12,1,1,1,1,24
113,10,88,1,1,12,1,1,1,1,25
102,3,88,0,31,12,0,1,0,1,26
93,7,88,1,0,12,1,1,1,1,27
114,10,88,0,20,12,1,1,0,1,28
84,3,89,1,20,11,0,1,0,1,1
112,3,89,0,0,11,0,1,0,1,2
94,4,89,1,0,11,0,1,1,1,3
80,2,89,0,0,11,0,1,0,1,4
108,5,89,1,31,12,1,1,0,1,5
94,4,89,1,31,11,1,1,0,1,6
78,2,89,0,0,11,0,1,0,1,7
83,3,89,1,0,11,0,1,0,1,8
100,4,90,0,0,12,0,1,0,1,1
117,10,90,1,1,12,0,1,0,1,2
100,3,90,0,0,12,0,1,1,1,3
108,10,90,1,0,12,0,1,1,1,4
118,10,90,1,0,12,0,1,0,1,5
88,3,90,0,20,12,0,1,0,1,6
101,10,90,1,0,12,0,1,0,1,7
99,3,91,1,0,11,0,1,0,1,1
94,1,91,1,0,11,1,1,1,1,2
99,3,91,1,0,11,1,1,0,1,3
92,3,92,1,0,10,0,1,0,1,1
86,2,92,0,0,10,0,1,0,1,2
106,10,92,1,0,10,1,1,1,1,3
109,9,92,1,0,10,1,1,1,1,4
99,2,92,0,0,12,0,1,1,1,5
98,3,92,0,20,10,0,1,0,1,6
102,3,92,1,0,10,0,1,0,1,7
123,4,92,0,0,10,0,1,0,1,8
99,7,92,1,0,10,1,1,1,1,9
70,2,92,1,0,10,0,1,0,1,10
84,3,92,0,0,10,1,1,1,1,11
130,10,92,0,0,10,0,1,1,1,12
123,10,92,1,20,10,1,1,1,1,13
109,5,92,0,0,10,1,1,0,1,14
91,4,92,1,0,10,0,1,0,1,15
94,3,92,0,0,10,0,1,1,1,16
111,10,93,0,0,12,0,1,0,1,1
70,2,93,1,0,12,0,1,0,1,2
116,10,93,1,20,12,0,1,1,1,3
130,10,93,1,31,12,0,1,0,1,4
93,2,93,0,0,12,0,4,1,1,5
83,2,93,1,0,12,0,1,0,1,6
94,9,93,0,20,12,0,1,0,1,7
103,4,93,0,0,12,0,1,0,1,8
112,10,93,0,0,12,0,1,0,1,9
85,1,93,0,0,12,0,1,0,1,10
75,2,93,0,0,12,0,4,0,1,11
83,2,93,0,0,12,0,1,0,1,12
101,2,93,0,0,12,0,1,0,1,13
94,3,93,0,20,12,1,1,1,1,14
103,10,93,0,20,12,0,1,0,1,15
121,3,93,0,0,12,1,1,0,1,16
91,3,93,0,0,12,0,1,0,1,17
100,5,93,0,0,12,1,1,1,1,18
118,10,93,1,31,12,1,1,1,1,19
99,8,93,1,0,12,0,4,0,1,20
136,10,93,1,1,12,1,1,1,1,21
129,10,93,0,20,12,0,1,0,1,22
107,5,93,1,0,12,0,1,1,1,23
82,2,93,0,0,12,0,4,0,1,24
86,3,93,1,0,12,0,1,0,1,25
89,2,93,1,31,12,1,1,1,1,26
93,7,93,0,0,12,0,1,0,1,27
106,10,93,0,20,12,1,1,1,1,28
84,5,93,1,20,12,0,1,1,1,29
123,10,93,0,31,12,0,1,1,1,30
106,7,93,1,0,12,0,1,0,1,31
128,10,93,1,20,12,1,1,1,1,32
103,4,94,0,20,12,0,4,0,1,1
105,10,94,0,0,12,1,2,1,1,2
93,4,94,1,0,12,0,1,0,1,3
103,8,94,1,1,12,0,1,0,1,4
117,10,94,1,20,12,0,1,0,1,5
104,6,94,0,1,12,0,1,0,1,6
121,10,94,1,1,11,0,2,0,1,7
93,6,94,1,20,12,0,1,0,1,8
101,10,94,0,20,12,0,1,0,1,9
80,3,94,0,0,9,0,1,0,1,10
82,2,94,0,0,12,1,1,0,1,11
96,7,94,1,0,12,0,1,0,1,12
115,10,94,1,1,12,0,1,0,1,13
109,10,94,1,1,12,1,1,1,1,14
100,5,95,0,0,17,0,1,0,1,1
108,7,95,0,20,17,1,1,1,1,2
107,7,95,0,20,17,0,1,0,1,3
110,7,95,1,0,17,0,1,0,1,4
110,10,95,1,20,17,0,2,0,1,5
92,6,95,1,0,17,0,1,0,1,6
90,5,95,0,0,17,0,1,0,1,7
103,10,95,1,20,17,0,1,1,1,8
112,9,95,1,1,17,0,1,0,1,9
110,8,96,0,0,18,1,2,1,1,1
111,7,96,0,0,18,1,1,1,1,2
119,6,96,1,0,18,0,2,0,1,3
99,6,96,1,0,18,0,2,0,1,4
86,3,96,1,0,19,0,1,0,1,5
101,8,96,1,0,18,0,1,1,1,6
100,4,96,1,0,19,0,1,0,1,7
86,5,96,1,0,18,0,1,1,1,8
88,4,96,1,0,19,1,1,1,1,9
95,4,96,1,0,18,1,2,1,1,10
101,9,96,1,20,18,0,2,0,1,11
112,6,96,1,0,18,0,1,0,1,12
91,5,96,1,0,18,1,1,1,1,13
115,10,96,1,0,18,0,2,0,1,14
107,2,96,0,0,18,0,1,0,1,15
92,3,96,1,0,19,0,1,0,1,16
102,8,96,0,0,18,1,2,1,1,17
99,3,96,0,31,18,1,1,1,1,18
79,2,96,0,0,19,1,1,1,1,19
92,3,96,0,0,19,1,1,1,1,20
88,4,96,1,0,19,1,1,1,1,21
77,2,96,0,0,19,1,1,1,1,22
101,2,96,1,0,19,0,1,1,1,23
77,2,96,1,0,19,0,1,0,1,24
104,4,96,1,0,19,0,1,0,1,25
85,3,96,0,0,19,0,1,0,1,26
105,5,96,1,0,19,0,2,0,1,27
110,7,96,1,0,18,0,2,0,1,28
96,3,96,1,0,19,0,1,1,1,29
100,4,96,0,0,18,0,2,1,1,30
90,2,96,0,0,19,0,1,1,1,31
92,1,96,0,0,19,0,1,1,1,32
79,3,96,0,0,19,0,1,0,1,33
105,2,96,1,0,19,0,1,0,1,34
84,5,96,1,0,19,0,1,0,1,35
104,6,96,0,0,18,0,2,0,1,36
79,2,96,1,0,19,1,1,1,1,37
112,2,97,0,0,14,1,1,1,1,1
103,3,97,1,0,14,0,1,0,1,2
101,3,97,1,0,14,1,1,1,1,3
89,1,97,1,0,14,0,1,0,1,4
84,2,97,0,0,14,0,4,0,1,5
86,2,98,1,0,19,0,1,0,1,1
76,2,98,0,0,19,0,1,0,1,2
70,2,98,0,0,19,0,1,0,1,3
88,3,98,0,0,19,0,1,0,1,4
96,3,98,1,0,19,0,1,0,1,5
94,10,98,0,0,19,1,1,1,1,6
83,2,98,0,0,19,0,1,0,1,7
86,4,98,0,0,19,1,1,1,1,8
77,1,98,0,0,19,0,1,0,1,9
93,3,98,1,0,19,0,1,0,1,10
88,5,98,1,0,19,0,1,0,1,11
72,2,98,0,0,19,0,1,0,1,12
107,5,98,1,0,18,0,2,0,1,13
107,9,98,0,0,18,0,2,0,1,14
119,10,98,0,0,18,1,1,1,1,15
105,10,98,0,20,18,1,2,1,1,16
100,5,98,0,20,18,0,2,1,1,17
103,3,98,0,0,18,1,1,1,1,18
82,3,98,1,0,19,0,1,0,1,19
100,4,98,1,0,19,0,1,1,1,20
92,5,98,0,0,19,0,1,0,1,21
95,9,98,0,0,18,0,2,0,1,22
96,2,98,0,0,19,0,2,1,1,23
70,2,98,1,0,19,0,1,0,1,24
83,6,98,0,0,19,0,1,0,1,25
78,1,98,1,0,19,0,1,0,1,26
111,10,99,1,0,14,0,1,0,1,1
104,4,99,0,1,14,1,1,1,1,2
110,9,99,1,20,14,1,1,1,1,3
128,10,99,1,20,14,0,1,1,1,4
106,7,99,1,0,14,0,1,0,1,5
86,2,99,0,0,14,1,1,0,1,6
118,10,99,0,20,14,0,1,0,1,7
106,8,99,0,0,14,0,1,0,1,8
107,7,99,1,20,14,1,2,1,1,9
91,10,99,1,20,14,1,1,1,1,10
105,10,99,0,20,14,0,1,1,1,11
117,10,99,0,20,14,0,1,0,1,12
119,10,99,1,0,14,1,1,0,1,13
85,6,99,1,20,14,1,4,1,1,14
79,2,99,1,31,14,0,4,0,1,15
105,6,99,1,0,18,1,2,0,1,16
118,6,99,0,0,14,0,1,1,1,17
130,10,99,0,0,14,0,2,0,1,18
104,10,99,0,0,14,0,1,0,1,19
112,10,99,1,31,14,1,1,1,1,20
108,9,99,0,20,14,1,1,1,1,21
116,10,99,0,1,14,1,1,0,1,22
76,3,99,0,0,14,0,1,0,1,23
107,3,100,0,0,18,0,1,0,1,1
92,2,100,1,0,18,0,1,0,1,2
122,7,100,1,0,18,0,1,0,1,3
96,4,100,0,0,18,0,1,0,1,4
84,1,100,0,0,18,0,1,0,1,5
80,2,100,0,0,18,0,1,1,1,6
126,8,100,0,0,18,0,1,0,1,7
71,3,100,0,0,18,0,1,0,1,8
102,6,100,1,0,18,1,1,0,1,9
109,10,100,0,0,18,1,1,0,1,10
116,9,100,1,0,18,0,1,1,1,11
90,4,100,0,0,18,0,1,0,1,12
102,3,100,0,0,18,0,1,0,1,13
83,2,100,1,0,18,0,1,0,1,14
96,4,100,0,0,18,0,4,1,1,15
88,7,100,0,0,18,0,1,0,1,16
81,2,100,0,0,18,0,1,0,1,17
73,5,100,1,20,18,0,1,0,1,18
107,6,100,1,0,18,0,1,0,1,19
81,2,100,1,0,18,0,1,0,1,20
86,6,100,0,0,18,1,1,1,1,21
105,4,100,1,0,18,0,1,0,1,22
79,1,100,0,0,18,0,1,0,1,23
85,1,100,0,0,18,0,1,0,1,24
82,3,100,1,0,18,1,1,1,1,25
76,2,100,1,0,18,0,1,0,1,26
85,2,100,0,0,18,0,1,1,1,27
107,10,100,0,20,18,0,1,0,1,28
81,1,100,0,0,18,0,1,0,1,29
79,1,100,1,0,18,0,1,1,1,30
80,1,100,0,0,18,0,1,0,1,31
82,3,100,1,0,18,0,1,0,1,32
95,5,100,1,0,18,0,1,0,1,33
91,1,100,1,0,18,0,1,0,1,34
106,8,100,0,0,18,0,1,0,1,35
78,3,100,1,0,18,0,1,0,1,36
110,6,100,1,0,18,0,1,0,1,37
71,2,100,1,0,18,0,1,0,1,38
85,2,100,0,0,18,0,1,1,1,39
92,2,100,0,0,18,0,1,0,1,40
101,4,100,0,31,18,0,1,1,1,41
96,3,100,0,31,18,0,1,0,1,42
89,9,100,0,0,18,0,1,0,1,43
78,2,100,0,0,18,0,1,0,1,44
83,2,100,0,0,18,0,1,0,1,45
81,2,100,1,0,18,1,4,1,1,46
102,2,100,1,0,18,0,1,0,1,47
98,4,100,0,0,18,0,1,0,1,48
77,5,101,0,0,18,1,1,1,1,1
81,1,101,0,0,14,0,4,0,1,2
94,3,101,0,31,16,0,2,0,1,3
84,2,101,0,0,18,0,1,0,1,4
90,7,101,0,0,18,0,1,0,1,5
85,3,101,0,0,18,0,1,0,1,6
100,3,101,1,0,18,1,1,1,1,7
86,4,101,0,0,18,0,1,0,1,8
89,2,101,0,0,18,0,4,0,1,9
101,8,101,1,31,18,0,1,0,1,10
83,4,101,1,0,18,1,1,1,1,11
102,10,101,0,20,15,1,2,0,1,12
96,7,101,1,0,18,1,1,1,1,13
91,2,101,1,31,18,0,1,0,1,14
108,5,101,0,31,18,0,1,1,1,15
120,6,101,0,0,18,0,1,0,1,16
91,5,101,0,0,18,1,1,1,1,17
99,10,101,1,20,18,1,1,0,1,18
98,7,101,1,31,18,1,1,1,1,19
91,5,101,1,0,18,0,1,0,1,20
94,3,101,1,0,18,0,1,0,1,21
82,3,101,1,0,18,0,1,0,1,22
89,8,101,1,0,18,0,1,0,1,23
109,10,101,1,20,18,0,1,0,1,24
114,9,101,0,0,18,1,1,1,1,25
94,1,101,1,20,18,0,1,0,1,26
118,10,101,1,0,18,0,1,0,1,27
129,10,101,1,1,14,0,2,0,1,28
98,10,101,0,31,18,0,1,0,1,29
94,5,101,1,0,18,0,1,0,1,30
116,10,101,1,20,18,1,1,1,1,31
112,10,101,0,20,18,1,1,0,1,32
90,4,101,0,0,18,0,1,1,1,33
73,3,101,1,0,18,1,1,1,1,34
94,2,101,1,0,18,0,1,0,1,35
119,10,101,0,20,18,0,1,0,1,36
72,2,101,1,0,18,0,1,0,1,37
84,2,101,0,0,18,0,1,0,1,38
105,10,101,0,31,18,0,1,1,1,39
110,8,101,1,20,18,1,1,1,1,40
96,2,101,0,20,18,0,1,0,1,41
82,2,101,1,0,18,0,1,0,1,42
103,7,101,1,31,18,0,1,0,1,43
70,2,101,0,0,18,1,1,1,1,44
95,2,101,0,0,18,0,1,0,1,45
116,10,102,1,0,16,0,1,1,1,1
117,10,102,1,0,16,0,1,0,1,2
126,10,102,1,0,16,0,1,0,1,3
118,8,102,0,0,16,0,1,0,1,4
115,10,102,1,0,16,0,1,1,1,5
94,2,102,0,0,16,0,1,0,1,6
95,7,102,1,0,16,0,1,0,1,7
86,2,102,0,0,16,1,1,1,1,8
92,5,102,1,0,16,0,1,0,1,9
117,4,102,0,0,16,0,1,0,1,10
110,7,102,1,1,18,0,1,0,1,11
91,3,102,0,0,16,0,1,0,1,12
82,2,102,0,0,16,1,1,1,1,13
106,9,103,0,20,14,1,2,1,1,1
95,6,103,1,0,15,0,1,0,1,2
90,5,103,0,0,15,0,1,0,1,3
116,10,104,1,20,14,0,1,0,1,1
106,10,104,1,20,14,0,1,0,1,2
104,3,104,0,0,14,1,1,1,1,3
96,10,104,0,0,14,1,1,1,1,4
107,10,104,1,0,14,0,1,1,1,5
106,2,104,0,0,14,0,1,0,1,6
95,5,104,0,0,14,1,1,1,1,7
104,10,104,0,0,14,0,1,1,1,8
103,4,104,1,0,14,1,1,1,1,9
96,5,104,1,20,14,0,1,0,1,10
103,7,104,0,0,14,0,1,0,1,11
100,5,104,1,20,14,1,1,1,1,12
114,9,104,0,20,14,0,1,0,1,13
111,10,104,1,20,14,1,1,0,1,14
80,3,104,1,0,14,0,1,0,1,15
110,10,104,1,20,14,0,1,0,1,16
100,3,104,0,0,14,0,1,0,1,17
105,7,104,0,0,14,1,1,1,1,18
96,7,104,1,0,14,0,1,0,1,19
102,6,104,1,20,14,0,1,0,1,20
100,9,104,1,0,18,0,1,0,1,21
100,10,104,0,31,14,1,1,0,1,22
108,9,104,0,0,14,1,1,1,1,23
129,9,104,1,20,14,0,1,1,1,24
103,4,104,1,0,14,1,1,1,1,25
93,8,104,1,0,14,1,1,1,1,26
88,5,104,1,20,14,1,1,0,1,27
85,3,104,0,20,14,1,1,0,1,28
115,10,104,1,0,14,0,1,0,1,29
101,9,104,1,20,14,1,1,1,1,30
106,6,104,1,0,14,0,1,1,1,31
105,10,104,0,0,14,1,1,1,1,32
100,7,104,0,20,14,0,1,0,1,33
101,10,104,0,20,14,0,1,0,1,34
90,6,104,1,0,14,0,1,0,1,35
108,9,104,1,0,14,0,1,0,1,36
75,2,104,0,20,14,1,4,1,1,37
100,3,104,0,0,14,1,1,1,1,38
94,4,104,1,20,14,0,1,0,1,39
103,10,104,0,20,14,0,1,0,1,40
100,2,104,0,31,14,1,1,1,1,41
104,10,104,1,20,14,0,1,1,1,42
91,8,105,0,0,18,0,1,0,1,1
82,3,105,1,0,18,0,1,0,1,2
101,5,105,0,0,18,0,1,0,1,3
104,4,105,0,0,18,1,1,0,1,4
86,2,105,1,0,18,0,1,0,1,5
106,5,105,0,0,18,0,1,0,1,6
96,3,105,1,0,18,0,1,1,1,7
119,8,105,0,20,18,0,1,0,1,8
88,1,105,0,0,18,0,1,0,1,9
105,8,105,0,0,18,0,1,0,1,10
78,2,105,1,0,18,1,1,1,1,11
85,2,105,1,0,5,0,1,0,1,12
88,4,105,0,0,18,0,1,0,1,13
111,8,105,0,20,18,0,1,0,1,14
78,1,105,0,0,18,0,1,0,1,15
102,9,105,0,0,18,1,1,1,1,16
89,3,105,1,0,18,0,1,0,1,17
96,2,105,1,0,18,0,1,0,1,18
108,4,105,0,0,18,1,1,1,1,19
91,7,106,0,0,14,0,1,1,1,1
107,5,106,0,20,14,1,1,0,1,2
103,7,106,1,0,14,0,1,0,1,3
101,8,106,1,0,14,0,1,0,1,4
88,3,106,1,0,14,0,1,0,1,5
96,2,106,0,20,14,0,1,0,1,6
114,10,106,1,0,14,0,1,1,1,7
85,4,107,0,20,17,0,1,0,1,1
82,3,107,1,0,17,0,1,1,1,2
96,3,107,1,20,17,1,1,0,1,3
117,5,107,1,20,17,0,1,0,1,4
104,7,107,0,20,17,1,1,1,1,5
100,10,107,0,20,17,0,1,0,1,6
98,8,107,0,1,17,0,1,0,1,7
81,3,107,0,0,17,0,1,0,1,8
105,10,107,1,20,17,1,1,1,1,9
86,2,107,0,0,17,1,1,1,1,10
107,6,107,1,20,17,0,1,1,1,11
115,7,107,1,20,17,0,1,0,1,12
88,2,107,0,0,17,0,1,0,1,13
105,10,107,0,31,17,0,1,0,1,14
98,6,107,1,0,17,0,1,0,1,15
100,10,107,1,20,17,1,1,1,1,16
112,9,107,0,20,17,1,1,1,1,17
98,6,107,1,0,17,0,1,0,1,18
100,9,107,0,0,17,0,1,0,1,19
92,4,107,0,0,17,1,1,1,1,20
86,2,107,0,20,17,0,1,1,1,21
90,5,107,0,31,17,0,1,0,1,22
104,5,107,0,1,16,0,2,0,1,23
106,10,107,1,0,17,0,1,0,1,24
131,7,107,0,31,17,0,1,0,1,25
118,10,107,1,1,17,1,1,1,1,26
76,2,107,0,1,17,0,1,0,1,27
70,2,107,0,0,17,0,1,0,1,28
96,9,107,1,0,17,1,1,0,1,29
105,5,107,1,20,17,1,1,0,1,30
100,8,107,1,0,17,0,1,0,1,31
89,5,107,1,31,17,0,1,0,1,32
103,8,107,1,20,17,0,1,0,1,33
100,9,107,1,0,18,0,1,1,1,34
107,10,107,0,1,17,0,1,0,1,35
95,6,107,0,20,17,0,1,0,1,36
92,6,107,1,20,17,0,1,0,1,37
113,10,107,1,20,17,0,1,0,1,38
82,5,107,0,20,17,1,1,1,1,39
95,4,107,1,20,17,0,1,1,1,40
106,3,107,0,20,17,0,1,1,1,41
123,10,107,1,20,17,1,1,1,1,42
119,10,107,1,31,16,1,1,1,1,43
103,5,107,1,20,17,0,1,0,1,44
101,7,107,0,1,17,1,1,1,1,45
102,8,107,0,0,17,0,1,0,1,46
121,10,107,1,1,17,1,1,1,1,47
104,7,107,1,0,17,1,1,0,1,48
113,6,107,1,20,17,0,1,0,1,49
120,10,107,1,20,17,1,1,1,1,50
103,7,108,0,20,15,0,1,1,1,1
95,2,108,0,0,15,0,1,1,1,2
83,4,108,0,0,15,0,1,1,1,3
81,2,108,1,0,15,0,1,1,1,4
99,2,108,0,0,15,0,1,0,1,5
92,2,108,0,0,15,1,1,1,1,6
89,2,108,1,0,15,1,1,1,1,7
121,10,108,0,0,15,0,1,0,1,8
96,4,108,0,0,15,0,1,1,1,9
92,5,108,1,31,15,0,1,1,1,10
94,1,108,0,0,15,0,1,0,1,11
98,10,108,1,0,15,0,1,1,1,12
94,5,108,1,0,15,0,4,1,1,13
95,5,108,0,0,14,0,1,0,1,14
126,10,108,1,31,15,0,1,0,1,15
86,3,108,1,20,14,0,1,1,1,16
95,6,108,0,0,14,0,1,0,1,17
106,6,108,0,20,15,0,4,0,1,18
113,7,108,1,0,15,0,1,0,1,19
75,4,108,1,0,15,0,1,1,1,20
101,5,108,1,0,15,0,1,0,1,21
92,5,108,0,0,15,0,1,0,1,22
98,4,108,1,0,15,0,1,0,1,23
91,4,108,1,0,15,1,1,1,1,24
86,3,108,0,0,15,0,1,0,1,25
107,8,108,0,0,15,0,4,0,1,26
88,3,108,0,20,15,0,1,0,1,27
104,1,108,0,0,15,0,1,0,1,28
77,2,108,1,0,15,0,1,0,1,29
100,2,108,1,0,13,1,1,1,1,30
93,4,108,1,0,15,0,1,1,1,31
93,4,109,1,0,14,0,1,0,1,1
91,3,109,0,0,13,0,1,0,1,2
104,4,109,0,31,14,0,1,1,1,3
104,10,109,1,0,13,0,1,0,1,4
118,7,109,0,0,13,0,1,0,1,5
92,6,109,1,20,13,0,2,1,1,6
110,10,109,0,20,13,1,1,1,1,7
82,3,109,0,0,14,0,1,0,1,8
105,8,109,0,0,13,1,2,1,1,9
100,4,109,0,0,15,1,1,1,1,10
105,10,109,1,0,14,0,1,0,1,11
103,5,109,0,0,14,0,1,1,1,12
96,4,109,0,20,13,1,1,1,1,13
106,4,109,0,0,14,1,1,1,1,14
109,7,109,0,0,14,0,4,0,1,15
102,5,109,0,20,17,0,1,0,1,16
92,10,109,1,1,14,1,2,1,1,17
98,8,109,1,0,14,0,1,0,1,18
96,9,109,1,0,14,0,1,0,1,19
110,10,109,0,20,13,0,1,0,1,20
105,9,109,0,0,13,0,1,1,1,21
127,9,109,1,20,13,1,1,1,1,22
110,10,109,1,0,13,0,2,0,1,23
115,10,109,1,0,14,0,1,1,1,24
90,2,109,0,0,13,0,1,0,1,25
78,2,109,0,20,14,1,4,0,1,26
102,10,109,0,0,14,0,1,0,1,27
120,10,109,0,20,13,1,1,0,1,28
70,2,109,0,0,13,0,1,0,1,29
92,9,109,0,0,15,0,2,0,1,30
104,6,109,1,0,13,0,1,0,1,31
113,6,109,0,20,14,0,2,1,1,32
93,2,109,1,0,14,0,4,0,1,33
110,8,109,1,20,14,1,1,1,1,34
115,10,109,0,0,13,0,2,1,1,35
95,6,109,0,0,13,1,1,0,1,36
104,10,109,1,20,14,1,1,1,1,37
107,10,109,0,0,14,0,4,0,1,38
99,8,109,0,1,13,1,1,1,1,39
98,4,109,1,20,14,0,4,0,1,40
84,3,109,0,31,13,0,1,1,1,41
109,9,110,0,0,15,1,1,1,1,1
117,10,110,0,0,15,0,1,1,1,2
113,4,110,0,0,15,0,1,0,1,3
112,8,110,1,0,15,0,1,0,1,4
89,5,110,0,0,15,0,1,0,1,5
75,4,110,0,0,15,0,1,0,1,6
111,10,110,0,20,15,1,1,1,1,7
104,10,110,1,0,15,0,1,0,1,8
102,2,110,0,0,15,0,1,0,1,9
85,5,110,0,0,15,1,1,0,1,10
100,4,110,0,0,15,0,1,0,1,11
96,6,110,1,0,15,0,1,0,1,12
83,2,110,0,0,15,0,1,0,1,13
92,2,110,1,31,15,0,1,0,1,14
93,6,110,1,0,15,0,1,0,1,15
116,4,110,1,31,15,0,1,0,1,16
83,3,110,1,0,15,1,1,1,1,17
134,10,110,0,31,15,1,1,0,1,18
105,4,110,0,0,15,1,1,1,1,19
108,8,110,0,0,15,0,1,0,1,20
102,8,110,0,0,15,0,1,0,1,21
101,6,110,1,0,15,0,1,0,1,22
117,8,110,0,20,15,0,1,0,1,23
89,4,110,1,0,15,0,1,0,1,24
82,5,110,1,31,15,0,1,0,1,25
90,1,110,0,0,15,0,1,0,1,26
100,3,110,0,20,15,0,1,0,1,27
79,3,110,1,0,15,0,1,1,1,28
120,6,110,0,0,15,0,1,0,1,29
89,5,110,1,0,15,0,4,0,1,30
101,10,110,0,0,15,0,1,1,1,31
91,6,110,1,20,14,0,1,1,1,32
115,7,110,0,0,15,1,1,1,1,33
74,3,110,0,20,15,0,1,0,1,34
114,9,110,0,31,15,0,1,0,1,35
126,10,110,1,31,15,1,1,1,1,36
90,4,110,1,0,15,0,1,0,1,37
85,3,110,0,0,15,0,1,0,1,38
83,2,110,0,0,15,0,1,0,1,39
84,3,110,1,0,15,0,1,0,1,40
108,9,110,1,0,15,0,1,0,1,41
103,10,111,1,31,14,0,1,0,1,1
88,3,111,1,0,14,0,1,0,1,2
105,7,111,1,0,15,0,1,0,1,3
91,2,111,0,20,14,0,1,1,1,4
89,3,111,0,20,14,0,1,0,1,5
77,2,111,0,31,14,0,1,0,1,6
86,3,111,0,31,14,0,4,1,1,7
99,2,111,0,0,14,1,1,1,1,8
80,2,111,0,0,14,1,1,1,1,9
91,2,111,0,0,14,0,1,0,1,10
109,9,111,0,0,14,0,1,0,1,11
95,8,111,1,20,14,1,1,1,1,12
90,2,111,1,0,14,1,1,1,1,13
86,3,111,1,20,14,0,4,0,1,14
111,10,111,1,0,14,0,1,1,1,15
89,6,111,1,31,14,0,4,0,1,16
100,10,111,0,31,14,0,1,1,1,17
96,10,111,1,20,14,0,1,0,1,18
