exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,nr,year
26,22,1,0,0,1,1,0,1,12,0,7.0579,187,1980
27,48,1,0,0,1,1,0,1,12,0,7.02643,187,1981
28,42,1,0,0,1,1,0,1,12,0,7.26263,187,1982
10,49,0,0,0,1,1,0,0,12,0,6.62007,188,1976
11,48,0,0,0,1,1,0,0,12,0,6.62007,188,1977
12,48,0,0,0,1,1,0,0,12,0,6.83303,188,1978
13,48,0,0,0,1,1,0,0,12,0,6.9256,188,1979
14,47,0,0,0,1,1,0,0,12,0,7.02376,188,1980
15,46,0,0,0,1,1,0,0,12,0,7.06305,188,1981
16,48,0,0,0,1,1,0,0,12,0,7.18311,188,1982
23,48,0,0,0,1,1,0,0,17,0,6.90575,189,1976
24,48,0,0,0,0,1,0,0,17,0,6.90575,189,1977
25,49,0,0,0,0,1,0,0,17,0,7.04752,189,1978
26,48,0,0,0,0,1,0,0,17,0,7.09008,189,1979
27,48,0,0,0,0,1,0,0,17,0,7.1309,189,1980
28,48,0,0,0,0,1,0,0,17,0,6.99942,189,1981
29,49,0,0,0,0,1,0,0,17,0,7.01481,189,1982
6,51,1,1,1,0,1,0,0,9,0,6.09582,190,1976
7,51,1,1,1,0,1,0,0,9,0,6.29157,190,1977
8,50,1,1,1,0,1,0,0,9,0,6.40523,190,1978
9,50,1,1,1,0,1,0,0,9,0,6.62007,190,1979
10,49,1,1,1,0,1,0,0,9,0,6.71901,190,1980
11,50,1,1,1,0,1,0,0,9,0,6.82546,190,1981
12,50,1,1,1,0,1,0,0,9,0,6.95464,190,1982
25,50,1,1,1,0,1,0,1,6,0,6.10032,191,1976
26,51,1,1,1,0,1,0,1,6,0,6.29157,191,1977
27,51,1,1,1,0,1,0,1,6,0,6.29157,191,1978
28,51,1,1,1,0,1,0,1,6,0,6.37161,191,1979
29,44,1,1,1,0,1,0,1,6,0,6.47389,191,1980
30,41,1,1,1,0,1,0,1,6,0,6.54679,191,1981
31,42,1,1,1,0,1,0,1,6,0,6.5903,191,1982
6,48,0,1,0,1,1,0,1,12,0,6.286,192,1976
7,49,0,1,0,1,1,0,1,12,0,6.4599,192,1977
8,42,0,1,0,1,1,0,1,12,0,6.54965,192,1978
9,15,0,1,0,1,1,0,1,12,0,6.64639,192,1979
10,44,0,1,0,1,1,0,1,12,0,6.76849,192,1980
11,47,1,1,0,1,1,0,1,12,0,6.84162,192,1981
12,44,0,1,0,1,1,0,1,12,0,6.94794,192,1982
32,48,0,0,0,1,1,0,0,16,0,6.90575,193,1976
33,49,0,0,0,1,1,0,0,16,0,6.90575,193,1977
34,50,0,0,0,1,1,0,0,16,0,7.36518,193,1978
35,48,0,0,0,1,1,0,0,16,0,7.42476,193,1979
36,49,0,0,0,1,1,0,0,16,0,7.46737,193,1980
37,52,0,0,0,1,1,0,0,16,0,7.28139,193,1981
38,50,0,0,0,1,1,0,0,16,0,7.49332,193,1982
11,47,1,0,0,0,1,0,1,12,0,6.54965,194,1976
12,45,1,0,0,0,1,0,1,12,0,6.83518,194,1977
13,48,1,0,0,0,1,0,1,12,0,6.79794,194,1978
14,48,1,0,0,0,1,0,1,12,0,6.80128,194,1979
15,48,1,0,0,0,1,0,1,12,0,6.91075,194,1980
16,51,1,1,0,0,1,0,1,12,0,6.69084,194,1981
17,49,1,1,0,0,1,0,1,12,0,6.47697,194,1982
11,52,0,1,1,1,1,0,0,16,0,6.44572,195,1976
12,50,0,1,1,1,1,0,0,16,0,6.62007,195,1977
13,50,0,1,1,1,1,0,0,16,0,6.69703,195,1978
14,50,0,1,1,1,1,0,0,16,0,6.82979,195,1979
15,50,0,1,1,1,1,0,0,16,0,6.90776,195,1980
16,51,0,1,1,1,1,0,0,16,0,6.72263,195,1981
17,52,0,1,1,1,1,0,0,16,0,6.72022,195,1982
7,46,1,0,1,0,1,0,0,9,0,6.05209,196,1976
8,50,1,0,1,0,1,0,0,9,0,6.21461,196,1977
9,49,1,0,1,0,1,0,0,9,0,6.43775,196,1978
10,48,1,0,1,0,1,0,0,9,0,6.58617,196,1979
11,50,1,0,1,0,1,0,0,9,0,6.68461,196,1980
12,50,1,0,1,0,1,0,0,9,0,6.74524,196,1981
13,40,1,0,1,0,1,0,0,9,0,6.90776,196,1982
20,50,1,1,1,0,0,1,0,7,0,5.53339,197,1976
21,50,1,1,1,0,0,1,0,7,0,5.82008,197,1977
22,50,1,1,1,0,0,1,0,7,0,5.8999,197,1978
23,50,1,1,1,0,0,1,0,7,0,5.97635,197,1979
24,49,1,1,1,0,0,1,0,7,0,6.05209,197,1980
25,48,1,1,1,0,0,1,0,7,0,6.12905,197,1981
26,39,1,1,1,0,0,1,0,7,0,6.21261,197,1982
29,47,0,1,0,0,1,0,0,12,0,6.68461,198,1976
30,48,0,1,0,0,1,0,0,12,0,6.68461,198,1977
31,47,0,1,0,0,1,0,0,12,0,6.77422,198,1978
32,45,0,1,0,0,1,0,0,12,0,6.84588,198,1979
33,45,0,1,0,0,1,0,0,12,0,7.02554,198,1980
34,45,0,1,0,0,1,0,0,12,0,7.08841,198,1981
35,45,0,1,0,0,1,0,0,12,0,7.1309,198,1982
8,50,0,0,0,1,0,0,0,13,0,6.39693,199,1976
9,50,0,0,0,1,0,0,0,13,0,6.51915,199,1977
10,48,0,0,0,1,0,0,0,13,0,6.60394,199,1978
11,50,0,0,0,1,0,0,0,13,0,6.73815,199,1979
12,49,0,0,0,1,0,0,0,13,0,6.84268,199,1980
13,48,0,0,0,1,0,0,0,13,0,6.90776,199,1981
14,50,0,0,0,1,0,0,0,13,0,7.09008,199,1982
3,43,0,0,0,0,1,0,0,17,0,6.17379,200,1976
4,38,0,0,0,0,1,0,0,17,0,6.33683,200,1977
5,36,0,0,0,0,1,0,0,17,0,6.35437,200,1978
6,36,0,0,0,0,1,0,0,17,0,6.39526,200,1979
7,36,0,0,0,0,1,0,1,17,0,6.55108,200,1980
8,37,0,0,0,0,1,0,1,17,0,6.68461,200,1981
9,38,0,0,0,0,1,0,0,17,0,6.73102,200,1982
20,48,1,1,0,0,1,0,1,11,0,6.16331,201,1976
21,47,1,1,0,0,1,0,1,11,0,6.24222,201,1977
22,48,1,1,0,0,1,0,1,11,0,6.36647,201,1978
23,47,1,1,0,0,1,0,1,11,0,6.44254,201,1979
24,47,1,1,0,0,1,0,1,11,0,6.51026,201,1980
25,45,1,1,0,0,1,0,1,11,0,6.62407,201,1981
26,47,1,1,0,0,1,0,1,11,0,6.71538,201,1982
7,50,0,0,1,1,0,1,0,12,0,5.90808,202,1976
8,50,0,0,1,1,0,1,0,12,0,5.92693,202,1977
9,51,0,0,1,1,0,1,0,12,0,6.10702,202,1978
10,51,0,0,1,1,0,1,0,12,0,6.26149,202,1979
11,48,0,0,1,1,0,1,0,12,0,6.26149,202,1980
12,50,0,0,1,1,0,1,0,12,0,6.31716,202,1981
13,50,0,0,1,1,0,1,0,12,0,6.42487,202,1982
19,46,0,0,0,1,1,0,0,9,0,6.07993,203,1976
20,52,0,0,0,1,1,0,0,9,0,6.07993,203,1977
21,51,0,0,0,1,1,0,0,9,0,6.13773,203,1978
22,50,0,0,0,1,1,0,0,9,0,6.18826,203,1979
23,51,0,0,0,1,1,0,0,9,0,6.18826,203,1980
24,51,0,0,0,1,1,0,0,9,0,5.96615,203,1981
25,52,0,0,0,1,1,0,0,9,0,6.01616,203,1982
32,50,1,0,1,0,1,0,1,9,0,6.47697,204,1976
33,48,1,0,1,0,1,0,1,9,0,6.53669,204,1977
34,45,1,0,1,0,1,0,0,9,0,6.58617,204,1978
35,38,1,0,1,0,1,0,1,9,0,6.67203,204,1979
36,28,1,0,1,0,1,0,1,9,0,6.80239,204,1980
37,44,1,0,1,0,1,0,1,9,0,6.93731,204,1981
38,46,1,0,1,0,1,0,1,9,0,7.04752,204,1982
25,45,1,0,1,0,1,0,1,12,0,6.54679,205,1976
26,48,1,0,1,0,1,0,1,12,0,6.68461,205,1977
27,42,1,0,1,0,1,0,1,12,0,6.90776,205,1978
28,36,1,0,1,0,1,0,1,12,0,6.69456,205,1979
29,48,1,0,1,0,1,0,1,12,0,6.90776,205,1980
30,34,1,0,1,0,1,0,1,12,0,6.93828,205,1981
31,34,1,0,1,0,1,0,1,12,0,7.04839,205,1982
12,48,0,0,0,1,1,0,0,13,0,6.90575,206,1976
13,50,0,0,0,1,1,0,0,13,0,6.90575,206,1977
14,50,0,0,0,0,1,0,0,13,0,7.34278,206,1978
15,49,0,0,0,0,1,0,0,13,0,7.47591,206,1979
16,49,0,0,0,1,1,0,0,13,0,7.50108,206,1980
17,49,0,0,0,1,1,0,0,13,0,7.21744,206,1981
18,47,0,0,0,1,1,0,0,13,0,7.87284,206,1982
13,51,0,0,0,1,1,0,0,17,0,6.90575,207,1976
14,35,0,0,0,1,1,0,0,17,0,6.90575,207,1977
15,52,0,0,0,1,1,0,0,17,0,7.31322,207,1978
16,52,0,0,0,1,1,0,0,17,0,7.70661,207,1979
17,52,0,0,0,1,1,0,0,17,0,6.98286,207,1980
18,52,0,0,0,1,1,0,0,17,0,7.46737,207,1981
19,51,0,0,0,1,1,0,0,17,0,7.91936,207,1982
15,22,1,0,0,1,0,1,0,11,1,5.39363,208,1976
16,46,1,0,0,1,0,1,0,11,1,5.52146,208,1977
17,50,1,0,0,1,0,1,1,11,1,5.75257,208,1978
18,49,1,0,0,1,0,1,1,11,1,5.75257,208,1979
19,50,1,0,0,1,0,1,1,11,1,5.81413,208,1980
20,41,1,0,0,1,0,1,0,11,1,5.95324,208,1981
21,42,1,0,0,1,0,1,0,11,1,6.05209,208,1982
23,49,0,0,0,0,1,0,0,17,0,6.55108,209,1976
24,40,0,0,0,0,1,0,0,17,0,6.67203,209,1977
25,44,0,0,0,0,1,0,0,17,0,6.66568,209,1978
26,43,0,0,0,0,1,0,0,17,0,6.67203,209,1979
27,41,0,0,0,0,1,0,0,17,0,6.71538,209,1980
28,40,0,0,0,0,1,0,0,17,0,6.80239,209,1981
29,42,0,0,0,0,1,0,0,17,0,6.8977,209,1982
34,39,1,1,0,0,0,0,1,8,0,6.62007,210,1976
35,48,1,1,0,0,0,0,1,8,0,6.62007,210,1977
36,48,1,1,0,0,0,0,1,8,0,6.71538,210,1978
37,48,1,1,0,0,0,0,1,8,0,6.80239,210,1979
38,47,1,1,0,0,0,0,1,8,0,6.85646,210,1980
39,45,1,1,0,0,0,0,1,8,0,6.90776,210,1981
40,45,1,1,0,0,0,0,1,8,0,6.95655,210,1982
30,49,0,1,0,1,1,0,0,10,0,6.77422,211,1976
31,48,0,1,0,1,1,0,0,10,0,6.90575,211,1977
32,49,0,1,0,1,1,0,0,10,0,6.90776,211,1978
33,49,0,1,0,1,1,0,0,10,0,7.3696,211,1979
34,52,0,1,0,1,1,0,0,10,0,7.45298,211,1980
35,49,0,1,0,1,1,0,0,10,0,7.64969,211,1981
36,48,0,1,0,1,1,0,1,10,0,7.54961,211,1982
7,49,0,1,0,1,1,0,0,17,0,6.90575,212,1976
8,48,0,1,0,1,1,0,0,17,0,6.90575,212,1977
9,49,0,1,0,1,1,0,0,17,0,7.09008,212,1978
10,49,0,1,0,1,1,0,0,17,0,7.20786,212,1979
11,47,0,1,0,1,1,0,0,17,0,7.31322,212,1980
12,49,0,1,0,1,1,0,0,17,0,7.20117,212,1981
13,49,0,1,0,1,1,0,0,17,0,7.6009,212,1982
27,48,0,0,0,1,1,0,0,11,0,6.90575,213,1976
28,49,1,0,0,1,1,0,0,11,0,6.90575,213,1977
29,49,1,0,0,1,1,0,0,11,0,7.00307,213,1978
30,51,1,0,0,1,1,0,0,11,0,7.09008,213,1979
31,48,1,0,0,1,1,0,0,11,0,7.1309,213,1980
32,49,1,0,0,1,1,0,0,11,0,7.08171,213,1981
33,48,1,1,0,1,1,0,0,11,0,7.24423,213,1982
24,49,0,0,0,1,1,0,0,12,0,6.286,214,1976
25,48,1,0,0,1,1,0,0,12,0,6.35437,214,1977
26,49,1,0,0,1,1,0,0,12,0,6.43775,214,1978
27,49,1,0,0,1,1,0,0,12,0,6.43775,214,1979
28,49,1,0,0,1,1,0,0,12,0,6.47697,214,1980
29,49,1,0,0,1,1,0,0,12,0,6.55108,214,1981
30,49,1,0,0,1,1,0,0,12,0,6.55108,214,1982
35,48,0,0,1,1,1,0,0,16,1,6.2634,215,1976
36,50,0,0,1,1,1,0,0,16,1,6.17379,215,1977
37,50,0,0,1,1,1,0,0,16,1,6.10925,215,1978
38,46,0,0,1,1,1,0,0,16,1,6.10925,215,1979
39,52,0,0,1,1,1,0,0,16,1,6.30992,215,1980
40,51,0,0,1,1,1,0,0,16,1,6.21461,215,1981
41,50,0,0,1,1,1,0,0,16,1,6.39693,215,1982
17,49,0,0,1,1,1,0,0,17,0,6.85646,216,1976
18,49,0,0,1,1,1,0,0,17,0,6.90575,216,1977
19,49,0,0,1,1,1,0,0,17,0,7.04752,216,1978
20,49,0,0,1,1,1,0,0,17,0,7.1309,216,1979
21,47,0,0,1,1,1,0,0,17,0,7.24423,216,1980
22,48,0,0,1,1,1,0,0,17,0,6.99485,216,1981
23,48,0,0,1,1,1,0,0,17,0,7.54961,216,1982
4,49,0,0,0,0,1,0,0,13,0,6.05209,217,1976
5,50,0,0,0,0,1,0,0,13,0,6.05209,217,1977
6,50,0,0,0,0,1,0,0,13,0,6.21461,217,1978
7,51,0,0,0,0,1,0,0,13,0,6.33328,217,1979
8,50,0,0,0,0,1,0,0,13,0,6.43775,217,1980
9,49,0,0,0,0,1,0,0,13,0,6.19236,217,1981
10,49,0,0,0,0,1,0,0,13,0,6.53233,217,1982
11,46,1,1,0,0,1,0,1,12,0,6.31536,218,1976
12,12,1,1,0,0,1,0,1,12,0,6.33328,218,1977
13,49,1,1,0,0,1,0,1,12,0,6.40192,218,1978
14,49,1,1,0,0,1,0,1,12,0,6.54103,218,1979
15,48,1,1,0,0,1,0,1,12,0,6.54679,218,1980
16,49,1,1,0,0,1,0,1,12,0,6.65028,218,1981
17,49,1,1,0,0,1,0,1,12,0,6.68835,218,1982
19,48,0,0,0,1,1,0,0,12,0,6.81344,219,1976
20,43,0,0,0,1,1,0,0,12,0,6.80239,219,1977
21,48,0,0,0,1,1,0,1,12,0,6.95655,219,1978
22,48,0,0,0,1,1,0,0,12,0,7.08841,219,1979
23,48,0,0,0,1,1,0,1,12,0,7.36455,219,1980
24,50,0,0,0,1,1,0,0,12,0,7.49554,219,1981
25,50,1,0,0,1,1,0,1,12,0,7.21082,219,1982
33,43,0,0,1,1,1,0,1,12,0,6.47851,220,1976
34,41,0,0,1,1,1,0,1,12,0,6.55393,220,1977
35,43,0,0,1,1,1,0,1,12,0,6.62804,220,1978
36,42,0,0,1,1,1,0,1,12,0,6.74524,220,1979
37,41,0,0,1,1,1,0,1,12,0,6.82979,220,1980
38,45,0,0,1,0,1,0,1,12,0,7.09008,220,1981
39,46,0,0,1,0,1,0,1,12,0,7.05099,220,1982
28,44,0,0,0,1,1,0,0,17,0,6.90575,221,1976
29,49,0,0,0,1,1,0,0,17,0,6.90575,221,1977
30,48,0,0,0,1,1,0,1,17,0,7.20786,221,1978
31,45,0,0,0,1,1,0,1,17,0,7.29302,221,1979
32,46,0,0,0,1,1,0,1,17,0,7.37776,221,1980
33,46,0,0,0,1,1,0,1,17,0,7.15462,221,1981
34,46,0,0,0,1,1,0,1,17,0,7.28207,221,1982
1,45,1,0,0,1,0,0,0,11,0,5.70378,222,1976
2,46,1,0,0,1,0,0,0,11,0,6.2634,222,1977
3,43,1,0,0,1,0,0,0,11,0,5.92693,222,1978
4,36,1,0,0,1,0,0,0,11,0,5.52146,222,1979
5,44,0,0,0,1,0,0,0,11,0,5.99146,222,1980
6,47,1,0,0,1,0,0,0,11,0,6.16331,222,1981
7,51,1,0,0,1,0,0,0,11,0,6.35437,222,1982
12,50,0,1,1,0,1,0,0,14,0,6.10925,223,1976
13,49,0,1,1,0,1,0,0,14,0,6.24417,223,1977
14,50,0,1,1,0,1,0,0,14,0,6.28227,223,1978
15,49,0,1,1,0,1,0,0,14,0,6.38519,223,1979
16,50,0,1,1,0,1,0,0,14,0,6.4892,223,1980
17,49,0,1,1,0,1,0,0,14,0,6.55678,223,1981
18,48,0,1,1,0,1,0,0,14,0,6.77422,223,1982
34,30,1,0,0,1,1,0,1,5,0,6.90575,224,1976
35,26,1,0,0,1,1,0,1,5,0,6.90575,224,1977
36,30,1,0,0,1,1,0,1,5,0,7.03878,224,1978
37,36,1,0,0,1,1,0,1,5,0,7.12287,224,1979
38,49,1,0,0,1,1,0,1,5,0,7.12287,224,1980
39,44,1,0,0,1,1,0,1,5,0,7.17012,224,1981
40,52,1,0,0,1,1,0,1,5,0,7.30653,224,1982
10,49,0,0,0,1,0,1,0,12,0,6.02345,225,1976
11,49,0,0,0,1,0,1,0,12,0,6.25383,225,1977
12,49,0,0,0,1,0,1,0,12,0,6.33328,225,1978
13,49,0,0,0,1,0,1,0,12,0,6.47697,225,1979
14,49,0,0,0,1,0,1,0,12,0,6.49072,225,1980
15,49,0,0,0,1,0,1,0,12,0,6.84268,225,1981
16,49,0,0,0,1,0,1,0,12,0,6.90174,225,1982
30,49,1,1,1,0,1,0,0,12,0,5.57973,226,1976
31,52,1,1,1,0,1,0,0,12,0,5.66988,226,1977
32,51,1,1,1,0,1,0,0,12,0,5.826,226,1978
33,48,1,1,1,0,1,0,0,12,0,5.87493,226,1979
34,50,1,1,1,0,1,0,0,12,0,5.8999,226,1980
35,43,1,1,1,0,1,0,0,12,0,6.10925,226,1981
36,50,1,1,1,0,1,0,0,12,0,6.19236,226,1982
29,47,0,0,0,1,1,0,0,16,0,6.90575,227,1976
30,52,0,0,0,1,1,0,0,16,0,6.90575,227,1977
31,43,0,0,0,1,1,0,0,16,0,7.1107,227,1978
32,48,0,0,0,1,1,0,0,16,0,7.1309,227,1979
33,48,0,0,0,1,1,0,0,16,0,6.67077,227,1980
34,48,0,0,0,1,1,0,0,16,0,6.90776,227,1981
35,48,0,0,0,1,1,0,0,16,0,6.90776,227,1982
2,50,0,0,1,1,1,0,0,16,0,6.14633,228,1976
3,50,0,0,1,1,1,0,0,16,0,6.55108,228,1977
4,50,0,0,0,1,1,0,0,16,0,6.80239,228,1978
5,50,0,0,0,1,1,0,0,16,0,6.90776,228,1979
6,50,0,0,0,1,1,0,0,16,0,7.09008,228,1980
7,50,0,0,0,1,1,0,0,16,0,7.24423,228,1981
8,49,0,0,0,1,1,0,0,16,0,7.31322,228,1982
16,40,0,0,0,1,0,1,1,17,0,6.68461,229,1976
17,40,0,0,0,1,0,1,0,17,0,6.74524,229,1977
18,40,0,0,0,1,0,1,1,17,0,6.74524,229,1978
19,40,0,0,0,1,0,1,0,17,0,6.85646,229,1979
20,39,0,0,0,1,0,1,0,17,0,6.90776,229,1980
21,42,0,0,0,1,0,1,0,17,0,6.90776,229,1981
22,42,0,1,0,1,0,1,1,17,0,6.90776,229,1982
2,50,1,0,0,0,1,0,1,12,0,5.9135,230,1976
3,50,1,0,0,0,1,0,1,12,0,6.24028,230,1977
4,50,1,0,0,0,1,0,1,12,0,6.36303,230,1978
5,50,1,0,0,0,1,0,1,12,0,6.55108,230,1979
6,50,1,0,0,0,1,0,1,12,0,6.71538,230,1980
7,50,1,0,0,0,1,0,1,12,0,6.80239,230,1981
8,50,1,0,0,0,1,0,1,12,0,6.90776,230,1982
23,49,0,1,0,1,1,0,0,16,0,6.90575,231,1976
24,48,0,1,0,1,1,0,0,16,0,6.90575,231,1977
25,49,0,1,0,1,1,0,0,16,0,7.64969,231,1978
26,48,0,1,0,1,1,0,0,16,0,7.88231,231,1979
27,49,0,1,0,1,1,0,0,16,0,7.82405,231,1980
28,48,0,1,0,1,1,0,0,16,0,7.97247,231,1981
29,48,0,1,0,1,1,0,0,16,0,8.04719,231,1982
27,34,0,0,0,0,1,0,0,17,0,6.04025,232,1976
28,49,0,0,0,0,1,0,0,17,0,6.90575,232,1977
29,49,0,0,0,0,1,0,0,17,0,6.95655,232,1978
30,47,0,0,0,0,1,0,0,17,0,7.01571,232,1979
31,46,0,0,0,0,1,0,1,17,0,7.09008,232,1980
32,48,0,0,0,0,1,0,0,17,0,7.1309,232,1981
33,48,0,0,0,0,1,0,0,17,0,7.04141,232,1982
30,46,1,0,0,1,1,0,1,10,0,6.63332,233,1976
31,49,1,0,0,1,1,0,1,10,0,6.71538,233,1977
32,47,1,1,0,1,1,0,1,10,0,6.82979,233,1978
33,50,1,1,0,1,1,0,1,10,0,6.90776,233,1979
34,50,1,1,0,1,1,0,0,10,0,7.00307,233,1980
35,45,1,1,0,1,1,0,1,10,0,7.08255,233,1981
36,39,1,1,0,1,1,0,1,10,0,7.1309,233,1982
21,39,1,1,0,0,1,0,1,12,0,6.23245,234,1976
22,47,1,1,0,0,1,0,1,12,0,6.30262,234,1977
23,48,1,1,0,0,1,0,1,12,0,6.34564,234,1978
24,48,1,1,0,0,1,0,1,12,0,6.47235,234,1979
25,50,1,1,0,0,1,0,1,12,0,6.48768,234,1980
26,48,1,1,0,0,1,0,1,12,0,6.71538,234,1981
27,47,1,1,0,0,1,0,1,12,0,6.74524,234,1982
18,49,1,1,1,0,1,0,0,7,0,5.92693,235,1976
19,48,1,1,1,0,1,0,0,7,0,5.95324,235,1977
20,46,1,1,1,0,1,0,0,7,0,6.10925,235,1978
21,48,1,1,1,0,1,0,0,7,0,6.14204,235,1979
22,46,1,1,1,0,1,0,0,7,0,6.17379,235,1980
23,40,1,1,1,0,1,0,0,7,0,6.17379,235,1981
24,49,1,1,1,0,1,0,0,7,0,6.17379,235,1982
7,48,0,1,0,0,1,0,0,17,0,6.90575,236,1976
8,49,0,1,0,0,1,0,0,17,0,6.90575,236,1977
9,49,0,1,0,0,1,0,0,17,0,7.18917,236,1978
10,49,0,1,0,0,1,0,0,17,0,7.19293,236,1979
11,48,0,1,0,1,1,0,0,17,0,7.37776,236,1980
12,48,0,1,0,1,1,0,0,17,0,7.37776,236,1981
13,48,0,1,0,1,1,0,0,17,0,7.48717,236,1982
6,36,0,0,0,0,1,0,0,16,0,6.16331,237,1976
7,36,0,0,0,0,1,0,0,16,0,6.15273,237,1977
8,43,0,0,0,0,1,0,0,16,0,6.3699,237,1978
9,36,0,0,0,0,1,0,0,16,0,6.38012,237,1979
10,40,0,0,0,0,1,0,0,16,0,6.31716,237,1980
11,40,0,0,0,0,1,0,0,16,0,6.57925,237,1981
12,36,0,0,0,0,1,0,0,16,0,6.59304,237,1982
32,52,0,0,0,0,0,0,1,12,0,6.74524,238,1976
33,50,1,0,0,0,0,0,0,12,0,6.85118,238,1977
34,52,1,0,0,0,1,0,0,12,0,6.90776,238,1978
35,50,0,0,0,0,1,0,0,12,0,6.96602,238,1979
36,50,0,0,0,0,1,0,0,12,0,7.03439,238,1980
37,48,0,0,0,0,1,0,0,12,0,6.92067,238,1981
38,48,0,0,0,0,1,0,0,12,0,7.03527,238,1982
27,47,0,0,0,1,1,0,0,16,0,6.90575,239,1976
28,47,0,0,0,1,1,0,0,16,0,6.90575,239,1977
29,47,0,0,0,1,1,0,0,16,0,7.82405,239,1978
30,47,0,0,0,1,1,0,0,16,0,7.90101,239,1979
31,47,0,0,0,1,1,0,0,16,0,7.67322,239,1980
32,47,0,0,0,0,1,0,0,16,0,8.00637,239,1981
33,49,0,0,0,0,1,0,0,16,0,8.05516,239,1982
34,49,1,1,0,1,1,0,1,12,0,6.90575,240,1976
35,49,1,1,0,1,1,0,1,12,0,6.90575,240,1977
36,49,1,1,0,1,1,0,1,12,0,7.12367,240,1978
37,49,1,1,0,1,1,0,1,12,0,7.23921,240,1979
38,49,1,0,0,1,1,0,1,12,0,7.42357,240,1980
39,49,1,0,0,1,1,0,1,12,0,7.46737,240,1981
40,48,1,0,0,1,1,0,1,12,0,7.55747,240,1982
15,50,1,0,0,1,1,0,0,10,0,6.53814,241,1976
16,49,1,0,0,1,0,0,0,10,0,6.62936,241,1977
17,45,1,0,0,1,0,0,0,10,0,6.72263,241,1978
18,43,1,1,0,1,1,0,0,10,0,6.86485,241,1979
19,49,1,0,0,1,1,0,0,10,0,6.87626,241,1980
20,44,1,0,0,1,1,0,1,10,0,6.75809,241,1981
21,38,1,0,0,1,1,0,1,10,0,6.76964,241,1982
7,47,1,0,0,1,0,1,1,10,0,5.75257,242,1976
8,45,1,0,0,1,0,1,1,10,0,5.75257,242,1977
9,46,1,0,0,1,0,1,1,10,0,5.88053,242,1978
10,41,1,0,0,1,0,1,1,10,0,5.94542,242,1979
11,48,1,0,0,1,0,1,1,10,0,6.03548,242,1980
12,45,1,0,0,1,0,1,1,10,0,6.02587,242,1981
13,39,1,0,0,1,0,1,1,10,0,6.16542,242,1982
9,46,1,1,0,1,1,0,1,12,0,6.90575,243,1976
10,43,1,1,0,1,1,0,1,12,0,6.90575,243,1977
11,40,1,1,0,1,1,0,1,12,0,7.1452,243,1978
12,43,1,0,0,1,1,0,1,12,0,7.22548,243,1979
13,50,1,0,0,1,1,0,1,12,0,7.33302,243,1980
14,49,1,1,0,1,1,0,1,12,0,7.40853,243,1981
15,48,1,1,0,1,1,0,1,12,0,7.34601,243,1982
22,42,1,1,1,0,1,0,0,10,0,6.37161,244,1976
23,48,1,1,1,0,1,0,0,10,0,6.46925,244,1977
24,48,1,1,1,0,1,0,0,10,0,6.56948,244,1978
25,43,1,1,1,0,1,0,0,10,0,6.51175,244,1979
26,52,1,1,1,0,1,0,0,10,0,6.56526,244,1980
27,52,1,1,1,0,1,0,0,10,0,6.64639,244,1981
28,52,1,1,1,0,1,0,0,10,0,6.7334,244,1982
36,48,1,0,0,1,1,0,0,7,0,6.39693,245,1976
37,44,1,0,0,1,1,0,0,7,0,6.47697,245,1977
38,45,1,0,0,1,1,0,0,7,0,6.55108,245,1978
39,50,1,0,0,1,1,0,0,7,0,6.62007,245,1979
40,50,1,0,0,1,1,0,0,7,0,6.66568,245,1980
41,50,1,0,0,1,1,0,0,7,0,6.68461,245,1981
42,40,1,0,0,1,1,0,0,7,0,6.7093,245,1982
37,50,1,0,1,0,1,0,1,10,0,6.47697,246,1976
38,26,1,0,1,0,1,0,0,10,0,6.35437,246,1977
39,24,1,0,1,0,1,0,1,10,0,6.35437,246,1978
40,39,1,0,1,0,1,0,1,10,0,6.50728,246,1979
41,51,1,0,1,0,1,0,1,10,0,6.59715,246,1980
42,44,1,0,1,0,1,0,1,10,0,6.66313,246,1981
43,46,1,0,1,0,1,0,1,10,0,6.62007,246,1982
9,50,1,0,0,1,0,1,0,7,1,5.43808,247,1976
10,44,1,0,0,1,0,1,0,7,1,5.56068,247,1977
11,50,1,0,0,1,0,1,0,7,1,5.57973,247,1978
12,50,1,0,0,1,0,1,0,7,1,5.73657,247,1979
13,50,1,0,0,1,0,1,0,7,1,5.76832,247,1980
14,50,1,0,0,1,0,1,0,7,1,5.81413,247,1981
15,49,1,0,0,1,0,1,0,7,1,6.04025,247,1982
10,49,1,0,0,1,0,1,0,11,0,5.7462,248,1976
11,50,1,0,0,1,0,1,0,11,0,5.73657,248,1977
12,42,1,0,0,1,0,1,0,11,0,5.4161,248,1978
13,51,1,0,0,1,0,1,0,11,0,5.46383,248,1979
14,52,0,1,0,1,0,1,0,11,0,6.21461,248,1980
15,50,1,0,0,1,0,1,0,11,0,5.85793,248,1981
16,47,1,0,0,1,0,1,0,11,0,6.21461,248,1982
30,49,0,1,0,1,1,0,0,16,0,6.62007,249,1976
31,48,0,1,0,1,0,0,0,16,0,6.55108,249,1977
32,48,0,1,0,1,0,0,0,16,0,6.74524,249,1978
33,47,0,1,0,1,0,0,0,16,0,6.80239,249,1979
34,48,0,1,0,1,0,0,0,16,0,6.95655,249,1980
35,47,0,1,0,1,0,0,0,16,0,7.02554,249,1981
