year,grade,math,retained,female,black,hispanic,size,lowinc,mobility,school,child
1.5,3,1.661,N,F,N,N,1486,49.8,47.2,Ah,U6
2.5,4,3.055,N,F,N,N,1486,49.8,47.2,Ah,U6
-1.5,0,-2.188,N,F,N,N,1486,49.8,47.2,Ah,U7
-0.5,1,-1.378,N,F,N,N,1486,49.8,47.2,Ah,U7
0.5,2,0.343,N,F,N,N,1486,49.8,47.2,Ah,U7
1.5,3,1.498,N,F,N,N,1486,49.8,47.2,Ah,U7
2.5,4,1.794,N,F,N,N,1486,49.8,47.2,Ah,U7
-1.5,0,-0.974,N,F,N,N,1486,49.8,47.2,Ah,U8
-0.5,1,-0.645,N,F,N,N,1486,49.8,47.2,Ah,U8
0.5,2,-1.446,N,F,N,N,1486,49.8,47.2,Ah,U8
1.5,3,0.573,N,F,N,N,1486,49.8,47.2,Ah,U8
-1.5,0,-2.732,N,F,N,Y,1486,49.8,47.2,Ah,U9
-0.5,1,-0.988,N,F,N,Y,1486,49.8,47.2,Ah,U9
0.5,2,-0.623,N,F,N,Y,1486,49.8,47.2,Ah,U9
1.5,3,0.347,N,F,N,Y,1486,49.8,47.2,Ah,U9
2.5,4,0.897,N,F,N,Y,1486,49.8,47.2,Ah,U9
-1.5,0,0.579,N,M,N,N,1486,49.8,47.2,Ah,UA
-0.5,1,2.343,N,M,N,N,1486,49.8,47.2,Ah,UA
0.5,2,1.894,N,M,N,N,1486,49.8,47.2,Ah,UA
1.5,3,2.376,N,M,N,N,1486,49.8,47.2,Ah,UA
-0.5,1,-0.112,N,F,N,N,1486,49.8,47.2,Ah,UB
0.5,2,-0.105,N,F,N,N,1486,49.8,47.2,Ah,UB
1.5,3,0.691,N,F,N,N,1486,49.8,47.2,Ah,UB
2.5,4,1.852,N,F,N,N,1486,49.8,47.2,Ah,UB
-1.5,0,-1.038,N,M,N,N,1486,49.8,47.2,Ah,UC
-0.5,1,0.658,N,M,N,N,1486,49.8,47.2,Ah,UC
0.5,2,1.485,N,M,N,N,1486,49.8,47.2,Ah,UC
1.5,3,2.508,N,M,N,N,1486,49.8,47.2,Ah,UC
2.5,4,2.371,N,M,N,N,1486,49.8,47.2,Ah,UC
-1.5,0,-0.942,N,M,N,N,1486,49.8,47.2,Ah,UD
-0.5,1,0.777,N,M,N,N,1486,49.8,47.2,Ah,UD
0.5,2,2.43,N,M,N,N,1486,49.8,47.2,Ah,UD
1.5,3,2.508,N,M,N,N,1486,49.8,47.2,Ah,UD
2.5,4,1.514,N,M,N,N,1486,49.8,47.2,Ah,UD
-1.5,0,-3.068,N,M,N,Y,1486,49.8,47.2,Ah,UE
-0.5,1,-1.946,N,M,N,Y,1486,49.8,47.2,Ah,UE
0.5,2,-1.555,N,M,N,Y,1486,49.8,47.2,Ah,UE
1.5,3,-0.725,N,M,N,Y,1486,49.8,47.2,Ah,UE
2.5,4,0.551,N,M,N,Y,1486,49.8,47.2,Ah,UE
-1.5,0,-2.188,N,F,N,N,1486,49.8,47.2,Ah,UF
-0.5,1,-2.225,N,F,N,N,1486,49.8,47.2,Ah,UF
0.5,2,-2.551,N,F,N,N,1486,49.8,47.2,Ah,UF
1.5,3,-1.059,N,F,N,N,1486,49.8,47.2,Ah,UF
2.5,4,-0.768,N,F,N,N,1486,49.8,47.2,Ah,UF
-0.5,1,-0.365,N,F,N,N,1486,49.8,47.2,Ah,UG
0.5,2,-0.316,N,F,N,N,1486,49.8,47.2,Ah,UG
1.5,3,-0.032,N,F,N,N,1486,49.8,47.2,Ah,UG
2.5,4,0.044,N,F,N,N,1486,49.8,47.2,Ah,UG
-1.5,0,-0.126,N,F,N,N,1486,49.8,47.2,Ah,UH
-0.5,1,0.546,N,F,N,N,1486,49.8,47.2,Ah,UH
0.5,2,1.146,N,F,N,N,1486,49.8,47.2,Ah,UH
1.5,3,1.748,N,F,N,N,1486,49.8,47.2,Ah,UH
-1.5,0,-1.689,N,M,N,Y,1486,49.8,47.2,Ah,UI
-0.5,1,-0.501,N,M,N,Y,1486,49.8,47.2,Ah,UI
0.5,2,1.146,N,M,N,Y,1486,49.8,47.2,Ah,UI
-1.5,0,-0.06,N,M,N,N,1486,49.8,47.2,Ah,UJ
-0.5,1,1.36,N,M,N,N,1486,49.8,47.2,Ah,UJ
0.5,2,3.273,N,M,N,N,1486,49.8,47.2,Ah,UJ
1.5,3,2.814,N,M,N,N,1486,49.8,47.2,Ah,UJ
2.5,4,3.163,N,M,N,N,1486,49.8,47.2,Ah,UJ
-0.5,1,-0.028,N,F,N,N,1486,49.8,47.2,Ah,UK
0.5,2,1.309,N,F,N,N,1486,49.8,47.2,Ah,UK
1.5,3,1.748,N,F,N,N,1486,49.8,47.2,Ah,UK
2.5,4,2.164,N,F,N,N,1486,49.8,47.2,Ah,UK
-1.5,0,-1.538,N,F,N,N,1486,49.8,47.2,Ah,UL
-0.5,1,0.058,N,F,N,N,1486,49.8,47.2,Ah,UL
0.5,2,1.485,N,F,N,N,1486,49.8,47.2,Ah,UL
1.5,3,2.653,N,F,N,N,1486,49.8,47.2,Ah,UL
2.5,4,3.873,N,F,N,N,1486,49.8,47.2,Ah,UL
-1.5,0,-0.608,N,F,N,N,1486,49.8,47.2,Ah,UM
-0.5,1,-0.716,N,F,N,N,1486,49.8,47.2,Ah,UM
0.5,2,0.463,N,F,N,N,1486,49.8,47.2,Ah,UM
1.5,3,1.273,N,F,N,N,1486,49.8,47.2,Ah,UM
2.5,4,2.231,N,F,N,N,1486,49.8,47.2,Ah,UM
-1.5,0,-1.218,N,M,N,N,1486,49.8,47.2,Ah,UN
-0.5,1,0.058,N,M,N,N,1486,49.8,47.2,Ah,UN
0.5,2,2.14,N,M,N,N,1486,49.8,47.2,Ah,UN
1.5,3,2.653,N,M,N,N,1486,49.8,47.2,Ah,UN
2.5,4,2.445,N,M,N,N,1486,49.8,47.2,Ah,UN
-1.5,0,-0.974,N,M,N,N,1486,49.8,47.2,Ah,UO
-0.5,1,-0.194,N,M,N,N,1486,49.8,47.2,Ah,UO
0.5,2,0.587,N,M,N,N,1486,49.8,47.2,Ah,UO
1.5,3,1.421,N,M,N,N,1486,49.8,47.2,Ah,UO
2.5,4,1.623,N,M,N,N,1486,49.8,47.2,Ah,UO
-1.5,0,-2.188,N,F,N,N,1486,49.8,47.2,Ah,UP
-0.5,1,-2.657,N,F,N,N,1486,49.8,47.2,Ah,UP
0.5,2,-2.406,N,F,N,N,1486,49.8,47.2,Ah,UP
1.5,3,-0.403,N,F,N,N,1486,49.8,47.2,Ah,UP
2.5,4,0.2,N,F,N,N,1486,49.8,47.2,Ah,UP
-1.5,0,-0.126,N,M,N,N,1486,49.8,47.2,Ah,UQ
-0.5,1,-0.112,N,M,N,N,1486,49.8,47.2,Ah,UQ
0.5,2,0.716,N,M,N,N,1486,49.8,47.2,Ah,UQ
-1.5,0,-1.276,N,M,N,N,1486,49.8,47.2,Ah,UR
-0.5,1,-0.574,N,M,N,N,1486,49.8,47.2,Ah,UR
0.5,2,-0.316,N,M,N,N,1486,49.8,47.2,Ah,UR
1.5,3,0.292,N,M,N,N,1486,49.8,47.2,Ah,UR
2.5,4,1.514,N,M,N,N,1486,49.8,47.2,Ah,UR
-1.5,0,-0.974,N,F,N,N,1486,49.8,47.2,Ah,US
-0.5,1,1.194,N,F,N,N,1486,49.8,47.2,Ah,US
0.5,2,1.894,N,F,N,N,1486,49.8,47.2,Ah,US
-1.5,0,-1.772,N,F,Y,N,1486,49.8,47.2,Ah,UT
-0.5,1,-1.568,N,F,Y,N,1486,49.8,47.2,Ah,UT
0.5,2,-1.555,N,F,Y,N,1486,49.8,47.2,Ah,UT
1.5,3,-0.139,N,F,Y,N,1486,49.8,47.2,Ah,UT
-1.5,0,-3.068,N,F,N,Y,1486,49.8,47.2,Ah,UU
-0.5,0,-1.772,Y,F,N,Y,1486,49.8,47.2,Ah,UU
0.5,1,-1.121,N,F,N,Y,1486,49.8,47.2,Ah,UU
1.5,2,0.698,N,F,N,Y,1486,49.8,47.2,Ah,UU
2.5,3,0.227,N,F,N,Y,1486,49.8,47.2,Ah,UU
-1.5,0,-1.987,N,F,N,N,1486,49.8,47.2,Ah,UV
-0.5,1,-1.898,N,F,N,N,1486,49.8,47.2,Ah,UV
0.5,2,-1.03,N,F,N,N,1486,49.8,47.2,Ah,UV
1.5,3,-0.297,N,F,N,N,1486,49.8,47.2,Ah,UV
2.5,4,0.749,N,F,N,N,1486,49.8,47.2,Ah,UV
0.5,2,-1.894,N,F,N,Y,842,53.3,52.1,Ai,UW
1.5,3,-0.725,N,F,N,Y,842,53.3,52.1,Ai,UW
2.5,4,0.65,N,F,N,Y,842,53.3,52.1,Ai,UW
-1.5,0,-2.558,N,M,Y,N,842,53.3,52.1,Ai,UX
-0.5,1,-1.568,N,M,Y,N,842,53.3,52.1,Ai,UX
0.5,2,-0.928,N,M,Y,N,842,53.3,52.1,Ai,UX
1.5,3,-0.67,N,M,Y,N,842,53.3,52.1,Ai,UX
2.5,3,-0.455,Y,M,Y,N,842,53.3,52.1,Ai,UX
-1.5,0,-2.96,N,F,Y,N,842,53.3,52.1,Ai,UY
-0.5,1,-3.728,N,F,Y,N,842,53.3,52.1,Ai,UY
0.5,1,-2.113,Y,F,Y,N,842,53.3,52.1,Ai,UY
-2.5,0,-3.068,N,M,N,N,842,53.3,52.1,Ai,UZ
-1.5,0,-2.96,Y,M,N,N,842,53.3,52.1,Ai,UZ
-0.5,1,-1.631,N,M,N,N,842,53.3,52.1,Ai,UZ
0.5,2,-0.826,N,M,N,N,842,53.3,52.1,Ai,UZ
0.5,2,0.114,N,M,N,Y,842,53.3,52.1,Ai,Ua
1.5,3,1.934,N,M,N,Y,842,53.3,52.1,Ai,Ua
2.5,4,2.859,N,M,N,Y,842,53.3,52.1,Ai,Ua
-2.5,0,-2.188,N,M,N,Y,842,53.3,52.1,Ai,Ub
-1.5,0,-0.619,Y,M,N,Y,842,53.3,52.1,Ai,Ub
-0.5,1,-0.501,N,M,N,Y,842,53.3,52.1,Ai,Ub
0.5,2,0.114,N,M,N,Y,842,53.3,52.1,Ai,Ub
1.5,3,1.066,N,M,N,Y,842,53.3,52.1,Ai,Ub
2.5,4,1.302,N,M,N,Y,842,53.3,52.1,Ai,Ub
-1.5,0,-1.541,N,M,N,Y,842,53.3,52.1,Ai,Uc
-0.5,1,-0.921,N,M,N,Y,842,53.3,52.1,Ai,Uc
0.5,2,0.852,N,M,N,Y,842,53.3,52.1,Ai,Uc
1.5,3,2.034,N,M,N,Y,842,53.3,52.1,Ai,Uc
-0.5,1,-1.631,N,F,N,N,842,53.3,52.1,Ai,Ud
0.5,2,-0.419,N,F,N,N,842,53.3,52.1,Ai,Ud
1.5,3,0.936,N,F,N,N,842,53.3,52.1,Ai,Ud
0.5,2,-1.34,N,F,Y,N,842,53.3,52.1,Ai,Ue
1.5,3,-0.779,N,F,Y,N,842,53.3,52.1,Ai,Ue
2.5,4,1.047,N,F,Y,N,842,53.3,52.1,Ai,Ue
-1.5,0,-2.902,N,F,Y,N,842,53.3,52.1,Ai,Uf
-0.5,1,-3.094,N,F,Y,N,842,53.3,52.1,Ai,Uf
0.5,1,0.083,Y,F,Y,N,842,53.3,52.1,Ai,Uf
-1.5,0,-2.188,N,F,N,N,842,53.3,52.1,Ai,Ug
-0.5,1,-1.966,N,F,N,N,842,53.3,52.1,Ai,Ug
0.5,2,-0.725,N,F,N,N,842,53.3,52.1,Ai,Ug
1.5,3,0.128,N,F,N,N,842,53.3,52.1,Ai,Ug
2.5,4,-0.225,N,F,N,N,842,53.3,52.1,Ai,Ug
-1.5,0,-1.218,N,F,N,N,842,53.3,52.1,Ai,Uh
-0.5,1,0.777,N,F,N,N,842,53.3,52.1,Ai,Uh
0.5,2,0.852,N,F,N,N,842,53.3,52.1,Ai,Uh
1.5,3,2.034,N,F,N,N,842,53.3,52.1,Ai,Uh
2.5,4,2.3,N,F,N,N,842,53.3,52.1,Ai,Uh
-1.5,0,-1.303,N,F,N,N,842,53.3,52.1,Ai,Ui
-0.5,1,0.058,N,F,N,N,842,53.3,52.1,Ai,Ui
0.5,2,1.309,N,F,N,N,842,53.3,52.1,Ai,Ui
1.5,3,2.14,N,F,N,N,842,53.3,52.1,Ai,Ui
2.5,4,2.954,N,F,N,N,842,53.3,52.1,Ai,Ui
0.5,2,-0.623,N,F,N,N,842,53.3,52.1,Ai,Uj
1.5,3,0.516,N,F,N,N,842,53.3,52.1,Ai,Uj
2.5,4,1.736,N,F,N,N,842,53.3,52.1,Ai,Uj
0.5,2,0.343,N,M,N,N,842,53.3,52.1,Ai,Uk
1.5,3,1.839,N,M,N,N,842,53.3,52.1,Ai,Uk
2.5,4,-0.515,N,M,N,N,842,53.3,52.1,Ai,Uk
0.5,2,-1.132,N,F,Y,N,842,53.3,52.1,Ai,Ul
1.5,3,-0.192,N,F,Y,N,842,53.3,52.1,Ai,Ul
2.5,4,0.452,N,F,Y,N,842,53.3,52.1,Ai,Ul
-1.5,0,-3.232,N,M,Y,N,842,53.3,52.1,Ai,Um
-0.5,0,-1.616,Y,M,Y,N,842,53.3,52.1,Ai,Um
0.5,1,-1.874,N,M,Y,N,842,53.3,52.1,Ai,Um
-0.5,1,1.36,N,M,N,N,842,53.3,52.1,Ai,Un
0.5,2,1.485,N,M,N,N,842,53.3,52.1,Ai,Un
1.5,3,3.207,N,M,N,N,842,53.3,52.1,Ai,Un
-1.5,0,-1.987,N,F,N,N,842,53.3,52.1,Ai,Uo
-0.5,1,-0.942,N,F,N,N,842,53.3,52.1,Ai,Uo
0.5,2,-0.316,N,F,N,N,842,53.3,52.1,Ai,Uo
-1.5,0,-1.772,N,M,Y,N,806,99.6,36.1,Aj,Up
-0.5,1,-0.351,N,M,Y,N,806,99.6,36.1,Aj,Up
0.5,2,-0.419,N,M,Y,N,806,99.6,36.1,Aj,Up
1.5,3,-0.403,N,M,Y,N,806,99.6,36.1,Aj,Up
-0.5,1,-1.218,N,M,Y,N,806,99.6,36.1,Aj,Uq
0.5,2,-0.105,N,M,Y,N,806,99.6,36.1,Aj,Uq
1.5,3,0.811,N,M,Y,N,806,99.6,36.1,Aj,Uq
2.5,4,1.098,N,M,Y,N,806,99.6,36.1,Aj,Uq
-0.5,1,-1.505,N,F,Y,N,806,99.6,36.1,Aj,Ur
0.5,2,-1.446,N,F,Y,N,806,99.6,36.1,Aj,Ur
1.5,3,-1.357,N,F,Y,N,806,99.6,36.1,Aj,Ur
0.5,2,-1.446,N,M,Y,N,806,99.6,36.1,Aj,Us
1.5,3,-0.616,N,M,Y,N,806,99.6,36.1,Aj,Us
2.5,4,0.2,N,M,Y,N,806,99.6,36.1,Aj,Us
-1.5,0,-1.13,N,F,Y,N,806,99.6,36.1,Aj,Ut
-0.5,1,0.439,N,F,Y,N,806,99.6,36.1,Aj,Ut
0.5,2,2.14,N,F,Y,N,806,99.6,36.1,Aj,Ut
0.5,2,-1.34,N,M,Y,N,806,99.6,36.1,Aj,Uu
1.5,3,-1.002,N,M,Y,N,806,99.6,36.1,Aj,Uu
2.5,4,-0.515,N,M,Y,N,806,99.6,36.1,Aj,Uu
-1.5,0,-0.84,N,F,Y,N,806,99.6,36.1,Aj,Uv
-0.5,1,0.148,N,F,Y,N,806,99.6,36.1,Aj,Uv
0.5,2,1.146,N,F,Y,N,806,99.6,36.1,Aj,Uv
1.5,3,1.202,N,F,Y,N,806,99.6,36.1,Aj,Uv
2.5,4,1.568,N,F,Y,N,806,99.6,36.1,Aj,Uv
-1.5,0,-3.206,N,F,Y,N,806,99.6,36.1,Aj,Uw
-0.5,1,-2.413,N,F,Y,N,806,99.6,36.1,Aj,Uw
0.5,2,-2.551,N,F,Y,N,806,99.6,36.1,Aj,Uw
1.5,3,-1.756,N,F,Y,N,806,99.6,36.1,Aj,Uw
2.5,4,-0.338,N,F,Y,N,806,99.6,36.1,Aj,Uw
-1.5,0,-3.068,N,M,Y,N,806,99.6,36.1,Aj,Ux
-0.5,1,-0.716,N,M,Y,N,806,99.6,36.1,Aj,Ux
0.5,2,0.343,N,M,Y,N,806,99.6,36.1,Aj,Ux
1.5,3,0.021,N,M,Y,N,806,99.6,36.1,Aj,Ux
2.5,4,0.551,N,M,Y,N,806,99.6,36.1,Aj,Ux
-0.5,1,-1.505,N,F,Y,N,806,99.6,36.1,Aj,Uy
0.5,2,-1.555,N,F,Y,N,806,99.6,36.1,Aj,Uy
1.5,3,0.021,N,F,Y,N,806,99.6,36.1,Aj,Uy
2.5,4,0.251,N,F,Y,N,806,99.6,36.1,Aj,Uy
0.5,2,1.309,N,F,Y,N,806,99.6,36.1,Aj,Uz
1.5,3,1.346,N,F,Y,N,806,99.6,36.1,Aj,Uz
2.5,4,1.199,N,F,Y,N,806,99.6,36.1,Aj,Uz
-1.5,0,-3.887,N,M,Y,N,806,99.6,36.1,Aj,V0
-0.5,0,-2.902,Y,M,Y,N,806,99.6,36.1,Aj,V0
0.5,1,-3.272,N,M,Y,N,806,99.6,36.1,Aj,V0
1.5,2,-1.859,N,M,Y,N,806,99.6,36.1,Aj,V0
2.5,3,-1.485,N,M,Y,N,806,99.6,36.1,Aj,V0
-1.5,0,-2.377,N,F,Y,N,806,99.6,36.1,Aj,V1
-0.5,0,-0.608,Y,F,Y,N,806,99.6,36.1,Aj,V1
0.5,1,-0.264,N,F,Y,N,806,99.6,36.1,Aj,V1
1.5,2,-0.702,N,F,Y,N,806,99.6,36.1,Aj,V1
2.5,3,-0.537,N,F,Y,N,806,99.6,36.1,Aj,V1
-0.5,1,-1.694,N,F,Y,N,806,99.6,36.1,Aj,V2
0.5,2,-1.34,N,F,Y,N,806,99.6,36.1,Aj,V2
1.5,3,-0.297,N,F,Y,N,806,99.6,36.1,Aj,V2
2.5,4,-0.116,N,F,Y,N,806,99.6,36.1,Aj,V2
-1.5,0,-2.225,N,F,Y,N,806,99.6,36.1,Aj,V3
-0.5,1,-0.785,N,F,Y,N,806,99.6,36.1,Aj,V3
0.5,2,0.114,N,F,Y,N,806,99.6,36.1,Aj,V3
1.5,3,0.516,N,F,Y,N,806,99.6,36.1,Aj,V3
2.5,4,0.947,N,F,Y,N,806,99.6,36.1,Aj,V3
-1.5,0,-2.596,N,F,Y,N,806,99.6,36.1,Aj,V4
-0.5,1,-1.054,N,F,Y,N,806,99.6,36.1,Aj,V4
0.5,2,-0.725,N,F,Y,N,806,99.6,36.1,Aj,V4
1.5,3,0.182,N,F,Y,N,806,99.6,36.1,Aj,V4
2.5,4,1.098,N,F,Y,N,806,99.6,36.1,Aj,V4
-1.5,0,-1.616,N,F,Y,N,806,99.6,36.1,Aj,V5
-0.5,1,-0.645,N,F,Y,N,806,99.6,36.1,Aj,V5
0.5,2,0.463,N,F,Y,N,806,99.6,36.1,Aj,V5
1.5,3,-0.456,N,F,Y,N,806,99.6,36.1,Aj,V5
2.5,4,0.352,N,F,Y,N,806,99.6,36.1,Aj,V5
0.5,2,-1.446,N,M,Y,N,806,99.6,36.1,Aj,V6
1.5,3,-0.192,N,M,Y,N,806,99.6,36.1,Aj,V6
2.5,4,-0.396,N,M,Y,N,806,99.6,36.1,Aj,V6
0.5,2,-2.406,N,M,Y,N,806,99.6,36.1,Aj,V7
1.5,2,-0.823,Y,M,Y,N,806,99.6,36.1,Aj,V7
2.5,3,-0.156,N,M,Y,N,806,99.6,36.1,Aj,V7
-1.5,0,-1.13,N,F,Y,N,806,99.6,36.1,Aj,V8
-0.5,1,0.338,N,F,Y,N,806,99.6,36.1,Aj,V8
0.5,2,1.146,N,F,Y,N,806,99.6,36.1,Aj,V8
1.5,3,0.751,N,F,Y,N,806,99.6,36.1,Aj,V8
2.5,4,0.848,N,F,Y,N,806,99.6,36.1,Aj,V8
-2.5,0,-4.406,N,F,Y,N,806,99.6,36.1,Aj,V9
-1.5,0,-2.413,Y,F,Y,N,806,99.6,36.1,Aj,V9
-0.5,1,-1.441,N,F,Y,N,806,99.6,36.1,Aj,V9
0.5,2,-1.236,N,F,Y,N,806,99.6,36.1,Aj,V9
1.5,3,-0.509,N,F,Y,N,806,99.6,36.1,Aj,V9
2.5,4,0.402,N,F,Y,N,806,99.6,36.1,Aj,V9
-2.5,0,-3.558,N,M,Y,N,806,99.6,36.1,Aj,VA
-1.5,0,-1.464,Y,M,Y,N,806,99.6,36.1,Aj,VA
-0.5,1,-0.028,N,M,Y,N,806,99.6,36.1,Aj,VA
0.5,2,0.227,N,M,Y,N,806,99.6,36.1,Aj,VA
1.5,3,0.573,N,M,Y,N,806,99.6,36.1,Aj,VA
2.5,4,1.148,N,M,Y,N,806,99.6,36.1,Aj,VA
-1.5,0,-2.839,N,F,Y,N,806,99.6,36.1,Aj,VB
-0.5,1,-2.136,N,F,Y,N,806,99.6,36.1,Aj,VB
0.5,2,-2.14,N,F,Y,N,806,99.6,36.1,Aj,VB
1.5,3,-1.002,N,F,Y,N,806,99.6,36.1,Aj,VB
2.5,4,0.301,N,F,Y,N,806,99.6,36.1,Aj,VB
-1.5,0,-3.068,N,M,Y,N,806,99.6,36.1,Aj,VC
-0.5,0,-3.068,Y,M,Y,N,806,99.6,36.1,Aj,VC
0.5,1,-1.063,N,M,Y,N,806,99.6,36.1,Aj,VC
1.5,2,-1.796,N,M,Y,N,806,99.6,36.1,Aj,VC
2.5,3,-1.838,N,M,Y,N,806,99.6,36.1,Aj,VC
-1.5,0,-3.558,N,F,Y,N,806,99.6,36.1,Aj,VD
-0.5,0,-0.608,Y,F,Y,N,806,99.6,36.1,Aj,VD
0.5,1,-0.197,N,F,Y,N,806,99.6,36.1,Aj,VD
1.5,2,-1.183,N,F,Y,N,806,99.6,36.1,Aj,VD
2.5,3,-1.107,N,F,Y,N,806,99.6,36.1,Aj,VD
-1.5,0,-3.068,N,F,Y,N,806,99.6,36.1,Aj,VE
-0.5,0,-0.608,Y,F,Y,N,806,99.6,36.1,Aj,VE
0.5,1,-1.41,N,F,Y,N,806,99.6,36.1,Aj,VE
1.5,2,-2.335,N,F,Y,N,806,99.6,36.1,Aj,VE
2.5,3,-1.048,N,F,Y,N,806,99.6,36.1,Aj,VE
-1.5,0,-1.303,N,F,Y,N,806,99.6,36.1,Aj,VF
-0.5,1,0.148,N,F,Y,N,806,99.6,36.1,Aj,VF
0.5,2,0.587,N,F,Y,N,806,99.6,36.1,Aj,VF
1.5,3,0.459,N,F,Y,N,806,99.6,36.1,Aj,VF
2.5,4,0.997,N,F,Y,N,806,99.6,36.1,Aj,VF
-1.5,0,-2.839,N,F,Y,N,806,99.6,36.1,Aj,VG
-0.5,1,-0.785,N,F,Y,N,806,99.6,36.1,Aj,VG
0.5,2,-1.03,N,F,Y,N,806,99.6,36.1,Aj,VG
1.5,3,-1.235,N,F,Y,N,806,99.6,36.1,Aj,VG
-1.5,0,-2.899,N,M,Y,N,806,99.6,36.1,Aj,VH
-0.5,1,-1.541,N,M,Y,N,806,99.6,36.1,Aj,VH
0.5,2,-1.236,N,M,Y,N,806,99.6,36.1,Aj,VH
1.5,3,-0.779,N,M,Y,N,806,99.6,36.1,Aj,VH
2.5,4,-0.396,N,M,Y,N,806,99.6,36.1,Aj,VH
-1.5,0,-2.162,N,M,Y,N,806,99.6,36.1,Aj,VI
-0.5,1,-1.378,N,M,Y,N,806,99.6,36.1,Aj,VI
0.5,2,-0.316,N,M,Y,N,806,99.6,36.1,Aj,VI
1.5,3,-0.456,N,M,Y,N,806,99.6,36.1,Aj,VI
2.5,4,0.452,N,M,Y,N,806,99.6,36.1,Aj,VI
-1.5,0,-0.84,N,F,Y,N,806,99.6,36.1,Aj,VJ
-0.5,1,0.546,N,F,Y,N,806,99.6,36.1,Aj,VJ
0.5,2,1.678,N,F,Y,N,806,99.6,36.1,Aj,VJ
1.5,3,1.934,N,F,Y,N,806,99.6,36.1,Aj,VJ
2.5,4,1.852,N,F,Y,N,806,99.6,36.1,Aj,VJ
-1.5,0,-2.032,N,F,Y,N,806,99.6,36.1,Aj,VK
-0.5,1,-0.854,N,F,Y,N,806,99.6,36.1,Aj,VK
0.5,2,-0.419,N,F,Y,N,806,99.6,36.1,Aj,VK
1.5,3,-0.032,N,F,Y,N,806,99.6,36.1,Aj,VK
-0.5,1,-1.314,N,M,Y,N,806,99.6,36.1,Aj,VL
0.5,2,-1.236,N,M,Y,N,806,99.6,36.1,Aj,VL
1.5,3,-0.456,N,M,Y,N,806,99.6,36.1,Aj,VL
2.5,4,0.601,N,M,Y,N,806,99.6,36.1,Aj,VL
-1.5,0,-2.032,N,F,Y,N,806,99.6,36.1,Aj,VM
-0.5,1,-0.501,N,F,Y,N,806,99.6,36.1,Aj,VM
0.5,2,0.003,N,F,Y,N,806,99.6,36.1,Aj,VM
-1.5,0,-1.83,N,F,Y,N,806,99.6,36.1,Aj,VN
-0.5,1,-0.645,N,F,Y,N,806,99.6,36.1,Aj,VN
0.5,2,0.716,N,F,Y,N,806,99.6,36.1,Aj,VN
1.5,3,-0.403,N,F,Y,N,806,99.6,36.1,Aj,VN
2.5,4,0.352,N,F,Y,N,806,99.6,36.1,Aj,VN
-1.5,0,-2.596,N,F,Y,N,806,99.6,36.1,Aj,VO
-0.5,1,-1.12,N,F,Y,N,806,99.6,36.1,Aj,VO
0.5,2,-1.03,N,F,Y,N,806,99.6,36.1,Aj,VO
1.5,3,-0.192,N,F,Y,N,806,99.6,36.1,Aj,VO
-1.5,0,-3.232,N,M,Y,N,806,99.6,36.1,Aj,VP
-0.5,0,-1.538,Y,M,Y,N,806,99.6,36.1,Aj,VP
0.5,1,-0.645,N,M,Y,N,806,99.6,36.1,Aj,VP
1.5,2,-0.883,N,M,Y,N,806,99.6,36.1,Aj,VP
2.5,3,-0.264,N,M,Y,N,806,99.6,36.1,Aj,VP
-1.5,0,-2.902,N,M,Y,N,806,99.6,36.1,Aj,VQ
-0.5,0,-2.558,Y,M,Y,N,806,99.6,36.1,Aj,VQ
0.5,1,-1.641,N,M,Y,N,806,99.6,36.1,Aj,VQ
-1.5,0,-1.303,N,M,Y,N,806,99.6,36.1,Aj,VR
-0.5,1,-1.25,N,M,Y,N,806,99.6,36.1,Aj,VR
0.5,2,-0.522,N,M,Y,N,806,99.6,36.1,Aj,VR
1.5,3,1.066,N,M,Y,N,806,99.6,36.1,Aj,VR
-1.5,0,-3.232,N,M,Y,N,806,99.6,36.1,Aj,VS
-0.5,1,-0.194,N,M,Y,N,806,99.6,36.1,Aj,VS
0.5,2,1.485,N,M,Y,N,806,99.6,36.1,Aj,VS
-1.5,0,-1.689,N,M,Y,N,806,99.6,36.1,Aj,VT
-0.5,1,-0.921,N,M,Y,N,806,99.6,36.1,Aj,VT
0.5,2,1.309,N,M,Y,N,806,99.6,36.1,Aj,VT
1.5,3,0.516,N,M,Y,N,806,99.6,36.1,Aj,VT
2.5,4,1.199,N,M,Y,N,806,99.6,36.1,Aj,VT
-2.5,0,-4.228,N,F,Y,N,806,99.6,36.1,Aj,VU
-1.5,0,-2.162,Y,F,Y,N,806,99.6,36.1,Aj,VU
-0.5,1,-1.054,N,F,Y,N,806,99.6,36.1,Aj,VU
-1.5,0,-1.276,Y,M,Y,N,806,99.6,36.1,Aj,VV
-0.5,1,-0.854,N,M,Y,N,806,99.6,36.1,Aj,VV
0.5,2,1.309,N,M,Y,N,806,99.6,36.1,Aj,VV
1.5,3,1.346,N,M,Y,N,806,99.6,36.1,Aj,VV
2.5,4,1.736,N,M,Y,N,806,99.6,36.1,Aj,VV
-1.5,0,-3.232,N,M,Y,N,806,99.6,36.1,Aj,VW
-0.5,1,-1.757,N,M,Y,N,806,99.6,36.1,Aj,VW
0.5,2,-1.555,N,M,Y,N,806,99.6,36.1,Aj,VW
1.5,3,-0.139,N,M,Y,N,806,99.6,36.1,Aj,VW
