neighid,schid,attain,p7vrq,p7read,dadocc,dadunemp,daded,momed,male,deprive,dummy
782,8,-1.3276,-10.028,-11.866,-9.094,0,0,1,1,1.298,2
711,8,-0.36,9.972,3.134,-3.454,0,0,0,0,-0.172,2
130,8,-1.3276,-17.028,-25.866,-3.454,0,0,0,1,-0.541,2
656,8,-0.5812,-8.028,-4.866,16.196,0,1,0,1,0.079,2
440,8,0.735,10.972,16.134,16.196,0,1,1,1,0.187,2
733,8,-0.36,-6.028,-11.866,-3.454,1,1,1,1,0.982,2
861,8,0.1582,4.972,-1.866,16.196,0,1,1,1,0.678,2
782,8,0.0293,-0.028,-18.866,2.316,0,0,0,1,1.298,2
456,8,1.5177,17.972,28.134,16.196,0,0,0,0,-0.796,2
137,8,-1.3276,-7.028,-14.866,-3.454,0,1,1,0,0.458,2
451,9,0.0293,-11.028,-9.866,-11.494,0,0,0,1,0.492,2
461,9,0.1582,-4.028,-2.866,-23.454,0,0,0,1,0.841,2
507,9,0.735,-4.028,-5.866,16.196,0,1,1,0,2.959,2
438,9,-1.3276,-7.028,-8.866,-9.094,1,1,1,1,0.523,2
461,9,-0.1325,-14.028,-9.866,-3.454,0,0,0,0,0.841,2
506,9,-1.3276,-27.028,-31.866,-9.094,0,0,0,0,2.419,2
449,9,1.5177,-3.028,-2.866,16.196,0,0,0,0,-0.211,2
465,9,1.1405,10.972,6.134,-11.494,0,0,0,1,-0.45,2
465,9,-0.36,-10.028,-16.866,-11.494,0,0,0,1,-0.45,2
439,9,-1.3276,-24.028,-18.866,-3.454,0,0,0,0,1.104,2
458,9,-1.3276,-8.028,-17.866,-11.494,0,0,0,0,-0.175,2
465,9,-0.36,-7.028,-22.866,-3.454,0,1,1,1,-0.45,2
466,9,-1.3276,-5.028,-1.866,16.196,0,0,1,1,1.078,2
511,9,0.735,9.972,18.134,-3.454,0,0,0,1,0.304,2
512,9,0.2641,-3.028,1.134,2.316,0,0,0,1,-0.155,2
436,9,-1.3276,0.972,-7.866,-3.454,1,0,0,0,0.593,2
436,9,-0.36,-12.028,-19.866,-9.094,0,0,1,0,0.593,2
472,9,1.5177,12.972,25.134,16.196,0,0,0,0,-0.48,2
430,9,1.1405,-6.028,-13.866,-9.094,0,1,1,0,-0.252,2
466,9,-1.3276,-27.028,-31.866,-23.454,1,0,0,1,1.078,2
467,9,-0.1325,-15.028,-7.866,-23.454,0,1,0,0,1.185,2
513,9,-0.36,-27.028,-25.866,-3.454,0,0,0,1,-0.493,2
509,9,-0.1325,0.972,4.134,-3.454,0,0,1,1,0.661,2
453,9,-1.3276,-22.028,-31.866,-9.094,0,0,0,1,-0.27,2
442,9,0.9127,4.972,12.134,2.316,0,1,0,1,0.618,2
471,9,-1.3276,-13.028,-23.866,-9.094,0,0,0,1,-0.048,2
451,9,-0.36,-8.028,-15.866,-3.454,0,0,0,0,0.492,2
465,9,0.2641,-1.028,6.134,2.316,0,0,0,1,-0.45,2
466,9,1.1405,12.972,5.134,-3.454,0,1,0,0,1.078,2
464,9,-0.36,3.972,3.134,-3.454,0,0,0,1,-0.386,2
456,9,1.5177,1.972,6.134,-3.454,0,1,0,0,-0.796,2
439,9,-1.3276,-12.028,-13.866,-3.454,0,0,0,0,1.104,2
461,9,-0.5812,-7.028,-10.866,-23.454,0,0,0,1,0.841,2
465,9,-1.3276,5.972,1.134,-11.494,0,0,0,1,-0.45,2
469,9,1.5177,-0.028,-5.866,-9.094,1,1,1,0,2.007,2
431,9,-0.5812,-0.028,-9.866,-3.454,0,0,1,0,-0.204,2
467,9,-1.3276,-15.028,-13.866,-3.454,1,0,0,0,1.185,2
459,9,0.1582,-8.028,-8.866,-3.454,0,1,0,1,-0.466,2
466,9,2.4151,-1.028,5.134,-3.454,0,0,0,0,1.078,2
466,9,-0.36,-2.028,-9.866,-3.454,0,0,0,0,1.078,2
563,9,-0.1325,-8.028,-8.866,-9.094,1,0,0,0,-0.076,2
451,9,0.561,-1.028,-3.866,-23.454,0,0,0,0,0.492,2
503,9,2.4151,8.972,16.134,16.196,0,1,1,0,-0.422,2
512,9,0.0293,-8.028,-31.866,-23.454,0,0,1,1,-0.155,2
507,9,-1.3276,-15.028,-31.866,16.196,0,0,0,0,2.959,2
439,9,-0.1325,-3.028,-14.866,-9.094,1,0,0,0,1.104,2
471,9,-0.36,-3.028,-6.866,16.196,0,0,0,0,-0.048,2
459,9,0.561,-10.028,-7.866,-3.454,0,1,0,0,-0.466,2
453,9,-1.3276,1.972,9.134,-3.454,0,0,1,1,-0.27,2
437,9,-1.3276,-16.028,-21.866,-11.494,1,0,0,1,0.744,2
454,9,-1.3276,-9.028,-16.866,-11.494,0,0,0,1,1.044,2
458,9,-1.3276,-1.028,-10.866,-9.094,1,0,0,0,-0.175,2
456,9,0.9127,-7.028,-4.866,16.196,0,0,0,0,-0.796,2
449,9,0.735,2.972,0.134,29.226,0,1,0,0,-0.211,2
437,9,-1.3276,-25.028,-22.866,-3.454,0,1,1,1,0.744,2
439,9,-0.36,-7.028,-8.866,-11.494,0,0,0,0,1.104,2
458,9,0.0293,-9.028,-8.866,29.226,1,1,1,1,-0.175,2
446,9,-0.36,-18.028,-16.866,-11.494,0,0,0,0,-0.07,2
439,9,0.1582,-0.028,-2.866,-11.494,0,0,0,1,1.104,2
470,9,-0.1325,-9.028,-0.866,-3.454,0,0,0,1,-0.333,2
456,9,0.735,-4.028,-20.866,16.196,0,0,0,1,-0.796,2
439,9,-1.3276,-9.028,-9.866,-11.494,0,0,0,0,1.104,2
456,9,0.561,14.972,9.134,16.196,0,0,0,1,-0.796,2
454,9,-0.5812,-5.028,-14.866,-9.094,0,0,0,0,1.044,2
456,9,0.1582,-7.028,6.134,-11.494,0,0,0,1,-0.796,2
459,9,-0.1325,-13.028,-23.866,-3.454,0,0,0,0,-0.466,2
471,9,0.2641,-5.028,-0.866,16.196,0,1,0,1,-0.048,2
465,9,-0.36,-7.028,-6.866,-3.454,0,0,0,0,-0.45,2
450,9,-0.36,3.972,1.134,-3.454,0,0,0,0,-0.208,2
454,9,0.561,5.972,4.134,-11.494,0,0,0,0,1.044,2
444,9,-1.3276,-13.028,-10.866,-9.094,1,1,1,1,0.975,2
472,9,-0.36,-16.028,-15.866,-11.494,0,0,0,1,-0.48,2
469,9,-1.3276,-8.028,-18.866,-3.454,0,0,0,0,2.007,2
465,9,0.1582,13.972,10.134,-3.454,0,0,0,1,-0.45,2
447,9,0.0293,-5.028,-14.866,16.196,0,0,0,1,-0.763,2
447,9,0.0293,10.972,9.134,29.226,0,0,0,1,-0.763,2
447,9,-1.3276,-22.028,-22.866,16.196,0,0,0,1,-0.763,2
468,9,0.3917,5.972,1.134,-9.094,0,0,0,1,1.258,2
461,9,-0.36,-10.028,-10.866,-11.494,0,0,0,0,0.841,2
437,9,0.0293,-9.028,-6.866,-3.454,0,0,0,1,0.744,2
442,9,-0.36,10.972,1.134,16.196,0,0,0,0,0.618,2
458,9,-1.3276,-15.028,-23.866,-9.094,0,0,0,1,-0.175,2
508,9,0.3917,16.972,15.134,29.226,0,1,0,1,0.833,2
454,9,-1.3276,-22.028,-19.866,-3.454,0,0,0,1,1.044,2
509,9,-1.3276,-15.028,-31.866,-11.494,0,0,0,1,0.661,2
471,9,0.9127,14.972,22.134,16.196,1,1,1,1,-0.048,2
442,9,-1.3276,-6.028,-10.866,-9.094,0,0,0,0,0.618,2
438,9,1.5177,9.972,15.134,-3.454,0,0,0,1,0.523,2
460,9,0.0293,-4.028,2.134,-3.454,0,0,0,0,-0.201,2
509,9,1.5177,6.972,6.134,-3.454,0,0,0,0,0.661,2
457,9,-0.36,-7.028,-5.866,-3.454,0,0,0,0,0.071,2
507,9,0.0293,-11.028,-13.866,-3.454,0,0,1,0,2.959,2
463,9,-0.5812,8.972,13.134,-11.494,0,0,1,1,-0.301,2
465,9,-0.5812,-6.028,-6.866,-11.494,0,0,0,1,-0.45,2
437,9,-1.3276,-25.028,-24.866,-9.094,1,1,1,1,0.744,2
454,9,0.0293,-3.028,-3.866,-9.094,0,0,0,1,1.044,2
451,9,-1.3276,-20.028,-20.866,16.196,0,0,1,1,0.492,2
461,9,0.561,8.972,5.134,2.316,0,0,0,1,0.841,2
429,9,-0.36,-19.028,-7.866,2.316,0,0,0,0,-0.255,2
468,9,-1.3276,-16.028,-19.866,-9.094,0,0,0,1,1.258,2
511,9,0.735,1.972,9.134,16.196,0,0,0,1,0.304,2
454,9,0.3917,0.972,2.134,-3.454,0,0,0,1,1.044,2
440,9,-1.3276,-13.028,-7.866,16.196,0,0,0,0,0.187,2
511,9,-0.1325,-3.028,4.134,-9.094,1,0,0,0,0.304,2
461,9,-1.3276,-7.028,-21.866,-9.094,1,0,1,1,0.841,2
441,9,0.1582,-3.028,-1.866,-3.454,1,0,0,0,-0.404,2
437,9,-1.3276,-0.028,-5.866,-3.454,0,0,0,0,0.744,2
437,9,-1.3276,-16.028,-11.866,-3.454,0,0,0,0,0.744,2
465,9,-0.36,-20.028,-5.866,29.226,0,0,1,0,-0.45,2
451,9,-1.3276,-15.028,-8.866,-9.094,1,0,0,1,0.492,2
447,9,0.561,-2.028,-0.866,-3.454,0,0,0,1,-0.763,2
454,9,0.9127,2.972,5.134,-3.454,0,0,0,0,1.044,2
452,9,0.735,-10.028,-4.866,2.316,0,0,0,0,-0.028,2
453,9,-1.3276,-14.028,-16.866,-3.454,0,1,1,0,-0.27,2
511,9,-0.36,-8.028,-16.866,-3.454,0,0,0,1,0.304,2
508,9,-0.36,-9.028,-2.866,-9.094,1,0,0,0,0.833,2
506,9,0.735,9.972,24.134,-3.454,0,0,0,1,2.419,2
454,9,-1.3276,-12.028,-13.866,-23.454,1,0,0,1,1.044,2
507,9,-1.3276,-19.028,-28.866,2.316,1,0,0,0,2.959,2
465,9,1.1405,6.972,0.134,-3.454,0,0,0,0,-0.45,2
460,9,0.735,0.972,-1.866,-3.454,1,0,0,0,-0.201,2
438,9,-0.5812,-5.028,-15.866,-11.494,1,0,0,0,0.523,2
469,9,-0.5812,-7.028,-1.866,-9.094,1,0,0,1,2.007,2
447,9,1.1405,3.972,19.134,-3.454,0,0,0,0,-0.763,2
437,9,-1.3276,-5.028,-21.866,-3.454,0,1,1,1,0.744,2
472,9,1.1405,5.972,7.134,-9.094,1,0,0,0,-0.48,2
467,9,-1.3276,-27.028,-31.866,-9.094,1,0,0,1,1.185,2
437,9,-1.3276,-27.028,-30.866,16.196,0,0,0,1,0.744,2
465,9,-0.5812,-1.028,-3.866,-11.494,0,0,0,1,-0.45,2
511,9,1.1405,-4.028,3.134,16.196,0,1,0,0,0.304,2
439,9,-1.3276,-20.028,-25.866,-11.494,0,0,0,0,1.104,2
470,9,-0.1325,-10.028,-7.866,-3.454,0,0,0,0,-0.333,2
508,9,-1.3276,-8.028,-10.866,-9.094,0,0,0,1,0.833,2
504,9,-0.36,-1.028,0.134,2.316,0,0,0,0,-0.573,2
441,9,-1.3276,-8.028,-10.866,-3.454,0,0,0,1,-0.404,2
462,9,1.5177,18.972,21.134,-3.454,0,0,0,1,-0.395,2
823,10,-0.5812,-9.028,-4.866,-9.094,0,0,0,0,0.533,3
822,10,-1.3276,-13.028,-21.866,-23.454,1,0,0,0,0.164,3
819,10,-1.3276,-24.028,-31.866,-9.094,0,0,0,1,0.105,3
863,10,0.735,-5.028,9.134,16.196,0,0,0,1,-0.155,3
819,10,-0.36,2.972,6.134,-9.094,1,0,0,1,0.105,3
822,10,1.5177,5.972,7.134,-3.454,0,1,0,1,0.164,3
867,10,-0.5812,-13.028,-8.866,-3.454,0,0,0,0,0.401,3
794,10,-1.3276,-27.028,-31.866,-3.454,0,0,0,1,2.33,3
823,10,-1.3276,-7.028,-10.866,-23.454,0,0,0,0,0.533,3
822,10,-1.3276,-15.028,-16.866,-3.454,0,1,1,1,0.164,3
822,10,1.5177,2.972,-8.866,-3.454,0,1,1,1,0.164,3
808,10,0.0293,-7.028,2.134,16.196,0,1,1,1,0.043,3
818,10,0.9127,6.972,28.134,2.316,1,1,1,1,0.221,3
863,10,0.3917,1.972,2.134,2.316,0,0,0,0,-0.155,3
804,10,0.0293,9.972,-15.866,-3.454,0,0,0,0,2.438,3
807,10,-1.3276,-14.028,-15.866,-9.094,1,0,0,0,0.155,3
782,10,0.561,-6.028,-0.866,29.226,0,1,0,0,1.298,3
861,10,-0.1325,-4.028,-12.866,-23.454,1,0,0,1,0.678,3
804,10,-0.36,6.972,5.134,-3.454,0,0,0,0,2.438,3
825,10,-1.3276,-13.028,-19.866,-9.094,1,0,0,1,0.712,3
792,10,0.0293,-13.028,-15.866,-3.454,0,0,0,1,-0.086,3
823,10,-0.5812,0.972,4.134,2.316,0,0,0,1,0.533,3
828,10,1.1405,9.972,18.134,-3.454,0,0,0,0,-0.047,3
809,10,0.3917,1.972,-0.866,-3.454,1,0,0,1,0.088,3
792,10,0.3917,-5.028,-19.866,-3.454,0,0,0,0,-0.086,3
823,10,0.1582,-0.028,-5.866,-11.494,0,0,1,0,0.533,3
791,10,0.1582,6.972,8.134,-3.454,0,0,0,1,0.242,3
793,10,-1.3276,-17.028,-18.866,-3.454,0,0,1,1,1.156,3
793,10,-0.5812,-27.028,-31.866,-3.454,0,0,0,1,1.156,3
804,10,-0.1325,-15.028,-7.866,-3.454,0,0,0,1,2.438,3
825,10,-1.3276,-14.028,-13.866,-3.454,1,0,0,1,0.712,3
827,10,-1.3276,-4.028,-4.866,-3.454,0,0,0,0,-0.113,3
863,10,-0.36,-1.028,-0.866,-3.454,0,1,1,0,-0.155,3
824,10,-0.5812,4.972,0.134,-3.454,0,1,1,0,0.124,3
793,10,-1.3276,-27.028,-29.866,16.196,0,0,0,0,1.156,3
818,10,-1.3276,-16.028,-30.866,-3.454,0,0,0,1,0.221,3
823,10,-1.3276,-8.028,-21.866,-9.094,0,0,0,0,0.533,3
823,10,-1.3276,-19.028,-31.866,-11.494,0,0,0,0,0.533,3
794,10,-0.1325,-7.028,-4.866,-3.454,0,0,0,1,2.33,3
822,10,-1.3276,-13.028,-9.866,-3.454,0,0,0,1,0.164,3
823,10,0.0293,-3.028,8.134,-3.454,0,0,0,1,0.533,3
863,10,0.561,13.972,25.134,16.196,1,0,0,0,-0.155,3
823,10,0.3917,4.972,11.134,-3.454,0,0,0,1,0.533,3
803,10,-0.36,-1.028,-5.866,-3.454,0,0,1,0,0.368,3
814,10,1.1405,14.972,6.134,-11.494,1,0,0,1,-0.276,3
822,10,-1.3276,-16.028,-19.866,-9.094,1,0,0,0,0.164,3
809,10,-1.3276,-10.028,-10.866,-3.454,1,0,0,0,0.088,3
822,10,0.3917,7.972,6.134,-3.454,0,0,0,1,0.164,3
815,10,-0.1325,-0.028,8.134,-3.454,0,1,1,0,0.373,3
793,10,0.0293,-1.028,1.134,-3.454,0,0,1,0,1.156,3
819,10,0.3917,5.972,7.134,-3.454,0,0,1,1,0.105,3
822,10,0.561,-6.028,-9.866,-3.454,0,0,0,0,0.164,3
825,10,0.1582,-7.028,-4.866,-3.454,0,0,0,0,0.712,3
821,10,0.0293,8.972,1.134,-11.494,0,0,0,1,0.393,3
803,10,-1.3276,-9.028,-15.866,-11.494,1,1,1,0,0.368,3
807,10,0.0293,-2.028,0.134,-9.094,0,0,0,1,0.155,3
864,10,0.735,-10.028,-1.866,-3.454,0,0,0,1,-0.084,3
825,10,-1.3276,-3.028,-10.866,2.316,0,0,0,0,0.712,3
864,10,0.735,1.972,3.134,-3.454,0,0,1,0,-0.084,3
818,10,0.0293,5.972,7.134,-3.454,0,1,0,1,0.221,3
824,10,0.561,9.972,10.134,-11.494,0,0,0,1,0.124,3
793,10,0.1582,1.972,-5.866,-3.454,0,1,1,1,1.156,3
862,10,-0.36,-1.028,-7.866,-3.454,0,0,0,0,2.498,3
794,10,-1.3276,-15.028,-18.866,-11.494,1,0,0,1,2.33,3
824,10,-1.3276,-19.028,-8.866,-9.094,0,0,0,1,0.124,3
701,10,1.1405,8.972,21.134,-11.494,0,1,0,1,-0.713,3
815,10,-1.3276,-10.028,-19.866,-3.454,0,0,0,1,0.373,3
813,10,-1.3276,-21.028,-29.866,-11.494,0,0,0,1,0.095,3
794,10,-1.3276,-21.028,-24.866,-3.454,1,0,0,0,2.33,3
818,10,0.561,-0.028,-3.866,16.196,0,0,1,0,0.221,3
819,10,-0.5812,-13.028,-16.866,-9.094,1,0,0,0,0.105,3
790,10,-1.3276,-20.028,-31.866,-9.094,1,0,0,0,0.674,3
794,10,-0.36,1.972,-1.866,-9.094,0,0,0,1,2.33,3
790,10,-1.3276,-24.028,-25.866,-23.454,1,0,1,0,0.674,3
863,10,0.561,0.972,-4.866,29.226,0,0,0,0,-0.155,3
792,10,-1.3276,-12.028,-16.866,-3.454,0,0,0,0,-0.086,3
780,10,-1.3276,-24.028,-24.866,-3.454,0,0,0,1,0.017,3
864,10,-0.1325,-4.028,-0.866,-9.094,1,0,0,0,-0.084,3
803,10,-0.1325,3.972,3.134,-3.454,0,0,0,1,0.368,3
784,10,1.1405,2.972,6.134,-11.494,0,0,0,1,-0.005,3
807,10,-1.3276,-15.028,-31.866,-3.454,0,0,0,0,0.155,3
805,10,-0.36,-1.028,2.134,-11.494,0,0,0,1,0.964,3
816,10,0.3917,3.972,15.134,-11.494,1,0,0,1,0.908,3
809,10,-1.3276,-19.028,-16.866,16.196,1,0,0,0,0.088,3
807,10,0.561,5.972,-7.866,-3.454,0,0,0,1,0.155,3
808,10,0.561,8.972,10.134,2.316,0,0,1,0,0.043,3
807,10,0.2641,5.972,8.134,-3.454,0,0,0,0,0.155,3
799,10,-1.3276,-6.028,-6.866,-11.494,1,0,0,0,-0.347,3
794,10,0.0293,6.972,10.134,16.196,0,0,0,0,2.33,3
794,10,-1.3276,-3.028,-9.866,-3.454,0,0,0,0,2.33,3
822,10,0.3917,6.972,8.134,-11.494,0,0,0,0,0.164,3
783,10,-1.3276,-8.028,-19.866,-9.094,0,0,0,0,-0.244,3
794,10,-1.3276,-5.028,-15.866,2.316,1,0,0,1,2.33,3
809,10,0.561,7.972,-5.866,-3.454,0,0,0,0,0.088,3
795,10,-1.3276,-16.028,-12.866,-11.494,0,0,0,1,1.386,3
865,10,-0.1325,-1.028,-0.866,16.196,0,0,0,1,-0.524,3
864,10,-0.36,14.972,3.134,-3.454,0,0,0,0,-0.084,3
792,10,1.5177,11.972,18.134,16.196,0,1,0,1,-0.086,3
866,10,2.4151,7.972,15.134,-3.454,0,0,1,0,-0.649,3
794,10,-0.36,-2.028,0.134,-11.494,0,1,1,1,2.33,3
793,10,-0.36,-7.028,-7.866,-11.494,0,0,0,1,1.156,3
793,10,-1.3276,-23.028,-31.866,-23.454,1,0,0,1,1.156,3
805,10,0.3917,5.972,17.134,-11.494,0,0,1,1,0.964,3
794,10,-1.3276,-7.028,-5.866,-11.494,0,0,0,0,2.33,3
809,10,0.561,-13.028,-27.866,2.316,1,0,1,1,0.088,3
824,10,0.3917,2.972,0.134,-3.454,0,0,0,1,0.124,3
816,10,-1.3276,-15.028,-29.866,-11.494,1,0,0,1,0.908,3
863,10,0.3917,2.972,7.134,16.196,0,1,1,1,-0.155,3
794,10,-1.3276,-7.028,-3.866,-9.094,1,0,0,0,2.33,3
809,10,0.561,-0.028,-2.866,-9.094,0,0,0,0,0.088,3
822,10,1.5177,3.972,19.134,-3.454,0,0,0,0,0.164,3
818,10,-1.3276,-7.028,-6.866,16.196,0,1,0,0,0.221,3
824,10,-1.3276,-14.028,-29.866,-3.454,1,0,0,0,0.124,3
824,10,0.0293,7.972,4.134,16.196,0,0,0,0,0.124,3
822,10,-1.3276,-16.028,-29.866,-3.454,0,0,0,1,0.164,3
823,10,-1.3276,-12.028,-16.866,-3.454,0,0,1,0,0.533,3
812,10,-0.5812,-5.028,-7.866,-9.094,0,0,0,1,0.336,3
863,10,1.5177,14.972,10.134,-3.454,0,0,0,0,-0.155,3
817,10,0.561,5.972,0.134,-9.094,0,0,1,0,1.669,3
794,10,-0.36,6.972,-9.866,-3.454,0,0,0,0,2.33,3
823,10,1.5177,19.972,12.134,-11.494,0,0,0,0,0.533,3
792,10,-1.3276,-7.028,-5.866,-3.454,1,0,0,0,-0.086,3
822,10,-1.3276,-8.028,-15.866,-3.454,0,0,0,0,0.164,3
817,10,-1.3276,-14.028,-6.866,-11.494,0,0,0,1,1.669,3
824,10,-0.1325,6.972,8.134,-3.454,0,0,0,0,0.124,3
866,10,-0.36,-7.028,3.134,-9.094,0,0,0,0,-0.649,3
772,10,-1.3276,-16.028,-31.866,-9.094,1,0,0,0,0.761,3
803,10,-1.3276,-27.028,-31.866,-11.494,0,0,0,1,0.368,3
792,10,1.5177,-3.028,-1.866,-3.454,0,0,0,1,-0.086,3
819,10,0.2641,6.972,5.134,-11.494,0,0,0,1,0.105,3
784,10,-1.3276,-1.028,-13.866,-3.454,0,0,0,0,-0.005,3
808,10,-0.36,-5.028,-9.866,-3.454,0,0,0,1,0.043,3
831,10,-0.36,-5.028,-7.866,-3.454,1,0,0,0,-0.498,3
1074,13,2.4151,9.972,24.134,-11.494,0,0,0,1,0.515,3
1070,13,0.3917,18.972,20.134,-3.454,0,0,0,0,-0.287,3
1073,13,0.3917,7.972,9.134,-3.454,0,1,1,0,-0.555,3
1063,13,-0.36,-2.028,17.134,-3.454,0,0,0,0,-0.51,3
1064,13,0.3917,17.972,28.134,-23.454,0,0,0,0,-0.002,3
1097,13,1.1405,11.972,13.134,16.196,0,0,0,0,-0.59,3
1095,13,0.1582,8.972,19.134,-11.494,0,0,0,1,-0.369,3
1075,13,1.5177,12.972,25.134,29.226,0,1,1,1,-0.821,3
1066,13,0.3917,2.972,4.134,-3.454,0,0,1,1,0.052,3
1088,13,1.1405,4.972,7.134,29.226,0,1,1,0,-0.683,3
1073,13,1.5177,8.972,21.134,16.196,0,1,1,0,-0.555,3
1078,13,1.1405,18.972,23.134,-9.094,1,1,0,0,-0.409,3
1072,13,0.9127,11.972,21.134,-11.494,0,1,1,0,-0.398,3
1069,13,-0.36,0.972,-2.866,-3.454,0,0,0,1,-0.459,3
1069,13,-0.1325,1.972,11.134,-9.094,0,0,0,1,-0.459,3
1073,13,-0.1325,-4.028,0.134,-3.454,0,0,0,0,-0.555,3
1072,13,0.1582,7.972,16.134,2.316,0,0,0,1,-0.398,3
1065,13,0.9127,13.972,12.134,-23.454,0,0,0,0,-0.479,3
1072,13,0.0293,1.972,6.134,-3.454,0,0,0,0,-0.398,3
1064,13,0.735,-1.028,-8.866,-11.494,1,0,0,0,-0.002,3
1058,13,2.4151,14.972,17.134,2.316,0,1,1,0,-0.605,3
1062,13,0.9127,13.972,20.134,-3.454,0,0,0,0,-0.484,3
1073,13,0.9127,11.972,24.134,-3.454,0,1,0,0,-0.555,3
1072,13,0.561,0.972,-11.866,-9.094,0,0,0,1,-0.398,3
1074,13,0.9127,15.972,21.134,-3.454,0,0,0,0,0.515,3
1068,13,-0.5812,-7.028,0.134,16.196,0,0,0,1,-0.037,3
1062,13,2.4151,4.972,21.134,16.196,0,0,1,1,-0.484,3
1061,13,1.1405,22.972,14.134,16.196,0,1,1,0,-0.935,3
1060,13,-1.3276,-27.028,-27.866,16.196,0,1,1,0,-0.67,3
1075,13,1.1405,3.972,11.134,16.196,0,1,0,0,-0.821,3
1057,13,1.5177,1.972,9.134,2.316,0,1,1,0,-0.701,3
1065,13,-0.36,0.972,-12.866,-3.454,0,1,0,1,-0.479,3
1098,13,1.5177,-10.028,6.134,-3.454,0,1,1,1,-0.293,3
1062,13,1.5177,35.972,26.134,29.226,0,1,1,1,-0.484,3
1062,13,2.4151,13.972,18.134,2.316,0,0,0,0,-0.484,3
1061,13,2.4151,14.972,28.134,29.226,0,1,1,0,-0.935,3
1091,13,1.5177,12.972,15.134,16.196,0,1,1,0,-0.304,3
1074,13,-0.5812,-1.028,-1.866,16.196,0,1,0,1,0.515,3
1075,13,1.1405,-3.028,9.134,29.226,0,1,1,1,-0.821,3
1059,13,-0.36,-7.028,-12.866,16.196,0,1,0,1,-0.839,3
1075,13,2.4151,19.972,28.134,16.196,0,1,1,1,-0.821,3
1077,13,-1.3276,-11.028,-11.866,-9.094,0,0,0,0,0.146,3
1072,13,0.735,3.972,9.134,16.196,0,0,0,0,-0.398,3
1058,13,1.5177,10.972,12.134,-3.454,0,0,1,0,-0.605,3
1064,13,0.2641,33.972,11.134,-3.454,0,0,0,1,-0.002,3
1073,13,0.561,-0.028,-3.866,-3.454,0,0,0,0,-0.555,3
1067,13,-0.36,-17.028,-19.866,-3.454,0,0,0,1,0.741,3
1070,13,-0.36,4.972,11.134,2.316,0,0,0,1,-0.287,3
1065,13,0.2641,-3.028,-13.866,-3.454,0,0,0,1,-0.479,3
1073,13,0.561,11.972,6.134,-3.454,0,0,0,1,-0.555,3
1074,13,-0.36,-5.028,-11.866,-9.094,1,0,0,0,0.515,3
1063,13,1.5177,0.972,12.134,16.196,0,1,0,0,-0.51,3
1074,13,-0.36,3.972,1.134,-9.094,0,0,0,1,0.515,3
1064,13,-1.3276,-2.028,-1.866,16.196,0,1,1,0,-0.002,3
1064,13,-0.36,-0.028,-6.866,-11.494,0,0,0,0,-0.002,3
1078,13,0.1582,2.972,-12.866,-3.454,0,0,0,0,-0.409,3
1071,13,-0.36,-9.028,-6.866,-3.454,0,0,0,1,-0.287,3
1075,13,2.4151,12.972,19.134,2.316,0,1,1,1,-0.821,3
1073,13,0.735,3.972,20.134,16.196,0,0,0,0,-0.555,3
1073,13,0.735,13.972,17.134,-3.454,1,0,0,0,-0.555,3
1088,13,0.3917,-0.028,-2.866,29.226,0,0,0,1,-0.683,3
1070,13,0.735,6.972,2.134,-3.454,0,1,1,0,-0.287,3
1061,13,2.4151,10.972,21.134,16.196,0,1,1,1,-0.935,3
1073,13,0.735,4.972,2.134,-3.454,0,0,1,0,-0.555,3
1059,13,1.5177,8.972,24.134,29.226,0,1,1,1,-0.839,3
1079,13,1.1405,17.972,28.134,29.226,0,1,1,0,-0.346,3
1057,13,-0.1325,4.972,-4.866,16.196,0,1,0,0,-0.701,3
1062,13,1.5177,7.972,19.134,29.226,0,1,1,0,-0.484,3
1060,13,0.1582,-3.028,-3.866,-3.454,0,1,1,1,-0.67,3
1067,13,-0.1325,14.972,16.134,-3.454,0,0,0,0,0.741,3
1092,13,0.3917,13.972,7.134,16.196,0,0,1,0,-0.152,3
1096,13,1.5177,11.972,28.134,29.226,0,1,1,1,-0.174,3
1062,13,0.3917,0.972,4.134,-3.454,0,0,1,1,-0.484,3
1066,13,2.4151,18.972,15.134,29.226,0,1,1,0,0.052,3
1063,13,0.9127,-0.028,6.134,2.316,0,0,0,0,-0.51,3
1059,13,0.561,9.972,10.134,2.316,0,0,0,0,-0.839,3
1073,13,0.735,-2.028,17.134,2.316,0,1,0,0,-0.555,3
1066,13,-0.1325,8.972,10.134,-3.454,0,1,1,1,0.052,3
1096,13,1.5177,5.972,10.134,16.196,0,0,0,1,-0.174,3
1090,13,1.5177,5.972,16.134,16.196,0,1,1,0,-0.496,3
1096,13,2.4151,0.972,7.134,16.196,1,0,1,1,-0.174,3
1079,13,1.1405,5.972,11.134,-3.454,0,0,0,0,-0.346,3
1095,13,0.735,2.972,-1.866,16.196,0,0,0,0,-0.369,3
1095,13,1.1405,13.972,26.134,29.226,0,1,1,0,-0.369,3
1060,13,0.735,36.972,19.134,-11.494,0,0,1,0,-0.67,3
1088,13,2.4151,25.972,28.134,29.226,0,1,1,1,-0.683,3
1063,13,2.4151,31.972,28.134,29.226,0,1,1,1,-0.51,3
1087,13,2.4151,12.972,22.134,29.226,0,1,1,0,-0.88,3
1072,13,-0.36,4.972,7.134,-23.454,1,0,0,1,-0.398,3
