childid,s4_id,w1sesl,numrisks,profmath,s4pupri,male,prof45
1105013C,1105,0.16,0,4,1,0,1
1105014C,1105,0.83,0,5,1,1,1
1105015C,1105,1.07,1,4,1,1,1
1105016C,1105,0.56,0,5,1,0,1
1105018C,1105,0.65,0,4,1,0,1
1105019C,1105,1.28,0,4,1,1,1
1105021C,1105,0.32,0,5,1,1,1
1105022C,1105,-0.26,0,4,1,0,1
1105024C,1105,0.48,0,2,1,1,0
1107004C,1107,1.18,0,4,1,0,1
1107005C,1107,1.1,0,3,1,1,0
1107007C,1107,1.93,0,5,1,0,1
1107010C,1107,2.26,0,3,1,1,0
1107012C,1107,1.68,1,3,1,0,0
1107015C,1107,0.8,0,5,1,0,1
1107016C,1107,1.76,0,5,1,1,1
1107017C,1107,1.35,0,4,1,0,1
1107019C,1107,1.07,0,5,1,0,1
1107020C,1107,1.54,0,3,1,1,0
1107021C,1107,2.44,0,4,1,1,1
1107024C,1107,1.63,0,4,1,0,1
1111003C,1111,0.77,1,5,1,0,1
1111006C,1111,1.31,0,4,1,1,1
1111009C,1111,-0.46,0,4,1,0,1
1111013C,1111,0.03,0,3,1,0,0
1111018C,1111,0.26,0,4,1,0,1
1111019C,1111,0.76,1,5,1,1,1
1111023C,1111,0.51,1,5,1,1,1
1116002C,1116,0.05,0,4,2,1,1
1116003C,1116,-0.27,2,4,2,0,1
1116004C,1116,0.7,0,5,2,1,1
1116010C,1116,-0.74,0,4,2,1,1
1116013C,1116,-0.5,1,3,2,0,0
1116014C,1116,-1.03,1,3,2,0,0
1116015C,1116,-0.67,0,5,2,1,1
1116020C,1116,0.96,0,3,2,1,0
1116024C,1116,0.27,0,3,2,0,0
1118005C,1118,0.37,0,5,1,1,1
1118007C,1118,0.59,0,4,1,0,1
1118008C,1118,-0.29,0,4,1,0,1
1118010C,1118,0.26,0,3,1,1,0
1118011C,1118,0.71,0,4,1,1,1
1118012C,1118,-0.61,0,4,1,0,1
1118013C,1118,-0.85,1,3,1,0,0
1118015C,1118,-0.41,1,4,1,1,1
1118021C,1118,0.43,0,4,1,0,1
1118022C,1118,0.42,0,4,1,0,1
1119001C,1119,1.2,0,3,2,0,0
1119002C,1119,1.16,0,5,2,0,1
1119003C,1119,1.12,0,5,2,0,1
1119004C,1119,0.67,0,4,2,1,1
1119006C,1119,1.63,0,3,2,1,0
1119007C,1119,1.45,0,3,2,0,0
1119008C,1119,1.63,0,3,2,0,0
1119009C,1119,0.93,0,4,2,1,1
1119010C,1119,1.71,0,4,2,1,1
1119011C,1119,0.88,0,4,2,0,1
1119012C,1119,1.37,0,4,2,0,1
1119013C,1119,1.08,0,3,2,0,0
1119015C,1119,0.71,0,3,2,0,0
1119016C,1119,1.74,0,5,2,0,1
1119017C,1119,1.02,0,5,2,1,1
1119018C,1119,0.63,0,3,2,0,0
1119020C,1119,2.04,0,5,2,1,1
1119021C,1119,1.05,0,4,2,0,1
1119022C,1119,1.9,0,5,2,1,1
1119023C,1119,1.16,0,4,2,1,1
1119024C,1119,1.23,0,4,2,0,1
1124001C,1124,0.69,0,4,2,0,1
1124004C,1124,-0.75,1,4,2,1,1
1124006C,1124,-0.74,0,4,2,0,1
1124007C,1124,-0.04,0,4,2,1,1
1124009C,1124,-0.17,0,5,2,1,1
1124010C,1124,0.37,0,4,2,1,1
1124011C,1124,-0.4,0,4,2,0,1
1124012C,1124,-0.45,0,3,2,1,0
1124013C,1124,-0.1,0,4,2,1,1
1124015C,1124,-0.52,0,3,2,0,0
1124019C,1124,0.57,0,4,2,1,1
1124020C,1124,0.76,0,4,2,1,1
1133002C,1133,0.98,0,4,1,0,1
1133003C,1133,0.87,0,5,1,0,1
1133004C,1133,1.53,0,4,1,1,1
1133006C,1133,1.39,0,4,1,0,1
1133007C,1133,0.83,0,4,1,1,1
1133008C,1133,0.45,0,5,1,0,1
1133010C,1133,-0.1,0,3,1,1,0
1133011C,1133,1.41,0,4,1,0,1
1133015C,1133,0.18,0,4,1,1,1
1133016C,1133,1.53,0,5,1,0,1
1133017C,1133,-0.14,0,4,1,0,1
1133018C,1133,-0.2,0,5,1,0,1
1133020C,1133,-0.25,1,5,1,1,1
1133021C,1133,0.14,0,1,1,0,0
1133023C,1133,0.21,1,3,1,0,0
1134002C,1134,-0.72,1,3,1,0,0
1134009C,1134,-0.18,0,4,1,0,1
1134013C,1134,0.89,0,5,1,1,1
1134015C,1134,-0.4,0,4,1,0,1
1134016C,1134,-0.25,1,4,1,0,1
1134017C,1134,0.79,0,4,1,0,1
1134018C,1134,0.62,0,3,1,1,0
1134019C,1134,0.25,0,2,1,0,0
1137001C,1137,-0.53,0,3,1,0,0
1137010C,1137,-0.43,1,3,1,0,0
1137013C,1137,-0.71,1,4,1,0,1
1137016C,1137,-1.01,2,1,1,1,0
1137023C,1137,-0.72,2,5,1,1,1
1138001C,1138,0.63,0,5,2,0,1
1138002C,1138,1.87,0,3,2,1,0
1138006C,1138,0.86,1,3,2,0,0
1138009C,1138,0.42,0,4,2,0,1
1138010C,1138,0.67,0,5,2,0,1
1138011C,1138,0.97,0,5,2,1,1
1138014C,1138,0.46,0,4,2,0,1
1138015C,1138,0.41,0,4,2,0,1
1138017C,1138,0.38,0,4,2,1,1
1138018C,1138,0.43,0,4,2,1,1
1138020C,1138,1.69,0,4,2,0,1
1138024C,1138,1.18,0,4,2,0,1
1142002C,1142,0.31,0,4,1,0,1
1142003C,1142,-0.57,1,3,1,0,0
1142004C,1142,-0.89,0,1,1,0,0
1142005C,1142,-0.28,0,3,1,0,0
1142006C,1142,-1.47,3,1,1,0,0
1142007C,1142,-0.13,1,4,1,0,1
1142008C,1142,-1.18,2,3,1,1,0
1142009C,1142,-1.03,1,2,1,0,0
1142012C,1142,-0.39,1,4,1,1,1
1142014C,1142,-1.17,1,4,1,0,1
1142016C,1142,-0.54,0,5,1,0,1
1148001C,1148,0.54,0,5,2,1,1
1148002C,1148,0.23,0,4,2,1,1
1148004C,1148,0.35,0,4,2,0,1
1148005C,1148,1.67,0,4,2,1,1
1148006C,1148,0.12,0,3,2,0,0
1148007C,1148,-0.56,0,5,2,1,1
1148009C,1148,-0.04,0,4,2,0,1
1148011C,1148,0.76,0,4,2,0,1
1148012C,1148,-0.03,0,4,2,1,1
1148013C,1148,-0.45,0,3,2,0,0
1148014C,1148,1.08,0,4,2,1,1
1148016C,1148,0.11,0,3,2,0,0
1148017C,1148,-0.42,0,3,2,0,0
1148018C,1148,1.99,0,4,2,1,1
1148019C,1148,0.91,0,4,2,1,1
1148020C,1148,0.08,0,4,2,0,1
1148021C,1148,0.47,0,4,2,1,1
1148022C,1148,0.33,0,4,2,0,1
1154002C,1154,-0.27,0,4,1,0,1
1154006C,1154,-0.92,0,5,1,1,1
1154009C,1154,-1.19,3,4,1,1,1
1154010C,1154,-1.06,1,4,1,1,1
1154011C,1154,-0.01,0,3,1,1,0
1154012C,1154,1.26,0,5,1,0,1
1154014C,1154,-1.62,4,4,1,0,1
1154015C,1154,-1.44,2,4,1,1,1
1154016C,1154,-0.19,0,4,1,0,1
1154020C,1154,-1.2,2,4,1,1,1
1154023C,1154,-0.69,2,4,1,0,1
1155003C,1155,-0.33,0,4,1,0,1
1155005C,1155,-0.53,0,5,1,1,1
1155006C,1155,-0.45,1,3,1,1,0
1155007C,1155,-1.22,2,3,1,0,0
1155008C,1155,-1.05,1,3,1,0,0
1155010C,1155,-0.41,0,4,1,0,1
1155012C,1155,-0.66,0,3,1,1,0
1155013C,1155,-1.31,2,3,1,1,0
1155016C,1155,-1.35,1,4,1,0,1
1155017C,1155,-0.95,2,3,1,1,0
1155018C,1155,-1.19,1,3,1,0,0
1155020C,1155,0.32,0,3,1,1,0
1163002C,1163,0.35,0,3,2,1,0
1163012C,1163,1.01,0,5,2,0,1
1163020C,1163,0.4,0,3,2,1,0
1163023C,1163,0.43,0,1,2,0,0
1163024C,1163,-0.2,1,3,2,1,0
1164001C,1164,0.07,0,4,2,0,1
1164002C,1164,0.21,0,4,2,1,1
1164013C,1164,0.1,0,5,2,1,1
1164017C,1164,0.49,0,4,2,0,1
1164022C,1164,0.51,1,1,2,0,0
1164023C,1164,0.06,1,4,2,0,1
1165001C,1165,2.41,0,3,2,0,0
1165003C,1165,1.61,0,4,2,0,1
1165004C,1165,1.86,0,4,2,1,1
1165005C,1165,1.9,0,4,2,0,1
1165006C,1165,1.12,0,4,2,0,1
1165007C,1165,1.05,0,4,2,1,1
1165008C,1165,-0.45,1,4,2,1,1
1165012C,1165,0.93,0,5,2,1,1
1165013C,1165,-0.52,2,4,2,0,1
1165014C,1165,1.41,0,5,2,0,1
1165015C,1165,2.68,0,5,2,1,1
1165017C,1165,1.62,0,4,2,1,1
1165018C,1165,2.39,0,5,2,0,1
1165019C,1165,1.22,1,4,2,0,1
1165020C,1165,0.8,0,5,2,0,1
1165021C,1165,2.23,0,5,2,1,1
1165022C,1165,1.75,0,5,2,0,1
1165023C,1165,1.8,0,5,2,1,1
1166001C,1166,-0.8,0,4,1,0,1
1166002C,1166,-1.41,2,4,1,1,1
1166003C,1166,-1.24,1,4,1,1,1
1166007C,1166,-0.75,0,4,1,1,1
1166009C,1166,-0.02,0,4,1,0,1
1166016C,1166,-1.81,2,2,1,1,0
1166019C,1166,-1.21,3,4,1,0,1
1166023C,1166,-0.94,2,4,1,1,1
1166024C,1166,-0.97,1,2,1,1,0
1167001C,1167,-0.36,1,4,1,0,1
1167002C,1167,-1.38,1,4,1,1,1
1167004C,1167,-0.48,0,4,1,1,1
1167007C,1167,-0.72,1,4,1,0,1
1167008C,1167,-0.55,1,4,1,1,1
1167009C,1167,-0.65,1,3,1,1,0
1167010C,1167,1.45,0,4,1,1,1
1167012C,1167,-0.88,2,4,1,1,1
1167013C,1167,-0.6,0,4,1,1,1
1167014C,1167,-1.17,1,3,1,0,0
1167015C,1167,-0.13,0,4,1,0,1
1167019C,1167,0.53,0,5,1,0,1
1167020C,1167,0.26,0,4,1,1,1
1167024C,1167,-1.07,1,4,1,1,1
1169002C,1169,-0.61,1,5,1,0,1
1169003C,1169,-0.78,1,4,1,1,1
1169004C,1169,-0.48,0,5,1,1,1
1169006C,1169,-0.84,3,4,1,1,1
1169008C,1169,-1.31,2,1,1,0,0
1169009C,1169,0.71,0,4,1,0,1
1169015C,1169,-1.98,3,4,1,0,1
1169020C,1169,-1.3,2,3,1,1,0
1169023C,1169,-0.54,0,4,1,1,1
1169024C,1169,-0.13,0,4,1,1,1
1174001C,1174,-1.18,1,4,1,0,1
1174007C,1174,-1.26,2,4,1,1,1
1174012C,1174,-1.0,3,3,1,0,0
1174013C,1174,-1.16,1,3,1,1,0
1174014C,1174,-0.87,1,3,1,0,0
1174022C,1174,-1.18,2,3,1,0,0
1176003C,1176,1.96,0,4,1,0,1
1176005C,1176,0.64,0,5,1,1,1
1176006C,1176,2.11,0,5,1,1,1
1176007C,1176,0.51,0,3,1,0,0
1176008C,1176,1.9,0,5,1,1,1
1176009C,1176,0.42,0,3,1,1,0
1176010C,1176,-0.95,2,4,1,0,1
1176011C,1176,-0.02,0,5,1,1,1
1176012C,1176,0.89,0,5,1,1,1
1176015C,1176,0.92,1,4,1,0,1
1176018C,1176,0.41,1,5,1,0,1
1176020C,1176,2.32,0,4,1,0,1
1176021C,1176,1.03,0,5,1,1,1
1176022C,1176,0.52,0,5,1,0,1
1176023C,1176,0.55,0,5,1,1,1
1176025C,1176,0.55,0,5,1,0,1
1179001C,1179,-1.73,1,4,1,0,1
1179005C,1179,-0.4,0,3,1,0,0
1179006C,1179,0.23,0,4,1,1,1
1179009C,1179,-1.4,2,4,1,0,1
1179011C,1179,-0.87,1,4,1,0,1
1179012C,1179,-1.06,1,4,1,1,1
1179013C,1179,-1.22,1,3,1,0,0
1179014C,1179,-0.58,0,3,1,1,0
1179017C,1179,-1.19,2,4,1,0,1
1179018C,1179,-0.4,2,4,1,1,1
1179019C,1179,-1.26,3,2,1,1,0
1179020C,1179,-0.94,1,4,1,0,1
1179021C,1179,-1.26,2,4,1,0,1
1179022C,1179,-0.72,1,3,1,0,0
1179023C,1179,-1.25,2,3,1,1,0
1186002C,1186,0.05,1,5,2,0,1
1186003C,1186,-0.43,0,4,2,0,1
1186013C,1186,0.37,1,4,2,0,1
1186014C,1186,-0.07,1,4,2,0,1
1186015C,1186,0.57,1,4,2,1,1
1186017C,1186,-0.19,0,4,2,0,1
1186018C,1186,-0.2,1,3,2,0,0
1186019C,1186,-0.07,0,4,2,0,1
1186020C,1186,0.09,0,3,2,1,0
1186024C,1186,-0.31,2,4,2,0,1
1188001C,1188,1.86,0,4,2,0,1
1188002C,1188,1.09,1,3,2,0,0
1188003C,1188,0.99,0,4,2,0,1
1188004C,1188,1.65,0,5,2,1,1
1188005C,1188,1.03,0,4,2,0,1
1188006C,1188,2.1,0,4,2,0,1
1188008C,1188,1.37,0,4,2,1,1
1188011C,1188,-0.33,0,5,2,1,1
1188013C,1188,1.8,1,5,2,1,1
1188015C,1188,1.36,0,5,2,0,1
1188017C,1188,1.48,0,5,2,0,1
1188018C,1188,0.88,0,3,2,1,0
1188020C,1188,-0.04,0,5,2,1,1
1192001C,1192,0.42,1,4,1,1,1
1192003C,1192,0.87,1,3,1,0,0
1192005C,1192,-0.08,0,4,1,0,1
1192008C,1192,-1.01,1,2,1,1,0
1192011C,1192,-1.04,2,4,1,0,1
1192014C,1192,-0.34,2,4,1,0,1
1192015C,1192,-0.48,1,4,1,1,1
1192017C,1192,-0.32,0,5,1,0,1
1192020C,1192,-0.86,1,3,1,1,0
1192024C,1192,-0.23,2,4,1,0,1
1193001C,1193,0.86,0,5,1,1,1
1193002C,1193,1.11,0,4,1,1,1
1193008C,1193,-0.12,0,4,1,1,1
1193009C,1193,0.14,0,4,1,1,1
1193010C,1193,-0.84,2,4,1,1,1
1193011C,1193,-0.14,0,4,1,0,1
1198001C,1198,0.1,0,3,1,0,0
1198004C,1198,-0.66,1,3,1,1,0
1198005C,1198,-0.95,0,2,1,1,0
1198007C,1198,-0.84,1,3,1,1,0
1198013C,1198,-0.79,1,4,1,0,1
1198014C,1198,-0.91,2,2,1,1,0
1198019C,1198,-1.28,1,3,1,1,0
1198020C,1198,-0.73,1,2,1,1,0
1198021C,1198,-1.06,1,4,1,1,1
1204001C,1204,1.11,0,5,2,0,1
1204002C,1204,1.23,0,5,2,1,1
1204003C,1204,1.22,0,4,2,1,1
1204004C,1204,0.9,0,4,2,0,1
1204007C,1204,0.41,0,5,2,1,1
1204008C,1204,0.06,0,3,2,1,0
1204009C,1204,0.81,0,4,2,1,1
1204010C,1204,0.05,1,4,2,0,1
1204011C,1204,-0.03,0,4,2,0,1
1204012C,1204,0.65,0,5,2,1,1
1204013C,1204,0.07,0,5,2,0,1
1204015C,1204,0.44,0,4,2,0,1
1204017C,1204,0.1,0,4,2,0,1
1204019C,1204,-0.05,0,4,2,0,1
1204020C,1204,0.59,0,4,2,0,1
1204022C,1204,0.63,0,4,2,0,1
1204023C,1204,1.22,0,5,2,1,1
1204024C,1204,0.74,0,4,2,1,1
1211001C,1211,2.1,0,5,2,1,1
1211005C,1211,0.91,0,5,2,0,1
1211006C,1211,2.58,0,4,2,0,1
1211008C,1211,1.71,0,4,2,0,1
1211009C,1211,1.95,0,5,2,1,1
1211010C,1211,1.39,0,5,2,0,1
1211011C,1211,1.46,0,4,2,0,1
1211012C,1211,0.97,0,4,2,1,1
1211013C,1211,1.82,0,5,2,0,1
1211014C,1211,2.2,0,5,2,1,1
1211018C,1211,-0.5,1,4,2,1,1
1211022C,1211,1.07,0,5,2,0,1
1211023C,1211,0.77,0,5,2,1,1
1211024C,1211,0.94,0,5,2,1,1
1213006C,1213,-0.83,0,3,1,1,0
1213007C,1213,-0.57,1,4,1,0,1
1213009C,1213,-0.78,2,3,1,0,0
1213010C,1213,-0.18,0,4,1,1,1
1213012C,1213,0.23,1,3,1,0,0
1213015C,1213,-0.8,2,3,1,1,0
1213018C,1213,-1.31,4,2,1,1,0
1213019C,1213,-1.14,1,3,1,0,0
1213020C,1213,-1.13,2,4,1,1,1
1213022C,1213,-1.28,2,3,1,1,0
1213024C,1213,-1.16,2,3,1,1,0
1215004C,1215,-0.87,0,4,1,0,1
1215006C,1215,-1.15,1,5,1,0,1
1215008C,1215,-0.97,1,5,1,1,1
1215009C,1215,-0.52,1,5,1,0,1
1215012C,1215,-1.36,2,5,1,1,1
1215021C,1215,-1.58,1,4,1,1,1
1215022C,1215,-0.53,2,4,1,0,1
1215025C,1215,-0.87,0,4,1,0,1
1217003C,1217,-0.89,2,4,1,0,1
1217006C,1217,-0.77,0,4,1,0,1
1217011C,1217,-0.44,1,4,1,1,1
1217014C,1217,-0.81,2,3,1,0,0
1217019C,1217,-1.02,3,4,1,1,1
1217023C,1217,-1.11,2,3,1,1,0
1218001C,1218,-1.54,2,4,1,0,1
1218002C,1218,-0.66,0,4,1,1,1
1218003C,1218,-2.0,2,1,1,1,0
1218005C,1218,-0.61,1,3,1,1,0
1218007C,1218,-0.91,0,4,1,1,1
1218008C,1218,-1.21,2,2,1,1,0
1218009C,1218,-1.2,1,4,1,0,1
1218011C,1218,-0.39,1,3,1,0,0
1218013C,1218,-1.25,2,3,1,1,0
1218018C,1218,-0.71,1,4,1,1,1
1218019C,1218,-1.31,1,3,1,0,0
1218020C,1218,-0.84,4,1,1,1,0
1218021C,1218,-0.14,1,3,1,0,0
1218025C,1218,-1.21,2,4,1,0,1
1219001C,1219,-1.08,1,3,1,1,0
1219004C,1219,-0.75,2,3,1,0,0
1219005C,1219,-0.52,1,4,1,1,1
1219006C,1219,-0.58,0,5,1,1,1
1219010C,1219,-0.53,0,3,1,1,0
1219015C,1219,-0.41,0,3,1,0,0
1219016C,1219,-0.9,1,4,1,1,1
1219017C,1219,-1.07,2,4,1,1,1
1221001C,1221,2.02,0,5,1,1,1
1221002C,1221,0.23,0,5,1,1,1
1221003C,1221,0.81,0,5,1,0,1
1221004C,1221,0.77,0,4,1,1,1
1221006C,1221,1.71,0,5,1,0,1
1221007C,1221,0.72,0,4,1,0,1
1221010C,1221,0.3,0,4,1,0,1
1221011C,1221,0.97,0,5,1,1,1
1221012C,1221,-0.02,0,4,1,0,1
1221013C,1221,0.39,1,5,1,1,1
1221016C,1221,1.59,0,4,1,0,1
1221017C,1221,1.26,0,5,1,1,1
1221018C,1221,0.8,0,4,1,1,1
1221019C,1221,1.03,0,5,1,1,1
1221020C,1221,0.37,0,4,1,0,1
1221023C,1221,0.56,0,4,1,0,1
1221024C,1221,0.05,0,4,1,0,1
1222001C,1222,0.47,0,4,1,0,1
1222003C,1222,1.38,0,5,1,0,1
1222004C,1222,0.12,0,4,1,1,1
1222005C,1222,0.16,0,5,1,0,1
1222006C,1222,1.29,0,5,1,0,1
1222008C,1222,1.5,0,4,1,0,1
1222011C,1222,0.13,0,5,1,1,1
1222012C,1222,0.5,0,4,1,1,1
1222014C,1222,1.34,0,5,1,0,1
1222015C,1222,1.58,0,5,1,0,1
1222016C,1222,0.43,0,4,1,0,1
1222017C,1222,0.04,0,4,1,0,1
1222018C,1222,0.65,0,4,1,1,1
1222019C,1222,0.2,0,3,1,0,0
1222020C,1222,0.3,0,4,1,0,1
1222022C,1222,0.44,0,5,1,0,1
1222023C,1222,-0.4,0,4,1,0,1
1223003C,1223,-1.13,1,4,1,1,1
1223004C,1223,-0.72,2,3,1,1,0
1223006C,1223,-0.84,0,4,1,1,1
1223007C,1223,-0.85,1,4,1,0,1
1223008C,1223,-1.01,1,3,1,1,0
1223011C,1223,-0.65,0,2,1,0,0
1223012C,1223,-0.86,1,4,1,1,1
1224012C,1224,0.02,0,4,1,0,1
1224015C,1224,-0.45,0,4,1,1,1
1224022C,1224,-0.6,0,2,1,0,0
1224024C,1224,-1.17,1,3,1,1,0
1228003C,1228,0.49,1,4,1,0,1
1228005C,1228,0.74,0,4,1,1,1
1228006C,1228,0.89,0,3,1,0,0
1228010C,1228,0.51,0,5,1,0,1
1228011C,1228,-1.42,2,4,1,1,1
1228013C,1228,-0.55,0,4,1,1,1
1228014C,1228,-1.07,1,4,1,0,1
1228016C,1228,1.21,0,3,1,1,0
1228021C,1228,-0.58,1,4,1,0,1
1229003C,1229,0.55,0,4,1,0,1
1229005C,1229,1.48,0,4,1,0,1
1229006C,1229,-0.12,0,4,1,0,1
1229007C,1229,0.54,1,4,1,1,1
1229008C,1229,-0.09,0,4,1,1,1
1229009C,1229,-0.37,0,3,1,0,0
1229010C,1229,0.54,0,4,1,1,1
1229012C,1229,0.22,0,5,1,1,1
1229013C,1229,1.25,0,4,1,1,1
1229016C,1229,-0.57,1,4,1,1,1
1229019C,1229,-0.4,1,3,1,1,0
1229020C,1229,1.28,0,4,1,1,1
1231002C,1231,0.89,0,5,1,1,1
1231007C,1231,-0.03,0,4,1,0,1
1231008C,1231,-0.07,0,5,1,1,1
1231011C,1231,0.58,0,5,1,0,1
1231012C,1231,0.25,0,3,1,1,0
1231013C,1231,0.24,0,4,1,1,1
1231016C,1231,0.26,0,4,1,0,1
1231017C,1231,0.39,0,4,1,0,1
1231019C,1231,-0.07,1,4,1,0,1
1231022C,1231,0.61,0,5,1,1,1
1231024C,1231,0.77,1,5,1,1,1
1238011C,1238,-1.03,1,2,1,1,0
1238012C,1238,-0.88,1,4,1,1,1
1238013C,1238,-1.1,1,3,1,0,0
1238015C,1238,-0.82,2,3,1,0,0
1238018C,1238,-0.96,1,5,1,1,1
1238022C,1238,-0.54,1,3,1,0,0
1238023C,1238,-1.04,1,4,1,1,1
1239001C,1239,1.76,0,5,2,0,1
1239002C,1239,0.07,0,5,2,1,1
1239008C,1239,0.38,0,4,2,0,1
1239009C,1239,0.84,0,5,2,1,1
1239010C,1239,0.7,0,4,2,1,1
1239012C,1239,1.14,0,5,2,1,1
1239013C,1239,-0.62,0,3,2,0,0
1239019C,1239,0.29,0,5,2,1,1
1241006C,1241,-0.26,0,4,2,0,1
1241008C,1241,0.77,1,4,2,0,1
1241009C,1241,-0.63,0,5,2,0,1
1241010C,1241,-0.19,0,5,2,0,1
1241012C,1241,-0.27,0,4,2,0,1
1241015C,1241,-0.01,0,5,2,1,1
1241016C,1241,0.63,0,4,2,1,1
1241021C,1241,0.75,0,4,2,0,1
1246003C,1246,0.1,0,4,1,0,1
1246007C,1246,-0.68,2,4,1,1,1
1246013C,1246,-0.88,1,4,1,1,1
1246015C,1246,-1.01,2,3,1,0,0
1246016C,1246,-0.61,1,4,1,1,1
1246018C,1246,0.26,1,4,1,0,1
1246019C,1246,0.07,2,4,1,1,1
1246021C,1246,-0.73,1,2,1,1,0
1247001C,1247,-0.72,1,4,1,0,1
1247002C,1247,0.07,1,4,1,1,1
1247003C,1247,-0.47,0,3,1,1,0
1247004C,1247,-0.04,0,4,1,0,1
1247005C,1247,-1.01,2,2,1,0,0
1247006C,1247,-0.13,0,3,1,0,0
1247007C,1247,-1.09,2,4,1,0,1
1247012C,1247,-0.59,3,5,1,1,1
1247013C,1247,-0.83,0,4,1,0,1
1247014C,1247,-0.62,2,4,1,1,1
1247016C,1247,-0.68,2,2,1,1,0
1247019C,1247,-0.78,2,4,1,0,1
1247021C,1247,-0.84,2,4,1,1,1
1247022C,1247,-1.23,2,4,1,1,1
1247024C,1247,-1.21,2,1,1,1,0
1249001C,1249,-0.09,0,4,1,1,1
1249003C,1249,-0.4,1,5,1,0,1
1249004C,1249,0.25,0,4,1,0,1
1249007C,1249,-0.26,0,4,1,0,1
1249009C,1249,0.7,0,5,1,0,1
1249010C,1249,1.71,0,4,1,1,1
1249012C,1249,1.33,0,4,1,1,1
1249013C,1249,-0.1,1,4,1,1,1
1249014C,1249,-1.01,1,3,1,0,0
1249015C,1249,-1.34,1,4,1,0,1
1249017C,1249,-0.3,0,3,1,0,0
1249019C,1249,0.91,0,3,1,1,0
1249020C,1249,1.72,0,5,1,1,1
1249022C,1249,0.11,0,4,1,1,1
1249024C,1249,-1.32,2,3,1,1,0
1251002C,1251,-0.05,2,1,1,1,0
1251005C,1251,-0.33,0,4,1,1,1
1251008C,1251,0.34,1,4,1,0,1
1251009C,1251,0.14,0,3,1,0,0
1251013C,1251,0.59,0,4,1,0,1
1251014C,1251,-0.25,0,5,1,1,1
1251017C,1251,0.06,0,4,1,0,1
1251019C,1251,-0.09,0,4,1,1,1
1251020C,1251,-0.13,0,4,1,0,1
1251023C,1251,-0.2,0,4,1,1,1
1251024C,1251,1.08,0,4,1,1,1
1252001C,1252,-0.14,0,4,1,0,1
1252002C,1252,0.43,0,5,1,0,1
1252004C,1252,1.27,0,4,1,0,1
1252005C,1252,-0.03,0,4,1,1,1
1252008C,1252,0.26,1,4,1,0,1
1252009C,1252,0.63,0,4,1,1,1
1252010C,1252,-0.6,0,4,1,0,1
1252011C,1252,1.65,0,5,1,1,1
1252013C,1252,0.01,0,4,1,1,1
1252016C,1252,0.05,0,3,1,1,0
1252017C,1252,-0.56,1,4,1,0,1
1252020C,1252,-0.31,0,3,1,1,0
1252021C,1252,1.39,0,5,1,1,1
1252022C,1252,1.85,0,3,1,1,0
1252023C,1252,-1.09,1,5,1,0,1
1255001C,1255,0.42,1,5,1,1,1
1255005C,1255,-0.43,0,3,1,0,0
1255006C,1255,-0.44,1,3,1,0,0
1255013C,1255,-0.26,1,3,1,0,0
1255017C,1255,-0.03,0,5,1,0,1
1255018C,1255,-0.35,2,3,1,0,0
1255019C,1255,0.15,0,5,1,1,1
1255020C,1255,0.1,0,4,1,1,1
1255022C,1255,0.46,2,4,1,1,1
1256001C,1256,-0.45,0,4,1,0,1
1256005C,1256,-0.61,1,4,1,0,1
1256006C,1256,-0.83,0,4,1,1,1
1256008C,1256,-1.22,2,4,1,1,1
1256009C,1256,-0.04,0,4,1,0,1
1256010C,1256,-0.17,0,3,1,0,0
1256015C,1256,-0.45,0,4,1,1,1
1256016C,1256,-0.03,0,4,1,0,1
1256017C,1256,-0.08,0,3,1,0,0
1256022C,1256,-0.5,1,4,1,0,1
1256023C,1256,-0.73,0,5,1,1,1
1256024C,1256,0.52,0,4,1,1,1
1260002C,1260,-0.72,1,2,1,1,0
1260003C,1260,-0.89,2,3,1,0,0
1260004C,1260,-0.94,2,3,1,0,0
1260020C,1260,0.03,0,5,1,1,1
1264002C,1264,0.12,1,4,1,1,1
1264005C,1264,-0.82,2,5,1,0,1
1264011C,1264,-0.58,1,4,1,1,1
1264012C,1264,-0.51,0,5,1,1,1
1264014C,1264,-1.08,1,4,1,0,1
1265001C,1265,-0.07,1,4,1,1,1
1265009C,1265,0.05,1,3,1,1,0
1265011C,1265,-0.13,1,3,1,1,0
1265012C,1265,0.06,0,4,1,1,1
1265014C,1265,0.73,0,4,1,0,1
1265022C,1265,0.05,0,4,1,0,1
1265024C,1265,-0.19,0,4,1,1,1
1265026C,1265,-0.13,1,4,1,0,1
1269001C,1269,0.39,0,3,1,1,0
1269007C,1269,0.46,1,3,1,1,0
1269008C,1269,-0.17,0,4,1,0,1
1269009C,1269,0.47,0,5,1,0,1
1269011C,1269,-0.51,0,4,1,1,1
1269012C,1269,-0.05,0,4,1,0,1
1269013C,1269,-0.17,0,4,1,0,1
1269014C,1269,-0.3,1,4,1,0,1
1269015C,1269,-0.55,0,4,1,0,1
1269017C,1269,-0.2,1,4,1,1,1
1269018C,1269,-0.45,1,4,1,1,1
1269019C,1269,0.57,0,4,1,1,1
1269020C,1269,-1.04,1,4,1,1,1
1271003C,1271,-0.55,0,5,1,1,1
1271006C,1271,-0.57,0,5,1,0,1
1271007C,1271,-0.11,0,4,1,0,1
1271008C,1271,-0.73,0,4,1,1,1
1271012C,1271,-0.16,1,4,1,1,1
1271016C,1271,-0.13,0,4,1,0,1
1271018C,1271,-0.45,1,3,1,0,0
