id,spans,weight,marnum,censor,lower,upper,hiseduc,hereduc,heblack,sheblack,age,agediff,time1,numkid1,time2,numkid2,time3,numkid3,time4,numkid4,time5,numkid5,time6,numkid6,time7,numkid7,time8,numkid8,time9,numkid9,time10,numkid10,time11,numkid11,time12,numkid12,time13,numkid13,time14,numkid14,time15,numkid15,time16,numkid16,time17,numkid17
13677,2,1,1,1,20.17,20.17,3,3,1,0,21.5,2.352,2.831,0,20.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13683,9,3,1,1,47.25,47.25,3,3,1,0,21.506,2.352,0.914,0,2.409,1,4.578,2,6.661,3,8.663,4,10.661,5,12.914,6,15.496,7,47.25,8,,,,,,,,,,,,,,,,
13686,2,3,1,1,21.328,21.328,12,12,1,1,21.585,-0.167,1.667,0,21.328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13688,5,3,1,1,35.24,35.24,11,11,1,0,24.917,2.352,0.419,0,1.916,1,6.251,2,20.496,3,35.24,4,,,,,,,,,,,,,,,,,,,,,,,,
13700,3,3,1,1,13.974,13.974,12,12,1,0,26.877,2.352,0.999,0,6.998,1,13.974,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13702,2,3,1,1,21.21,21.21,2,2,1,1,18.5,2.352,0.767,0,21.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13717,5,11,1,1,14.001,14.001,7,7,0,0,19.496,2.352,0.936,0,1.936,1,2.85,2,4.438,3,14.001,4,,,,,,,,,,,,,,,,,,,,,,,,
13724,1,2,1,0,3.459,3.541,13,13,0,1,22.583,2.352,3.541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13731,1,4,1,1,27.967,27.967,5,5,0,1,18.5,2.352,27.967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13733,1,2,1,1,13.509,13.509,11,11,1,1,21.5,2.352,13.509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13747,1,2,1,1,26.664,26.664,12,12,1,0,33.336,2.352,26.664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13754,1,1,1,1,4.0,4.0,7,7,1,1,32.498,2.352,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13765,2,1,1,1,13.908,13.908,12,12,1,0,19.162,2.352,2.59,0,13.908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13774,1,1,1,0,22.062,22.741,5,5,1,0,20.794,2.352,22.741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13774,1,1,2,1,3.951,3.951,5,5,1,0,44.665,2.352,3.951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787,4,3,1,1,13.446,13.446,12,12,1,0,22.921,2.352,0.003,0,1.331,1,3.247,2,13.446,3,,,,,,,,,,,,,,,,,,,,,,,,,,
13790,2,10,1,1,12.865,12.865,10,12,0,0,25.582,2.497,2.754,0,12.865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13793,1,2,1,1,26.001,26.001,10,10,0,1,21.498,2.352,26.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13795,1,13,1,1,16.203,16.203,10,10,1,1,34.5,2.352,16.203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13817,2,3,1,1,19.055,19.055,11,12,1,1,24.17,18.166,0.917,0,19.055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13827,1,3,1,1,14.324,14.324,11,5,1,1,27.581,19.504,14.324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13849,2,3,1,0,19.548,20.539,11,11,1,0,19.086,2.352,0.501,0,20.539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13849,5,3,2,1,19.138,19.138,11,12,1,1,42.253,18.166,0.999,0,2.998,1,4.997,2,6.995,3,19.138,4,,,,,,,,,,,,,,,,,,,,,,,,
13864,1,1,1,1,2.004,2.004,9,9,1,1,47.499,2.352,2.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13871,2,1,1,1,11.034,11.034,12,12,1,1,32.999,8.58,3.168,0,11.034,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13887,3,1,1,0,15.63,15.713,12,12,0,0,19.001,2.352,1.251,0,2.831,1,15.713,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13895,2,1,1,1,10.103,10.103,12,12,0,1,29.503,2.352,3.168,0,10.103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13897,2,1,1,1,26.272,26.272,2,2,1,0,19.499,2.352,6.998,0,26.272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900,1,1,1,1,26.272,26.272,7,7,0,1,16.312,2.352,26.272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900,1,1,2,1,10.732,10.732,7,7,1,1,49.749,2.352,10.732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908,1,1,1,1,5.218,5.218,12,12,1,1,20.416,-7.918,5.218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918,5,1,1,1,13.446,13.446,11,11,1,0,20.835,2.352,1.413,0,2.916,1,6.163,2,10.497,3,13.446,4,,,,,,,,,,,,,,,,,,,,,,,,
13922,7,11,1,1,56.882,56.882,11,11,0,0,24.917,2.352,1.081,0,3.335,1,4.914,2,7.997,3,16.747,4,30.415,5,56.882,6,,,,,,,,,,,,,,,,,,,,
13934,2,1,1,0,16.041,16.583,7,7,0,0,19.458,2.352,10.289,0,16.583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13934,1,1,2,0,2.467,3.025,7,7,0,0,36.041,2.352,3.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13934,1,1,3,1,2.623,2.623,12,7,0,0,39.066,5.15,2.623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13937,3,1,1,1,8.496,8.496,7,7,0,1,18.297,2.352,0.616,0,4.701,1,8.496,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13940,4,2,1,1,26.22,26.22,12,12,0,1,20.0,2.352,0.334,0,1.081,1,2.5,2,26.22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
13944,1,2,1,0,1.172,1.243,9,9,1,0,24.214,2.352,1.243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13950,1,2,1,1,7.023,7.023,9,13,1,1,21.749,1.503,7.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13953,1,2,1,1,7.023,7.023,14,13,1,1,20.246,0.085,7.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13955,9,3,1,1,43.671,43.671,4,4,1,0,23.247,2.352,0.501,0,1.999,1,4.586,2,6.418,3,9.752,4,12.167,5,14.081,6,18.418,7,43.671,8,,,,,,,,,,,,,,,,
13958,4,3,1,1,11.433,11.433,14,16,1,1,22.42,-4.832,0.747,0,1.749,1,2.664,2,11.433,3,,,,,,,,,,,,,,,,,,,,,,,,,,
13964,1,3,1,0,0.545,0.627,10,10,1,1,16.75,-23.51,0.627,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13964,3,3,2,1,22.157,22.157,11,10,1,1,19.833,-8.438,2.5,0,8.249,1,22.157,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13975,3,3,1,1,21.821,21.821,10,14,1,1,26.5,7.411,2.163,0,7.912,1,21.821,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13977,2,3,1,1,5.988,5.988,2,2,0,1,19.498,2.352,0.489,0,5.988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13977,1,3,2,1,5.989,5.989,2,2,0,1,31.47,2.352,5.989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13994,2,7,1,1,16.156,16.156,6,6,1,1,26.5,2.352,0.999,0,16.156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002,1,7,1,1,1.035,1.035,12,12,1,1,28.583,8.167,1.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,7,1,1,1.035,1.035,16,16,0,1,30.248,2.352,1.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14012,2,3,1,1,9.81,9.81,14,14,0,0,27.255,2.352,1.829,0,9.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14017,5,17,1,1,15.901,15.901,12,12,0,0,27.669,7.918,0.745,0,2.502,1,7.165,2,11.997,3,15.901,4,,,,,,,,,,,,,,,,,,,,,,,,
14018,4,17,1,1,23.915,23.915,13,13,0,0,24.003,2.352,1.999,0,3.083,1,7.745,2,23.915,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14026,1,17,1,0,2.924,8.756,10,10,0,0,19.916,2.352,8.756,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14042,1,1,1,1,1.363,1.363,12,11,1,1,20.0,2.585,1.363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14043,3,19,1,0,9.292,27.866,11,11,0,0,13.585,2.352,4.416,0,8.583,1,27.866,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14043,1,19,2,1,9.298,9.298,11,11,0,0,41.454,2.352,9.298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14051,2,3,1,1,7.732,7.732,12,12,1,1,24.003,-7.066,4.249,0,7.732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14061,2,3,1,1,7.732,7.732,12,13,1,1,25.257,-2.746,4.249,0,7.732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14063,2,3,1,1,42.461,42.461,8,8,1,0,26.919,2.352,7.748,0,42.461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14067,2,3,1,1,9.933,9.933,13,13,0,1,24.671,2.352,0.416,0,9.933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14069,2,3,1,0,4.12,4.203,10,10,1,0,22.089,2.352,0.663,0,4.203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083,3,3,1,1,8.304,8.304,11,7,1,1,22.667,3.499,0.501,0,2.253,1,8.304,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14087,3,3,1,1,4.118,4.118,12,7,1,1,19.168,5.999,0.501,0,2.253,1,4.118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14096,5,3,1,1,25.087,25.087,8,8,0,0,16.337,2.352,1.084,0,5.251,1,6.497,2,9.582,3,25.087,4,,,,,,,,,,,,,,,,,,,,,,,,
14096,1,3,2,1,1.536,1.536,12,8,0,0,49.971,-17.834,1.536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14100,6,3,1,0,25.708,25.791,10,10,0,0,19.335,2.352,0.416,0,2.746,1,5.084,2,6.579,3,11.25,4,25.791,5,,,,,,,,,,,,,,,,,,,,,,
14100,1,3,2,1,1.536,1.536,10,10,0,0,53.051,2.352,1.536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14117,1,3,1,1,9.999,9.999,9,9,1,1,29.5,2.352,9.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14122,1,3,1,0,1.462,1.511,11,11,0,1,24.92,2.352,1.511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14122,2,3,2,1,7.337,7.337,11,11,0,1,26.434,2.352,0.734,0,7.337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14126,1,2,1,0,0.958,1.04,13,13,0,1,27.499,2.352,1.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14134,5,2,1,1,15.537,15.537,14,9,1,0,23.461,2.658,1.749,0,3.329,1,6.497,2,10.412,3,15.537,4,,,,,,,,,,,,,,,,,,,,,,,,
14136,3,2,1,1,16.003,16.003,12,12,1,0,23.496,2.352,1.153,0,2.407,1,16.003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14161,8,7,1,1,60.353,60.353,6,6,0,1,18.708,2.352,0.75,0,2.585,1,4.92,2,9.834,3,13.5,4,15.921,5,20.249,6,60.353,7,,,,,,,,,,,,,,,,,,
14214,2,1,1,0,8.893,11.083,12,12,0,1,24.167,2.352,3.671,0,11.083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14214,1,1,2,1,1.098,1.098,11,12,1,1,35.253,-2.168,1.098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14234,1,1,1,1,5.823,5.823,11,12,1,1,35.086,0.726,5.823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14244,3,1,1,1,23.951,23.951,4,4,1,1,21.5,2.352,4.999,0,22.5,1,23.951,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14246,1,1,1,1,9.005,9.005,3,3,1,1,26.5,2.352,9.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14248,1,1,1,0,6.242,7.217,11,11,1,1,18.497,2.352,7.217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14248,1,1,2,1,0.641,0.641,11,11,0,1,25.859,2.352,0.641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14250,1,2,1,1,32.0,32.0,8,8,1,1,15.499,2.352,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14254,1,1,1,1,4.359,4.359,14,14,1,0,21.139,2.352,4.359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14257,3,11,1,0,3.458,3.535,12,12,0,0,18.168,2.352,0.75,0,2.33,1,3.535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14257,3,11,2,0,12.712,12.794,12,12,0,0,22.418,2.352,6.081,0,8.331,1,12.794,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14258,2,4,1,1,16.397,16.397,15,15,1,0,24.756,2.352,1.911,0,16.397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14260,1,2,1,1,21.999,21.999,10,10,1,0,19.499,2.352,21.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14263,1,4,1,0,2.623,2.705,14,14,0,1,26.5,2.352,2.705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14265,1,4,1,1,7.001,7.001,9,9,1,1,26.497,2.352,7.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14267,6,1,1,1,36.923,36.923,10,10,1,0,19.669,2.352,1.248,0,2.998,1,6.163,2,7.912,3,17.331,4,36.923,5,,,,,,,,,,,,,,,,,,,,,,
14270,6,1,1,1,36.923,36.923,11,11,0,1,19.127,2.352,1.248,0,2.998,1,6.163,2,7.912,3,17.331,4,36.923,5,,,,,,,,,,,,,,,,,,,,,,
14274,3,1,1,0,5.793,5.875,12,12,0,1,22.831,2.352,1.246,0,3.663,1,5.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14280,2,1,1,1,5.944,5.944,12,12,1,0,25.916,2.352,5.665,0,5.944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14289,2,1,1,1,8.309,8.309,14,14,1,1,22.001,3.918,4.999,0,8.309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14291,1,2,1,0,4.005,8.003,11,11,1,1,21.5,2.352,8.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14294,1,15,1,1,15.001,15.001,12,12,0,0,18.497,2.352,15.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14298,4,2,1,1,16.438,16.438,9,9,0,0,27.253,2.352,1.749,0,4.167,1,5.916,2,16.438,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14304,5,11,1,0,9.38,10.371,9,9,0,0,17.254,2.352,0.082,0,2.746,1,4.416,2,7.912,3,10.371,4,,,,,,,,,,,,,,,,,,,,,,,,
14304,1,11,2,1,25.106,25.106,9,9,0,0,27.918,2.352,25.106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14307,1,11,1,1,25.106,25.106,12,12,0,0,28.0,2.352,25.106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14308,3,11,1,0,8.208,8.29,12,12,0,0,16.0,2.352,0.413,0,4.0,1,8.29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14308,1,11,2,0,4.378,4.46,12,12,0,0,24.416,2.352,4.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14318,1,11,1,1,2.513,2.513,12,13,0,0,27.086,-2.502,2.513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14320,1,3,1,0,0.545,1.202,7,7,1,0,25.084,2.352,1.202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14320,1,3,2,1,49.084,49.084,7,7,1,0,29.58,2.352,49.084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14323,2,3,1,1,3.97,3.97,12,10,1,1,18.749,-4.337,1.251,0,3.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14325,10,3,1,0,11.053,44.216,4,4,1,1,17.5,2.352,14.105,0,18.313,1,22.524,2,24.359,3,26.105,4,30.776,5,32.274,6,35.691,7,38.776,8,44.216,9,,,,,,,,,,,,,,
14325,2,3,2,1,21.268,21.268,4,12,1,1,53.424,2.352,2.853,0,21.268,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14336,4,3,1,1,25.916,25.916,7,7,0,1,31.086,2.352,1.166,0,4.416,1,7.502,2,25.916,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14346,9,3,1,1,42.672,42.672,8,14,1,1,21.251,24.914,0.498,0,1.665,1,3.663,2,4.416,3,8.082,4,11.253,5,20.583,6,36.958,7,42.672,8,,,,,,,,,,,,,,,,
14350,2,3,1,1,8.162,8.162,13,12,1,1,23.247,0.0,0.914,0,8.162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14353,7,5,1,1,51.748,51.748,10,10,0,0,18.585,2.352,2.33,0,3.874,1,5.911,2,8.082,3,9.911,4,16.501,5,51.748,6,,,,,,,,,,,,,,,,,,,,
14356,1,2,1,1,16.999,16.999,11,11,1,1,22.5,2.352,16.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14358,3,15,1,1,16.194,16.194,12,12,0,0,18.418,2.352,1.498,0,3.499,1,16.194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14360,1,15,1,1,12.999,12.999,9,9,0,0,19.499,2.352,12.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14362,2,1,1,1,13.999,13.999,11,11,1,0,19.499,2.352,13.654,0,13.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14365,2,1,1,1,13.999,13.999,12,12,0,1,15.499,2.352,13.654,0,13.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14368,2,1,1,0,6.461,6.511,17,12,1,1,22.834,3.975,4.997,0,6.511,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14368,1,1,2,1,13.799,13.799,17,17,1,0,29.347,2.352,13.799,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14377,1,1,1,0,4.717,5.708,12,12,0,1,16.832,2.352,5.708,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14381,3,1,1,1,5.911,5.911,12,12,1,1,34.752,-9.58,0.997,0,3.162,1,5.911,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14392,1,1,1,0,0.964,1.04,12,12,1,0,22.166,2.352,1.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14392,1,1,2,1,3.135,3.135,12,12,1,1,33.722,5.747,3.135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14394,1,1,1,0,4.548,4.63,12,17,1,1,21.955,-4.375,4.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14397,1,1,1,1,6.935,6.935,12,16,1,1,24.337,0.501,6.935,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400,1,1,1,1,24.0,24.0,12,12,1,1,30.5,2.352,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403,7,1,1,1,37.793,37.793,12,12,0,0,20.879,2.352,1.207,0,2.289,1,3.288,2,4.542,3,7.036,4,25.314,5,37.793,6,,,,,,,,,,,,,,,,,,,,
14411,4,1,1,1,14.472,14.472,14,12,0,0,20.422,1.248,0.246,0,1.916,1,5.832,2,14.472,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14413,1,21,1,0,3.064,12.255,3,3,0,0,17.5,2.352,12.255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14413,1,21,2,1,3.044,3.044,3,3,0,0,27.455,2.352,3.044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14420,2,2,1,0,4.211,4.287,12,12,1,1,23.335,1.528,3.578,0,4.287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14421,4,10,1,1,34.303,34.303,10,10,0,0,25.254,2.352,0.999,0,2.333,1,6.5,2,34.303,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14430,1,2,1,1,7.655,7.655,8,12,1,1,24.337,-10.582,7.655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14437,2,5,1,0,14.793,14.875,10,10,0,1,22.831,2.352,0.498,0,14.875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14440,3,3,1,0,22.802,27.572,7,7,0,0,21.332,2.352,5.795,0,11.5,1,27.572,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14444,2,1,1,0,4.991,5.04,13,13,0,1,19.584,2.352,2.749,0,5.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14444,1,1,2,0,1.462,1.544,13,13,0,1,25.999,2.352,1.544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14444,1,1,3,0,7.767,8.424,13,13,0,1,28.671,2.352,8.424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14448,1,1,1,0,3.633,10.883,16,16,0,1,24.082,2.352,10.883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14448,1,1,2,0,3.63,10.88,16,16,0,1,34.968,2.352,10.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14455,2,15,1,1,2.53,2.53,13,13,0,0,25.005,-5.977,2.163,0,2.53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14457,2,15,1,0,12.838,13.495,10,10,0,0,15.001,2.352,8.789,0,13.495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14457,1,15,2,0,14.212,14.294,10,10,0,0,29.292,2.352,14.294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14474,4,3,1,1,7.288,7.288,15,10,0,0,18.919,9.248,0.586,0,2.335,1,5.418,2,7.288,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14484,4,3,1,1,7.288,7.288,12,12,0,0,22.415,2.497,0.586,0,2.335,1,5.418,2,7.288,3,,,,,,,,,,,,,,,,,,,,,,,,,,
14490,3,3,1,1,4.101,4.101,14,15,0,0,27.836,-4.501,0.331,0,1.665,1,4.101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493,6,3,1,1,32.416,32.416,3,3,0,0,21.339,2.352,0.747,0,3.247,1,10.166,2,11.581,3,15.332,4,32.416,5,,,,,,,,,,,,,,,,,,,,,,
14500,1,3,1,1,6.283,6.283,9,12,0,0,21.5,-9.166,6.283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14501,1,3,1,1,2.245,2.245,10,12,0,0,20.608,-14.333,2.245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14507,1,19,1,1,2.084,2.084,14,14,0,0,23.332,-1.834,2.084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14516,2,4,1,0,0.339,8.197,12,12,1,0,23.291,2.352,5.708,0,8.197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14516,2,4,2,0,4.433,5.424,12,12,1,1,31.491,-1.673,1.67,0,5.424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14527,1,1,1,1,21.999,21.999,8,8,1,0,29.5,2.352,21.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14530,1,1,1,1,21.999,21.999,12,12,0,1,26.5,2.352,21.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14533,3,15,1,1,14.683,14.683,12,13,0,0,23.001,0.167,2.084,0,5.665,1,14.683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14546,1,15,1,1,34.543,34.543,10,10,0,0,23.877,2.352,34.543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14546,1,15,2,1,6.059,6.059,10,10,0,0,59.833,2.352,6.059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14551,1,1,1,1,8.999,8.999,12,12,1,1,22.5,2.352,8.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14553,1,19,1,0,2.836,11.346,10,10,0,0,19.499,2.352,11.346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14553,1,19,2,1,9.782,9.782,10,10,0,0,28.717,2.352,9.782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562,1,5,1,1,3.001,3.001,10,10,1,1,22.497,2.352,3.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14564,2,1,1,0,6.72,7.711,7,7,1,0,24.916,2.352,7.169,0,7.711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14564,1,1,2,1,43.11,43.11,7,7,1,0,32.917,2.352,43.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14570,2,13,1,0,4.624,4.706,10,10,0,0,17.67,2.248,0.58,0,4.706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572,1,3,1,1,34.505,34.505,7,7,0,0,16.58,2.352,34.505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14575,3,1,1,1,22.998,22.998,10,10,0,1,27.502,2.352,0.767,0,17.637,1,22.998,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14579,2,17,1,0,6.464,7.455,12,12,0,0,21.087,2.352,3.83,0,7.455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14590,2,17,1,1,9.158,9.158,12,11,0,0,24.75,1.673,4.082,0,9.158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592,1,17,1,0,2.215,2.292,12,12,0,0,23.666,2.352,2.292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14594,1,2,1,0,4.405,4.454,14,14,1,0,33.339,2.352,4.454,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14594,1,2,2,0,9.96,10.042,14,14,1,0,40.337,2.352,10.042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613,8,2,1,1,27.253,27.253,2,2,1,0,24.167,2.352,0.832,0,1.752,1,2.752,2,3.833,3,4.832,4,5.752,5,8.583,6,27.253,7,,,,,,,,,,,,,,,,,,
14615,1,2,1,0,10.267,20.26,11,11,1,1,17.5,2.352,20.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14615,1,2,2,1,0.854,0.854,11,11,0,1,48.126,2.352,0.854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
