schid,chapt1,frlnch,natvam,asian,black,hspanc,white,othrac,avgdat,stdntid,gender,race,birthmon,birthday,birthyea,classt,tchid,freelu,treads,tmaths,motivr,school,_merge,grade,class
259915,1,34,,,,,100,0,,15736,2,1,6,19,1980,1,25991501,2,451,520,26,259915,3,0,1269
259915,1,34,,,,,100,0,,15738,1,1,6,24,1980,2,25991503,2,413,429,28,259915,3,0,1271
259915,1,34,,,,,100,0,,15744,1,1,7,16,1980,1,25991501,2,428,444,24,259915,3,0,1269
259915,1,34,,,,,100,0,,16028,2,1,7,31,1980,3,25991502,,436,494,25,259915,3,0,1270
259915,1,34,,,,,100,0,,16029,1,1,8,5,1980,2,25991503,1,,,33,259915,3,0,1271
259915,1,34,,,,,100,0,,16030,1,1,8,13,1980,2,25991503,2,439,473,24,259915,3,0,1271
259915,1,34,,,,,100,0,,16056,1,1,6,2,1980,3,25991502,1,433,528,25,259915,3,0,1270
259915,1,34,,,,,100,0,,16259,2,1,7,22,1980,1,25991501,2,391,468,27,259915,3,0,1269
259915,1,34,,,,,100,0,,16261,2,1,7,25,1980,3,25991502,2,437,559,,259915,3,0,1270
259915,1,34,,,,,100,0,,16268,1,1,7,21,1980,1,25991501,1,408,449,23,259915,3,0,1269
259915,1,34,,,,,100,0,,16286,2,1,6,8,1980,3,25991502,1,439,478,26,259915,3,0,1270
259915,1,34,,,,,100,0,,16353,2,1,8,24,1980,2,25991503,2,427,489,28,259915,3,0,1271
259915,1,34,,,,,100,0,,16354,2,1,8,27,1980,1,25991501,2,440,484,26,259915,3,0,1269
259915,1,34,,,,,100,0,,16628,1,1,8,8,1980,2,25991503,1,400,459,27,259915,3,0,1271
259915,1,34,,,,,100,0,,16632,2,1,8,14,1980,3,25991502,2,408,449,,259915,3,0,1270
259915,1,34,,,,,100,0,,16634,2,1,8,26,1980,2,25991503,2,419,468,30,259915,3,0,1271
259915,1,34,,,,,100,0,,16695,1,1,9,26,1980,3,25991502,2,418,478,28,259915,3,0,1270
259915,1,34,,,,,100,0,,16696,2,1,9,21,1980,3,25991502,2,442,468,23,259915,3,0,1270
259915,1,34,,,,,100,0,,16982,1,1,9,6,1980,3,25991502,2,430,473,29,259915,3,0,1270
259915,1,34,,,,,100,0,,16983,1,1,9,6,1980,2,25991503,1,416,449,25,259915,3,0,1271
259915,1,34,,,,,100,0,,17677,2,1,2,14,1980,3,25991502,,480,528,27,259915,3,0,1270
259915,1,34,,,,,100,0,,17712,2,1,6,20,1980,1,25991501,2,,,26,259915,3,0,1269
259915,1,34,,,,,100,0,,17715,1,1,5,1,1980,3,25991502,2,403,459,26,259915,3,0,1270
259915,1,34,,,,,100,0,,17779,2,1,4,21,1980,1,25991501,1,436,500,,259915,3,0,1269
259915,1,34,,,,,100,0,,19479,2,1,4,17,1980,1,25991501,1,407,449,24,259915,3,0,1269
259915,1,34,,,,,100,0,,21169,2,1,11,1,1979,1,25991501,2,400,459,,259915,3,0,1269
259915,1,34,,,,,100,0,,21371,1,1,5,28,1980,3,25991502,1,456,528,,259915,3,0,1270
259915,1,34,,,,,100,0,,21375,2,1,10,1,1980,3,25991502,1,427,463,,259915,3,0,1270
261927,1,28,0,0,0,0,99,0,547,10849,2,1,4,17,1978,1,26192707,1,514,495,49,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,10914,1,1,10,4,1978,3,26192705,2,501,520,57,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,11635,2,1,5,28,1979,2,26192708,1,524,510,54,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,11652,2,1,5,26,1979,3,26192705,2,507,549,50,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,11877,1,1,8,8,1979,2,26192708,2,519,538,50,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,12051,2,1,9,16,1979,2,26192706,2,533,490,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,12052,1,1,9,23,1979,3,26192705,2,558,542,44,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,12056,1,1,10,30,1979,3,26192705,2,629,627,51,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,12081,1,1,9,12,1979,1,26192707,2,512,567,50,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,12092,1,1,12,12,1979,1,26192709,2,579,592,47,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,12107,2,1,10,22,1979,2,26192706,2,590,572,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,12175,2,1,10,4,1979,1,26192707,2,466,507,47,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,12205,1,1,10,18,1979,2,26192708,2,604,567,58,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,12281,1,1,11,16,1979,2,26192706,2,507,502,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,12455,2,1,11,1,1979,3,26192705,2,533,520,49,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,12457,1,1,11,4,1979,3,26192705,2,629,572,53,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,12459,2,1,11,15,1979,2,26192708,2,512,529,,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,12460,2,1,11,15,1981,1,26192707,2,629,584,52,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,12462,1,1,10,27,1979,2,26192706,1,571,535,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,12525,2,1,11,3,1979,3,26192705,1,472,474,53,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,12526,1,1,11,18,1979,1,26192709,2,579,553,52,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,12527,2,1,11,30,1979,1,26192707,2,503,505,49,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,12566,1,1,12,21,1979,2,26192708,2,579,553,54,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,12617,1,1,12,14,1979,2,26192706,2,436,497,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,12770,1,1,12,5,1979,1,26192709,2,590,584,48,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,12771,2,1,12,11,1979,3,26192705,2,604,553,55,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,12773,1,1,12,19,1979,2,26192708,2,524,510,53,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,12865,2,1,12,10,1979,2,26192706,1,519,542,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,13365,2,1,3,30,1980,2,26192708,2,533,553,49,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,13621,1,1,1,9,1980,1,26192709,2,448,449,49,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,13622,1,1,1,14,1980,1,26192709,2,651,601,52,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,13734,2,1,8,5,1980,2,26192708,,509,507,,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,13797,2,1,1,14,1980,1,26192709,2,505,470,55,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,13798,2,1,1,14,1980,2,26192706,2,604,584,50,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,13799,2,1,1,19,1980,3,26192705,2,629,578,50,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,13905,2,1,2,8,1980,2,26192706,2,590,592,49,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,14235,2,1,2,3,1980,2,26192708,2,590,545,51,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,14236,2,1,2,9,1980,3,26192705,2,629,526,57,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,14238,2,1,2,18,1980,1,26192709,2,629,601,60,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,14242,2,1,1,23,1980,2,26192706,2,544,515,52,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,14516,2,1,2,19,1980,3,26192705,1,471,497,50,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,14921,1,1,2,1,1980,2,26192706,2,480,463,47,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,14922,1,1,3,18,1980,3,26192705,1,471,454,52,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,14923,2,1,3,21,1980,1,26192707,2,564,512,51,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,14924,1,1,3,24,1980,3,26192705,2,629,557,51,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,15032,2,1,4,27,1980,1,26192709,2,501,538,51,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,15033,2,1,4,27,1980,2,26192706,2,485,490,,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,15236,1,1,4,4,1980,2,26192706,2,629,557,54,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,15238,2,1,4,11,1980,1,26192709,2,536,529,49,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,15239,2,1,4,14,1980,1,26192707,2,590,584,49,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,15244,1,1,3,14,1980,2,26192706,2,516,518,54,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,15612,1,1,5,9,1980,2,26192708,2,527,512,47,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,15689,2,1,5,30,1980,1,26192707,2,512,557,49,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,15690,2,1,4,23,1980,3,26192705,2,590,601,49,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,15957,2,1,6,1,1980,3,26192705,2,629,553,45,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,15958,1,1,5,17,1980,2,26192708,2,494,497,53,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,15959,2,1,5,17,1980,1,26192707,2,505,502,46,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,15960,2,1,5,20,1980,1,26192709,1,490,526,59,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,15961,1,1,5,22,1980,1,26192707,1,527,535,47,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,15962,1,1,5,25,1980,3,26192705,2,558,518,52,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,16330,2,1,7,1,1980,2,26192706,2,462,486,52,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,16332,2,1,7,9,1980,2,26192708,2,495,497,56,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,16333,2,1,7,11,1980,2,26192706,2,571,538,50,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,16334,1,1,7,17,1980,3,26192705,1,463,497,50,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,16336,1,1,7,20,1980,1,26192709,1,509,526,46,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,16338,1,1,6,20,1980,1,26192709,1,530,529,55,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,16344,2,1,6,27,1980,2,26192708,2,530,542,,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,16441,2,1,7,17,1980,2,26192706,1,533,523,48,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,16442,1,1,7,24,1980,2,26192706,2,514,529,53,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,16709,1,1,9,2,1980,2,26192708,2,485,495,49,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,16716,1,1,8,20,1980,3,26192705,1,441,488,51,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,16814,1,1,8,26,1980,1,26192707,2,604,592,53,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,16815,1,1,8,31,1980,1,26192709,1,521,523,58,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,16865,1,1,9,24,1980,1,26192707,2,478,486,46,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,17148,1,1,9,4,1980,1,26192707,2,540,549,52,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,17197,2,1,9,26,1980,1,26192707,2,512,502,52,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,17200,2,1,9,30,1980,2,26192708,2,604,515,48,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,17240,1,1,8,5,1980,1,26192709,2,478,512,,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,17626,2,1,6,14,1980,2,26192708,2,571,572,47,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,18217,2,1,3,25,1980,3,26192705,2,536,538,50,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,18745,1,1,8,11,1980,1,26192707,2,490,505,48,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,18756,2,1,5,13,1980,1,26192709,2,604,567,,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,18887,2,1,7,20,1980,2,26192708,2,548,502,51,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,18889,2,1,6,12,1980,3,26192705,2,558,562,53,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,19009,1,1,2,20,1980,2,26192708,1,490,549,54,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,19035,1,1,12,6,1979,2,26192706,2,590,572,51,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,19108,1,1,6,2,1980,1,26192709,1,485,470,47,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,19110,1,1,2,28,1979,1,26192707,1,436,444,,261927,3,1,1290
261927,1,28,0,0,0,0,99,0,547,19149,2,1,2,2,1980,2,26192706,2,488,507,50,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,19541,1,1,6,12,1980,3,26192705,1,,,49,261927,3,1,1288
261927,1,28,0,0,0,0,99,0,547,19544,1,1,8,18,1980,2,26192706,1,462,512,49,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,19604,2,1,5,31,1979,2,26192708,1,512,515,54,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,20689,1,1,10,28,1979,2,26192708,2,509,493,53,261927,3,1,1291
261927,1,28,0,0,0,0,99,0,547,20826,2,1,4,26,1978,2,26192706,1,495,518,50,261927,3,1,1289
261927,1,28,0,0,0,0,99,0,547,20964,1,1,7,27,1980,1,26192709,2,558,523,52,261927,3,1,1292
261927,1,28,0,0,0,0,99,0,547,21348,1,1,5,30,1980,1,26192707,2,590,612,,261927,3,1,1290
261927,1,23,0,0,1,1,98,0,541,10564,1,1,4,24,1979,3,26192710,2,637,587,44,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,10849,2,1,4,17,1978,3,26192710,1,545,554,49,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,11001,1,1,12,27,1979,2,26192712,2,549,572,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,11635,2,1,5,28,1979,2,26192712,1,566,559,55,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,11652,2,1,5,26,1979,3,26192710,2,602,587,45,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,11877,1,1,8,8,1979,2,26192712,2,547,611,32,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,12051,2,1,9,16,1979,1,26192711,2,611,596,52,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,12052,1,1,9,23,1979,3,26192710,2,584,577,47,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,12056,1,1,10,30,1979,3,26192710,2,684,611,55,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,12092,1,1,12,12,1979,1,26192713,2,627,611,47,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,12107,2,1,10,22,1979,1,26192711,2,650,699,51,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,12205,1,1,10,18,1979,1,26192711,2,614,639,50,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,12281,1,1,11,16,1979,2,26192712,2,569,603,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,12455,2,1,11,1,1979,3,26192710,2,622,570,46,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,12456,2,1,11,1,1979,2,26192712,,,,,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,12457,1,1,11,4,1979,3,26192710,2,709,639,50,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,12459,2,1,11,15,1979,2,26192712,2,,,56,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,12460,2,1,11,15,1981,1,26192713,2,709,721,49,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,12462,1,1,10,27,1979,1,26192711,2,599,596,52,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,12526,1,1,11,18,1979,1,26192713,2,591,561,50,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,12527,2,1,11,30,1979,1,26192711,2,569,590,50,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,12566,1,1,12,21,1979,2,26192712,2,659,620,52,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,12770,1,1,12,5,1979,1,26192713,2,669,615,54,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,12771,2,1,12,11,1979,3,26192710,2,627,590,52,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,12773,1,1,12,19,1979,1,26192711,2,596,554,51,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,13365,2,1,3,30,1980,3,26192710,2,608,639,46,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,13622,1,1,1,14,1980,1,26192713,2,614,674,48,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,13734,2,1,8,5,1980,2,26192712,2,554,554,53,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,13797,2,1,1,14,1980,1,26192713,2,568,556,49,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,13798,2,1,1,14,1980,2,26192712,2,684,632,51,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,13905,2,1,2,8,1980,1,26192711,2,631,721,49,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,14235,2,1,2,3,1980,2,26192712,1,650,607,50,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,14236,2,1,2,9,1980,3,26192710,2,618,577,55,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,14238,2,1,2,18,1980,1,26192713,2,684,659,,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,14242,2,1,1,23,1980,1,26192711,2,622,559,55,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,14923,2,1,3,21,1980,1,26192711,2,602,582,50,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,14924,1,1,3,24,1980,3,26192710,2,659,607,52,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,15236,1,1,4,4,1980,2,26192712,2,732,674,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,15238,2,1,4,11,1980,1,26192713,2,604,574,51,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,15239,2,1,4,14,1980,1,26192711,2,669,626,,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,15244,1,1,3,14,1980,1,26192711,2,593,611,52,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,15612,1,1,5,9,1980,1,26192711,2,579,615,52,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,15689,2,1,5,30,1980,1,26192713,2,602,648,43,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,15690,2,1,4,23,1980,3,26192710,2,622,639,52,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,15957,2,1,6,1,1980,3,26192710,2,614,587,54,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,15960,2,1,5,20,1980,1,26192713,1,547,607,50,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,15962,1,1,5,25,1980,3,26192710,2,604,587,51,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,16332,2,1,7,9,1980,2,26192712,2,552,563,,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,16333,2,1,7,11,1980,2,26192712,2,611,582,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,16336,1,1,7,20,1980,1,26192713,1,566,587,48,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,16338,1,1,6,20,1980,1,26192713,1,614,615,51,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,16344,2,1,6,27,1980,2,26192712,2,608,593,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,16442,1,1,7,24,1980,3,26192710,2,568,565,49,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,16709,1,1,9,2,1980,2,26192712,2,560,561,43,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,16814,1,1,8,26,1980,1,26192711,2,608,626,51,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,17197,2,1,9,26,1980,1,26192711,1,593,572,52,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,17200,2,1,9,30,1980,1,26192711,2,627,574,47,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,17626,2,1,6,14,1980,2,26192712,2,637,659,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,18217,2,1,3,25,1980,3,26192710,2,579,572,51,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,18460,2,1,3,25,1979,2,26192712,,,,,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,18489,1,1,1,20,1979,1,26192713,1,,,50,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,18745,1,1,8,11,1980,1,26192713,2,586,615,42,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,18756,2,1,5,13,1980,1,26192713,2,650,632,50,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,18887,2,1,7,20,1980,3,26192710,2,611,565,52,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,18889,2,1,6,12,1980,3,26192710,2,622,626,57,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,18902,2,1,12,22,1979,1,26192711,1,535,561,50,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,18943,1,1,1,17,1980,1,26192711,2,618,590,55,261927,3,2,1294
261927,1,23,0,0,1,1,98,0,541,18948,1,1,9,14,1980,1,26192713,2,,,,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,19009,1,1,2,20,1980,3,26192710,1,559,572,53,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,19035,1,1,12,6,1979,2,26192712,2,659,626,49,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,19149,2,1,2,2,1980,2,26192712,2,559,565,44,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,19154,1,1,3,6,1979,2,26192712,,550,626,,261927,3,2,1295
261927,1,23,0,0,1,1,98,0,541,19259,1,1,9,6,1979,3,26192710,1,,,41,261927,3,2,1293
261927,1,23,0,0,1,1,98,0,541,19658,1,1,9,25,1980,1,26192713,2,,,50,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,20639,2,1,9,7,1979,1,26192713,1,547,626,50,261927,3,2,1296
261927,1,23,0,0,1,1,98,0,541,20826,2,1,4,26,1978,3,26192710,1,566,561,52,261927,3,2,1293
261927,1,22,0,0,0,0,99,0,524,10564,1,1,4,24,1979,3,26192714,2,629,634,46,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,10659,2,1,1,3,1980,1,26192717,1,600,591,54,261927,3,3,1300
261927,1,22,0,0,0,0,99,0,524,10849,2,1,4,17,1978,3,26192714,1,,,51,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,10965,1,1,11,19,1978,3,26192714,1,540,536,,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,11001,1,1,12,27,1979,2,26192715,2,585,596,48,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,11635,2,1,5,28,1979,2,26192715,1,600,624,56,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,11652,2,1,5,26,1979,3,26192714,2,572,639,51,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,11877,1,1,8,8,1979,2,26192715,2,567,651,47,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,12051,2,1,9,16,1979,1,26192716,2,629,622,53,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,12052,1,1,9,23,1979,3,26192714,2,606,604,47,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,12056,1,1,10,30,1979,3,26192714,2,680,700,50,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,12107,2,1,10,22,1979,1,26192716,2,650,648,52,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,12205,1,1,10,18,1979,1,26192716,2,641,648,49,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,12281,1,1,11,16,1979,2,26192715,1,622,648,47,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,12455,2,1,11,1,1979,3,26192714,2,633,631,51,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,12457,1,1,11,4,1979,3,26192714,2,675,691,50,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,12459,2,1,11,15,1979,2,26192715,2,624,614,56,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,12460,2,1,11,15,1981,1,26192717,2,728,726,52,261927,3,3,1300
261927,1,22,0,0,0,0,99,0,524,12462,1,1,10,27,1979,1,26192716,2,631,610,50,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,12526,1,1,11,18,1979,1,26192717,2,661,626,47,261927,3,3,1300
261927,1,22,0,0,0,0,99,0,524,12527,2,1,11,30,1979,1,26192716,2,612,610,49,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,12566,1,1,12,21,1979,2,26192715,2,680,645,51,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,12770,1,1,12,5,1979,1,26192717,2,657,678,47,261927,3,3,1300
261927,1,22,0,0,0,0,99,0,524,12771,2,1,12,11,1979,3,26192714,2,636,642,52,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,12773,1,1,12,19,1979,1,26192716,2,629,601,52,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,13365,2,1,3,30,1980,3,26192714,2,631,667,51,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,13622,1,1,1,14,1980,1,26192717,2,728,672,51,261927,3,3,1300
261927,1,22,0,0,0,0,99,0,524,13734,2,1,8,5,1980,2,26192715,2,588,564,53,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,13798,2,1,1,14,1980,2,26192715,2,686,700,48,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,13905,2,1,2,8,1980,1,26192716,2,654,667,,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,14235,2,1,2,3,1980,2,26192715,2,654,651,49,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,14236,2,1,2,9,1980,3,26192714,2,665,667,48,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,14238,2,1,2,18,1980,1,26192717,2,661,678,56,261927,3,3,1300
261927,1,22,0,0,0,0,99,0,524,14242,2,1,1,23,1980,1,26192716,2,631,616,54,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,14923,2,1,3,21,1980,1,26192716,2,647,626,53,261927,3,3,1299
261927,1,22,0,0,0,0,99,0,524,14924,1,1,3,24,1980,3,26192714,2,675,663,52,261927,3,3,1297
261927,1,22,0,0,0,0,99,0,524,15236,1,1,4,4,1980,2,26192715,2,654,700,53,261927,3,3,1298
261927,1,22,0,0,0,0,99,0,524,15238,2,1,4,11,1980,1,26192717,2,654,593,53,261927,3,3,1300
