grp,cohes,lead,hrs,wbeing
BL,3.375,3.090909,8,3.9444444
BL,2.875,2.6363637,10,2.5555556
BL,1.0,2.8333333,12,2.0
BL,3.25,3.1818182,12,4.3333335
BL,2.0,1.4545455,11,2.2777777
BL,2.875,3.3,12,3.6666667
BL,4.142857,3.6363637,9,3.3888888
BL,2.0,2.8333333,10,4.111111
BL,3.5,2.8181818,8,1.8888888
BL,3.75,2.3636363,15,3.7222223
BL,1.875,1.4545455,12,2.7222223
BL,3.25,1.7272727,10,2.5
BL,3.75,3.3636363,10,4.1666665
BL,2.0,3.0,12,1.7777778
BL,1.5,3.6666667,10,3.7222223
BL,1.0,3.6666667,8,3.9444444
BL,2.0,3.0,13,3.2777777
BL,4.0,3.1666667,8,2.5555556
BL,4.0,4.0,12,3.7777777
BL,3.0,3.090909,9,0.9444444
BL,3.125,2.8181818,5,3.8333333
BL,1.0,3.8333333,11,3.0
BL,2.625,2.4545455,10,3.1666667
BL,3.625,2.090909,12,1.9444444
BL,3.625,2.1818182,12,2.2777777
BL,2.0,3.0,8,4.2777777
BL,4.125,2.0,11,2.5
BL,2.5,3.1818182,12,2.2777777
BL,3.125,2.909091,13,2.6111112
BL,1.5,2.1666667,12,3.6666667
BL,1.375,2.1818182,9,2.1111112
BL,3.0,3.0,8,3.3333333
BL,4.0,3.6363637,12,3.8823528
BL,3.625,2.4545455,11,3.3333333
BL,2.875,2.090909,12,3.7777777
BL,3.25,3.6363637,8,2.6666667
BL,3.142857,2.7272727,8,3.1666667
BL,3.25,2.8181818,14,2.1111112
BL,2.375,2.6363637,12,1.5
BL,2.0,2.1818182,8,2.1111112
BL,3.0,3.0,8,3.7222223
BL,2.0,3.8333333,10,3.8888888
BL,3.0,3.0,13,3.1666667
BL,4.0,2.6666667,13,4.5555553
BL,3.0,2.7272727,10,3.0555556
BL,3.875,3.8181818,12,3.4444444
BL,2.625,2.909091,11,1.0
BL,2.25,2.5454545,11,2.6111112
BL,1.625,2.6363637,11,3.3888888
BL,3.75,3.5555556,11,2.6666667
BL,1.625,2.1818182,12,2.3333333
BL,3.0,3.6666667,12,3.7777777
BL,4.5,4.181818,12,4.4444447
BL,2.375,1.8181819,14,1.5
BL,3.125,2.6363637,13,2.1111112
BL,2.375,2.7272727,12,1.8888888
BL,3.625,4.0,6,4.111111
BL,2.75,2.5454545,7,3.764706
BL,1.0,2.8333333,10,3.0
BL,2.75,3.1818182,10,4.111111
BL,2.25,2.8181818,11,0.9444444
BL,1.0,1.8181819,10,1.0555556
BL,3.0,2.6363637,9,4.2222223
BM,3.8333333,1.4285715,15,1.8888888
BM,2.8333333,2.0,15,2.1111112
BM,3.125,1.9090909,12,1.0555556
BM,3.375,2.3636363,12,2.7222223
BM,3.125,2.4545455,12,3.5555556
BM,4.375,3.7272727,12,4.4444447
BM,3.375,3.0,8,2.8888888
BM,2.0,1.6666666,16,0.16666667
BM,3.125,3.090909,8,3.2222223
BM,4.125,1.6363636,16,1.6666666
BM,3.875,1.3636364,10,2.1111112
BM,3.625,2.6363637,10,3.5555556
BM,4.5,2.6363637,17,2.6111112
BM,2.0,1.8333334,16,2.1111112
BM,3.75,3.0,10,2.8333333
BM,3.0,2.2727273,14,2.8333333
BM,2.0,1.8,12,2.5
BM,2.0,2.8333333,12,2.4444444
BM,2.857143,2.2727273,11,1.4117647
BM,2.625,2.4545455,11,2.5
BM,3.125,1.9090909,12,2.3888888
BM,3.25,2.7272727,12,1.6666666
BM,3.0,3.090909,10,2.4444444
BM,3.6666667,3.2727273,12,3.8888888
BM,2.125,2.5454545,12,1.7222222
BM,3.0,2.7272727,10,3.7222223
BM,2.625,2.7272727,12,3.0
BM,2.5,2.2727273,11,2.9444444
BM,2.5,2.6363637,12,2.5555556
BM,1.75,1.9090909,9,3.1111112
BM,2.0,1.8181819,10,1.3333334
BM,2.75,2.0,10,4.4444447
BM,3.875,3.6363637,10,2.2777777
BM,3.875,3.1818182,13,2.7777777
BM,4.625,3.6363637,11,4.111111
BM,1.0,2.0,12,1.9444444
BM,4.0,2.3333333,12,2.5555556
BM,3.375,2.7272727,12,3.2222223
BM,3.375,1.4545455,12,1.8888888
BM,3.875,2.090909,12,1.3888888
BM,4.0,2.8181818,14,3.5
BM,4.0,2.6666667,12,4.4444447
BM,2.875,3.2727273,10,3.8333333
BM,3.0,2.8181818,10,3.7222223
BM,2.75,1.6363636,9,3.2222223
BM,3.375,2.8181818,10,2.3888888
BM,3.625,3.1818182,10,4.1666665
BM,3.25,1.6363636,13,1.8888888
BM,3.375,2.1818182,11,1.8888888
BM,4.0,3.3333333,8,2.6666667
BM,3.75,2.7272727,10,2.6111112
BM,4.0,2.6666667,10,2.2777777
BM,3.875,2.909091,10,2.4444444
BM,3.5,3.8333333,12,2.5555556
BM,2.75,2.090909,12,3.6666667
BM,2.875,1.5454545,12,1.5
BM,2.75,1.4545455,12,3.2777777
BM,3.0,3.1818182,11,2.7222223
BM,4.0,3.2727273,10,2.7222223
BM,3.0,1.1666666,10,1.1666666
BM,3.0,1.0,12,3.3333333
BM,1.75,3.1818182,9,2.7222223
BM,2.0,2.5,10,3.1666667
BM,2.25,2.4545455,14,0.44444445
BM,3.125,3.090909,10,2.7777777
BM,3.25,2.6363637,10,2.8888888
BM,2.5,1.0,10,1.9444444
BM,3.375,2.4545455,12,3.0555556
BM,3.5,2.5454545,12,2.6666667
BM,4.0,2.5,12,3.3888888
BM,2.0,1.0909091,13,2.9444444
BM,4.0,2.7272727,10,2.5
BM,4.125,2.7272727,7,3.1666667
BM,3.0,3.3333333,16,2.7222223
BM,2.5,2.1666667,16,1.7777778
BM,3.0,2.8181818,15,4.0
BM,2.5,2.5,12,2.3333333
BM,3.125,2.6363637,10,1.6111112
BM,4.0,3.1666667,10,3.2222223
BM,2.125,1.8181819,13,1.7777778
BM,2.0,2.8333333,15,3.2777777
BM,2.75,2.1818182,15,2.7777777
BM,3.0,2.1818182,12,3.6666667
BM,3.25,2.909091,11,2.7222223
BM,2.0,2.0,12,2.3333333
BM,3.75,2.909091,11,2.6111112
BM,4.625,4.5454545,8,4.611111
BM,2.875,1.7272727,12,2.0555556
BM,4.375,3.7272727,10,3.0
BM,3.375,3.3636363,11,2.7222223
BM,3.5,2.0,11,3.1111112
BM,1.5,2.5454545,11,3.7222223
BM,3.75,2.7272727,7,3.5555556
BM,2.375,2.6363637,12,3.3888888
BM,2.0,2.8333333,12,4.0
BM,3.5,3.3636363,8,2.8888888
BM,4.0,2.0,14,1.4444444
BM,3.875,5.0,12,4.7222223
BM,3.0,2.5714285,9,1.6666666
BM,2.75,2.090909,10,2.6470587
BM,2.5714285,2.4444444,10,3.75
BM,1.375,1.4545455,13,1.8333334
BM,3.25,2.5454545,10,3.3888888
BM,1.8333334,3.3636363,10,3.4444444
BM,3.0,2.0,12,2.7222223
BM,3.625,3.0,10,2.1666667
BM,3.0,3.3333333,10,2.9444444
BM,3.0,1.5,13,1.8333334
BM,3.375,2.909091,6,2.8888888
BM,2.75,2.7272727,12,2.6666667
BM,4.0,2.3333333,14,1.6111112
BM,2.875,2.6363637,12,2.4444444
BM,4.0,3.3333333,13,2.6666667
BM,3.625,3.090909,12,2.6111112
BM,3.5,3.5,12,2.2777777
BM,4.625,4.2727275,10,3.5555556
BM,3.75,1.2727273,13,1.9444444
BM,2.0,2.1666667,15,1.3888888
BM,2.375,2.3636363,15,3.9444444
BM,1.75,1.9090909,11,2.0555556
BM,2.0,1.4545455,10,1.4444444
BM,1.0,1.5,8,2.7777777
BM,2.75,2.1818182,10,3.1111112
BM,2.375,2.2727273,10,1.7777778
BM,2.0,3.1666667,9,3.1111112
BM,3.0,2.3333333,12,2.1666667
BM,3.75,3.8181818,12,2.5555556
BM,4.75,4.2727275,12,1.9444444
BM,2.5,1.7272727,11,2.4444444
BM,3.5,3.6363637,12,4.2777777
BM,2.8333333,3.090909,9,3.1666667
BM,3.25,2.0,13,1.1111112
BM,3.25,3.2727273,9,4.6666665
BM,2.625,2.5454545,9,3.9444444
BM,1.0,1.0,8,1.5555556
BM,3.625,2.5454545,10,2.7222223
BM,2.625,2.090909,15,2.0555556
BM,1.0,3.3333333,14,1.0
BM,3.5,3.0,11,2.9444444
BM,2.75,2.909091,12,3.1666667
BM,3.0,2.3636363,12,1.9444444
BM,3.0,2.3333333,11,2.0555556
BM,3.0,2.4545455,10,3.0
BM,4.0,3.8181818,10,3.7222223
BM,2.125,2.090909,12,3.1111112
BM,2.375,1.2727273,11,1.8333334
BM,2.625,2.0,12,2.2777777
BM,2.5,3.090909,12,1.0
BM,3.0,2.8333333,13,2.8333333
BM,3.5,1.8181819,12,2.8888888
BM,3.625,2.909091,12,2.8888888
BM,2.125,2.909091,11,2.6666667
BM,1.0,2.8333333,11,2.7058823
BM,2.125,2.3636363,9,2.4444444
BM,1.25,1.2727273,12,3.0555556
BM,4.0,3.2727273,12,2.6666667
BM,1.75,1.4545455,14,3.1111112
BM,3.0,1.8333334,12,3.1666667
BM,2.5,3.3333333,12,2.8888888
BM,3.0,2.1666667,8,4.2777777
BN,2.375,2.0,9,2.7222223
BN,1.0,2.6666667,6,3.0
BN,2.5,2.3333333,8,3.8333333
BN,2.375,1.3,16,1.9444444
BN,3.0,3.5,12,3.0555556
BN,1.625,2.6363637,13,4.111111
BN,2.875,2.7272727,9,2.8888888
BN,3.5,2.2727273,9,2.2777777
BN,2.25,2.0,12,2.4444444
BN,3.0,2.5714285,10,3.3333333
BN,3.5,3.1818182,10,2.2777777
BN,2.625,2.8181818,12,3.0
BN,4.0,3.4545455,10,4.5
BN,2.375,2.909091,10,4.0
BN,3.625,3.4545455,12,3.5
BN,3.0,2.5,13,3.2222223
BN,3.625,3.3636363,11,3.5555556
BN,3.125,3.0,9,3.0
BN,4.0,3.6666667,8,3.6666667
BN,3.4285715,2.6363637,11,3.5
BN,3.375,3.4545455,12,3.3888888
BN,2.125,3.0,10,3.4444444
BN,2.125,3.4545455,10,3.1111112
BN,3.5,2.6363637,10,1.8888888
BN,2.375,3.0,9,3.3888888
BN,3.5,2.0,10,2.5555556
BN,3.125,2.8181818,10,3.1111112
BN,3.25,3.090909,8,2.8333333
BN,4.0,3.6363637,8,2.8888888
BN,3.25,3.4545455,8,4.0555553
BN,3.5,3.0,9,3.1111112
BN,4.875,3.3636363,9,2.7777777
BN,4.0,3.090909,9,2.7222223
BN,3.625,2.909091,8,1.8333334
BN,4.0,3.3636363,8,4.7222223
BN,4.0,3.3636363,9,4.4444447
BN,3.5,2.5,11,3.5
BN,3.125,2.8181818,10,3.2222223
BN,4.0,3.8333333,9,2.3333333
BN,3.25,3.090909,10,3.9444444
BN,3.125,3.2727273,13,3.6666667
BN,3.5,3.1818182,10,2.6111112
BN,3.75,2.7272727,11,3.8333333
BN,4.0,3.3636363,7,3.7777777
BN,3.875,3.4,11,1.6111112
BN,3.0,2.8181818,10,3.0
BN,4.0,2.5,12,2.2222223
BN,2.0,3.5,10,2.3333333
BN,2.5,1.5,16,0.44444445
BN,3.25,3.2727273,9,3.5
BN,4.125,3.8181818,9,4.2222223
BN,2.5,3.2727273,12,2.9444444
BN,3.0,2.3636363,11,2.4444444
BN,2.625,3.0,10,3.8333333
BN,3.75,2.2727273,10,1.4444444
BN,2.75,3.090909,11,2.4444444
BN,3.0,2.8333333,14,2.0555556
BN,3.0,2.2727273,12,2.0555556
BN,4.375,1.8181819,12,2.3888888
BN,3.25,1.6363636,10,2.8333333
BN,4.75,2.6363637,14,3.6666667
BN,4.375,2.8181818,14,3.9444444
BN,2.625,3.2727273,12,2.5555556
BN,3.0,2.8181818,11,0.6111111
BN,1.0,3.0,11,1.1666666
BN,2.75,2.909091,14,1.8888888
BN,1.5,1.1818181,12,2.9444444
BN,3.25,2.6363637,9,3.3888888
BN,3.625,2.7272727,7,3.3333333
BN,3.375,2.090909,8,3.3888888
BN,3.25,2.8181818,10,2.0
BN,4.375,2.4545455,10,2.8333333
BN,2.5,3.0,11,3.6111112
BN,3.75,3.1818182,7,3.3888888
BN,4.0,2.3636363,11,4.4444447
BN,2.0,1.7272727,14,1.5
BN,3.625,2.6363637,8,2.2777777
BN,3.5,3.0,10,2.2222223
BN,4.125,2.8181818,10,3.1111112
BN,3.0,3.0,12,1.3333334
BN,2.0,1.3636364,6,1.3888888
BN,2.75,1.5454545,2,0.5
BN,3.75,3.4545455,7,3.6666667
BN,2.0,2.0,12,3.8333333
BN,3.0,2.6666667,9,2.2222223
BN,2.5,1.0,12,2.1666667
BN,3.25,3.3636363,9,2.8333333
BN,4.125,3.6363637,6,3.5555556
BN,3.25,3.2727273,10,3.6666667
BN,1.0,2.0,19,0.5555556
BN,3.75,3.3636363,8,3.4444444
BN,3.75,1.9090909,12,1.0555556
BN,3.0,3.0,9,3.0555556
BN,3.625,2.5454545,14,2.8333333
BN,4.375,2.8181818,11,3.5555556
BN,2.75,3.090909,7,2.3333333
BN,2.5,3.0,12,3.6666667
BN,4.0,3.909091,8,4.2222223
BN,4.0,2.25,8,3.9444444
BN,3.5,2.8181818,13,3.0555556
BN,2.625,1.8181819,12,3.5
BN,2.875,2.4545455,14,2.2222223
BN,3.25,2.4545455,12,2.2777777
BN,3.0,2.5,14,3.9444444
BN,1.625,2.3636363,11,3.6111112
BN,2.375,1.8181819,9,1.8333334
BN,3.0,2.8181818,8,2.7777777
BN,2.875,1.7272727,10,2.1111112
BN,3.0,2.6363637,9,2.0
BN,3.5,3.2727273,10,2.7777777
BN,4.375,3.3636363,10,4.3333335
BN,2.125,2.3636363,11,0.6111111
BN,3.0,1.8181819,12,3.6111112
BN,3.125,2.0,12,2.3888888
BN,2.0,2.090909,12,1.9444444
BN,3.75,2.5454545,12,2.1111112
BN,3.75,2.8181818,14,3.9444444
BN,3.75,2.8181818,12,1.9444444
BN,3.875,3.1818182,11,3.8888888
BN,4.0,2.6666667,13,2.4444444
BN,2.5714285,2.4545455,12,1.8333334
BN,3.0,2.6666667,12,3.3888888
BN,3.375,3.090909,9,3.8333333
BN,1.875,2.090909,12,1.0
BN,3.375,2.3636363,12,3.0
BN,3.125,2.6363637,12,1.4444444
BN,2.0,3.5,10,3.5
BN,3.375,2.5454545,13,3.9444444
BN,2.142857,2.0,8,1.5
BN,3.375,2.909091,8,2.3888888
BN,2.75,2.909091,9,2.9444444
BN,2.25,2.2727273,11,1.8888888
BN,2.625,3.5454545,14,2.7777777
BN,2.5,3.5,14,2.8333333
BN,3.0,3.6363637,12,3.5555556
BN,2.875,1.7272727,10,3.1666667
BN,3.375,3.0,8,2.6666667
BN,3.125,1.4545455,3,4.0
BN,3.0,2.4545455,11,2.7222223
BN,3.75,2.6363637,14,3.2222223
BN,4.125,2.6363637,10,4.0
BN,2.25,1.5,12,4.25
BN,1.625,1.9090909,12,2.7222223
BN,3.875,3.7272727,8,3.5555556
BN,2.75,3.2727273,14,3.2222223
BN,2.375,3.3636363,12,3.0
BN,3.125,2.1818182,14,1.8333334
BN,3.0,2.090909,13,1.7222222
BN,2.375,2.909091,12,3.0
BN,2.5,2.3333333,17,1.2222222
BN,3.875,3.1818182,10,3.4444444
BN,2.75,3.3636363,12,2.7777777
BN,3.125,2.7272727,10,2.3888888
BN,1.5,1.4545455,11,3.1666667
BN,4.625,2.3636363,8,4.2222223
BN,4.0,2.7272727,8,3.9444444
BN,2.25,2.4545455,12,3.8333333
BN,4.375,3.1818182,11,3.8333333
BN,4.125,2.3636363,11,3.3888888
BN,3.0,3.1818182,8,3.8333333
BN,3.875,3.090909,8,4.470588
BN,2.375,3.0,8,3.1111112
BN,4.125,2.2727273,10,4.2222223
BN,3.0,3.0,8,3.6111112
BN,4.0,3.1818182,8,3.9444444
BN,4.0,3.090909,10,3.6111112
BN,2.0,3.3333333,12,1.8888888
BN,4.0,2.6666667,12,2.1111112
BN,2.875,2.8181818,8,4.0
BN,4.0,3.1818182,8,3.9444444
BN,1.875,1.6363636,12,3.9444444
BN,2.5,2.7272727,6,2.6666667
BN,2.25,2.090909,4,4.0
BN,3.6666667,3.7,12,3.6111112
BN,3.625,2.909091,9,3.0
BN,3.125,2.909091,11,3.6111112
BN,3.5,3.0,8,3.5555556
BN,3.375,2.090909,12,1.2222222
BN,3.125,2.6363637,10,3.8888888
BN,1.5,2.6666667,6,2.2222223
BN,2.0,2.5454545,8,2.9444444
BN,3.25,3.1818182,6,3.6111112
BN,3.5,3.5,5,3.8333333
BN,1.75,1.4545455,18,2.2777777
BN,3.75,3.6363637,11,3.6666667
BN,3.875,2.7272727,12,2.7777777
BN,2.125,2.909091,8,3.0
BN,4.0,4.0,8,2.9444444
BN,3.5,3.6363637,12,3.0
BN,4.125,3.3636363,12,3.7222223
BN,3.0,3.1818182,9,3.0555556
BN,3.0,3.1818182,8,2.2941177
BN,3.0,1.8333334,10,1.6666666
BN,3.875,3.5454545,7,3.6666667
BN,3.0,3.2727273,8,2.8333333
BN,3.5,3.3333333,10,3.1111112
BN,1.0,1.6666666,11,2.8888888
BN,4.0,3.1666667,11,2.6153846
BN,3.25,2.2727273,4,2.0555556
BN,2.0,3.0,10,3.2222223
BN,3.25,1.8181819,10,2.7222223
BN,4.0,3.090909,12,4.0555553
BN,3.0,3.6363637,7,3.8888888
BN,3.142857,3.4545455,7,3.6111112
BN,4.125,1.2727273,12,2.7222223
BN,3.375,3.7272727,8,3.8333333
BN,2.625,2.8181818,8,2.8333333
BN,3.125,3.090909,8,1.2222222
BN,3.0,3.0,9,3.0
BN,2.875,3.3636363,8,3.6111112
BN,4.0,4.090909,8,2.9444444
BN,4.0,3.3333333,12,3.7777777
BN,4.0,3.0,12,3.1666667
BN,3.0,2.5454545,12,1.6666666
BN,3.125,2.909091,12,2.7777777
BN,2.625,2.909091,11,1.3888888
BN,1.875,3.1818182,12,2.5555556
BN,4.0,3.1666667,12,3.0
BN,2.625,1.1818181,12,1.6666666
BN,3.5,3.2727273,10,2.6111112
BO,2.0,1.5454545,12,1.8888888
BO,1.0,3.5,13,4.7222223
BO,3.75,2.1818182,10,2.5555556
BO,3.5,2.8181818,12,2.8888888
BO,3.375,2.1818182,10,2.6111112
BO,3.0,3.0,8,2.6666667
BO,4.0,3.3333333,10,2.2777777
BO,3.0,3.0,16,3.7058823
BO,1.625,1.2727273,9,2.2222223
BO,2.5,2.1818182,8,2.5555556
BO,3.5,3.0,9,4.2777777
BO,3.5,3.6363637,11,2.3888888
BO,2.125,1.0909091,12,2.8333333
BO,3.75,3.4545455,10,3.2777777
BO,3.75,3.3636363,17,3.0
BO,3.625,3.0,11,2.7777777
BO,1.25,1.1818181,12,2.1111112
BO,2.625,1.9090909,13,2.2222223
BO,2.75,2.7272727,10,3.1666667
BO,2.5,2.8181818,12,2.5555556
BO,2.875,2.3636363,12,3.1666667
BO,3.5,3.0,10,1.8888888
BO,2.875,3.3636363,9,3.9444444
BO,2.375,2.3,10,3.2777777
BO,3.25,2.0,10,2.3888888
BO,1.25,1.8181819,8,2.0
BO,3.125,2.909091,11,2.6111112
BO,3.75,3.1818182,11,3.6111112
BO,3.75,3.090909,11,3.2222223
BO,1.625,2.1818182,12,2.0555556
BO,3.0,2.909091,13,3.3888888
BO,3.0,2.9,8,2.3333333
BO,1.0,3.3333333,12,3.8888888
BO,2.5,2.4545455,12,2.9444444
BO,3.375,2.7272727,12,2.7777777
BO,2.25,2.1818182,12,2.5
BO,3.625,3.909091,11,4.888889
BO,3.75,1.8181819,13,2.9444444
BO,3.375,3.6363637,11,0.7222222
BO,1.625,1.2727273,18,3.1666667
BO,1.5,2.0,9,2.1111112
BO,3.0,3.1666667,13,2.7777777
BO,3.5,2.1818182,13,1.7777778
BO,3.0,2.909091,12,4.0
BO,2.0,1.3636364,9,2.5
BO,2.625,1.7272727,12,3.6111112
BO,3.375,1.5454545,14,1.5555556
BO,3.0,3.0,11,3.7777777
BO,3.142857,1.1818181,13,1.6666666
BO,2.0,3.8333333,10,3.4444444
BO,3.142857,2.8181818,10,1.5555556
BO,2.125,2.5454545,9,3.6666667
BO,2.625,1.8181819,16,2.3888888
BO,2.625,3.0,9,2.4444444
BO,3.5,2.7272727,14,3.7777777
BO,3.375,2.4545455,10,3.0555556
BO,3.875,2.909091,9,2.9411764
BO,3.75,2.8181818,9,3.1111112
BO,3.75,1.9090909,9,2.9444444
BO,4.125,3.1818182,6,3.3888888
BO,1.5,2.0,12,0.7777778
BO,2.0,2.2727273,12,2.7777777
BO,2.625,2.6363637,12,3.5294118
BO,3.25,2.1818182,8,3.0
BO,2.5,2.6666667,8,2.7777777
BO,2.5,1.9090909,9,2.1666667
BO,3.5,1.9090909,12,3.2777777
BO,2.5,2.1666667,13,4.1666665
BO,4.0,3.6363637,12,3.0
BO,3.5,2.1666667,11,2.9444444
BO,3.25,2.2727273,9,3.3333333
BO,2.875,3.090909,9,2.6666667
BO,3.125,2.2727273,9,2.6666667
BO,3.0,2.5454545,9,3.1111112
BO,2.875,2.090909,12,2.8888888
BO,4.0,4.0,7,3.7777777
BO,2.0,2.8181818,10,1.3333334
BO,2.0,2.6666667,11,3.9444444
BO,3.75,2.2727273,12,1.9444444
BO,2.0,1.5454545,10,3.7777777
BO,3.0,4.0,7,2.8333333
BO,3.625,2.6363637,11,2.9444444
BO,4.0,1.8181819,10,1.8333334
BO,4.75,4.0,5,4.8333335
BO,3.25,2.8,6,2.6666667
BO,3.75,2.7272727,9,2.2777777
BO,3.5,3.7272727,12,4.1666665
BO,2.5,1.7272727,10,2.7777777
BO,2.5,1.1666666,10,1.8333334
BO,1.0,2.0,9,3.0
BO,2.25,2.0,10,2.0
BO,3.5714285,3.0,10,3.8333333
BO,3.5,3.4,9,3.1111112
BO,2.75,3.1818182,11,2.8888888
BO,2.75,2.4545455,5,1.9444444
BO,2.375,2.4545455,10,2.8888888
BO,3.875,3.3636363,12,3.3888888
BO,2.0,2.5,11,1.9444444
BO,3.375,3.090909,11,3.7777777
BO,3.0,3.090909,12,3.1111112
BO,2.875,2.3636363,12,2.3333333
BO,3.2857144,3.7,11,3.8888888
BO,3.0,2.8181818,12,3.5555556
BO,3.75,2.3,7,3.5555556
BO,2.5,3.8333333,8,3.6666667
BO,2.375,1.9090909,8,4.111111
BO,5.0,4.6363635,14,4.3333335
BO,1.375,1.3636364,10,1.9230769
BO,1.5,2.6363637,8,2.0555556
BO,2.25,3.4545455,10,2.2222223
BO,3.25,2.0,10,3.5555556
BO,2.875,1.3636364,11,2.1111112
BO,2.25,2.1818182,12,4.1666665
BO,2.5,3.1818182,11,3.2777777
BO,2.125,1.2727273,15,2.1111112
BO,1.0,1.6666666,10,3.8888888
BO,4.0,2.2727273,11,3.5555556
BO,2.25,2.1818182,16,2.6111112
BO,3.0,3.8181818,9,3.8888888
BO,4.5,3.8333333,12,3.4444444
BO,2.25,3.3636363,9,3.6111112
BO,3.0,3.0,12,1.6111112
BO,2.0,2.0,14,1.8888888
BO,3.25,2.7272727,14,3.1111112
BO,3.0,3.3333333,10,2.3333333
BO,2.875,3.090909,9,3.0
BO,2.25,2.5454545,11,3.5555556
BO,2.857143,2.8181818,12,2.5
BO,1.75,1.8181819,10,1.5555556
BO,3.0,2.8333333,11,3.8333333
BO,4.0,3.1666667,16,3.8888888
BO,1.0,2.5,11,1.3333334
BO,4.375,3.3636363,10,2.0
BO,2.0,3.1666667,6,3.0
BO,3.125,2.3636363,10,3.6111112
BO,4.5,2.8181818,10,3.2777777
BO,4.5,2.1818182,11,2.3333333
BO,4.25,1.9090909,11,2.6666667
BO,3.5,2.4545455,11,2.5
BO,3.25,2.5454545,11,1.7222222
BO,2.5,2.3636363,10,3.0588236
BO,3.875,1.4545455,12,3.2222223
BO,3.875,3.7272727,8,4.1666665
BO,2.75,3.5454545,11,3.7222223
BO,2.0,2.5,11,3.9444444
BO,1.0,3.1666667,8,3.5555556
BO,2.0,2.3333333,11,0.9444444
BO,1.25,1.9090909,12,1.7777778
BO,2.0,3.0,8,3.3333333
BO,2.0,2.6666667,12,3.3888888
BO,3.25,2.2727273,9,2.6666667
BO,3.75,3.7272727,9,3.3333333
BO,2.857143,3.1818182,8,3.0555556
BO,4.0,3.0,12,3.5
BO,4.0,3.5454545,8,1.3333334
BO,2.75,3.0,10,4.0555553
BO,1.75,2.3636363,12,2.3333333
BO,3.125,3.1818182,9,2.6666667
BO,4.125,3.090909,8,3.4444444
BO,2.375,1.0,10,4.0555553
BO,1.0,3.3333333,8,3.8333333
BO,4.25,4.2727275,9,3.8333333
BO,2.125,2.090909,8,2.1666667
BO,1.5,1.6363636,11,2.0
BO,2.625,2.909091,10,3.0555556
BO,3.625,2.0,8,3.4444444
BO,4.0,3.3333333,11,1.8333334
BO,2.625,2.1818182,12,3.2222223
BO,3.5,2.2727273,9,2.5555556
BO,1.0,3.0,6,4.4444447
BO,4.75,3.3636363,12,2.5555556
BO,3.0,3.8333333,11,2.4444444
BP,1.5714285,1.6363636,12,2.6111112
BP,2.25,3.6363637,9,3.6153846
BP,1.625,1.7272727,14,1.2222222
BP,2.125,2.8181818,12,1.3333334
BP,5.0,4.4,10,3.7222223
BP,3.625,4.0,10,4.1666665
BP,2.875,3.6363637,10,3.6111112
BP,4.0,2.8333333,9,4.2222223
BP,4.875,4.2727275,10,3.3888888
BP,4.125,3.5454545,8,2.9444444
BP,1.5,2.8333333,10,2.9444444
BP,3.25,2.7272727,10,2.7777777
BP,4.25,3.3636363,10,3.6666667
BP,3.75,1.7272727,8,1.7222222
BP,3.0,2.8333333,11,2.4444444
BP,3.875,4.0,10,3.5
BP,3.5,4.3333335,12,3.8888888
BP,1.375,2.6363637,13,2.5
BP,1.875,2.3636363,12,1.0555556
BP,3.0,3.0,13,2.8235295
BP,4.0,3.4545455,10,2.3333333
BP,1.625,2.090909,11,1.6666666
BP,3.25,2.7272727,12,3.6111112
BP,3.25,3.0,10,3.2222223
BP,2.875,2.8181818,11,4.1666665
BP,4.0,2.4,10,3.4444444
BP,2.25,2.909091,8,1.4444444
BP,1.0,1.0,24,0.0
BP,1.25,2.5454545,11,3.5
BP,2.0,1.5,18,1.2222222
BP,3.0,3.1818182,10,1.8333334
BP,2.875,2.909091,12,2.0
BP,1.875,1.0909091,8,2.2777777
BP,2.25,1.0909091,9,0.22222222
BP,3.25,3.4444444,9,3.0
BP,1.0,2.0,12,1.3333334
BP,2.5,2.909091,10,3.3888888
BP,2.875,3.7272727,9,2.8888888
BP,2.875,3.1818182,11,2.6111112
BP,2.625,3.090909,12,2.7222223
BP,2.75,4.0,9,4.5555553
BP,1.5,2.8333333,10,1.3333334
BP,2.5,1.2727273,9,1.0
BP,3.5,2.8181818,9,3.6666667
BP,2.375,3.2727273,8,3.1666667
BP,1.5,2.0,10,2.75
BP,4.875,4.3636365,12,4.888889
BP,1.375,2.909091,12,3.0555556
BP,4.0,3.8181818,8,2.1111112
BP,2.875,1.9090909,15,3.2222223
BP,2.5,3.0,13,2.8888888
BP,3.0,2.5454545,11,3.3888888
BP,3.0,2.2727273,12,2.1111112
BP,2.5,3.1818182,11,4.1666665
BP,2.0,2.7272727,10,1.0555556
BP,3.0,2.6666667,14,1.8333334
BP,2.5,4.0,11,4.1666665
BP,4.125,4.0,11,2.7222223
BP,3.5,3.3333333,10,2.5
BP,3.0,2.6666667,8,3.3333333
BP,2.125,1.6363636,9,1.6666666
BP,3.25,3.5454545,11,3.4444444
BP,3.75,2.3636363,8,1.9444444
BP,3.625,3.4545455,10,3.6111112
BP,3.0,3.0,10,3.6666667
BP,3.125,2.090909,11,2.3333333
BP,2.125,2.6363637,15,1.7222222
BP,3.0,2.5,12,2.1666667
BP,3.75,3.6363637,12,2.1111112
BP,1.0,1.3636364,12,2.1666667
BP,2.75,4.3636365,13,3.2777777
BP,1.75,3.1818182,10,2.0555556
