id,read0,math0,age0,read1,math1,age1,read2,math2,age2,read3,math3,age3,female,minority
840801,21.428572,19.047619,71,,,,60.714287,47.61905,98,,,,1,1
842201,,,,21.428572,26.190475,82,,,,,,,1,1
842401,7.142857,8.333333,66,21.428572,16.666666,94,,,,,,,0,0
842501,,,,,,,45.238094,30.952381,86,,,,1,0
842901,,,,,,,27.380953,51.190475,105,,,,0,0
843001,21.428572,16.666666,70,,,,65.47619,48.809525,98,,,,1,1
843201,,,,19.047619,19.047619,84,,,,27.380953,17.857143,107,1,1
845201,,,,23.809525,17.857143,80,,,,,,,1,0
845501,,,,53.57143,44.04762,82,,,,,,,1,0
845701,,,,44.04762,30.952381,89,,,,63.095238,48.809525,117,0,0
846001,,,,,,,,,,,,,1,0
846301,,,,25.0,23.809525,74,,,,,,,1,1
846701,21.428572,15.476191,74,,,,,,,,,,1,0
847701,,,,21.428572,16.666666,80,,,,,,,0,1
847901,19.047619,15.476191,69,,,,41.666668,38.095238,98,,,,1,1
848001,20.238094,13.095238,69,,,,30.952381,30.952381,92,,,,0,1
848301,20.238094,11.904762,70,,,,47.61905,46.42857,99,,,,1,1
849001,,,,,,,35.714287,21.428572,85,,,,0,1
849301,21.428572,16.666666,75,,,,45.238094,28.571428,104,,,,1,1
849401,,,,23.809525,15.476191,74,,,,45.238094,38.095238,98,0,1
850001,21.428572,13.095238,71,,,,33.333332,26.190475,94,47.61905,36.904762,118,1,1
850301,,,,21.428572,20.238094,77,35.714287,36.904762,101,,,,0,1
851401,,,,25.0,20.238094,77,,,,36.904762,35.714287,101,1,1
851901,,,,,,,,,,55.95238,53.57143,98,1,0
853201,22.619047,15.476191,78,,,,,,,47.61905,53.57143,104,1,1
854201,22.619047,21.428572,74,,,,,,,50.0,51.190475,103,1,0
854601,,,,,,,,,,64.28571,53.57143,109,1,0
855701,21.428572,17.857143,64,,,,54.761906,41.666668,110,,,,1,1
855801,,,,,,,63.095238,35.714287,96,,,,0,1
856101,19.047619,10.714286,62,,,,36.904762,28.571428,87,67.85714,44.04762,111,1,1
856201,21.428572,15.476191,69,,,,,,,,,,0,0
856601,,,,,,,,,,,,,0,0
856801,17.857143,20.238094,64,34.52381,26.190475,85,,,,,,,1,1
857001,14.285714,22.619047,67,,,,30.952381,39.285713,91,47.61905,40.47619,115,1,1
857101,7.142857,5.952381,68,,,,,,,,,,0,0
857201,9.523809,10.714286,63,,,,44.04762,26.190475,93,,,,1,0
859001,,,,38.095238,36.904762,91,,,,,,,0,0
859301,21.428572,17.857143,77,,,,,,,,,,0,0
860001,,,,,,,,,,47.61905,46.42857,125,1,1
860101,20.238094,11.904762,67,,,,,,,,,,0,1
861001,,,,42.857143,30.952381,86,,,,,,,0,0
861401,,,,,,,42.857143,38.095238,91,,,,1,1
863101,8.333333,10.714286,69,,,,,,,,,,0,1
863601,,,,22.619047,15.476191,72,47.61905,42.857143,95,,,,1,1
863701,,,,,,,60.714287,45.238094,92,,,,1,0
863901,,,,22.619047,19.047619,82,29.761906,38.095238,105,,,,0,1
864301,21.428572,15.476191,79,,,,32.142857,35.714287,101,,,,1,1
864801,21.428572,13.095238,69,,,,,,,,,,1,1
864901,,,,,,,,,,34.52381,23.809525,100,1,1
865801,,,,30.952381,26.190475,81,,,,57.142857,19.047619,105,1,1
868401,22.619047,13.095238,71,,,,44.04762,23.809525,95,,,,1,1
869001,20.238094,15.476191,67,,,,28.571428,28.571428,96,,,,1,1
869201,,,,22.619047,16.666666,80,,,,,,,1,1
869401,20.238094,13.095238,69,32.142857,48.809525,91,,,,58.333332,65.47619,115,1,1
869501,15.476191,9.523809,60,30.952381,26.190475,90,,,,,,,1,1
870101,19.047619,19.047619,77,,,,25.0,29.761906,106,,,,0,0
870501,21.428572,11.904762,76,,,,40.47619,33.333332,103,,,,0,1
870601,21.428572,17.857143,73,,,,48.809525,47.61905,99,,,,1,1
870801,21.428572,21.428572,74,,,,48.809525,34.52381,101,,,,0,1
871501,,,,,,,,,,,,,1,0
871601,25.0,15.476191,75,,,,,,,,,,1,0
872801,21.428572,15.476191,62,55.95238,33.333332,92,,,,,,,0,0
872901,20.238094,27.380953,81,,,,,,,,,,0,0
873101,22.619047,15.476191,86,,,,,,,,,,1,0
874201,13.095238,14.285714,66,39.285713,38.095238,94,,,,,,,1,0
874401,,,,21.428572,25.0,74,,,,,,,1,0
875001,15.476191,13.095238,62,,,,,,,,,,1,0
875701,20.238094,25.0,72,,,,,,,,,,0,0
875901,16.666666,14.285714,69,27.380953,30.952381,91,,,,,,,0,1
876301,,,,,,,60.714287,50.0,94,,,,1,0
876601,21.428572,19.047619,79,,,,45.238094,35.714287,104,,,,0,0
877001,,,,28.571428,22.619047,84,,,,50.0,47.61905,112,1,0
877201,,,,,,,,,,33.333332,46.42857,123,0,0
877701,,,,,,,,,,,,,1,0
877901,,,,,,,,,,,,,1,0
878801,,,,20.238094,19.047619,80,,,,,,,0,0
879501,,,,,,,,,,61.904762,32.142857,108,0,0
879801,,,,,,,30.952381,22.619047,86,,,,0,0
880101,,,,28.571428,26.190475,93,,,,,,,1,0
880201,,,,33.333332,39.285713,87,,,,,,,0,0
881601,26.190475,26.190475,71,,,,,,,,,,1,0
881801,,,,25.0,19.047619,85,,,,,,,1,1
882801,20.238094,21.428572,70,,,,,,,,,,0,0
883901,,,,,,,,,,52.38095,50.0,107,1,0
884501,20.238094,16.666666,68,,,,34.52381,25.0,96,,,,1,0
884701,,,,,,,,,,40.47619,55.95238,118,1,0
885801,20.238094,22.619047,75,,,,,,,,,,0,1
886101,,,,20.238094,16.666666,77,,,,,,,0,1
886401,,,,26.190475,22.619047,73,,,,57.142857,55.95238,96,1,1
886701,,,,39.285713,22.619047,87,,,,44.04762,50.0,111,1,1
886901,,,,47.61905,38.095238,88,,,,,,,0,1
887001,,,,48.809525,30.952381,71,,,,,,,0,1
888301,,,,41.666668,21.428572,82,,,,65.47619,32.142857,107,0,1
888801,,,,36.904762,28.571428,92,,,,,,,1,1
888901,21.428572,14.285714,78,,,,,,,,,,0,1
889501,8.333333,8.333333,62,34.52381,26.190475,88,,,,,,,0,1
889601,,,,,,,,,,50.0,45.238094,103,1,1
890901,26.190475,27.380953,82,,,,,,,,,,0,1
891201,,,,,,,,,,40.47619,29.761906,106,1,1
892001,,,,16.666666,15.476191,77,36.904762,32.142857,100,,,,1,1
892601,,,,30.952381,21.428572,78,,,,47.61905,32.142857,108,1,1
892701,22.619047,16.666666,67,30.952381,39.285713,90,,,,,,,0,1
893201,7.142857,14.285714,62,,,,,,,52.38095,53.57143,114,0,1
893901,,,,35.714287,40.47619,80,61.904762,54.761906,103,,,,0,1
894601,4.7619047,5.952381,67,,,,36.904762,21.428572,90,50.0,39.285713,114,1,1
894801,,,,25.0,28.571428,86,,,,38.095238,42.857143,113,1,1
894901,,,,,,,,,,,,,0,1
895301,,,,21.428572,19.047619,82,41.666668,45.238094,106,,,,1,1
896701,,,,,,,,,,,,,1,1
897001,,,,21.428572,17.857143,79,,,,44.04762,36.904762,103,1,1
897401,,,,27.380953,27.380953,93,,,,,,,0,1
898501,,,,,,,40.47619,27.380953,93,,,,1,1
900401,21.428572,23.809525,81,,,,,,,,,,0,0
901101,21.428572,22.619047,68,,,,,,,,,,0,1
901801,16.666666,19.047619,67,28.571428,30.952381,89,,,,,,,1,1
901901,,,,27.380953,33.333332,86,,,,45.238094,50.0,109,0,1
902101,,,,21.428572,16.666666,73,,,,,,,1,1
902301,19.047619,17.857143,64,23.809525,15.476191,93,,,,,,,1,1
902501,21.428572,17.857143,68,,,,47.61905,27.380953,97,,,,0,0
903301,,,,42.857143,28.571428,93,,,,61.904762,47.61905,117,0,1
903501,20.238094,8.333333,71,25.0,15.476191,99,,,,,,,0,1
903701,30.952381,15.476191,72,,,,,,,50.0,28.571428,98,1,1
904001,,,,21.428572,15.476191,81,35.714287,25.0,102,,,,0,1
904501,,,,34.52381,25.0,80,,,,,,,0,1
905301,20.238094,17.857143,70,,,,41.666668,39.285713,98,,,,1,1
905701,,,,22.619047,14.285714,72,40.47619,17.857143,96,,,,1,1
906501,21.428572,17.857143,72,,,,,,,50.0,30.952381,99,1,1
907001,21.428572,22.619047,71,,,,,,,,,,1,1
908101,20.238094,16.666666,67,,,,39.285713,30.952381,92,,,,0,1
908601,,,,,,,,,,51.190475,40.47619,113,1,0
909201,,,,,,,41.666668,36.904762,86,,,,1,1
909501,19.047619,11.904762,74,,,,,,,,,,1,1
910301,,,,,,,29.761906,32.142857,88,,,,0,0
910401,,,,42.857143,29.761906,79,,,,,,,1,0
910901,21.428572,21.428572,84,,,,,,,,,,1,1
911701,21.428572,19.047619,66,,,,47.61905,36.904762,89,,,,0,1
911801,,,,20.238094,20.238094,75,,,,,,,1,0
912201,19.047619,19.047619,77,,,,29.761906,45.238094,105,,,,0,0
912401,14.285714,15.476191,76,,,,47.61905,16.666666,105,,,,0,0
914201,,,,44.04762,34.52381,78,,,,65.47619,59.52381,107,0,0
914501,21.428572,16.666666,73,,,,30.952381,50.0,102,,,,1,0
914801,21.428572,28.571428,71,,,,,,,55.95238,50.0,98,0,0
917101,,,,,,,,,,61.904762,58.333332,106,0,0
917201,,,,,,,,,,,,,1,0
917301,20.238094,21.428572,73,,,,,,,47.61905,33.333332,100,0,0
917401,19.047619,17.857143,71,,,,,,,,,,0,1
918201,,,,25.0,21.428572,85,,,,,,,1,1
918301,23.809525,15.476191,75,,,,,,,61.904762,39.285713,104,0,1
918501,,,,,,,38.095238,34.52381,97,,,,1,0
919501,,,,20.238094,16.666666,71,46.42857,46.42857,95,,,,1,1
920501,19.047619,17.857143,83,,,,,,,33.333332,35.714287,107,0,1
921401,,,,20.238094,14.285714,75,,,,33.333332,19.047619,99,1,1
922801,,,,,,,38.095238,28.571428,99,,,,0,0
922901,14.285714,16.666666,63,,,,,,,,,,1,1
923301,,,,35.714287,26.190475,100,,,,,,,0,1
923401,,,,27.380953,22.619047,82,,,,33.333332,42.857143,108,1,1
924401,,,,,,,,,,,,,0,0
925201,,,,36.904762,34.52381,84,,,,44.04762,47.61905,112,1,0
925601,7.142857,7.142857,74,,,,,,,,,,0,1
925701,,,,21.428572,23.809525,82,26.190475,10.714286,111,,,,0,1
926801,21.428572,13.095238,61,,,,33.333332,29.761906,86,,,,1,1
927801,,,,,,,,,,52.38095,48.809525,108,0,1
928101,13.095238,10.714286,60,29.761906,22.619047,86,,,,,,,0,1
928401,,,,,,,,,,,,,1,1
928601,,,,20.238094,26.190475,73,,,,,,,1,1
928701,,,,,,,32.142857,32.142857,85,,,,1,1
929801,20.238094,13.095238,72,,,,50.0,42.857143,101,,,,0,1
930801,,,,22.619047,16.666666,70,,,,,,,0,1
931201,,,,,,,48.809525,29.761906,85,,,,0,1
931701,,,,,,,38.095238,45.238094,85,53.57143,53.57143,107,0,1
932501,20.238094,16.666666,63,,,,30.952381,23.809525,85,,,,1,1
933701,22.619047,14.285714,75,,,,35.714287,34.52381,103,,,,0,1
934001,,,,21.428572,23.809525,74,,,,,,,1,1
934201,21.428572,14.285714,62,38.095238,27.380953,85,,,,,,,1,1
934401,,,,26.190475,23.809525,71,,,,,,,1,1
936301,,,,,,,,,,36.904762,46.42857,94,0,1
938401,,,,26.190475,25.0,80,,,,,,,1,1
938801,,,,,,,30.952381,21.428572,91,50.0,35.714287,112,1,1
939201,20.238094,19.047619,65,,,,,,,,,,1,1
939601,21.428572,17.857143,82,,,,,,,39.285713,28.571428,112,1,1
939701,,,,25.0,30.952381,91,,,,,,,0,1
940301,,,,,,,23.809525,17.857143,93,,,,0,0
940801,,,,,,,55.95238,47.61905,90,,,,0,0
941601,16.666666,14.285714,70,28.571428,42.857143,93,,,,,,,1,1
944101,,,,,,,54.761906,27.380953,98,,,,0,1
944601,,,,29.761906,25.0,80,46.42857,47.61905,103,,,,1,1
947601,13.095238,13.095238,64,32.142857,50.0,93,,,,,,,0,0
947701,10.714286,11.904762,60,26.190475,25.0,88,,,,,,,0,0
948501,,,,,,,33.333332,40.47619,88,,,,0,1
948801,26.190475,19.047619,76,,,,,,,,,,1,0
949201,16.666666,20.238094,61,,,,,,,,,,0,0
950101,19.047619,8.333333,61,30.952381,20.238094,89,,,,,,,1,0
951001,,,,,,,27.380953,27.380953,88,,,,0,0
951501,,,,,,,36.904762,44.04762,100,,,,0,0
951601,15.476191,14.285714,66,,,,,,,36.904762,46.42857,95,1,1
952201,20.238094,14.285714,69,,,,,,,38.095238,36.904762,99,1,1
952501,,,,,,,,,,,,,0,0
952901,,,,,,,,,,,,,1,1
953001,20.238094,16.666666,64,,,,,,,47.61905,39.285713,110,1,1
953201,,,,,,,,,,47.61905,33.333332,95,0,1
953601,,,,25.0,29.761906,80,,,,,,,0,1
954201,21.428572,8.333333,68,,,,45.238094,34.52381,96,,,,1,1
955801,21.428572,15.476191,72,,,,,,,38.095238,42.857143,97,1,1
959601,,,,,,,58.333332,46.42857,85,,,,1,0
960401,21.428572,16.666666,80,,,,,,,,,,1,0
960801,,,,,,,34.52381,29.761906,93,,,,0,0
960901,,,,,,,46.42857,39.285713,99,,,,1,1
961101,20.238094,15.476191,86,,,,,,,,,,1,0
961401,21.428572,19.047619,71,,,,46.42857,16.666666,98,,,,0,0
961601,,,,,,,50.0,34.52381,85,,,,1,0
961901,,,,44.04762,44.04762,85,,,,,,,1,1
962301,20.238094,15.476191,67,,,,50.0,30.952381,96,,,,0,0
963101,26.190475,27.380953,69,,,,,,,,,,0,0
963301,,,,,,,38.095238,33.333332,108,,,,0,0
963701,,,,34.52381,28.571428,75,,,,55.95238,48.809525,98,1,1
964001,32.142857,32.142857,79,,,,,,,,,,1,1
965201,,,,17.857143,19.047619,77,27.380953,39.285713,102,34.52381,46.42857,125,1,1
965501,,,,28.571428,21.428572,82,,,,45.238094,26.190475,105,1,1
965701,,,,33.333332,39.285713,85,,,,,,,1,0
966001,,,,23.809525,28.571428,76,,,,,,,0,1
967101,,,,,,,,,,,,,0,0
968001,17.857143,15.476191,72,33.333332,15.476191,93,,,,,,,0,1
968401,23.809525,39.285713,66,,,,,,,53.57143,44.04762,96,1,1
968601,,,,39.285713,28.571428,76,,,,59.52381,38.095238,100,1,1
973001,,,,,,,,,,63.095238,54.761906,109,1,0
973601,,,,,,,,,,51.190475,46.42857,106,0,0
975301,21.428572,14.285714,69,38.095238,30.952381,99,,,,,,,0,0
975501,,,,,,,,,,57.142857,45.238094,106,1,0
975601,,,,,,,,,,,,,0,1
975801,23.809525,15.476191,72,,,,39.285713,23.809525,100,,,,1,1
977201,21.428572,16.666666,80,,,,,,,50.0,38.095238,104,1,1
977401,28.571428,28.571428,76,,,,,,,,,,1,0
977801,20.238094,11.904762,63,44.04762,26.190475,92,,,,,,,1,1
978401,,,,,,,36.904762,29.761906,85,63.095238,46.42857,108,1,1
979501,21.428572,11.904762,60,,,,,,,,,,0,0
979701,,,,39.285713,33.333332,79,,,,64.28571,53.57143,107,0,0
979801,,,,21.428572,22.619047,83,,,,,,,0,0
980701,,,,23.809525,17.857143,91,,,,47.61905,40.47619,120,1,0
980901,,,,,,,,,,51.190475,33.333332,112,0,1
981101,10.714286,10.714286,68,,,,,,,57.142857,35.714287,95,1,1
981701,16.666666,13.095238,72,39.285713,16.666666,100,,,,,,,1,1
982001,19.047619,13.095238,66,,,,,,,,,,1,1
983001,,,,29.761906,32.142857,84,,,,,,,0,1
983201,,,,21.428572,19.047619,69,,,,48.809525,40.47619,93,1,1
983401,,,,,,,,,,,,,0,0
983701,,,,19.047619,17.857143,77,27.380953,30.952381,100,,,,1,1
983901,,,,27.380953,25.0,85,,,,,,,0,1
984001,19.047619,13.095238,67,21.428572,21.428572,90,,,,39.285713,28.571428,114,1,1
984401,,,,,,,44.04762,40.47619,84,40.47619,53.57143,107,1,1
984501,,,,28.571428,23.809525,80,,,,,,,0,1
985201,,,,,,,,,,39.285713,44.04762,117,0,1
986201,,,,28.571428,30.952381,85,,,,,,,0,1
986401,,,,,,,,,,,,,1,0
987001,,,,13.095238,17.857143,70,26.190475,39.285713,94,,,,0,1
987701,16.666666,14.285714,65,,,,25.0,34.52381,90,,,,0,1
988201,22.619047,14.285714,69,,,,,,,,,,1,0
988501,,,,,,,,,,,,,0,1
988701,15.476191,17.857143,70,,,,34.52381,32.142857,101,66.666664,35.714287,122,1,1
989201,15.476191,19.047619,72,25.0,30.952381,96,,,,,,,1,1
989501,19.047619,11.904762,73,,,,27.380953,29.761906,96,,,,1,1
991001,17.857143,14.285714,61,,,,,,,,,,1,0
991301,20.238094,19.047619,72,,,,,,,,,,0,1
991601,,,,22.619047,22.619047,81,32.142857,29.761906,104,,,,1,1
993001,19.047619,9.523809,77,,,,,,,30.952381,44.04762,104,1,1
993501,,,,23.809525,21.428572,81,,,,58.333332,55.95238,104,1,1
993801,,,,27.380953,27.380953,77,46.42857,53.57143,98,,,,1,1
994401,17.857143,15.476191,68,,,,,,,,,,0,1
996501,,,,,,,,,,,,,0,1
997001,,,,30.952381,25.0,88,,,,,,,1,1
997201,,,,,,,26.190475,33.333332,86,,,,0,1
997401,7.142857,10.714286,66,,,,28.571428,42.857143,94,,,,1,1
999101,7.142857,10.714286,65,27.380953,27.380953,89,47.61905,39.285713,110,,,,1,1
999201,22.619047,21.428572,69,,,,,,,,,,1,1
1000801,,,,25.0,14.285714,81,38.095238,29.761906,102,,,,1,1
1001101,9.523809,19.047619,62,,,,,,,,,,0,1
1001601,,,,,,,,,,35.714287,39.285713,111,1,0
1002401,,,,22.619047,17.857143,84,,,,38.095238,45.238094,109,0,1
1003201,10.714286,11.904762,60,,,,36.904762,33.333332,91,36.904762,27.380953,116,0,1
1004701,,,,25.0,15.476191,75,,,,,,,1,1
1004801,9.523809,17.857143,70,,,,,,,,,,0,1
1004901,,,,41.666668,22.619047,88,,,,51.190475,44.04762,115,0,1
1005201,,,,25.0,19.047619,82,,,,54.761906,36.904762,105,0,1
1005401,5.952381,10.714286,60,,,,26.190475,21.428572,84,,,,0,1
1005601,,,,28.571428,21.428572,80,,,,48.809525,47.61905,110,1,1
1006301,,,,36.904762,23.809525,87,,,,,,,0,0
1007201,9.523809,7.142857,65,26.190475,25.0,87,,,,,,,1,1
1008101,,,,28.571428,28.571428,84,,,,32.142857,58.333332,111,1,0
1009201,,,,,,,,,,67.85714,58.333332,110,1,0
1009301,,,,30.952381,27.380953,94,,,,,,,0,0
1010101,,,,,,,,,,,,,0,0
1010601,10.714286,8.333333,65,,,,,,,,,,1,1
1011701,,,,,,,,,,45.238094,51.190475,108,0,0
1011901,,,,,,,34.52381,40.47619,89,,,,0,0
1012701,23.809525,20.238094,70,,,,38.095238,34.52381,97,,,,0,1
1012901,21.428572,27.380953,75,,,,53.57143,58.333332,103,,,,0,1
1013201,21.428572,14.285714,69,,,,,,,47.61905,29.761906,99,1,1
1013501,14.285714,11.904762,71,,,,35.714287,26.190475,96,55.95238,59.52381,119,0,1
1014801,20.238094,15.476191,63,,,,,,,,,,0,0
1014901,,,,,,,36.904762,45.238094,86,,,,1,0
1015001,8.333333,13.095238,71,,,,,,,,,,0,0
1016801,,,,41.666668,23.809525,93,,,,,,,0,1
1019101,,,,29.761906,26.190475,79,58.333332,29.761906,107,,,,1,1
1021201,20.238094,14.285714,60,32.142857,26.190475,87,,,,,,,0,0
1021301,,,,,,,54.761906,51.190475,97,,,,1,0
1021501,,,,38.095238,28.571428,87,,,,59.52381,45.238094,117,1,0
1021901,,,,30.952381,35.714287,86,,,,,,,1,0
1022001,,,,,,,45.238094,44.04762,103,,,,0,0
1022601,,,,47.61905,35.714287,81,,,,,,,1,1
1023101,,,,,,,,,,51.190475,44.04762,109,0,0
1023601,,,,35.714287,26.190475,87,,,,,,,0,1
1023701,,,,,,,,,,63.095238,59.52381,111,1,1
1024101,,,,,,,47.61905,25.0,93,,,,1,0
1024301,,,,22.619047,36.904762,90,,,,54.761906,55.95238,119,0,0
1024501,19.047619,14.285714,71,,,,,,,35.714287,28.571428,101,0,0
1024601,17.857143,11.904762,63,,,,,,,,,,0,0
1025401,22.619047,29.761906,82,,,,,,,,,,0,0
1025501,,,,,,,,,,61.904762,52.38095,109,1,0
1025701,,,,36.904762,20.238094,89,,,,,,,1,0
1026001,,,,23.809525,23.809525,77,,,,,,,0,0
1028601,,,,,,,,,,,,,1,0
1029201,,,,,,,,,,54.761906,53.57143,121,0,0
1029901,20.238094,11.904762,81,,,,,,,,,,0,0
1030201,19.047619,25.0,66,,,,66.666664,52.38095,94,,,,0,0
1031001,14.285714,13.095238,64,,,,46.42857,36.904762,88,69.04762,64.28571,110,1,1
1031701,19.047619,15.476191,69,,,,,,,,,,0,1
1032101,,,,28.571428,33.333332,86,,,,,,,0,1
1033401,,,,,,,28.571428,30.952381,91,,,,0,1
1034001,20.238094,23.809525,72,,,,30.952381,35.714287,102,,,,0,1
1034401,,,,28.571428,28.571428,82,,,,,,,1,0
1034501,21.428572,26.190475,66,,,,,,,,,,1,0
1035401,20.238094,25.0,75,,,,46.42857,46.42857,104,,,,1,0
1035901,21.428572,14.285714,80,,,,,,,,,,0,1
1036001,,,,20.238094,13.095238,76,,,,38.095238,29.761906,101,0,1
1037101,,,,,,,26.190475,30.952381,97,,,,0,1
1037501,,,,,,,,,,,,,0,1
1037701,19.047619,13.095238,76,,,,38.095238,36.904762,100,,,,1,1
1037801,,,,,,,50.0,40.47619,81,,,,1,1
1037901,,,,23.809525,11.904762,85,,,,,,,1,1
1039901,22.619047,19.047619,77,,,,,,,44.04762,38.095238,107,1,0
1040901,,,,36.904762,34.52381,86,,,,61.904762,34.52381,114,0,0
1041801,,,,20.238094,15.476191,78,,,,,,,1,0
1042001,,,,,,,,,,54.761906,46.42857,111,1,0
1042101,,,,,,,,,,51.190475,35.714287,99,1,1
1042201,,,,,,,,,,39.285713,35.714287,107,0,1
1042701,,,,21.428572,19.047619,84,39.285713,35.714287,107,,,,0,1
1042901,,,,21.428572,13.095238,73,30.952381,27.380953,95,,,,1,1
1043601,14.285714,15.476191,72,,,,26.190475,34.52381,95,,,,0,1
1044401,13.095238,16.666666,64,,,,35.714287,34.52381,92,61.904762,54.761906,116,1,1
1044501,,,,,,,,,,47.61905,52.38095,108,0,1
1046701,21.428572,15.476191,72,,,,40.47619,44.04762,101,,,,0,0
1047501,9.523809,9.523809,62,34.52381,28.571428,89,,,,,,,0,0
1047701,,,,,,,29.761906,19.047619,112,,,,1,0
1048001,,,,,,,,,,48.809525,47.61905,114,0,0
1048401,10.714286,13.095238,72,,,,61.904762,28.571428,98,,,,0,0
1049401,21.428572,11.904762,68,26.190475,29.761906,97,,,,,,,1,0
1050001,,,,21.428572,21.428572,76,,,,,,,1,1
1050201,,,,,,,,,,,,,0,0
1050701,,,,26.190475,23.809525,71,,,,46.42857,22.619047,95,1,1
1051201,20.238094,19.047619,74,,,,,,,,,,1,1
1051601,,,,21.428572,35.714287,75,41.666668,44.04762,98,,,,1,1
1051801,21.428572,15.476191,73,,,,,,,,,,1,1
1052901,,,,25.0,15.476191,81,,,,,,,1,1
1053301,21.428572,13.095238,68,,,,,,,,,,1,1
1053401,20.238094,10.714286,61,,,,,,,,,,1,1
1053801,21.428572,16.666666,77,,,,36.904762,51.190475,103,,,,1,1
1054401,13.095238,13.095238,61,,,,25.0,32.142857,91,,,,0,1
1054601,13.095238,14.285714,64,,,,,,,,,,1,1
1055401,21.428572,19.047619,76,,,,36.904762,46.42857,110,,,,0,1
1057301,9.523809,19.047619,62,39.285713,29.761906,86,,,,61.904762,47.61905,109,0,1
1057701,13.095238,14.285714,60,44.04762,51.190475,89,,,,,,,1,0
1058601,,,,23.809525,16.666666,80,,,,35.714287,33.333332,110,0,1
1059001,,,,,,,,,,30.952381,19.047619,105,1,1
1059401,,,,35.714287,27.380953,81,,,,,,,1,0
1075201,20.238094,17.857143,77,,,,,,,,,,1,0
1081101,17.857143,11.904762,68,,,,,,,,,,0,0
1093301,,,,,,,,,,45.238094,38.095238,97,0,1
1130601,,,,27.380953,22.619047,86,,,,,,,1,1
1130901,25.0,15.476191,74,,,,,,,50.0,45.238094,100,0,0
1131901,21.428572,14.285714,79,,,,,,,47.61905,28.571428,104,0,0
1176101,,,,,,,36.904762,35.714287,89,,,,1,1
1177201,9.523809,17.857143,77,,,,,,,36.904762,40.47619,103,1,1
1178701,16.666666,25.0,77,,,,39.285713,47.61905,101,,,,0,0
1178901,,,,21.428572,19.047619,79,,,,48.809525,52.38095,125,0,0
1179701,21.428572,17.857143,74,,,,,,,,,,1,1
1181401,19.047619,11.904762,72,,,,,,,45.238094,32.142857,97,1,0
1181901,,,,21.428572,19.047619,76,,,,44.04762,45.238094,101,1,0
1183101,21.428572,15.476191,73,,,,,,,,,,0,1
1183201,,,,22.619047,19.047619,74,,,,44.04762,42.857143,106,1,1
1184701,20.238094,14.285714,61,,,,40.47619,30.952381,86,51.190475,54.761906,108,0,0
1185501,30.952381,17.857143,80,,,,66.666664,33.333332,103,,,,0,1
1185601,21.428572,19.047619,79,,,,35.714287,35.714287,102,,,,0,1
1186201,16.666666,16.666666,65,,,,,,,,,,0,0
1186501,20.238094,14.285714,63,,,,,,,,,,0,0
1187401,,,,,,,41.666668,41.666668,93,,,,1,0
1187601,25.0,50.0,71,,,,,,,57.142857,54.761906,99,0,0
1187701,,,,20.238094,29.761906,80,,,,41.666668,48.809525,105,1,0
1189101,,,,,,,28.571428,22.619047,98,,,,0,1
1190101,,,,22.619047,22.619047,83,,,,30.952381,58.333332,106,0,0
1190601,,,,26.190475,29.761906,87,,,,,,,0,0
1191001,,,,25.0,48.809525,75,,,,,,,1,0
1191201,,,,,,,,,,33.333332,36.904762,104,0,0
1191501,,,,,,,47.61905,52.38095,108,,,,0,0
1192701,,,,21.428572,16.666666,72,30.952381,20.238094,96,,,,0,0
1193001,,,,26.190475,11.904762,81,,,,33.333332,26.190475,110,1,0
1193201,21.428572,17.857143,73,,,,,,,38.095238,20.238094,101,0,1
1194001,25.0,35.714287,76,,,,55.95238,46.42857,104,,,,1,0
1194301,,,,,,,35.714287,29.761906,96,,,,0,0
1195001,,,,27.380953,22.619047,85,,,,,,,1,1
1195101,21.428572,16.666666,82,,,,,,,33.333332,38.095238,108,1,1
1196801,,,,,,,41.666668,34.52381,111,,,,1,1
1197001,,,,23.809525,20.238094,70,,,,,,,1,1
1197901,,,,20.238094,22.619047,84,,,,30.952381,53.57143,109,0,1
1198001,19.047619,20.238094,68,,,,,,,,,,1,1
1198101,,,,,,,,,,58.333332,42.857143,98,0,1
1198701,25.0,17.857143,69,,,,42.857143,32.142857,95,,,,0,0
1198901,63.095238,33.333332,68,,,,,,,,,,0,0
1200101,20.238094,17.857143,69,,,,,,,54.761906,59.52381,114,1,0
1200301,,,,,,,51.190475,48.809525,104,,,,1,0
1200401,,,,22.619047,28.571428,85,,,,42.857143,41.666668,109,1,0
1200501,21.428572,10.714286,71,,,,,,,,,,0,1
1201701,,,,40.47619,15.476191,88,,,,,,,0,0
1201801,21.428572,27.380953,73,,,,,,,,,,0,0
1202401,,,,27.380953,27.380953,88,,,,,,,0,0
1202701,,,,30.952381,32.142857,82,,,,,,,1,0
1203001,,,,26.190475,27.380953,72,,,,,,,1,0
1203201,11.904762,14.285714,70,,,,,,,,,,1,0
1203601,21.428572,19.047619,74,29.761906,29.761906,99,,,,,,,1,0
1205201,,,,27.380953,22.619047,83,,,,,,,0,1
1205701,,,,58.333332,48.809525,85,,,,,,,0,0
1206201,11.904762,9.523809,60,,,,41.666668,29.761906,89,,,,0,1
1209701,19.047619,16.666666,65,,,,,,,47.61905,59.52381,118,0,0
1211701,20.238094,17.857143,75,,,,47.61905,35.714287,98,,,,0,0
1212001,,,,,,,,,,63.095238,54.761906,113,1,0
