obsno,year,cusip,ardssic,scisect,logk,sumpat,pat,pat1,pat2,pat3,pat4,logr,logr1,logr2,logr3,logr4,logr5
140,4,459101,18,0,3.16938,17,1,0,2,1,2,0.18887,0.26199,0.01241,-0.46148,-0.03567,-1.29304
140,5,459101,18,0,3.16938,17,0,1,0,2,1,-0.07116,0.18887,0.26199,0.01241,-0.46148,-0.03567
141,1,459200,11,1,8.74449,3806,508,439,469,533,513,6.60148,6.63398,6.53094,6.51601,6.33743,6.31332
141,2,459200,11,1,8.74449,3806,467,508,439,469,533,6.61146,6.60148,6.63398,6.53094,6.51601,6.33743
141,3,459200,11,1,8.74449,3806,456,467,508,439,469,6.66278,6.61146,6.60148,6.63398,6.53094,6.51601
141,4,459200,11,1,8.74449,3806,419,456,467,508,439,6.68191,6.66278,6.61146,6.60148,6.63398,6.53094
141,5,459200,11,1,8.74449,3806,515,419,456,467,508,6.67408,6.68191,6.66278,6.61146,6.60148,6.63398
142,1,459506,4,1,4.04046,448,56,50,21,24,27,2.39464,2.39299,2.30811,2.24834,2.20912,2.22671
142,2,459506,4,1,4.04046,448,51,56,50,21,24,2.47103,2.39464,2.39299,2.30811,2.24834,2.20912
142,3,459506,4,1,4.04046,448,84,51,56,50,21,2.59915,2.47103,2.39464,2.39299,2.30811,2.24834
142,4,459506,4,1,4.04046,448,64,84,51,56,50,2.71632,2.59915,2.47103,2.39464,2.39299,2.30811
142,5,459506,4,1,4.04046,448,98,64,84,51,56,2.75797,2.71632,2.59915,2.47103,2.39464,2.39299
143,1,460043,1,0,4.17559,5,0,1,0,1,0,0.17451,0.24846,0.18872,0.25774,0.28086,0.09872
143,2,460043,1,0,4.17559,5,0,0,1,0,1,0.16178,0.17451,0.24846,0.18872,0.25774,0.28086
143,3,460043,1,0,4.17559,5,0,0,0,1,0,0.09225,0.16178,0.17451,0.24846,0.18872,0.25774
143,4,460043,1,0,4.17559,5,2,0,0,0,1,0.11062,0.09225,0.16178,0.17451,0.24846,0.18872
143,5,460043,1,0,4.17559,5,1,2,0,0,0,0.18832,0.11062,0.09225,0.16178,0.17451,0.24846
144,1,460470,19,0,8.19703,2040,258,309,272,289,228,5.13831,5.116,5.17441,4.97673,4.83249,4.7992
144,2,460470,19,0,8.19703,2040,243,258,309,272,289,5.19847,5.13831,5.116,5.17441,4.97673,4.83249
144,3,460470,19,0,8.19703,2040,237,243,258,309,272,5.25704,5.19847,5.13831,5.116,5.17441,4.97673
144,4,460470,19,0,8.19703,2040,214,237,243,258,309,5.4618,5.25704,5.19847,5.13831,5.116,5.17441
144,5,460470,19,0,8.19703,2040,218,214,237,243,258,5.53637,5.4618,5.25704,5.19847,5.13831,5.116
145,1,460578,7,0,4.70323,40,3,11,9,6,4,0.18167,0.35881,0.18482,0.16127,0.28794,0.09872
145,2,460578,7,0,4.70323,40,2,3,11,9,6,-0.03514,0.18167,0.35881,0.18482,0.16127,0.28794
145,3,460578,7,0,4.70323,40,2,2,3,11,9,-0.18466,-0.03514,0.18167,0.35881,0.18482,0.16127
145,4,460578,7,0,4.70323,40,4,2,2,3,11,0.0057,-0.18466,-0.03514,0.18167,0.35881,0.18482
145,5,460578,7,0,4.70323,40,3,4,2,2,3,0.04774,0.0057,-0.18466,-0.03514,0.18167,0.35881
146,1,462218,12,0,1.03121,27,1,1,2,4,3,-0.57926,-0.49248,-0.467,-0.86988,-0.8688,-0.49549
146,2,462218,12,0,1.03121,27,1,1,1,2,4,-0.59457,-0.57926,-0.49248,-0.467,-0.86988,-0.8688
146,3,462218,12,0,1.03121,27,5,1,1,1,2,-0.44176,-0.59457,-0.57926,-0.49248,-0.467,-0.86988
146,4,462218,12,0,1.03121,27,5,5,1,1,1,-0.23224,-0.44176,-0.59457,-0.57926,-0.49248,-0.467
146,5,462218,12,0,1.03121,27,8,5,5,1,1,0.15398,-0.23224,-0.44176,-0.59457,-0.57926,-0.49248
147,1,465632,12,1,3.36009,177,23,28,33,47,28,1.93653,2.12201,2.16798,2.18605,2.0599,1.48501
147,2,465632,12,1,3.36009,177,18,23,28,33,47,1.75522,1.93653,2.12201,2.16798,2.18605,2.0599
147,3,465632,12,1,3.36009,177,13,18,23,28,33,1.61272,1.75522,1.93653,2.12201,2.16798,2.18605
147,4,465632,12,1,3.36009,177,8,13,18,23,28,1.5443,1.61272,1.75522,1.93653,2.12201,2.16798
147,5,465632,12,1,3.36009,177,7,8,13,18,23,1.64781,1.5443,1.61272,1.75522,1.93653,2.12201
148,1,478160,4,1,5.82366,742,125,99,78,74,66,4.33277,4.26862,4.19935,4.03192,3.89011,3.81477
148,2,478160,4,1,5.82366,742,105,125,99,78,74,4.41506,4.33277,4.26862,4.19935,4.03192,3.89011
148,3,478160,4,1,5.82366,742,92,105,125,99,78,4.50362,4.41506,4.33277,4.26862,4.19935,4.03192
148,4,478160,4,1,5.82366,742,84,92,105,125,99,4.64454,4.50362,4.41506,4.33277,4.26862,4.19935
148,5,478160,4,1,5.82366,742,85,84,92,105,125,4.71991,4.64454,4.50362,4.41506,4.33277,4.26862
149,1,478358,14,1,1.1961,9,1,2,1,1,1,0.81499,0.67111,0.42654,0.29192,0.17778,0.21739
149,2,478358,14,1,1.1961,9,3,1,2,1,1,1.0489,0.81499,0.67111,0.42654,0.29192,0.17778
149,3,478358,14,1,1.1961,9,1,3,1,2,1,0.7879,1.0489,0.81499,0.67111,0.42654,0.29192
149,4,478358,14,1,1.1961,9,0,1,3,1,2,0.41956,0.7879,1.0489,0.81499,0.67111,0.42654
149,5,478358,14,1,1.1961,9,0,0,1,3,1,0.41397,0.41956,0.7879,1.0489,0.81499,0.67111
150,1,478366,-999,1,3.43891,199,29,21,28,45,23,1.46646,1.51447,1.63596,1.68788,1.46085,1.25245
150,2,478366,-999,1,3.43891,199,18,29,21,28,45,1.48703,1.46646,1.51447,1.63596,1.68788,1.46085
150,3,478366,-999,1,3.43891,199,22,18,29,21,28,1.63915,1.48703,1.46646,1.51447,1.63596,1.68788
150,4,478366,-999,1,3.43891,199,17,22,18,29,21,1.51664,1.63915,1.48703,1.46646,1.51447,1.63596
150,5,478366,-999,1,3.43891,199,19,17,22,18,29,2.01109,1.51664,1.63915,1.48703,1.46646,1.51447
151,1,483044,7,0,5.03204,6,2,0,1,2,0,-0.9952,-0.79756,-0.53524,-0.58699,-0.72072,-0.50825
151,2,483044,7,0,5.03204,6,0,2,0,1,2,-1.44453,-0.9952,-0.79756,-0.53524,-0.58699,-0.72072
151,3,483044,7,0,5.03204,6,1,0,2,0,1,-2.06515,-1.44453,-0.9952,-0.79756,-0.53524,-0.58699
151,4,483044,7,0,5.03204,6,0,1,0,2,0,-2.77577,-2.06515,-1.44453,-0.9952,-0.79756,-0.53524
151,5,483044,7,0,5.03204,6,0,0,1,0,2,-3.35457,-2.77577,-2.06515,-1.44453,-0.9952,-0.79756
152,1,483476,17,1,1.74944,1,0,0,0,0,0,-1.45673,-1.43247,-1.27943,-0.94933,-0.49423,-0.39231
152,2,483476,17,1,1.74944,1,1,0,0,0,0,-1.72952,-1.45673,-1.43247,-1.27943,-0.94933,-0.49423
152,3,483476,17,1,1.74944,1,0,1,0,0,0,-2.4027,-1.72952,-1.45673,-1.43247,-1.27943,-0.94933
152,4,483476,17,1,1.74944,1,0,0,1,0,0,-2.6973,-2.4027,-1.72952,-1.45673,-1.43247,-1.27943
152,5,483476,17,1,1.74944,1,0,0,0,1,0,-3.57742,-2.6973,-2.4027,-1.72952,-1.45673,-1.43247
153,1,487836,1,0,5.48381,7,1,0,4,0,4,1.40403,1.41763,1.41478,1.55054,1.55373,1.65896
153,2,487836,1,0,5.48381,7,0,1,0,4,0,1.70241,1.40403,1.41763,1.41478,1.55054,1.55373
153,3,487836,1,0,5.48381,7,2,0,1,0,4,1.66347,1.70241,1.40403,1.41763,1.41478,1.55054
153,4,487836,1,0,5.48381,7,0,2,0,1,0,1.73307,1.66347,1.70241,1.40403,1.41763,1.41478
153,5,487836,1,0,5.48381,7,0,0,2,0,1,1.89245,1.73307,1.66347,1.70241,1.40403,1.41763
154,1,490620,9,0,1.90656,19,4,3,4,1,3,-0.76158,-0.58779,-0.98838,-0.95192,-0.88895,-0.82259
154,2,490620,9,0,1.90656,19,0,4,3,4,1,-0.68073,-0.76158,-0.58779,-0.98838,-0.95192,-0.88895
154,3,490620,9,0,1.90656,19,0,0,4,3,4,-0.4041,-0.68073,-0.76158,-0.58779,-0.98838,-0.95192
154,4,490620,9,0,1.90656,19,4,0,0,4,3,-0.4681,-0.4041,-0.68073,-0.76158,-0.58779,-0.98838
154,5,490620,9,0,1.90656,19,3,4,0,0,4,-0.38901,-0.4681,-0.4041,-0.68073,-0.76158,-0.58779
155,1,492710,17,1,2.96275,32,2,2,5,8,5,0.5454,0.6414,0.52575,0.44789,0.51062,0.71498
155,2,492710,17,1,2.96275,32,4,2,2,5,8,0.67722,0.5454,0.6414,0.52575,0.44789,0.51062
155,3,492710,17,1,2.96275,32,5,4,2,2,5,0.55284,0.67722,0.5454,0.6414,0.52575,0.44789
155,4,492710,17,1,2.96275,32,2,5,4,2,2,0.66804,0.55284,0.67722,0.5454,0.6414,0.52575
155,5,492710,17,1,2.96275,32,4,2,5,4,2,0.67256,0.66804,0.55284,0.67722,0.5454,0.6414
156,1,493422,8,0,4.85096,31,1,2,5,4,6,-1.1771,-0.59396,-0.75919,-1.63476,-1.81933,-1.7984
156,2,493422,8,0,4.85096,31,6,1,2,5,4,-0.96023,-1.1771,-0.59396,-0.75919,-1.63476,-1.81933
156,3,493422,8,0,4.85096,31,3,6,1,2,5,-0.99209,-0.96023,-1.1771,-0.59396,-0.75919,-1.63476
156,4,493422,8,0,4.85096,31,7,3,6,1,2,-1.36429,-0.99209,-0.96023,-1.1771,-0.59396,-0.75919
156,5,493422,8,0,4.85096,31,3,7,3,6,1,-1.43276,-1.36429,-0.99209,-0.96023,-1.1771,-0.59396
157,1,494368,18,0,6.57957,154,20,22,30,37,57,2.72584,2.71141,2.4787,2.53274,2.63651,2.70141
157,2,494368,18,0,6.57957,154,12,20,22,30,37,2.77153,2.72584,2.71141,2.4787,2.53274,2.63651
157,3,494368,18,0,6.57957,154,12,12,20,22,30,2.76208,2.77153,2.72584,2.71141,2.4787,2.53274
157,4,494368,18,0,6.57957,154,5,12,12,20,22,2.85023,2.76208,2.77153,2.72584,2.71141,2.4787
157,5,494368,18,0,6.57957,154,16,5,12,12,20,2.77302,2.85023,2.76208,2.77153,2.72584,2.71141
158,1,495620,14,1,1.20395,21,1,2,10,2,3,1.267,1.09576,0.97753,0.69614,0.40964,0.35877
158,2,495620,14,1,1.20395,21,3,1,2,10,2,1.08703,1.267,1.09576,0.97753,0.69614,0.40964
158,3,495620,14,1,1.20395,21,2,3,1,2,10,1.13979,1.08703,1.267,1.09576,0.97753,0.69614
158,4,495620,14,1,1.20395,21,1,2,3,1,2,1.24501,1.13979,1.08703,1.267,1.09576,0.97753
158,5,495620,14,1,1.20395,21,0,1,2,3,1,1.42902,1.24501,1.13979,1.08703,1.267,1.09576
159,1,498494,6,0,0.25297,3,0,0,1,0,0,-3.5476,-3.15274,-3.67395,-3.35241,-2.43194,-1.51072
159,2,498494,6,0,0.25297,3,1,0,0,1,0,-3.84868,-3.5476,-3.15274,-3.67395,-3.35241,-2.43194
159,3,498494,6,0,0.25297,3,1,1,0,0,1,-3.47884,-3.84868,-3.5476,-3.15274,-3.67395,-3.35241
159,4,498494,6,0,0.25297,3,0,1,1,0,0,-3.11224,-3.47884,-3.84868,-3.5476,-3.15274,-3.67395
159,5,498494,6,0,0.25297,3,0,0,1,1,0,-3.09221,-3.11224,-3.47884,-3.84868,-3.5476,-3.15274
160,1,500440,13,1,2.37522,69,13,15,8,8,11,0.4,0.59252,0.59445,0.46813,0.63,0.72037
160,2,500440,13,1,2.37522,69,6,13,15,8,8,0.54619,0.4,0.59252,0.59445,0.46813,0.63
160,3,500440,13,1,2.37522,69,4,6,13,15,8,0.72153,0.54619,0.4,0.59252,0.59445,0.46813
160,4,500440,13,1,2.37522,69,9,4,6,13,15,0.82684,0.72153,0.54619,0.4,0.59252,0.59445
160,5,500440,13,1,2.37522,69,6,9,4,6,13,1.17552,0.82684,0.72153,0.54619,0.4,0.59252
161,1,500602,3,1,5.56498,267,42,38,43,42,54,1.89891,1.74794,2.04721,2.05361,2.03724,2.11362
161,2,500602,3,1,5.56498,267,20,42,38,43,42,2.05207,1.89891,1.74794,2.04721,2.05361,2.03724
161,3,500602,3,1,5.56498,267,30,20,42,38,43,2.0632,2.05207,1.89891,1.74794,2.04721,2.05361
161,4,500602,3,1,5.56498,267,30,30,20,42,38,2.05246,2.0632,2.05207,1.89891,1.74794,2.04721
161,5,500602,3,1,5.56498,267,22,30,30,20,42,2.07572,2.05246,2.0632,2.05207,1.89891,1.74794
162,1,501053,6,0,0.71829,12,2,2,2,1,1,-1.8804,-1.74175,-2.15761,-1.22078,-1.3615,-1.53604
162,2,501053,6,0,0.71829,12,3,2,2,2,1,-1.30518,-1.8804,-1.74175,-2.15761,-1.22078,-1.3615
162,3,501053,6,0,0.71829,12,0,3,2,2,2,-1.28657,-1.30518,-1.8804,-1.74175,-2.15761,-1.22078
162,4,501053,6,0,0.71829,12,2,0,3,2,2,-0.97218,-1.28657,-1.30518,-1.8804,-1.74175,-2.15761
162,5,501053,6,0,0.71829,12,0,2,0,3,2,-0.75903,-0.97218,-1.28657,-1.30518,-1.8804,-1.74175
163,1,501242,12,0,0.35088,5,0,0,0,0,2,-0.78009,0.58779,0.39918,0.13715,0.00937,-0.08882
163,2,501242,12,0,0.35088,5,1,0,0,0,0,-0.52887,-0.78009,0.58779,0.39918,0.13715,0.00937
163,3,501242,12,0,0.35088,5,0,1,0,0,0,-0.22761,-0.52887,-0.78009,0.58779,0.39918,0.13715
163,4,501242,12,0,0.35088,5,4,0,1,0,0,-0.08973,-0.22761,-0.52887,-0.78009,0.58779,0.39918
163,5,501242,12,0,0.35088,5,0,4,0,1,0,0.6008,-0.08973,-0.22761,-0.52887,-0.78009,0.58779
164,1,501858,17,0,2.51708,16,2,5,4,3,2,0.01391,0.28447,0.49758,-0.56387,0.45046,0.28104
164,2,501858,17,0,2.51708,16,1,2,5,4,3,-0.14101,0.01391,0.28447,0.49758,-0.56387,0.45046
164,3,501858,17,0,2.51708,16,0,1,2,5,4,-0.46113,-0.14101,0.01391,0.28447,0.49758,-0.56387
164,4,501858,17,0,2.51708,16,0,0,1,2,5,-0.22585,-0.46113,-0.14101,0.01391,0.28447,0.49758
164,5,501858,17,0,2.51708,16,1,0,0,1,2,-0.5502,-0.22585,-0.46113,-0.14101,0.01391,0.28447
165,1,502210,19,0,7.16245,87,13,17,14,16,22,2.80324,2.91569,3.28083,3.12245,3.37036,3.44151
165,2,502210,19,0,7.16245,87,8,13,17,14,16,3.07335,2.80324,2.91569,3.28083,3.12245,3.37036
165,3,502210,19,0,7.16245,87,7,8,13,17,14,2.5745,3.07335,2.80324,2.91569,3.28083,3.12245
165,4,502210,19,0,7.16245,87,6,7,8,13,17,2.65236,2.5745,3.07335,2.80324,2.91569,3.28083
165,5,502210,19,0,7.16245,87,6,6,7,8,13,2.71339,2.65236,2.5745,3.07335,2.80324,2.91569
166,1,513696,15,0,3.86089,45,3,7,1,5,5,-0.91629,-0.89724,-0.65624,-0.70118,-0.73371,-0.44601
166,2,513696,15,0,3.86089,45,3,3,7,1,5,-1.50224,-0.91629,-0.89724,-0.65624,-0.70118,-0.73371
166,3,513696,15,0,3.86089,45,5,3,3,7,1,-1.6436,-1.50224,-0.91629,-0.89724,-0.65624,-0.70118
166,4,513696,15,0,3.86089,45,8,5,3,3,7,-1.58,-1.6436,-1.50224,-0.91629,-0.89724,-0.65624
166,5,513696,15,0,3.86089,45,13,8,5,3,3,-0.08184,-1.58,-1.6436,-1.50224,-0.91629,-0.89724
167,1,522016,9,0,-0.74143,11,2,1,4,1,1,-1.21571,-1.27175,-1.35302,-1.47841,-1.44666,-1.64425
167,2,522016,9,0,-0.74143,11,1,2,1,4,1,-1.24216,-1.21571,-1.27175,-1.35302,-1.47841,-1.44666
167,3,522016,9,0,-0.74143,11,0,1,2,1,4,-1.18968,-1.24216,-1.21571,-1.27175,-1.35302,-1.47841
167,4,522016,9,0,-0.74143,11,2,0,1,2,1,-1.07661,-1.18968,-1.24216,-1.21571,-1.27175,-1.35302
167,5,522016,9,0,-0.74143,11,0,2,0,1,2,-0.84905,-1.07661,-1.18968,-1.24216,-1.21571,-1.27175
168,1,525030,2,0,2.71753,1,0,0,0,0,0,-0.70647,-0.30783,0.47854,-0.23319,0.09379,-1.73387
168,2,525030,2,0,2.71753,1,0,0,0,0,0,-0.7344,-0.70647,-0.30783,0.47854,-0.23319,0.09379
168,3,525030,2,0,2.71753,1,1,0,0,0,0,-1.66874,-0.7344,-0.70647,-0.30783,0.47854,-0.23319
168,4,525030,2,0,2.71753,1,0,1,0,0,0,-1.7924,-1.66874,-0.7344,-0.70647,-0.30783,0.47854
168,5,525030,2,0,2.71753,1,0,0,1,0,0,-1.6468,-1.7924,-1.66874,-0.7344,-0.70647,-0.30783
169,1,530489,2,0,2.17207,3,0,0,2,0,0,-2.69261,-2.90588,-3.14115,-3.12356,-2.81971,-2.3902
169,2,530489,2,0,2.17207,3,0,0,0,2,0,-2.58125,-2.69261,-2.90588,-3.14115,-3.12356,-2.81971
169,3,530489,2,0,2.17207,3,0,0,0,0,2,-2.04376,-2.58125,-2.69261,-2.90588,-3.14115,-3.12356
169,4,530489,2,0,2.17207,3,0,0,0,0,0,-1.68399,-2.04376,-2.58125,-2.69261,-2.90588,-3.14115
169,5,530489,2,0,2.17207,3,1,0,0,0,0,-1.65896,-1.68399,-2.04376,-2.58125,-2.69261,-2.90588
170,1,532457,4,1,5.99589,1058,136,155,116,113,101,4.39657,4.37852,4.36035,4.30794,4.25776,4.21028
170,2,532457,4,1,5.99589,1058,166,136,155,116,113,4.41957,4.39657,4.37852,4.36035,4.30794,4.25776
170,3,532457,4,1,5.99589,1058,161,166,136,155,116,4.44742,4.41957,4.39657,4.37852,4.36035,4.30794
170,4,532457,4,1,5.99589,1058,98,161,166,136,155,4.54475,4.44742,4.41957,4.39657,4.37852,4.36035
170,5,532457,4,1,5.99589,1058,113,98,161,166,136,4.62333,4.54475,4.44742,4.41957,4.39657,4.37852
171,1,539821,16,0,5.9721,235,27,28,44,41,32,3.58438,3.58067,3.60475,3.51345,3.53725,3.83638
171,2,539821,16,0,5.9721,235,24,27,28,44,41,3.68261,3.58438,3.58067,3.60475,3.51345,3.53725
171,3,539821,16,0,5.9721,235,30,24,27,28,44,3.65826,3.68261,3.58438,3.58067,3.60475,3.51345
171,4,539821,16,0,5.9721,235,25,30,24,27,28,3.71213,3.65826,3.68261,3.58438,3.58067,3.60475
171,5,539821,16,0,5.9721,235,16,25,30,24,27,3.64849,3.71213,3.65826,3.68261,3.58438,3.58067
172,1,540137,3,1,1.47492,36,10,4,3,4,6,0.74397,0.69996,0.45437,-0.05024,-0.05482,3.83638
172,2,540137,3,1,1.47492,36,6,10,4,3,4,0.54321,0.74397,0.69996,0.45437,-0.05024,-0.05482
172,3,540137,3,1,1.47492,36,6,6,10,4,3,0.66217,0.54321,0.74397,0.69996,0.45437,-0.05024
172,4,540137,3,1,1.47492,36,2,6,6,10,4,0.80973,0.66217,0.54321,0.74397,0.69996,0.45437
172,5,540137,3,1,1.47492,36,1,2,6,6,10,0.829,0.80973,0.66217,0.54321,0.74397,0.69996
173,1,547779,2,0,5.01379,12,0,2,1,4,0,-0.40508,-0.08935,-0.00471,0.12663,0.14031,0.09872
173,2,547779,2,0,5.01379,12,1,0,2,1,4,-0.4544,-0.40508,-0.08935,-0.00471,0.12663,0.14031
173,3,547779,2,0,5.01379,12,2,1,0,2,1,-0.49204,-0.4544,-0.40508,-0.08935,-0.00471,0.12663
173,4,547779,2,0,5.01379,12,1,2,1,0,2,0.1348,-0.49204,-0.4544,-0.40508,-0.08935,-0.00471
173,5,547779,2,0,5.01379,12,1,1,2,1,0,0.15199,0.1348,-0.49204,-0.4544,-0.40508,-0.08935
174,1,549271,3,1,4.54873,196,30,23,28,26,30,2.55864,2.54086,2.47712,2.38784,2.33318,2.29838
174,2,549271,3,1,4.54873,196,14,30,23,28,26,2.52693,2.55864,2.54086,2.47712,2.38784,2.33318
174,3,549271,3,1,4.54873,196,21,14,30,23,28,2.57955,2.52693,2.55864,2.54086,2.47712,2.38784
174,4,549271,3,1,4.54873,196,33,21,14,30,23,2.57095,2.57955,2.52693,2.55864,2.54086,2.47712
174,5,549271,3,1,4.54873,196,21,33,21,14,30,2.57895,2.57095,2.57955,2.52693,2.55864,2.54086
175,1,553777,17,1,0.82897,20,6,6,0,1,6,-0.50307,-0.45003,-0.5052,-0.4684,-0.75796,-0.55906
175,2,553777,17,1,0.82897,20,1,6,6,0,1,-0.49214,-0.50307,-0.45003,-0.5052,-0.4684,-0.75796
175,3,553777,17,1,0.82897,20,1,1,6,6,0,0.09724,-0.49214,-0.50307,-0.45003,-0.5052,-0.4684
175,4,553777,17,1,0.82897,20,3,1,1,6,6,0.4613,0.09724,-0.49214,-0.50307,-0.45003,-0.5052
175,5,553777,17,1,0.82897,20,2,3,1,1,6,0.5355,0.4613,0.09724,-0.49214,-0.50307,-0.45003
176,1,561229,4,1,3.96928,79,14,16,8,3,14,1.68784,1.68972,1.66216,1.60362,1.57928,1.45507
176,2,561229,4,1,3.96928,79,8,14,16,8,3,1.87491,1.68784,1.68972,1.66216,1.60362,1.57928
176,3,561229,4,1,3.96928,79,6,8,14,16,8,2.02486,1.87491,1.68784,1.68972,1.66216,1.60362
176,4,561229,4,1,3.96928,79,12,6,8,14,16,2.02313,2.02486,1.87491,1.68784,1.68972,1.66216
176,5,561229,4,1,3.96928,79,12,12,6,8,14,2.02007,2.02313,2.02486,1.87491,1.68784,1.68972
177,1,565845,5,0,7.1377,115,11,15,37,31,50,2.14714,2.11512,2.0662,2.07944,2.12444,2.17816
177,2,565845,5,0,7.1377,115,11,11,15,37,31,2.10769,2.14714,2.11512,2.0662,2.07944,2.12444
177,3,565845,5,0,7.1377,115,4,11,11,15,37,2.16385,2.10769,2.14714,2.11512,2.0662,2.07944
177,4,565845,5,0,7.1377,115,4,4,11,11,15,2.09646,2.16385,2.10769,2.14714,2.11512,2.0662
177,5,565845,5,0,7.1377,115,2,4,4,11,11,2.13299,2.09646,2.16385,2.10769,2.14714,2.11512
178,1,569713,4,1,2.02143,22,6,7,0,1,0,1.01167,0.72676,0.52742,0.46121,0.40964,0.25828
178,2,569713,4,1,2.02143,22,6,6,7,0,1,1.26911,1.01167,0.72676,0.52742,0.46121,0.40964
178,3,569713,4,1,2.02143,22,1,6,6,7,0,1.39822,1.26911,1.01167,0.72676,0.52742,0.46121
178,4,569713,4,1,2.02143,22,0,1,6,6,7,1.4999,1.39822,1.26911,1.01167,0.72676,0.52742
178,5,569713,4,1,2.02143,22,1,0,1,6,6,1.58767,1.4999,1.39822,1.26911,1.01167,0.72676
179,1,574599,9,0,3.62067,55,5,9,9,8,10,1.6518,1.72154,1.56858,1.13237,0.96129,0.60914
179,2,574599,9,0,3.62067,55,10,5,9,9,8,1.73313,1.6518,1.72154,1.56858,1.13237,0.96129
179,3,574599,9,0,3.62067,55,4,10,5,9,9,1.71547,1.73313,1.6518,1.72154,1.56858,1.13237
179,4,574599,9,0,3.62067,55,5,4,10,5,9,1.7399,1.71547,1.73313,1.6518,1.72154,1.56858
179,5,574599,9,0,3.62067,55,5,5,4,10,5,1.77631,1.7399,1.71547,1.73313,1.6518,1.72154
180,1,576680,12,0,0.32102,3,0,1,0,1,1,-1.67787,-2.17441,-1.21089,-2.03256,-1.40744,-1.12887
180,2,576680,12,0,0.32102,3,0,0,1,0,1,-0.7655,-1.67787,-2.17441,-1.21089,-2.03256,-1.40744
180,3,576680,12,0,0.32102,3,0,0,0,1,0,-1.13704,-0.7655,-1.67787,-2.17441,-1.21089,-2.03256
180,4,576680,12,0,0.32102,3,1,0,0,0,1,-0.5085,-1.13704,-0.7655,-1.67787,-2.17441,-1.21089
180,5,576680,12,0,0.32102,3,0,1,0,0,0,-0.26961,-0.5085,-1.13704,-0.7655,-1.67787,-2.17441
181,1,577345,1,0,2.51855,1,0,0,0,1,0,-2.52378,-2.50041,-2.69312,-2.32279,-2.02648,-3.67354
181,2,577345,1,0,2.51855,1,0,0,0,0,1,-2.47104,-2.52378,-2.50041,-2.69312,-2.32279,-2.02648
181,3,577345,1,0,2.51855,1,0,0,0,0,0,-2.28156,-2.47104,-2.52378,-2.50041,-2.69312,-2.32279
181,4,577345,1,0,2.51855,1,0,0,0,0,0,-2.09288,-2.28156,-2.47104,-2.52378,-2.50041,-2.69312
181,5,577345,1,0,2.51855,1,0,0,0,0,0,-1.74484,-2.09288,-2.28156,-2.47104,-2.52378,-2.50041
182,1,577896,1,0,4.98717,50,13,3,11,9,7,0.84619,0.81415,0.73997,0.81669,0.75451,0.72572
182,2,577896,1,0,4.98717,50,6,13,3,11,9,1.00254,0.84619,0.81415,0.73997,0.81669,0.75451
182,3,577896,1,0,4.98717,50,3,6,13,3,11,1.35071,1.00254,0.84619,0.81415,0.73997,0.81669
182,4,577896,1,0,4.98717,50,3,3,6,13,3,1.0033,1.35071,1.00254,0.84619,0.81415,0.73997
182,5,577896,1,0,4.98717,50,2,3,3,6,13,1.05032,1.0033,1.35071,1.00254,0.84619,0.81415
183,1,580169,16,0,5.98554,335,45,55,45,50,70,4.63361,4.78077,4.89958,4.99377,5.36407,5.71851
183,2,580169,16,0,5.98554,335,46,45,55,45,50,4.35112,4.63361,4.78077,4.89958,4.99377,5.36407
183,3,580169,16,0,5.98554,335,27,46,45,55,45,4.44156,4.35112,4.63361,4.78077,4.89958,4.99377
183,4,580169,16,0,5.98554,335,35,27,46,45,55,4.6755,4.44156,4.35112,4.63361,4.78077,4.89958
183,5,580169,16,0,5.98554,335,32,35,27,46,45,4.72673,4.6755,4.44156,4.35112,4.63361,4.78077
184,1,580628,13,0,4.67033,191,30,20,19,42,58,1.41032,1.60464,1.60246,1.51293,1.54462,1.7183
184,2,580628,13,0,4.67033,191,20,30,20,19,42,1.31965,1.41032,1.60464,1.60246,1.51293,1.54462
184,3,580628,13,0,4.67033,191,27,20,30,20,19,1.62845,1.31965,1.41032,1.60464,1.60246,1.51293
184,4,580628,13,0,4.67033,191,15,27,20,30,20,1.80324,1.62845,1.31965,1.41032,1.60464,1.60246
184,5,580628,13,0,4.67033,191,18,15,27,20,30,2.06596,1.80324,1.62845,1.31965,1.41032,1.60464
185,1,582562,12,0,3.49448,52,6,5,12,9,4,-0.41681,-0.06351,-0.56787,0.33002,0.09854,0.29264
185,2,582562,12,0,3.49448,52,2,6,5,12,9,-0.30423,-0.41681,-0.06351,-0.56787,0.33002,0.09854
185,3,582562,12,0,3.49448,52,6,2,6,5,12,-0.41027,-0.30423,-0.41681,-0.06351,-0.56787,0.33002
185,4,582562,12,0,3.49448,52,7,6,2,6,5,-0.52126,-0.41027,-0.30423,-0.41681,-0.06351,-0.56787
185,5,582562,12,0,3.49448,52,5,7,6,2,6,-0.6622,-0.52126,-0.41027,-0.30423,-0.41681,-0.06351
186,1,585055,13,0,2.41532,168,21,20,12,11,7,2.21861,2.0527,1.94953,1.60663,1.35089,1.01501
186,2,585055,13,0,2.41532,168,18,21,20,12,11,2.16924,2.21861,2.0527,1.94953,1.60663,1.35089
186,3,585055,13,0,2.41532,168,17,18,21,20,12,2.42972,2.16924,2.21861,2.0527,1.94953,1.60663
186,4,585055,13,0,2.41532,168,36,17,18,21,20,2.42593,2.42972,2.16924,2.21861,2.0527,1.94953
