Y,U,I,H,G
-4,26,74,10030,10030:74
3,26,81,10104,10104:81
0,26,14,20082,20082:14
-1,26,83,10035,10035:83
7,26,45,20084,20084:45
5,26,115,20019,20019:115
-1,26,83,10100,10100:83
15,26,131,10125,10125:131
1,26,10,10116,10116:10
38,26,74,20089,20089:74
4,26,99,10086,10086:99
9,26,53,10038,10038:53
0,26,135,20006,20006:135
-11,26,10,10094,10094:10
34,26,63,10042,10042:63
-1,26,83,10011,10011:83
1,26,105,10074,10074:105
16,26,33,10012,10012:33
37,26,55,10075,10075:55
5,26,135,20062,20062:135
30,26,63,20023,20023:63
21,26,95,10095,10095:95
0,26,131,20014,20014:131
26,26,63,10120,10120:63
15,26,95,10097,10097:95
15,26,74,10109,10109:74
-21,26,77,20069,20069:77
50,26,53,10111,10111:53
50,26,105,10084,10084:105
21,26,99,10051,10051:99
0,26,105,20082,20082:105
0,26,131,20002,20002:131
12,26,53,10003,10003:53
-8,26,55,20029,20029:55
-1,26,115,20024,20024:115
-11,26,14,10019,10019:14
-19,26,74,20023,20023:74
-2,26,135,10029,10029:135
50,26,77,10046,10046:77
50,26,135,10060,10060:135
0,26,105,20054,20054:105
2,26,14,10038,10038:14
-4,26,45,10038,10038:45
0,26,129,10011,10011:129
-4,26,129,20011,20011:129
-1,26,99,10052,10052:99
11,26,14,20044,20044:14
-8,26,81,10083,10083:81
-15,26,129,20040,20040:129
22,26,74,10078,10078:74
0,26,2,20088,20088:2
2,26,77,20023,20023:77
0,26,14,10122,10122:14
7,26,121,20019,20019:121
-1,26,99,10034,10034:99
-24,26,77,10005,10005:77
3,26,45,20077,20077:45
23,26,33,20057,20057:33
12,26,81,10027,10027:81
21,26,14,20023,20023:14
17,26,63,20068,20068:63
0,26,53,20035,20035:53
0,26,55,20084,20084:55
-2,26,95,10003,10003:95
-28,26,33,20080,20080:33
43,26,37,20006,20006:37
0,26,105,20065,20065:105
-27,26,121,10083,10083:121
0,26,81,10036,10036:81
-8,26,131,20084,20084:131
0,26,121,20024,20024:121
16,26,63,10058,10058:63
38,26,105,10095,10095:105
3,26,81,10046,10046:81
3,26,77,20081,20081:77
3,26,95,10058,10058:95
26,26,77,10133,10133:77
6,26,41,10074,10074:41
-2,26,27,10010,10010:27
0,26,105,10067,10067:105
29,26,27,10089,10089:27
6,26,37,20037,20037:37
0,26,113,20006,20006:113
25,26,81,10065,10065:81
10,26,115,10112,10112:115
-27,26,77,20014,20014:77
0,26,55,20082,20082:55
36,26,77,10101,10101:77
11,26,41,20048,20048:41
0,26,33,20022,20022:33
9,26,74,10074,10074:74
14,26,131,10039,10039:131
23,26,95,10026,10026:95
50,26,77,10054,10054:77
12,26,53,20077,20077:53
-2,26,83,10046,10046:83
6,26,67,10085,10085:67
2,26,121,10089,10089:121
50,26,41,10039,10039:41
20,26,115,10125,10125:115
-8,26,83,10056,10056:83
3,26,53,10115,10115:53
0,26,2,20032,20032:2
44,26,121,10065,10065:121
-2,26,105,10035,10035:105
2,26,105,20008,20008:105
0,26,10,10091,10091:10
50,26,41,10064,10064:41
10,26,37,20073,20073:37
12,26,53,10125,10125:53
15,26,115,20044,20044:115
50,26,55,10056,10056:55
0,26,63,20026,20026:63
16,26,77,10053,10053:77
17,26,63,10026,10026:63
0,26,135,20022,20022:135
25,26,2,20017,20017:2
50,26,55,20051,20051:55
13,26,74,20068,20068:74
0,26,95,10036,10036:95
-18,26,135,20020,20020:135
17,26,2,10096,10096:2
0,26,99,10038,10038:99
28,26,27,10019,10019:27
0,26,135,20080,20080:135
30,26,105,10111,10111:105
6,26,74,10039,10039:74
19,26,131,10119,10119:131
28,26,67,10050,10050:67
0,26,131,10026,10026:131
30,26,69,10095,10095:69
-4,26,10,20063,20063:10
1,26,113,20037,20037:113
-10,26,27,10002,10002:27
24,26,74,10049,10049:74
6,26,131,20019,20019:131
6,26,115,20004,20004:115
13,26,55,10048,10048:55
0,26,33,10071,10071:33
18,26,14,20037,20037:14
0,26,67,20022,20022:67
14,26,14,10001,10001:14
-1,26,2,20039,20039:2
0,26,74,10132,10132:74
1,26,33,20069,20069:33
1,26,53,10099,10099:53
21,26,95,10063,10063:95
16,26,115,10019,10019:115
-15,26,85,10004,10004:85
-10,26,81,20036,20036:81
9,26,81,20068,20068:81
13,26,14,20006,20006:14
-4,26,33,10009,10009:33
0,26,69,20018,20018:69
-39,26,69,10119,10119:69
9,26,37,10103,10103:37
15,26,85,10084,10084:85
1,26,81,10024,10024:81
50,26,77,10114,10114:77
-2,26,115,10034,10034:115
37,26,10,10063,10063:10
3,26,129,20086,20086:129
-3,26,33,10094,10094:33
32,26,129,10089,10089:129
3,26,81,20008,20008:81
3,26,95,10006,10006:95
2,26,131,10084,10084:131
17,26,81,20016,20016:81
37,26,74,10111,10111:74
35,26,53,10012,10012:53
4,26,37,10083,10083:37
17,26,27,10044,10044:27
50,26,14,10114,10114:14
0,26,121,10008,10008:121
18,26,63,10102,10102:63
-1,26,2,10025,10025:2
0,26,33,10115,10115:33
-3,26,69,20051,20051:69
14,26,41,20018,20018:41
-21,26,135,10036,10036:135
-3,26,2,10102,10102:2
-11,26,10,20014,20014:10
32,26,77,10050,10050:77
-1,26,81,10055,10055:81
0,26,99,10030,10030:99
14,26,2,20019,20019:2
1,26,131,10089,10089:131
-1,26,83,10122,10122:83
0,26,74,20046,20046:74
-25,26,74,10119,10119:74
-50,26,113,10025,10025:113
-41,26,77,20039,20039:77
0,26,45,20074,20074:45
0,26,129,10026,10026:129
30,26,105,20078,20078:105
7,26,45,20018,20018:45
-1,26,10,20065,20065:10
11,26,14,20032,20032:14
50,26,41,20056,20056:41
-2,26,63,20028,20028:63
-5,26,10,20039,20039:10
14,26,81,10001,10001:81
-2,26,77,10071,10071:77
36,26,115,10085,10085:115
5,26,121,10088,10088:121
-2,26,33,10034,10034:33
-1,26,14,10035,10035:14
33,26,27,20054,20054:27
-2,26,14,10010,10010:14
50,26,69,10096,10096:69
33,26,115,10047,10047:115
3,26,129,10086,10086:129
33,26,33,20088,20088:33
0,26,121,10054,10054:121
-2,26,41,10046,10046:41
8,26,74,20077,20077:74
6,26,55,10082,10082:55
-2,26,131,10009,10009:131
12,26,121,20008,20008:121
50,26,14,20002,20002:14
19,26,55,20005,20005:55
17,26,121,20042,20042:121
2,26,37,20090,20090:37
8,26,69,20011,20011:69
14,26,37,10055,10055:37
50,26,77,20067,20067:77
38,26,41,10117,10117:41
2,26,99,10046,10046:99
50,26,27,20057,20057:27
-10,26,63,20040,20040:63
9,26,2,10078,10078:2
9,26,81,10014,10014:81
17,26,14,10096,10096:14
0,26,83,20022,20022:83
2,26,69,10116,10116:69
-10,26,113,20074,20074:113
31,26,41,20086,20086:41
8,26,85,20062,20062:85
16,26,67,10067,10067:67
22,26,121,10047,10047:121
1,26,121,10098,10098:121
50,26,105,10056,10056:105
24,26,85,10105,10105:85
-4,26,33,10039,10039:33
-2,26,85,10100,10100:85
0,26,33,10024,10024:33
-1,26,14,10028,10028:14
1,26,14,10056,10056:14
19,26,67,10048,10048:67
22,26,121,10085,10085:121
4,26,10,20090,20090:10
-3,26,10,10034,10034:10
-21,26,81,20014,20014:81
1,26,2,10026,10026:2
-2,26,85,10026,10026:85
-1,26,33,20054,20054:33
-7,26,55,20087,20087:55
-8,26,83,10071,10071:83
1,26,2,10066,10066:2
15,26,45,10075,10075:45
46,26,69,20078,20078:69
12,26,53,20046,20046:53
8,26,10,10053,10053:10
13,26,113,10133,10133:113
24,26,113,10045,10045:113
2,26,2,20023,20023:2
-27,26,121,10095,10095:121
-11,26,115,20010,20010:115
-2,26,2,20057,20057:2
-35,26,121,10053,10053:121
-1,26,45,10005,10005:45
8,26,121,10119,10119:121
-8,26,99,20028,20028:99
7,26,69,10099,10099:69
15,26,83,20049,20049:83
1,26,99,10101,10101:99
50,26,2,10053,10053:2
19,26,55,10010,10010:55
2,26,83,20078,20078:83
21,26,74,20048,20048:74
-2,26,74,20028,20028:74
40,26,74,10048,10048:74
2,26,131,20008,20008:131
50,26,27,10065,10065:27
4,26,131,10067,10067:131
21,26,53,10045,10045:53
12,26,113,20036,20036:113
2,26,81,10090,10090:81
-2,26,63,20063,20063:63
-1,26,74,10054,10054:74
27,26,77,10089,10089:77
26,26,135,10059,10059:135
24,26,95,10085,10085:95
0,26,77,20048,20048:77
50,26,81,10056,10056:81
0,26,105,10054,10054:105
16,26,74,10034,10034:74
-50,26,113,10056,10056:113
-3,26,55,20069,20069:55
0,26,121,10077,10077:121
-9,26,10,20025,20025:10
-21,26,77,10099,10099:77
30,26,55,20021,20021:55
21,26,53,10109,10109:53
22,26,99,10039,10039:99
-6,26,53,20004,20004:53
-6,26,99,10122,10122:99
28,26,27,10046,10046:27
4,26,99,10021,10021:99
4,26,115,10109,10109:115
-1,26,14,10024,10024:14
10,26,37,10049,10049:37
-2,26,113,10037,10037:113
29,26,121,10063,10063:121
2,26,33,10033,10033:33
1,26,63,10011,10011:63
0,26,129,20010,20010:129
-4,26,27,10005,10005:27
20,26,131,10001,10001:131
-11,26,85,10110,10110:85
-50,26,83,10066,10066:83
3,26,69,10060,10060:69
-3,26,135,10109,10109:135
-9,26,2,20084,20084:2
-2,26,113,10028,10028:113
0,26,41,20075,20075:41
9,26,45,20040,20040:45
0,26,53,10067,10067:53
-1,26,81,10037,10037:81
8,26,2,10014,10014:2
0,26,53,10054,10054:53
-1,26,53,10018,10018:53
34,26,74,20080,20080:74
50,26,105,10001,10001:105
46,26,41,10073,10073:41
39,26,105,10021,10021:105
50,26,45,10064,10064:45
1,26,63,10113,10113:63
-1,26,135,10042,10042:135
-1,26,129,10050,10050:129
16,26,105,10073,10073:105
11,26,129,10060,10060:129
0,26,63,20032,20032:63
-15,26,67,20074,20074:67
0,26,41,20088,20088:41
-2,26,113,10067,10067:113
-13,26,69,20087,20087:69
2,26,113,10048,10048:113
17,26,85,10020,10020:85
1,26,83,10101,10101:83
50,26,121,10110,10110:121
2,26,135,10098,10098:135
-2,26,115,10012,10012:115
17,26,105,20088,20088:105
2,26,121,20082,20082:121
29,26,45,10097,10097:45
24,26,45,10088,10088:45
30,26,131,20017,20017:131
50,26,55,10044,10044:55
2,26,121,20048,20048:121
1,26,69,10038,10038:69
26,26,27,10067,10067:27
32,26,121,10032,10032:121
10,26,69,20074,20074:69
-2,26,95,10052,10052:95
-12,26,41,20029,20029:41
3,26,113,20042,20042:113
-1,26,129,20078,20078:129
19,26,67,10047,10047:67
-2,26,63,10055,10055:63
50,26,45,20057,20057:45
50,26,45,10082,10082:45
0,26,131,20074,20074:131
15,26,69,10008,10008:69
12,26,95,10096,10096:95
5,26,129,10087,10087:129
-17,26,113,10132,10132:113
17,26,135,10026,10026:135
3,26,67,20032,20032:67
-14,26,67,20084,20084:67
15,26,10,20074,20074:10
8,26,121,20012,20012:121
28,26,113,20054,20054:113
-1,26,2,10071,10071:2
26,26,63,20089,20089:63
45,26,45,10049,10049:45
5,26,69,20056,20056:69
1,26,45,10132,10132:45
-1,26,2,20051,20051:2
-2,26,83,20024,20024:83
17,26,115,20006,20006:115
19,26,2,20068,20068:2
39,26,63,10125,10125:63
-3,26,129,10010,10010:129
-2,26,2,10018,10018:2
-1,26,81,10004,10004:81
12,26,67,10095,10095:67
-2,26,113,10051,10051:113
-1,26,95,10074,10074:95
2,26,41,20032,20032:41
-5,26,10,20069,20069:10
17,26,135,10105,10105:135
-1,26,121,10018,10018:121
-12,26,53,20020,20020:53
37,26,67,10110,10110:67
-15,26,77,20074,20074:77
0,26,81,20063,20063:81
33,26,2,10086,10086:2
4,26,33,10045,10045:33
21,26,67,10125,10125:67
-29,26,85,20016,20016:85
4,26,10,10060,10060:10
0,26,55,10073,10073:55
0,26,37,20023,20023:37
50,26,135,10084,10084:135
9,26,95,20017,20017:95
30,26,95,10032,10032:95
-20,26,55,20075,20075:55
17,26,37,10020,10020:37
41,26,69,10090,10090:69
-4,26,41,10030,10030:41
50,26,55,10054,10054:55
-22,26,53,10061,10061:53
18,26,27,20048,20048:27
-1,26,95,20004,20004:95
-2,26,131,10037,10037:131
-4,26,41,20069,20069:41
10,26,53,10075,10075:53
-50,26,67,10112,10112:67
-26,26,121,20016,20016:121
-10,26,67,20073,20073:67
0,26,81,10097,10097:81
11,26,95,10004,10004:95
12,26,113,10131,10131:113
22,26,53,10105,10105:53
-50,26,37,20051,20051:37
-5,26,10,10013,10013:10
2,26,37,10101,10101:37
50,26,37,20067,20067:37
-2,26,81,20024,20024:81
26,26,131,10032,10032:131
29,26,33,20048,20048:33
-9,26,113,20024,20024:113
0,26,53,20087,20087:53
-1,26,121,10042,10042:121
50,26,131,10025,10025:131
1,26,27,20026,20026:27
10,26,69,10115,10115:69
50,26,2,10039,10039:2
0,26,129,10116,10116:129
13,26,41,10020,10020:41
17,26,55,10105,10105:55
-6,26,10,20044,20044:10
13,26,63,20008,20008:63
0,26,105,20074,20074:105
5,26,105,10029,10029:105
2,26,69,10044,10044:69
21,26,74,20005,20005:74
-7,26,77,20082,20082:77
9,26,129,10019,10019:129
50,26,55,10012,10012:55
0,26,83,10076,10076:83
0,26,81,20084,20084:81
44,26,53,10060,10060:53
16,26,41,10102,10102:41
1,26,53,20032,20032:53
-17,26,63,20020,20020:63
0,26,83,20040,20040:83
0,26,95,10042,10042:95
43,26,135,20002,20002:135
13,26,63,10062,10062:63
2,26,115,10113,10113:115
-1,26,131,10088,10088:131
-1,26,63,10073,10073:63
0,26,14,10054,10054:14
6,26,10,10086,10086:10
0,26,81,10006,10006:81
0,26,105,10004,10004:105
-1,26,83,20051,20051:83
27,26,45,20086,20086:45
1,26,81,10052,10052:81
9,26,131,20028,20028:131
5,26,77,10029,10029:77
0,26,2,20087,20087:2
-1,26,37,10024,10024:37
11,26,129,10108,10108:129
11,26,69,10013,10013:69
1,26,95,10122,10122:95
0,26,2,10114,10114:2
0,26,2,10090,10090:2
-5,26,77,10100,10100:77
-3,26,81,10009,10009:81
30,26,131,10111,10111:131
-4,26,77,10065,10065:77
10,26,14,10055,10055:14
0,26,27,20032,20032:27
-18,26,121,10131,10131:121
-9,26,81,20082,20082:81
11,26,131,10054,10054:131
0,26,67,10088,10088:67
1,26,69,10024,10024:69
2,26,131,10132,10132:131
1,26,135,10133,10133:135
-19,26,53,10005,10005:53
-1,26,113,10074,10074:113
-9,26,2,10033,10033:2
27,26,53,10117,10117:53
28,26,2,20008,20008:2
-7,26,135,20004,20004:135
43,26,27,10034,10034:27
0,26,10,10037,10037:10
29,26,69,10076,10076:69
0,26,113,20066,20066:113
0,26,115,20077,20077:115
50,26,63,10087,10087:63
0,26,131,20080,20080:131
50,26,121,10113,10113:121
50,26,27,10087,10087:27
0,26,37,20062,20062:37
38,26,2,20042,20042:2
-2,26,81,10028,10028:81
22,26,41,20006,20006:41
0,26,2,10058,10058:2
47,26,37,20080,20080:37
-7,26,33,10122,10122:33
9,26,2,10133,10133:2
37,26,131,20067,20067:131
0,26,41,10042,10042:41
-5,26,131,10027,10027:131
-4,26,95,10055,10055:95
0,26,85,20082,20082:85
-25,26,33,20039,20039:33
17,26,135,10132,10132:135
-2,26,81,10133,10133:81
5,26,131,20090,20090:131
-16,26,85,20024,20024:85
16,26,105,10003,10003:105
-13,26,83,20010,20010:83
29,26,69,10132,10132:69
-15,26,135,20045,20045:135
15,26,121,10052,10052:121
38,26,69,20088,20088:69
-10,26,77,10024,10024:77
1,26,55,10041,10041:55
-20,26,121,10102,10102:121
3,26,77,10098,10098:77
-1,26,53,10086,10086:53
4,26,83,10115,10115:83
26,26,135,10039,10039:135
50,26,55,20055,20055:55
9,26,129,10029,10029:129
18,26,77,10066,10066:77
9,26,63,10010,10010:63
0,26,121,20077,20077:121
7,26,41,20080,20080:41
0,26,105,10033,10033:105
4,26,14,10025,10025:14
39,26,2,10056,10056:2
-9,26,99,10008,10008:99
37,26,33,10096,10096:33
20,26,105,10119,10119:105
-22,26,113,10101,10101:113
8,26,121,10097,10097:121
0,26,77,20080,20080:77
1,26,99,20051,20051:99
9,26,77,10062,10062:77
10,26,45,10076,10076:45
-1,26,53,10037,10037:53
26,26,121,10125,10125:121
-1,26,81,10042,10042:81
11,26,129,10084,10084:129
9,26,81,10012,10012:81
16,26,63,10090,10090:63
2,26,37,20032,20032:37
-21,26,113,10003,10003:113
1,26,10,10103,10103:10
0,26,95,10018,10018:95
50,26,69,20022,20022:69
22,26,37,10026,10026:37
0,26,74,10105,10105:74
36,26,95,10044,10044:95
49,26,81,10120,10120:81
14,26,37,20056,20056:37
2,26,77,10132,10132:77
0,26,2,20056,20056:2
18,26,41,10087,10087:41
0,26,131,20066,20066:131
23,26,105,10131,10131:105
0,26,2,20046,20046:2
-15,26,113,20044,20044:113
8,26,45,10058,10058:45
34,26,27,10048,10048:27
24,26,131,10113,10113:131
22,26,37,10096,10096:37
6,26,37,20010,20010:37
2,26,85,20047,20047:85
-40,26,74,20039,20039:74
43,26,33,10043,10043:33
-21,26,55,20016,20016:55
-6,26,10,10003,10003:10
1,26,95,10109,10109:95
50,26,53,10053,10053:53
50,26,27,10052,10052:27
0,26,129,20032,20032:129
-8,26,33,10050,10050:33
-24,26,135,10131,10131:135
0,26,33,10080,10080:33
-2,26,14,20024,20024:14
42,26,55,20042,20042:55
26,26,135,10071,10071:135
3,26,121,10115,10115:121
24,26,10,10014,10014:10
-1,26,85,20065,20065:85
-43,26,55,10066,10066:55
0,26,129,20077,20077:129
0,26,135,20074,20074:135
-50,26,10,10005,10005:10
-20,26,67,10009,10009:67
15,26,53,20057,20057:53
-2,26,99,10006,10006:99
13,26,69,20090,20090:69
-25,26,131,10102,10102:131
-24,26,67,10005,10005:67
-8,26,2,10036,10036:2
-6,26,121,20084,20084:121
32,26,45,10095,10095:45
-2,26,69,20037,20037:69
0,26,10,10024,10024:10
50,26,99,10056,10056:99
42,26,45,20056,20056:45
0,26,85,20026,20026:85
-5,26,121,10002,10002:121
30,26,81,10111,10111:81
23,26,131,10110,10110:131
32,26,14,10089,10089:14
-9,26,41,10005,10005:41
9,26,63,10074,10074:63
20,26,105,10102,10102:105
-2,26,41,10099,10099:41
-6,26,99,10066,10066:99
-1,26,131,10109,10109:131
-8,26,53,20029,20029:53
43,26,63,10012,10012:63
-7,26,74,20082,20082:74
7,26,113,20020,20020:113
0,26,53,20022,20022:53
-17,26,74,10041,10041:74
11,26,113,10044,10044:113
-3,26,2,10108,10108:2
28,26,105,20006,20006:105
2,26,55,20002,20002:55
0,26,14,10082,10082:14
18,26,63,10036,10036:63
50,26,45,10006,10006:45
-3,26,45,10030,10030:45
50,26,121,10039,10039:121
30,26,63,20037,20037:63
15,26,33,20006,20006:33
2,26,135,20008,20008:135
-1,26,105,10104,10104:105
24,26,2,10063,10063:2
-1,26,83,10005,10005:83
27,26,53,10059,10059:53
38,26,14,10040,10040:14
-1,26,2,10132,10132:2
-6,26,77,10109,10109:77
40,26,33,20055,20055:33
5,26,37,10009,10009:37
24,26,2,10075,10075:2
-1,26,131,20037,20037:131
39,26,55,10111,10111:55
18,26,41,20055,20055:41
50,26,41,20067,20067:41
1,26,95,10080,10080:95
6,26,131,20004,20004:131
-5,26,121,10100,10100:121
24,26,37,10037,10037:37
0,26,77,10036,10036:77
-31,26,2,20016,20016:2
0,26,121,10011,10011:121
0,26,67,10042,10042:67
50,26,37,20048,20048:37
25,26,2,10049,10049:2
26,26,129,10120,10120:129
6,26,131,10062,10062:131
-3,26,121,20047,20047:121
-1,26,99,10117,10117:99
23,26,113,10119,10119:113
0,26,45,20011,20011:45
-2,26,115,10020,10020:115
8,26,113,10090,10090:113
4,26,69,10074,10074:69
17,26,81,10075,10075:81
2,26,99,20025,20025:99
21,26,27,10125,10125:27
26,26,95,20057,20057:95
3,26,105,10012,10012:105
11,26,95,10075,10075:95
-22,26,37,10027,10027:37
0,26,115,20032,20032:115
-1,26,121,10036,10036:121
0,26,27,20056,20056:27
0,26,135,20037,20037:135
-18,26,135,10004,10004:135
-1,26,113,10110,10110:113
37,26,67,20056,20056:67
-1,26,85,10067,10067:85
-5,26,113,20073,20073:113
33,26,10,20054,20054:10
12,26,121,10044,10044:121
33,26,69,10088,10088:69
-2,26,45,10034,10034:45
4,26,81,10102,10102:81
50,26,95,10119,10119:95
26,26,115,10110,10110:115
-1,26,81,20048,20048:81
11,26,135,10091,10091:135
6,26,45,10086,10086:45
0,26,74,10042,10042:74
-1,26,129,10076,10076:129
3,26,27,20065,20065:27
-11,26,85,10009,10009:85
50,26,37,10006,10006:37
50,26,45,10089,10089:45
0,26,74,10038,10038:74
-38,26,74,10061,10061:74
2,26,131,10047,10047:131
9,26,74,20042,20042:74
17,26,53,20055,20055:53
1,26,10,20026,20026:10
-6,26,129,10053,10053:129
2,26,135,10033,10033:135
0,26,131,20026,20026:131
3,26,55,10116,10116:55
18,26,83,10013,10013:83
-1,26,63,10100,10100:63
13,26,115,10044,10044:115
0,26,45,10024,10024:45
21,26,2,10047,10047:2
-2,26,99,10058,10058:99
45,26,69,10085,10085:69
1,26,115,10086,10086:115
4,26,45,10099,10099:45
6,26,113,20004,20004:113
50,26,53,10025,10025:53
0,26,121,20011,20011:121
9,26,105,10014,10014:105
5,26,121,10090,10090:121
12,26,83,10020,10020:83
0,26,33,20056,20056:33
15,26,113,10019,10019:113
-3,26,83,10018,10018:83
50,26,37,20022,20022:37
-4,26,135,10046,10046:135
10,26,53,10058,10058:53
0,26,131,10117,10117:131
0,26,67,10038,10038:67
50,26,10,10114,10114:10
1,26,105,10047,10047:105
2,26,37,20002,20002:37
19,26,77,10116,10116:77
17,26,55,10103,10103:55
5,26,55,10025,10025:55
1,26,131,10038,10038:131
33,26,129,20056,20056:129
0,26,77,20035,20035:77
-2,26,41,20063,20063:41
-1,26,45,10053,10053:45
-1,26,37,10011,10011:37
19,26,74,20088,20088:74
45,26,69,10111,10111:69
22,26,115,10095,10095:115
-2,26,83,10034,10034:83
40,26,10,20008,20008:10
-26,26,85,10037,10037:85
50,26,105,10112,10112:105
21,26,115,10062,10062:115
-3,26,41,10098,10098:41
-2,26,83,10009,10009:83
2,26,2,10116,10116:2
1,26,85,10101,10101:85
15,26,121,10046,10046:121
48,26,69,20044,20044:69
2,26,99,10103,10103:99
10,26,115,10054,10054:115
16,26,67,20046,20046:67
-2,26,53,10077,10077:53
31,26,67,10063,10063:67
-12,26,41,10100,10100:41
-1,26,74,10035,10035:74
1,26,113,20080,20080:113
27,26,53,10032,10032:53
0,26,37,20049,20049:37
27,26,10,10083,10083:10
37,26,131,20086,20086:131
2,26,55,10098,10098:55
7,26,105,10108,10108:105
-1,26,67,10082,10082:67
1,26,105,10060,10060:105
21,26,27,10078,10078:27
-4,26,55,20085,20085:55
-22,26,121,20081,20081:121
13,26,131,20009,20009:131
17,26,69,10030,10030:69
3,26,74,20008,20008:74
-1,26,37,10002,10002:37
2,26,41,10103,10103:41
4,26,33,20090,20090:33
47,26,14,20042,20042:14
14,26,41,10095,10095:41
-9,26,67,20082,20082:67
4,26,63,10115,10115:63
-29,26,113,10047,10047:113
18,26,69,20083,20083:69
6,26,63,10086,10086:63
0,26,27,10024,10024:27
21,26,99,10102,10102:99
-4,26,41,10010,10010:41
0,26,81,20062,20062:81
-2,26,95,10005,10005:95
0,26,99,20077,20077:99
21,26,115,10001,10001:115
2,26,105,10116,10116:105
-10,26,45,10056,10056:45
19,26,95,20083,20083:95
38,26,14,20078,20078:14
0,26,27,10042,10042:27
22,26,83,10113,10113:83
0,26,55,20045,20045:55
3,26,81,10084,10084:81
0,26,95,10076,10076:95
7,26,83,10083,10083:83
-1,26,74,10037,10037:74
19,26,129,10032,10032:129
4,26,74,10060,10060:74
-19,26,115,20075,20075:115
0,26,115,20088,20088:115
11,26,14,10087,10087:14
-7,26,81,20044,20044:81
35,26,81,10059,10059:81
34,26,37,10112,10112:37
-33,26,14,10095,10095:14
30,26,37,20055,20055:37
11,26,37,10102,10102:37
0,26,113,20025,20025:113
33,26,77,10048,10048:77
-1,26,105,10053,10053:105
29,26,27,20067,20067:27
-1,26,77,10037,10037:77
34,26,77,10055,10055:77
50,26,113,20051,20051:113
50,26,53,10119,10119:53
5,26,131,20073,20073:131
2,26,37,20046,20046:37
30,26,2,20054,20054:2
0,26,83,20087,20087:83
9,26,74,10046,10046:74
18,26,41,10028,10028:41
4,26,41,20023,20023:41
3,26,41,10115,10115:41
-4,26,10,20004,20004:10
3,26,121,10033,10033:121
0,26,131,10028,10028:131
0,26,53,20024,20024:53
0,26,2,20025,20025:2
-11,26,131,20081,20081:131
17,26,121,10062,10062:121
17,26,115,10131,10131:115
-2,26,74,10012,10012:74
30,26,53,20083,20083:53
13,26,33,20012,20012:33
37,26,77,10094,10094:77
-9,26,55,20022,20022:55
15,26,77,10090,10090:77
1,26,131,10008,10008:131
0,26,67,20066,20066:67
50,26,2,10104,10104:2
-22,26,115,20016,20016:115
15,26,33,20075,20075:33
2,26,129,10099,10099:129
7,26,63,10108,10108:63
37,26,45,10117,10117:45
9,26,53,20084,20084:53
29,26,53,20078,20078:53
10,26,2,20080,20080:2
2,26,135,10086,10086:135
50,26,135,10056,10056:135
28,26,55,10095,10095:55
21,26,105,10005,10005:105
16,26,45,10061,10061:45
-3,26,131,10055,10055:131
18,26,63,10051,10051:63
-2,26,74,20081,20081:74
-11,26,113,20011,20011:113
50,26,2,10120,10120:2
0,26,41,20065,20065:41
0,26,95,10029,10029:95
2,26,33,10058,10058:33
0,26,95,20026,20026:95
-2,26,81,10105,10105:81
-1,26,53,10034,10034:53
13,26,85,10116,10116:85
0,26,135,10028,10028:135
5,26,77,10039,10039:77
-10,26,53,10006,10006:53
18,26,77,10020,10020:77
11,26,115,10010,10010:115
0,26,55,10047,10047:55
-1,26,27,10131,10131:27
2,26,131,10082,10082:131
-4,26,95,10033,10033:95
17,26,131,10120,10120:131
2,26,53,20090,20090:53
29,26,45,10112,10112:45
0,26,2,20073,20073:2
-2,26,113,10029,10029:113
-4,26,37,10088,10088:37
0,26,37,10036,10036:37
14,26,131,10108,10108:131
13,26,131,10071,10071:131
0,26,99,10042,10042:99
-22,26,37,10131,10131:37
3,26,129,20054,20054:129
31,26,53,20086,20086:53
-47,26,115,10102,10102:115
28,26,115,10078,10078:115
19,26,14,10120,10120:14
26,26,63,10075,10075:63
8,26,129,10085,10085:129
-2,26,121,20078,20078:121
24,26,63,10050,10050:63
23,26,2,20078,20078:2
27,26,135,10003,10003:135
21,26,67,10045,10045:67
35,26,37,20085,20085:37
26,26,2,10040,10040:2
17,26,53,10020,10020:53
19,26,131,20055,20055:131
25,26,74,10051,10051:74
32,26,53,10133,10133:53
15,26,105,10042,10042:105
-1,26,129,10043,10043:129
1,26,41,10036,10036:41
3,26,14,10076,10076:14
0,26,115,20048,20048:115
-50,26,41,20016,20016:41
17,26,2,10110,10110:2
-2,26,85,10109,10109:85
20,26,95,10027,10027:95
-11,26,33,10095,10095:33
0,26,41,10021,10021:41
13,26,2,10050,10050:2
27,26,53,10101,10101:53
17,26,27,10056,10056:27
0,26,63,20056,20056:63
-13,26,10,20016,20016:10
-15,26,83,10019,10019:83
35,26,55,10133,10133:55
29,26,45,10087,10087:45
26,26,10,10065,10065:10
-47,26,129,10005,10005:129
-4,26,63,10030,10030:63
13,26,83,20020,20020:83
-2,26,27,10004,10004:27
0,26,14,20075,20075:14
1,26,33,20008,20008:33
-1,26,33,10047,10047:33
13,26,10,20012,20012:10
7,26,85,10115,10115:85
50,26,41,10114,10114:41
-1,26,83,10054,10054:83
8,26,115,20037,20037:115
-3,26,121,10009,10009:121
21,26,55,10034,10034:55
-9,26,67,10020,10020:67
43,26,131,10105,10105:131
-25,26,2,10041,10041:2
-4,26,74,10094,10094:74
0,26,81,20065,20065:81
