a,g,item,resp,id,b,s,m,r2
34,F,S2DoScold,yes,262,scold,other,do,Y
20,F,S2DoScold,perhaps,263,scold,other,do,Y
21,F,S2DoScold,perhaps,264,scold,other,do,Y
26,F,S2DoScold,perhaps,265,scold,other,do,Y
23,F,S2DoScold,perhaps,266,scold,other,do,Y
14,F,S2DoScold,perhaps,267,scold,other,do,Y
23,F,S2DoScold,no,268,scold,other,do,N
17,F,S2DoScold,no,269,scold,other,do,N
18,F,S2DoScold,no,270,scold,other,do,N
19,F,S2DoScold,perhaps,271,scold,other,do,Y
25,F,S2DoScold,perhaps,272,scold,other,do,Y
20,M,S2DoScold,perhaps,273,scold,other,do,Y
26,F,S2DoScold,perhaps,274,scold,other,do,Y
21,F,S2DoScold,perhaps,275,scold,other,do,Y
15,F,S2DoScold,no,276,scold,other,do,N
18,F,S2DoScold,no,277,scold,other,do,N
21,F,S2DoScold,no,278,scold,other,do,N
17,F,S2DoScold,no,279,scold,other,do,N
15,F,S2DoScold,no,280,scold,other,do,N
22,F,S2DoScold,perhaps,281,scold,other,do,Y
19,M,S2DoScold,no,282,scold,other,do,N
19,M,S2DoScold,no,283,scold,other,do,N
18,F,S2DoScold,yes,284,scold,other,do,Y
18,F,S2DoScold,yes,285,scold,other,do,Y
16,M,S2DoScold,yes,286,scold,other,do,Y
22,F,S2DoScold,no,287,scold,other,do,N
19,F,S2DoScold,no,288,scold,other,do,N
25,F,S2DoScold,no,289,scold,other,do,N
17,M,S2DoScold,no,290,scold,other,do,N
30,F,S2DoScold,no,291,scold,other,do,N
29,F,S2DoScold,no,292,scold,other,do,N
27,F,S2DoScold,perhaps,293,scold,other,do,Y
18,F,S2DoScold,yes,294,scold,other,do,Y
27,F,S2DoScold,no,295,scold,other,do,N
31,F,S2DoScold,perhaps,296,scold,other,do,Y
19,F,S2DoScold,no,297,scold,other,do,N
18,M,S2DoScold,perhaps,298,scold,other,do,Y
17,F,S2DoScold,yes,299,scold,other,do,Y
15,F,S2DoScold,perhaps,300,scold,other,do,Y
20,F,S2DoScold,no,301,scold,other,do,N
24,F,S2DoScold,no,302,scold,other,do,N
12,M,S2DoScold,yes,303,scold,other,do,Y
16,M,S2DoScold,perhaps,304,scold,other,do,Y
20,F,S2DoScold,no,305,scold,other,do,N
33,M,S2DoScold,yes,306,scold,other,do,Y
17,F,S2DoScold,no,307,scold,other,do,N
13,F,S2DoScold,no,308,scold,other,do,N
14,F,S2DoScold,no,309,scold,other,do,N
23,F,S2DoScold,no,310,scold,other,do,N
24,M,S2DoScold,no,311,scold,other,do,N
17,M,S2DoScold,yes,312,scold,other,do,Y
20,F,S2DoScold,no,313,scold,other,do,N
25,F,S2DoScold,no,314,scold,other,do,N
23,F,S2DoScold,no,315,scold,other,do,N
12,F,S2DoScold,no,316,scold,other,do,N
20,M,S2DoShout,no,1,shout,other,do,N
11,M,S2DoShout,no,2,shout,other,do,N
17,F,S2DoShout,perhaps,3,shout,other,do,Y
21,F,S2DoShout,perhaps,4,shout,other,do,Y
17,F,S2DoShout,no,5,shout,other,do,N
21,F,S2DoShout,no,6,shout,other,do,N
39,F,S2DoShout,yes,7,shout,other,do,Y
21,F,S2DoShout,no,8,shout,other,do,N
24,F,S2DoShout,no,9,shout,other,do,N
16,F,S2DoShout,perhaps,10,shout,other,do,Y
15,F,S2DoShout,perhaps,11,shout,other,do,Y
18,F,S2DoShout,no,12,shout,other,do,N
36,M,S2DoShout,no,13,shout,other,do,N
22,M,S2DoShout,perhaps,14,shout,other,do,Y
16,F,S2DoShout,no,15,shout,other,do,N
18,F,S2DoShout,no,16,shout,other,do,N
23,F,S2DoShout,no,17,shout,other,do,N
16,F,S2DoShout,no,18,shout,other,do,N
21,F,S2DoShout,no,19,shout,other,do,N
25,F,S2DoShout,no,20,shout,other,do,N
22,F,S2DoShout,no,21,shout,other,do,N
15,F,S2DoShout,no,22,shout,other,do,N
26,F,S2DoShout,yes,23,shout,other,do,Y
13,F,S2DoShout,no,24,shout,other,do,N
33,F,S2DoShout,no,25,shout,other,do,N
17,F,S2DoShout,no,26,shout,other,do,N
17,F,S2DoShout,no,27,shout,other,do,N
22,F,S2DoShout,perhaps,28,shout,other,do,Y
21,M,S2DoShout,no,29,shout,other,do,N
17,F,S2DoShout,no,30,shout,other,do,N
19,F,S2DoShout,perhaps,31,shout,other,do,Y
18,M,S2DoShout,no,32,shout,other,do,N
33,M,S2DoShout,no,33,shout,other,do,N
19,F,S2DoShout,no,34,shout,other,do,N
25,F,S2DoShout,yes,35,shout,other,do,Y
17,F,S2DoShout,yes,36,shout,other,do,Y
12,F,S2DoShout,no,37,shout,other,do,N
14,F,S2DoShout,perhaps,38,shout,other,do,Y
25,M,S2DoShout,yes,39,shout,other,do,Y
22,M,S2DoShout,no,40,shout,other,do,N
20,F,S2DoShout,no,41,shout,other,do,N
25,F,S2DoShout,no,42,shout,other,do,N
12,F,S2DoShout,no,43,shout,other,do,N
16,F,S2DoShout,no,44,shout,other,do,N
23,F,S2DoShout,no,45,shout,other,do,N
19,F,S2DoShout,no,46,shout,other,do,N
22,F,S2DoShout,no,47,shout,other,do,N
15,F,S2DoShout,no,48,shout,other,do,N
25,F,S2DoShout,no,49,shout,other,do,N
35,F,S2DoShout,no,50,shout,other,do,N
24,F,S2DoShout,no,51,shout,other,do,N
24,F,S2DoShout,perhaps,52,shout,other,do,Y
13,F,S2DoShout,no,53,shout,other,do,N
26,F,S2DoShout,no,54,shout,other,do,N
25,F,S2DoShout,no,55,shout,other,do,N
20,F,S2DoShout,perhaps,56,shout,other,do,Y
27,F,S2DoShout,yes,57,shout,other,do,Y
19,F,S2DoShout,perhaps,58,shout,other,do,Y
15,M,S2DoShout,no,59,shout,other,do,N
18,F,S2DoShout,no,60,shout,other,do,N
26,F,S2DoShout,yes,61,shout,other,do,Y
26,F,S2DoShout,perhaps,62,shout,other,do,Y
23,F,S2DoShout,no,63,shout,other,do,N
20,F,S2DoShout,perhaps,64,shout,other,do,Y
18,F,S2DoShout,no,65,shout,other,do,N
30,F,S2DoShout,no,66,shout,other,do,N
24,F,S2DoShout,no,67,shout,other,do,N
22,F,S2DoShout,perhaps,68,shout,other,do,Y
19,F,S2DoShout,no,69,shout,other,do,N
13,F,S2DoShout,no,70,shout,other,do,N
17,F,S2DoShout,perhaps,71,shout,other,do,Y
29,F,S2DoShout,perhaps,72,shout,other,do,Y
12,F,S2DoShout,no,73,shout,other,do,N
19,F,S2DoShout,no,74,shout,other,do,N
23,F,S2DoShout,no,75,shout,other,do,N
11,F,S2DoShout,no,76,shout,other,do,N
18,F,S2DoShout,no,77,shout,other,do,N
22,F,S2DoShout,no,78,shout,other,do,N
22,M,S2DoShout,perhaps,79,shout,other,do,Y
19,M,S2DoShout,no,80,shout,other,do,N
19,M,S2DoShout,no,81,shout,other,do,N
21,F,S2DoShout,no,82,shout,other,do,N
25,F,S2DoShout,no,83,shout,other,do,N
19,F,S2DoShout,no,84,shout,other,do,N
26,F,S2DoShout,perhaps,85,shout,other,do,Y
18,F,S2DoShout,no,86,shout,other,do,N
20,F,S2DoShout,no,87,shout,other,do,N
17,F,S2DoShout,no,88,shout,other,do,N
17,M,S2DoShout,no,89,shout,other,do,N
16,F,S2DoShout,no,90,shout,other,do,N
22,F,S2DoShout,no,91,shout,other,do,N
16,F,S2DoShout,no,92,shout,other,do,N
19,M,S2DoShout,no,93,shout,other,do,N
20,M,S2DoShout,no,94,shout,other,do,N
22,F,S2DoShout,perhaps,95,shout,other,do,Y
18,F,S2DoShout,no,96,shout,other,do,N
26,F,S2DoShout,no,97,shout,other,do,N
23,F,S2DoShout,no,98,shout,other,do,N
15,F,S2DoShout,no,99,shout,other,do,N
18,F,S2DoShout,no,100,shout,other,do,N
27,F,S2DoShout,no,101,shout,other,do,N
21,F,S2DoShout,no,102,shout,other,do,N
21,F,S2DoShout,no,103,shout,other,do,N
15,F,S2DoShout,no,104,shout,other,do,N
17,F,S2DoShout,no,105,shout,other,do,N
15,F,S2DoShout,no,106,shout,other,do,N
23,F,S2DoShout,no,107,shout,other,do,N
23,F,S2DoShout,no,108,shout,other,do,N
19,F,S2DoShout,no,109,shout,other,do,N
21,F,S2DoShout,no,110,shout,other,do,N
18,F,S2DoShout,no,111,shout,other,do,N
18,F,S2DoShout,no,112,shout,other,do,N
16,F,S2DoShout,no,113,shout,other,do,N
20,F,S2DoShout,no,114,shout,other,do,N
24,F,S2DoShout,no,115,shout,other,do,N
26,F,S2DoShout,perhaps,116,shout,other,do,Y
20,F,S2DoShout,no,117,shout,other,do,N
22,F,S2DoShout,no,118,shout,other,do,N
16,M,S2DoShout,no,119,shout,other,do,N
18,M,S2DoShout,no,120,shout,other,do,N
19,F,S2DoShout,no,121,shout,other,do,N
25,F,S2DoShout,no,122,shout,other,do,N
22,F,S2DoShout,no,123,shout,other,do,N
23,M,S2DoShout,yes,124,shout,other,do,Y
21,F,S2DoShout,no,125,shout,other,do,N
13,F,S2DoShout,perhaps,126,shout,other,do,Y
16,F,S2DoShout,no,127,shout,other,do,N
21,F,S2DoShout,no,128,shout,other,do,N
15,F,S2DoShout,no,129,shout,other,do,N
23,F,S2DoShout,no,130,shout,other,do,N
17,F,S2DoShout,perhaps,131,shout,other,do,Y
14,F,S2DoShout,yes,132,shout,other,do,Y
29,F,S2DoShout,no,133,shout,other,do,N
24,F,S2DoShout,no,134,shout,other,do,N
15,F,S2DoShout,no,135,shout,other,do,N
25,F,S2DoShout,no,136,shout,other,do,N
17,F,S2DoShout,no,137,shout,other,do,N
17,M,S2DoShout,no,138,shout,other,do,N
28,M,S2DoShout,no,139,shout,other,do,N
15,F,S2DoShout,no,140,shout,other,do,N
19,F,S2DoShout,no,141,shout,other,do,N
26,F,S2DoShout,perhaps,142,shout,other,do,Y
18,F,S2DoShout,perhaps,143,shout,other,do,Y
11,F,S2DoShout,no,144,shout,other,do,N
25,F,S2DoShout,perhaps,145,shout,other,do,Y
28,F,S2DoShout,no,146,shout,other,do,N
25,F,S2DoShout,no,147,shout,other,do,N
14,F,S2DoShout,yes,148,shout,other,do,Y
17,F,S2DoShout,no,149,shout,other,do,N
18,F,S2DoShout,no,150,shout,other,do,N
22,M,S2DoShout,perhaps,151,shout,other,do,Y
17,F,S2DoShout,perhaps,152,shout,other,do,Y
15,M,S2DoShout,no,153,shout,other,do,N
16,M,S2DoShout,perhaps,154,shout,other,do,Y
22,M,S2DoShout,perhaps,155,shout,other,do,Y
21,F,S2DoShout,no,156,shout,other,do,N
19,F,S2DoShout,no,157,shout,other,do,N
21,F,S2DoShout,no,158,shout,other,do,N
16,F,S2DoShout,no,159,shout,other,do,N
17,F,S2DoShout,perhaps,160,shout,other,do,Y
15,M,S2DoShout,no,161,shout,other,do,N
27,M,S2DoShout,no,162,shout,other,do,N
21,M,S2DoShout,no,163,shout,other,do,N
19,F,S2DoShout,no,164,shout,other,do,N
17,F,S2DoShout,no,165,shout,other,do,N
21,F,S2DoShout,no,166,shout,other,do,N
24,M,S2DoShout,no,167,shout,other,do,N
20,F,S2DoShout,no,168,shout,other,do,N
16,M,S2DoShout,no,169,shout,other,do,N
14,F,S2DoShout,no,170,shout,other,do,N
14,F,S2DoShout,no,171,shout,other,do,N
20,M,S2DoShout,no,172,shout,other,do,N
23,F,S2DoShout,no,173,shout,other,do,N
23,M,S2DoShout,perhaps,174,shout,other,do,Y
23,F,S2DoShout,perhaps,175,shout,other,do,Y
23,F,S2DoShout,no,176,shout,other,do,N
18,M,S2DoShout,perhaps,177,shout,other,do,Y
22,F,S2DoShout,no,178,shout,other,do,N
20,F,S2DoShout,yes,179,shout,other,do,Y
23,F,S2DoShout,perhaps,180,shout,other,do,Y
16,M,S2DoShout,no,181,shout,other,do,N
18,F,S2DoShout,no,182,shout,other,do,N
12,F,S2DoShout,no,183,shout,other,do,N
17,F,S2DoShout,no,184,shout,other,do,N
21,F,S2DoShout,no,185,shout,other,do,N
21,F,S2DoShout,no,186,shout,other,do,N
16,F,S2DoShout,no,187,shout,other,do,N
19,M,S2DoShout,no,188,shout,other,do,N
19,M,S2DoShout,no,189,shout,other,do,N
13,M,S2DoShout,no,190,shout,other,do,N
31,M,S2DoShout,no,191,shout,other,do,N
23,F,S2DoShout,no,192,shout,other,do,N
25,F,S2DoShout,yes,193,shout,other,do,Y
19,F,S2DoShout,no,194,shout,other,do,N
11,F,S2DoShout,perhaps,195,shout,other,do,Y
28,F,S2DoShout,no,196,shout,other,do,N
27,F,S2DoShout,no,197,shout,other,do,N
16,M,S2DoShout,no,198,shout,other,do,N
16,M,S2DoShout,no,199,shout,other,do,N
16,F,S2DoShout,no,200,shout,other,do,N
13,F,S2DoShout,no,201,shout,other,do,N
21,M,S2DoShout,no,202,shout,other,do,N
19,M,S2DoShout,no,203,shout,other,do,N
20,F,S2DoShout,no,204,shout,other,do,N
13,M,S2DoShout,no,205,shout,other,do,N
15,M,S2DoShout,no,206,shout,other,do,N
14,F,S2DoShout,no,207,shout,other,do,N
15,F,S2DoShout,no,208,shout,other,do,N
23,M,S2DoShout,yes,209,shout,other,do,Y
13,M,S2DoShout,no,210,shout,other,do,N
21,M,S2DoShout,no,211,shout,other,do,N
19,F,S2DoShout,perhaps,212,shout,other,do,Y
23,F,S2DoShout,no,213,shout,other,do,N
20,M,S2DoShout,no,214,shout,other,do,N
19,M,S2DoShout,perhaps,215,shout,other,do,Y
14,F,S2DoShout,no,216,shout,other,do,N
18,M,S2DoShout,no,217,shout,other,do,N
22,M,S2DoShout,no,218,shout,other,do,N
23,M,S2DoShout,perhaps,219,shout,other,do,Y
24,M,S2DoShout,yes,220,shout,other,do,Y
20,F,S2DoShout,perhaps,221,shout,other,do,Y
22,F,S2DoShout,perhaps,222,shout,other,do,Y
19,F,S2DoShout,no,223,shout,other,do,N
19,F,S2DoShout,no,224,shout,other,do,N
11,M,S2DoShout,no,225,shout,other,do,N
26,F,S2DoShout,yes,226,shout,other,do,Y
19,F,S2DoShout,yes,227,shout,other,do,Y
11,M,S2DoShout,no,228,shout,other,do,N
13,F,S2DoShout,no,229,shout,other,do,N
19,F,S2DoShout,no,230,shout,other,do,N
17,F,S2DoShout,no,231,shout,other,do,N
16,M,S2DoShout,perhaps,232,shout,other,do,Y
18,F,S2DoShout,no,233,shout,other,do,N
27,M,S2DoShout,perhaps,234,shout,other,do,Y
18,F,S2DoShout,perhaps,235,shout,other,do,Y
17,F,S2DoShout,no,236,shout,other,do,N
20,F,S2DoShout,no,237,shout,other,do,N
18,F,S2DoShout,no,238,shout,other,do,N
14,F,S2DoShout,no,239,shout,other,do,N
17,F,S2DoShout,no,240,shout,other,do,N
18,F,S2DoShout,no,241,shout,other,do,N
15,F,S2DoShout,perhaps,242,shout,other,do,Y
18,F,S2DoShout,no,243,shout,other,do,N
27,F,S2DoShout,no,244,shout,other,do,N
22,F,S2DoShout,no,245,shout,other,do,N
18,F,S2DoShout,perhaps,246,shout,other,do,Y
30,M,S2DoShout,yes,247,shout,other,do,Y
13,F,S2DoShout,no,248,shout,other,do,N
22,M,S2DoShout,no,249,shout,other,do,N
19,F,S2DoShout,no,250,shout,other,do,N
13,F,S2DoShout,no,251,shout,other,do,N
34,F,S2DoShout,yes,252,shout,other,do,Y
19,F,S2DoShout,no,253,shout,other,do,N
23,M,S2DoShout,no,254,shout,other,do,N
21,F,S2DoShout,no,255,shout,other,do,N
18,F,S2DoShout,no,256,shout,other,do,N
18,F,S2DoShout,perhaps,257,shout,other,do,Y
15,M,S2DoShout,no,258,shout,other,do,N
21,M,S2DoShout,perhaps,259,shout,other,do,Y
26,F,S2DoShout,yes,260,shout,other,do,Y
19,F,S2DoShout,yes,261,shout,other,do,Y
34,F,S2DoShout,yes,262,shout,other,do,Y
20,F,S2DoShout,yes,263,shout,other,do,Y
21,F,S2DoShout,perhaps,264,shout,other,do,Y
26,F,S2DoShout,perhaps,265,shout,other,do,Y
23,F,S2DoShout,no,266,shout,other,do,N
14,F,S2DoShout,no,267,shout,other,do,N
23,F,S2DoShout,no,268,shout,other,do,N
17,F,S2DoShout,no,269,shout,other,do,N
18,F,S2DoShout,no,270,shout,other,do,N
19,F,S2DoShout,no,271,shout,other,do,N
25,F,S2DoShout,no,272,shout,other,do,N
20,M,S2DoShout,no,273,shout,other,do,N
26,F,S2DoShout,no,274,shout,other,do,N
21,F,S2DoShout,no,275,shout,other,do,N
15,F,S2DoShout,no,276,shout,other,do,N
18,F,S2DoShout,no,277,shout,other,do,N
21,F,S2DoShout,no,278,shout,other,do,N
17,F,S2DoShout,no,279,shout,other,do,N
15,F,S2DoShout,no,280,shout,other,do,N
22,F,S2DoShout,no,281,shout,other,do,N
19,M,S2DoShout,no,282,shout,other,do,N
19,M,S2DoShout,no,283,shout,other,do,N
18,F,S2DoShout,no,284,shout,other,do,N
18,F,S2DoShout,no,285,shout,other,do,N
16,M,S2DoShout,no,286,shout,other,do,N
22,F,S2DoShout,no,287,shout,other,do,N
19,F,S2DoShout,no,288,shout,other,do,N
25,F,S2DoShout,no,289,shout,other,do,N
17,M,S2DoShout,no,290,shout,other,do,N
30,F,S2DoShout,yes,291,shout,other,do,Y
29,F,S2DoShout,no,292,shout,other,do,N
27,F,S2DoShout,perhaps,293,shout,other,do,Y
18,F,S2DoShout,yes,294,shout,other,do,Y
27,F,S2DoShout,no,295,shout,other,do,N
31,F,S2DoShout,no,296,shout,other,do,N
19,F,S2DoShout,no,297,shout,other,do,N
18,M,S2DoShout,perhaps,298,shout,other,do,Y
17,F,S2DoShout,no,299,shout,other,do,N
15,F,S2DoShout,no,300,shout,other,do,N
20,F,S2DoShout,no,301,shout,other,do,N
24,F,S2DoShout,no,302,shout,other,do,N
12,M,S2DoShout,no,303,shout,other,do,N
16,M,S2DoShout,no,304,shout,other,do,N
20,F,S2DoShout,no,305,shout,other,do,N
33,M,S2DoShout,perhaps,306,shout,other,do,Y
17,F,S2DoShout,no,307,shout,other,do,N
13,F,S2DoShout,no,308,shout,other,do,N
14,F,S2DoShout,no,309,shout,other,do,N
23,F,S2DoShout,no,310,shout,other,do,N
24,M,S2DoShout,yes,311,shout,other,do,Y
17,M,S2DoShout,perhaps,312,shout,other,do,Y
20,F,S2DoShout,no,313,shout,other,do,N
25,F,S2DoShout,no,314,shout,other,do,N
23,F,S2DoShout,no,315,shout,other,do,N
12,F,S2DoShout,no,316,shout,other,do,N
20,M,S3DoCurse,perhaps,1,curse,self,do,Y
11,M,S3DoCurse,perhaps,2,curse,self,do,Y
17,F,S3DoCurse,no,3,curse,self,do,N
21,F,S3DoCurse,perhaps,4,curse,self,do,Y
17,F,S3DoCurse,perhaps,5,curse,self,do,Y
21,F,S3DoCurse,yes,6,curse,self,do,Y
39,F,S3DoCurse,no,7,curse,self,do,N
21,F,S3DoCurse,yes,8,curse,self,do,Y
24,F,S3DoCurse,perhaps,9,curse,self,do,Y
16,F,S3DoCurse,no,10,curse,self,do,N
15,F,S3DoCurse,no,11,curse,self,do,N
18,F,S3DoCurse,no,12,curse,self,do,N
36,M,S3DoCurse,no,13,curse,self,do,N
22,M,S3DoCurse,perhaps,14,curse,self,do,Y
16,F,S3DoCurse,perhaps,15,curse,self,do,Y
18,F,S3DoCurse,perhaps,16,curse,self,do,Y
23,F,S3DoCurse,perhaps,17,curse,self,do,Y
16,F,S3DoCurse,no,18,curse,self,do,N
21,F,S3DoCurse,no,19,curse,self,do,N
25,F,S3DoCurse,no,20,curse,self,do,N
22,F,S3DoCurse,no,21,curse,self,do,N
15,F,S3DoCurse,perhaps,22,curse,self,do,Y
26,F,S3DoCurse,perhaps,23,curse,self,do,Y
13,F,S3DoCurse,no,24,curse,self,do,N
33,F,S3DoCurse,no,25,curse,self,do,N
17,F,S3DoCurse,no,26,curse,self,do,N
17,F,S3DoCurse,no,27,curse,self,do,N
22,F,S3DoCurse,no,28,curse,self,do,N
21,M,S3DoCurse,yes,29,curse,self,do,Y
17,F,S3DoCurse,perhaps,30,curse,self,do,Y
19,F,S3DoCurse,no,31,curse,self,do,N
18,M,S3DoCurse,yes,32,curse,self,do,Y
33,M,S3DoCurse,perhaps,33,curse,self,do,Y
19,F,S3DoCurse,no,34,curse,self,do,N
25,F,S3DoCurse,no,35,curse,self,do,N
17,F,S3DoCurse,perhaps,36,curse,self,do,Y
12,F,S3DoCurse,no,37,curse,self,do,N
14,F,S3DoCurse,no,38,curse,self,do,N
25,M,S3DoCurse,no,39,curse,self,do,N
22,M,S3DoCurse,no,40,curse,self,do,N
20,F,S3DoCurse,no,41,curse,self,do,N
25,F,S3DoCurse,no,42,curse,self,do,N
12,F,S3DoCurse,no,43,curse,self,do,N
16,F,S3DoCurse,perhaps,44,curse,self,do,Y
23,F,S3DoCurse,no,45,curse,self,do,N
19,F,S3DoCurse,no,46,curse,self,do,N
22,F,S3DoCurse,perhaps,47,curse,self,do,Y
15,F,S3DoCurse,no,48,curse,self,do,N
25,F,S3DoCurse,no,49,curse,self,do,N
35,F,S3DoCurse,perhaps,50,curse,self,do,Y
24,F,S3DoCurse,no,51,curse,self,do,N
24,F,S3DoCurse,no,52,curse,self,do,N
13,F,S3DoCurse,perhaps,53,curse,self,do,Y
26,F,S3DoCurse,perhaps,54,curse,self,do,Y
25,F,S3DoCurse,yes,55,curse,self,do,Y
20,F,S3DoCurse,yes,56,curse,self,do,Y
27,F,S3DoCurse,perhaps,57,curse,self,do,Y
19,F,S3DoCurse,no,58,curse,self,do,N
15,M,S3DoCurse,no,59,curse,self,do,N
18,F,S3DoCurse,no,60,curse,self,do,N
26,F,S3DoCurse,no,61,curse,self,do,N
26,F,S3DoCurse,no,62,curse,self,do,N
23,F,S3DoCurse,no,63,curse,self,do,N
20,F,S3DoCurse,no,64,curse,self,do,N
18,F,S3DoCurse,perhaps,65,curse,self,do,Y
30,F,S3DoCurse,perhaps,66,curse,self,do,Y
24,F,S3DoCurse,perhaps,67,curse,self,do,Y
22,F,S3DoCurse,yes,68,curse,self,do,Y
19,F,S3DoCurse,no,69,curse,self,do,N
13,F,S3DoCurse,no,70,curse,self,do,N
17,F,S3DoCurse,no,71,curse,self,do,N
29,F,S3DoCurse,no,72,curse,self,do,N
12,F,S3DoCurse,no,73,curse,self,do,N
19,F,S3DoCurse,no,74,curse,self,do,N
23,F,S3DoCurse,no,75,curse,self,do,N
11,F,S3DoCurse,no,76,curse,self,do,N
18,F,S3DoCurse,no,77,curse,self,do,N
22,F,S3DoCurse,no,78,curse,self,do,N
22,M,S3DoCurse,no,79,curse,self,do,N
19,M,S3DoCurse,perhaps,80,curse,self,do,Y
19,M,S3DoCurse,no,81,curse,self,do,N
21,F,S3DoCurse,perhaps,82,curse,self,do,Y
25,F,S3DoCurse,perhaps,83,curse,self,do,Y
19,F,S3DoCurse,no,84,curse,self,do,N
26,F,S3DoCurse,no,85,curse,self,do,N
18,F,S3DoCurse,no,86,curse,self,do,N
20,F,S3DoCurse,perhaps,87,curse,self,do,Y
17,F,S3DoCurse,no,88,curse,self,do,N
17,M,S3DoCurse,perhaps,89,curse,self,do,Y
16,F,S3DoCurse,no,90,curse,self,do,N
22,F,S3DoCurse,no,91,curse,self,do,N
16,F,S3DoCurse,no,92,curse,self,do,N
19,M,S3DoCurse,no,93,curse,self,do,N
20,M,S3DoCurse,no,94,curse,self,do,N
22,F,S3DoCurse,perhaps,95,curse,self,do,Y
18,F,S3DoCurse,perhaps,96,curse,self,do,Y
26,F,S3DoCurse,no,97,curse,self,do,N
23,F,S3DoCurse,no,98,curse,self,do,N
15,F,S3DoCurse,no,99,curse,self,do,N
18,F,S3DoCurse,no,100,curse,self,do,N
27,F,S3DoCurse,perhaps,101,curse,self,do,Y
21,F,S3DoCurse,no,102,curse,self,do,N
21,F,S3DoCurse,perhaps,103,curse,self,do,Y
15,F,S3DoCurse,no,104,curse,self,do,N
17,F,S3DoCurse,no,105,curse,self,do,N
15,F,S3DoCurse,no,106,curse,self,do,N
23,F,S3DoCurse,no,107,curse,self,do,N
23,F,S3DoCurse,perhaps,108,curse,self,do,Y
19,F,S3DoCurse,no,109,curse,self,do,N
21,F,S3DoCurse,no,110,curse,self,do,N
18,F,S3DoCurse,no,111,curse,self,do,N
18,F,S3DoCurse,no,112,curse,self,do,N
16,F,S3DoCurse,perhaps,113,curse,self,do,Y
20,F,S3DoCurse,no,114,curse,self,do,N
24,F,S3DoCurse,yes,115,curse,self,do,Y
26,F,S3DoCurse,yes,116,curse,self,do,Y
20,F,S3DoCurse,perhaps,117,curse,self,do,Y
22,F,S3DoCurse,no,118,curse,self,do,N
16,M,S3DoCurse,no,119,curse,self,do,N
18,M,S3DoCurse,perhaps,120,curse,self,do,Y
19,F,S3DoCurse,perhaps,121,curse,self,do,Y
25,F,S3DoCurse,perhaps,122,curse,self,do,Y
22,F,S3DoCurse,no,123,curse,self,do,N
23,M,S3DoCurse,yes,124,curse,self,do,Y
21,F,S3DoCurse,no,125,curse,self,do,N
13,F,S3DoCurse,perhaps,126,curse,self,do,Y
16,F,S3DoCurse,no,127,curse,self,do,N
21,F,S3DoCurse,no,128,curse,self,do,N
15,F,S3DoCurse,no,129,curse,self,do,N
23,F,S3DoCurse,perhaps,130,curse,self,do,Y
17,F,S3DoCurse,no,131,curse,self,do,N
14,F,S3DoCurse,perhaps,132,curse,self,do,Y
29,F,S3DoCurse,no,133,curse,self,do,N
24,F,S3DoCurse,no,134,curse,self,do,N
15,F,S3DoCurse,no,135,curse,self,do,N
25,F,S3DoCurse,no,136,curse,self,do,N
17,F,S3DoCurse,no,137,curse,self,do,N
17,M,S3DoCurse,yes,138,curse,self,do,Y
28,M,S3DoCurse,yes,139,curse,self,do,Y
15,F,S3DoCurse,no,140,curse,self,do,N
19,F,S3DoCurse,no,141,curse,self,do,N
26,F,S3DoCurse,yes,142,curse,self,do,Y
18,F,S3DoCurse,no,143,curse,self,do,N
11,F,S3DoCurse,perhaps,144,curse,self,do,Y
25,F,S3DoCurse,perhaps,145,curse,self,do,Y
28,F,S3DoCurse,yes,146,curse,self,do,Y
25,F,S3DoCurse,perhaps,147,curse,self,do,Y
14,F,S3DoCurse,no,148,curse,self,do,N
17,F,S3DoCurse,no,149,curse,self,do,N
18,F,S3DoCurse,no,150,curse,self,do,N
22,M,S3DoCurse,no,151,curse,self,do,N
17,F,S3DoCurse,perhaps,152,curse,self,do,Y
15,M,S3DoCurse,no,153,curse,self,do,N
16,M,S3DoCurse,perhaps,154,curse,self,do,Y
22,M,S3DoCurse,perhaps,155,curse,self,do,Y
21,F,S3DoCurse,no,156,curse,self,do,N
19,F,S3DoCurse,no,157,curse,self,do,N
21,F,S3DoCurse,yes,158,curse,self,do,Y
16,F,S3DoCurse,yes,159,curse,self,do,Y
17,F,S3DoCurse,no,160,curse,self,do,N
15,M,S3DoCurse,perhaps,161,curse,self,do,Y
27,M,S3DoCurse,yes,162,curse,self,do,Y
21,M,S3DoCurse,yes,163,curse,self,do,Y
19,F,S3DoCurse,perhaps,164,curse,self,do,Y
17,F,S3DoCurse,no,165,curse,self,do,N
21,F,S3DoCurse,yes,166,curse,self,do,Y
24,M,S3DoCurse,no,167,curse,self,do,N
20,F,S3DoCurse,yes,168,curse,self,do,Y
16,M,S3DoCurse,no,169,curse,self,do,N
14,F,S3DoCurse,perhaps,170,curse,self,do,Y
14,F,S3DoCurse,no,171,curse,self,do,N
20,M,S3DoCurse,yes,172,curse,self,do,Y
23,F,S3DoCurse,no,173,curse,self,do,N
23,M,S3DoCurse,perhaps,174,curse,self,do,Y
23,F,S3DoCurse,no,175,curse,self,do,N
23,F,S3DoCurse,perhaps,176,curse,self,do,Y
18,M,S3DoCurse,yes,177,curse,self,do,Y
22,F,S3DoCurse,no,178,curse,self,do,N
20,F,S3DoCurse,perhaps,179,curse,self,do,Y
