G,H,studage,lectage,A,I,Y
BBv,Bo,6,1,N,i,4
BBv,He,6,2,N,i,3
BBv,Hf,6,3,N,i,2
BBv,LV,6,5,N,i,3
BBv,LW,6,1,N,i,4
BBv,LY,6,2,N,i,1
BBv,Ba,6,1,N,i,2
BBv,LZ,6,6,N,i,3
BBv,KU,6,4,N,i,1
BBv,LJ,6,5,Y,b,2
BBv,BW,6,2,N,i,3
BBv,KX,6,2,Y,h,3
BBv,Ri,6,4,N,i,1
BBv,DH,6,5,N,i,4
BBv,Bl,6,5,Y,k,3
BBv,Cy,6,4,Y,h,4
BBv,DI,6,2,N,i,1
BBv,RP,6,3,N,i,2
BBv,OE,6,3,N,i,4
BBv,Pf,6,4,Y,h,2
BBv,Ov,6,4,N,i,4
BBv,Bg,6,6,Y,k,3
BBv,DJ,6,2,N,i,2
BBv,Lj,6,2,N,i,3
BBv,Lk,6,6,Y,k,1
BBv,Ll,6,3,N,i,3
BBv,Ow,6,1,N,i,3
BBw,DE,8,5,Y,n,5
BBw,Au,8,2,N,i,3
BBw,Hb,8,3,N,i,5
BBw,Cv,8,3,Y,a,4
BBw,Hc,8,6,Y,n,3
BBw,Hd,8,5,N,i,4
BBw,Bo,8,2,N,i,5
BBw,TE,8,2,Y,a,3
BBw,CR,8,2,Y,k,4
BBw,He,8,3,N,i,5
BBw,Hf,8,6,N,i,2
BBw,LV,8,6,N,i,3
BBw,LW,8,3,N,i,5
BBw,KK,8,5,N,i,4
BBw,Hg,8,2,N,i,4
BBw,LY,8,6,N,i,5
BBw,Ba,8,6,N,i,5
BBw,AO,8,1,N,i,4
BBw,LZ,8,6,N,i,3
BBw,KU,8,2,N,i,2
BBw,LJ,8,6,Y,b,5
BBw,Lb,8,5,N,i,4
BBw,Lc,8,6,N,i,4
BBw,Ld,8,6,N,i,3
BBw,CE,8,5,Y,n,4
BBw,Hw,8,6,Y,d,2
BBw,FC,8,3,Y,h,5
BBw,AX,8,6,Y,k,4
BBw,Br,8,1,Y,n,4
BBw,DH,8,6,N,i,5
BBw,EP,8,1,Y,n,4
BBw,DI,8,3,N,i,4
BBw,Bt,8,1,Y,n,4
BBw,MD,8,5,N,i,5
BBw,DJ,8,6,N,i,3
BBw,Lj,8,3,N,i,5
BBw,Lk,8,1,Y,k,5
BBw,Ax,8,6,Y,k,4
BBw,Ll,8,3,N,i,5
BBw,Tc,8,1,Y,h,4
BBw,DC,8,1,Y,h,4
BBw,ME,8,2,Y,a,5
BBw,Hh,8,5,N,i,4
BBx,QS,4,3,N,e,2
BBx,QT,4,5,N,e,3
BBx,QU,4,5,N,e,2
BBx,FY,4,5,Y,a,2
BBx,QV,4,4,N,e,3
BBx,DP,4,3,N,e,4
BBx,QW,4,5,N,e,4
BBx,QX,4,5,Y,k,4
BBx,AF,4,3,N,e,3
BBx,CH,4,2,N,e,1
BBx,QY,4,5,Y,l,3
BBx,NV,4,6,N,e,3
BBx,QZ,4,3,N,e,4
BBx,NW,4,3,N,e,3
BBx,OW,4,3,N,e,2
BBx,OX,4,3,N,e,4
BBx,Qc,4,3,N,e,4
BBx,Qd,4,5,N,e,1
BBx,NZ,4,5,N,e,5
BBy,DN,2,1,Y,b,3
BBy,Hi,2,1,N,k,5
BBy,Oh,2,1,N,k,1
BBy,Ou,2,2,Y,i,3
BBy,Nz,2,1,N,k,3
BBy,NT,2,2,N,k,2
BBz,Fj,2,1,Y,h,1
BBz,NO,2,2,N,d,5
BBz,Dj,2,1,Y,l,5
BBz,Fm,2,1,Y,k,3
BBz,Oj,2,2,Y,i,3
BBz,Fn,2,2,Y,b,5
BBz,KS,2,1,Y,f,1
BBz,RV,2,2,N,d,1
BBz,Fq,2,1,Y,f,4
BBz,Ah,2,2,Y,h,4
BBz,TL,2,1,N,d,4
BBz,Dm,2,1,Y,l,4
BBz,Jj,2,2,N,d,2
BBz,Fz,2,2,N,d,5
BBz,JO,2,2,Y,g,1
BBz,TM,2,1,N,d,5
BBz,MS,2,1,Y,l,5
BBz,GE,2,1,N,d,3
BCA,DW,2,1,N,c,5
BCA,SE,2,1,N,c,1
BCA,EJ,2,2,Y,k,2
BCA,Da,2,1,N,c,1
BCA,EN,2,1,Y,k,5
BCA,Rd,2,2,N,c,4
BCA,Re,2,1,N,c,2
BCA,OC,2,1,Y,i,1
BCA,Rf,2,1,Y,f,2
BCA,Dh,2,2,N,c,2
BCA,EX,2,1,Y,h,4
BCA,EZ,2,1,N,c,5
BCA,Rg,2,1,Y,f,1
BCB,EK,8,5,Y,b,2
BCB,EL,8,5,N,c,5
BCB,Fr,8,4,Y,a,5
BCB,Jr,8,2,Y,a,5
BCB,Fe,8,2,Y,a,4
BCB,Dd,8,2,Y,a,5
BCB,Nz,8,6,Y,k,2
BCB,EO,8,6,N,c,2
BCB,Df,8,2,Y,a,2
BCB,Ot,8,5,Y,l,5
BCB,IV,8,4,N,c,1
BCC,QS,4,4,N,e,4
BCC,QT,4,5,N,e,4
BCC,QU,4,5,N,e,2
BCC,QV,4,4,N,e,4
BCC,DP,4,4,N,e,3
BCC,QW,4,5,N,e,3
BCC,CH,4,4,N,e,4
BCC,QZ,4,4,N,e,5
BCC,NW,4,4,N,e,1
BCC,OW,4,4,N,e,3
BCC,Qc,4,4,N,e,2
BCC,Qd,4,5,N,e,1
BCC,NZ,4,5,N,e,4
BCD,QS,2,1,N,e,4
BCD,QT,2,1,N,e,3
BCD,QU,2,1,N,e,1
BCD,RL,2,1,Y,a,2
BCD,QW,2,1,N,e,3
BCD,DQ,2,1,N,e,4
BCD,QZ,2,1,N,e,2
BCD,NW,2,1,N,e,4
BCD,DS,2,1,N,e,5
BCD,RM,2,1,Y,k,3
BCD,RN,2,1,N,e,4
BCD,NZ,2,1,N,e,5
BCE,CM,8,4,N,l,3
BCE,Di,8,3,N,l,4
BCE,Dj,8,3,N,l,3
BCE,CN,8,4,Y,f,3
BCE,CO,8,6,N,l,5
BCE,CP,8,4,N,l,3
BCE,El,8,4,Y,o,1
BCE,MM,8,3,N,l,5
BCE,Dl,8,3,N,l,4
BCE,Cb,8,6,N,l,5
BCE,MN,8,3,Y,o,4
BCE,Er,8,6,N,l,4
BCE,MO,8,3,N,l,3
BCE,Dm,8,5,N,l,4
BCE,MP,8,3,N,l,3
BCE,Dp,8,5,Y,f,2
BCE,Dq,8,5,Y,f,1
BCE,Dr,8,6,Y,f,1
BCE,FG,8,6,Y,f,3
BCE,Dt,8,5,N,l,4
BCE,MR,8,3,N,l,4
BCE,Kl,8,3,Y,d,3
BCE,MS,8,3,N,l,3
BCE,MU,8,3,N,l,1
BCE,Dx,8,6,Y,f,2
BCE,Cl,8,5,Y,f,3
BCE,Dy,8,5,Y,b,4
BCE,Gw,8,3,Y,d,3
BCE,EB,8,5,N,l,3
BCE,Co,8,6,N,l,3
BCE,Jz,8,3,Y,d,2
BCE,EC,8,6,Y,f,4
BCE,Ly,8,3,N,l,1
BCE,MV,8,3,N,l,5
BCE,ED,8,3,N,l,3
BCE,MW,8,4,N,l,2
BCF,AU,6,1,N,b,2
BCF,DK,6,5,Y,k,2
BCF,DN,6,3,N,b,3
BCF,Az,6,1,N,b,4
BCF,On,6,6,N,b,2
BCF,Qw,6,4,N,b,2
BCF,Qx,6,6,Y,k,3
BCF,BY,6,1,Y,k,4
BCF,Qy,6,5,Y,k,4
BCF,Lb,6,6,Y,i,1
BCF,EN,6,1,Y,k,4
BCF,AA,6,2,N,b,2
BCF,OR,6,5,Y,k,4
BCF,Op,6,6,N,b,3
BCF,Bl,6,2,Y,k,5
BCF,Du,6,3,Y,k,1
BCF,EU,6,2,Y,h,2
BCF,Qi,6,5,Y,k,5
BCF,Hq,6,3,Y,k,4
BCF,Qz,6,4,Y,k,4
BCF,CK,6,2,N,b,3
BCG,CL,6,2,N,l,4
BCG,MK,6,1,N,l,5
BCG,CT,6,6,N,l,4
BCG,Di,6,1,N,l,4
BCG,CU,6,2,N,l,2
BCG,Dj,6,1,N,l,3
BCG,In,6,2,N,l,5
BCG,CO,6,1,N,l,2
BCG,CV,6,6,Y,f,5
BCG,UC,6,2,Y,h,3
BCG,El,6,2,Y,o,2
BCG,MM,6,1,N,l,1
BCG,Dl,6,1,N,l,3
BCG,Cb,6,2,N,l,5
BCG,Ep,6,5,N,l,2
BCG,Cc,6,5,Y,f,4
BCG,MN,6,1,Y,o,3
BCG,Io,6,2,N,l,1
BCG,Er,6,1,N,l,3
BCG,Lv,6,1,N,l,2
BCG,MO,6,1,N,l,2
BCG,Dm,6,5,N,l,4
BCG,Gc,6,3,Y,o,4
BCG,Cg,6,5,Y,f,2
BCG,Ch,6,2,N,l,1
BCG,CF,6,5,Y,h,3
BCG,Ez,6,3,Y,f,1
BCG,Pi,6,3,Y,d,4
BCG,FA,6,5,N,l,2
BCG,MP,6,1,N,l,5
BCG,Dp,6,5,Y,f,3
BCG,Dq,6,5,Y,f,4
BCG,FF,6,1,N,l,1
BCG,Ci,6,2,N,l,1
BCG,MQ,6,1,N,l,1
BCG,Dr,6,6,Y,f,5
BCG,Iv,6,6,Y,f,2
BCG,FG,6,6,Y,f,2
BCG,Ds,6,1,N,l,2
BCG,Dt,6,5,N,l,2
BCG,FI,6,2,N,l,3
BCG,MR,6,1,N,l,3
BCG,Dw,6,5,N,l,5
BCG,MT,6,1,N,l,2
BCG,CQ,6,1,N,l,3
BCG,MU,6,1,N,l,5
BCG,Cj,6,5,Y,f,2
BCG,Ck,6,2,N,l,2
BCG,Dx,6,6,Y,f,4
BCG,Cl,6,5,Y,f,4
BCG,Dy,6,5,Y,b,5
BCG,EA,6,1,N,l,5
BCG,Lw,6,1,N,l,3
BCG,EB,6,5,N,l,1
BCG,Cn,6,6,Y,f,2
BCG,Co,6,2,N,l,2
BCG,EC,6,6,Y,f,5
BCG,Ly,6,1,N,l,1
BCG,Cq,6,2,N,l,3
BCG,MV,6,1,N,l,3
BCG,Cs,6,5,Y,f,3
BCG,ED,6,1,N,l,3
BCH,Ee,2,1,N,f,2
BCH,Dj,2,2,Y,l,5
BCH,CN,2,1,N,f,2
BCH,Ef,2,2,N,f,4
BCH,CX,2,1,Y,l,4
BCH,Pv,2,1,N,f,3
BCH,CY,2,1,Y,l,4
BCH,Eo,2,1,Y,l,3
BCH,Dm,2,2,Y,l,5
BCH,Ev,2,2,Y,d,4
BCH,FB,2,2,N,f,4
BCH,Rp,2,2,N,f,5
BCH,QD,2,1,N,f,1
BCH,FJ,2,1,Y,l,5
BCH,Qq,2,2,Y,l,2
BCH,Bf,2,1,Y,k,1
BCH,Bh,2,1,Y,k,2
BCH,EB,2,2,Y,l,1
BCH,Qt,2,2,Y,l,3
BCI,MF,8,3,N,i,3
BCI,Hc,8,6,Y,n,2
BCI,Bo,8,2,N,i,2
BCI,Hf,8,6,N,i,1
BCI,LV,8,6,N,i,2
BCI,LW,8,2,N,i,2
BCI,Ba,8,6,N,i,4
BCI,LZ,8,6,N,i,3
BCI,KU,8,6,N,i,5
BCI,LJ,8,6,Y,b,3
BCI,Ld,8,6,N,i,5
BCI,Cx,8,3,Y,c,2
BCI,AX,8,6,Y,k,3
BCI,Lf,8,4,Y,n,4
BCI,DH,8,6,N,i,5
BCI,Cy,8,1,Y,h,4
BCI,Pf,8,4,Y,h,1
BCI,MD,8,5,N,i,1
BCI,Cz,8,3,Y,c,2
BCI,Lj,8,2,N,i,5
BCI,Lk,8,6,Y,k,1
BCI,Ax,8,6,Y,k,3
BCI,Ll,8,6,N,i,3
BCI,DC,8,4,Y,h,3
BCI,Hh,8,5,N,i,1
BCJ,Sg,2,1,N,j,3
BCJ,BI,2,2,N,j,4
BCJ,AM,2,1,Y,i,4
BCJ,AO,2,2,Y,i,1
BCJ,Sk,2,2,Y,g,2
BCJ,Sp,2,2,N,j,3
BCJ,Kj,2,1,N,j,5
BCJ,Bh,2,2,Y,k,2
BCJ,EZ,2,1,Y,c,5
BCJ,Bi,2,1,Y,k,1
BCK,Bo,6,1,N,i,3
BCK,BW,6,1,N,i,5
BCK,EP,6,1,Y,n,3
BCK,EV,6,1,Y,h,1
BCK,Ow,6,1,N,i,5
BCL,OK,6,6,Y,k,4
BCL,Hb,6,1,N,i,5
BCL,Cv,6,1,Y,a,3
BCL,SO,6,1,Y,h,4
BCL,Hc,6,1,Y,n,3
BCL,Hf,6,1,N,i,1
BCL,LV,6,5,N,i,4
BCL,LW,6,2,N,i,4
BCL,MH,6,1,N,i,4
BCL,LY,6,1,N,i,1
BCL,Ba,6,1,N,i,3
BCL,LZ,6,6,N,i,5
BCL,LJ,6,5,Y,b,3
BCL,BW,6,3,N,i,5
BCL,DH,6,5,N,i,5
BCL,DI,6,2,N,i,3
BCL,OE,6,3,N,i,5
BCL,Ov,6,2,N,i,5
BCL,OA,6,6,Y,k,1
BCL,Bg,6,6,Y,k,3
BCL,Lk,6,6,Y,k,3
BCL,TB,6,1,N,i,3
BCL,Ll,6,3,N,i,5
BCL,Hh,6,2,N,i,4
BCL,Ow,6,1,N,i,4
BCL,PT,6,6,Y,b,3
BCM,QS,4,1,N,e,4
BCM,QT,4,3,N,e,4
BCM,AE,4,1,N,e,5
BCM,Fj,4,1,Y,h,5
BCM,QU,4,3,N,e,4
BCM,Uj,4,3,N,e,5
BCM,QV,4,2,N,e,4
BCM,DP,4,1,N,e,3
BCM,RL,4,3,Y,a,1
BCM,QW,4,3,N,e,4
BCM,DQ,4,2,N,e,4
BCM,Us,4,1,N,e,5
BCM,AF,4,1,N,e,3
BCM,CH,4,1,N,e,3
BCM,NV,4,4,N,e,5
BCM,QZ,4,1,N,e,2
BCM,NW,4,3,N,e,4
BCM,UN,4,1,N,e,5
BCM,AP,4,2,Y,h,4
BCM,OX,4,1,N,e,3
BCM,NX,4,4,N,e,5
BCM,Qc,4,1,N,e,3
BCM,RM,4,3,Y,k,3
BCM,RN,4,3,N,e,4
BCM,Tz,4,1,N,e,5
BCM,OY,4,1,N,e,2
BCM,Qe,4,1,Y,h,3
BCM,Qf,4,2,Y,h,2
BCM,NZ,4,3,N,e,1
BCN,AG,8,6,Y,k,1
BCN,AH,8,4,N,j,3
BCN,AI,8,3,N,j,2
BCN,AJ,8,4,N,j,3
BCN,Fj,8,4,Y,h,2
BCN,CR,8,4,Y,k,3
BCN,Sg,8,6,N,j,3
BCN,MY,8,3,N,j,4
BCN,Ok,8,3,N,j,4
BCN,AK,8,4,N,j,3
BCN,AL,8,5,N,j,5
BCN,AM,8,1,Y,i,5
BCN,Ah,8,6,Y,h,2
BCN,AN,8,4,N,j,4
BCN,Sk,8,6,Y,g,1
BCN,AP,8,5,Y,h,3
BCN,Oy,8,3,N,j,3
BCN,Br,8,4,Y,n,2
BCN,Kj,8,3,N,j,4
BCN,Ma,8,3,N,j,2
BCN,Qh,8,6,Y,c,2
BCN,AQ,8,3,N,j,3
BCN,IB,8,3,N,j,2
BCN,IC,8,3,Y,c,3
BCN,IS,8,6,N,j,1
BCN,Bh,8,6,Y,k,4
BCN,Hp,8,5,Y,b,1
BCN,Ko,8,3,N,j,2
BCN,Ll,8,6,Y,i,4
BCN,AR,8,1,N,j,4
BCN,IE,8,3,N,j,1
BCN,Bi,8,5,Y,k,3
BCN,IU,8,6,N,j,2
BCN,Mb,8,3,N,j,3
BCO,Fj,2,2,Y,h,4
BCO,SH,2,1,Y,a,4
BCO,TE,2,2,Y,a,3
BCO,AP,2,2,Y,h,1
BCO,Dd,2,1,Y,a,3
BCO,Nr,2,1,Y,a,4
BCO,Df,2,1,Y,a,4
BCO,EV,2,1,Y,h,5
BCO,OT,2,2,Y,a,4
BCO,ME,2,2,Y,a,5
BCP,DN,2,1,N,b,1
BCP,Hi,2,1,Y,k,5
BCP,Oh,2,1,Y,k,3
BCP,Qr,2,1,Y,k,5
BCP,Ou,2,2,Y,i,2
BCP,Nz,2,1,Y,k,3
BCP,Lr,2,1,Y,h,3
BCP,NT,2,2,Y,k,1
BCQ,AU,8,6,Y,b,3
BCQ,Lz,8,6,Y,b,1
BCQ,Fj,8,6,Y,h,2
BCQ,Bk,8,5,N,k,5
BCQ,Ln,8,3,Y,h,2
BCQ,SG,8,5,N,k,3
BCQ,Fm,8,2,N,k,5
BCQ,BX,8,1,N,k,2
BCQ,Av,8,1,N,k,2
BCQ,Qw,8,4,Y,b,4
BCQ,NR,8,6,N,k,2
BCQ,Lb,8,6,Y,i,1
BCQ,AP,8,3,Y,h,3
BCQ,OR,8,6,N,k,5
BCQ,Nz,8,3,N,k,2
BCQ,OM,8,1,N,k,2
BCQ,OS,8,2,N,k,2
BCQ,Lr,8,1,Y,h,5
BCQ,Du,8,1,N,k,1
BCQ,Bd,8,2,Y,i,2
BCQ,Ho,8,6,N,k,4
BCQ,FK,8,4,N,k,1
BCQ,Aw,8,1,N,k,2
BCQ,Qi,8,6,N,k,1
BCQ,LT,8,1,N,k,3
BCQ,Bh,8,3,N,k,3
BCQ,Lk,8,6,N,k,1
BCQ,Qz,8,3,N,k,1
BCQ,OO,8,1,N,k,2
BCQ,Ay,8,1,N,k,2
BCQ,OB,8,5,Y,i,2
BCR,CG,4,4,Y,o,4
BCR,Eb,4,2,N,d,3
BCR,Fj,4,3,Y,h,5
BCR,Dj,4,3,Y,l,2
BCR,Fm,4,2,Y,k,4
BCR,Oj,4,4,Y,i,2
BCR,Fn,4,4,Y,b,4
BCR,GU,4,4,Y,o,1
BCR,RV,4,4,N,d,3
BCR,Fq,4,3,Y,f,3
BCR,Ah,4,4,Y,h,4
BCR,Ft,4,1,N,d,3
BCR,Fv,4,2,N,d,4
BCR,NA,4,2,Y,g,2
BCR,Dm,4,2,Y,l,5
BCR,Eu,4,2,N,d,4
BCR,Jj,4,4,N,d,2
BCR,Ev,4,2,N,d,2
BCR,Hx,4,2,N,d,2
BCR,FH,4,4,N,d,2
BCR,Gl,4,2,Y,a,5
BCR,FI,4,2,Y,l,5
BCR,FL,4,3,Y,l,2
BCR,GE,4,2,N,d,2
BCR,Dy,4,2,Y,b,4
BCR,KH,4,2,N,d,2
BCR,LT,4,1,Y,k,4
BCR,GG,4,1,N,d,3
BCR,Jb,4,4,Y,g,5
BCR,Rb,4,3,Y,g,4
BCS,HF,6,1,Y,l,3
BCS,EF,6,3,Y,n,2
BCS,EG,6,1,N,c,4
BCS,Bn,6,1,Y,n,1
BCS,DW,6,1,N,c,3
BCS,HI,6,1,Y,l,2
BCS,Rt,6,4,Y,k,2
BCS,EJ,6,3,Y,k,1
BCS,CC,6,1,N,c,4
BCS,EK,6,3,Y,b,1
BCS,EL,6,1,N,c,3
BCS,CD,6,1,N,c,5
BCS,EN,6,5,Y,k,5
BCS,NJ,6,1,N,c,4
BCS,EO,6,1,N,c,4
BCS,NK,6,2,N,c,3
BCS,Bv,6,1,Y,n,3
BCS,DB,6,1,N,c,5
BCS,IT,6,1,N,c,5
BCS,HU,6,1,Y,l,2
BCS,Ot,6,1,Y,l,2
BCT,DN,2,1,Y,b,1
BCT,Hi,2,1,N,k,3
BCT,Nz,2,1,N,k,1
BCT,NT,2,2,N,k,3
BCU,DW,2,1,N,c,1
BCU,SE,2,1,N,c,4
BCU,EJ,2,2,Y,k,4
BCU,Da,2,1,N,c,2
BCU,EN,2,1,Y,k,4
BCU,Rd,2,2,N,c,2
BCU,Re,2,1,N,c,1
BCU,OC,2,1,Y,i,2
BCU,Rf,2,1,Y,f,5
BCU,Dh,2,2,N,c,5
BCU,EZ,2,1,N,c,5
BCU,Rg,2,1,Y,f,1
BCV,EF,4,1,Y,n,4
BCV,Au,4,1,Y,i,3
BCV,SO,4,1,Y,h,3
BCV,EG,4,1,N,c,4
BCV,DW,4,1,N,c,5
BCV,EJ,4,1,Y,k,1
BCV,CC,4,1,N,c,4
BCV,EK,4,1,Y,b,1
BCV,NR,4,2,Y,k,2
BCV,Da,4,2,N,c,3
BCV,NJ,4,1,N,c,4
BCV,SD,4,1,N,c,4
BCV,ES,4,1,N,c,4
BCV,DB,4,2,N,c,4
BCV,SF,4,2,Y,n,2
BCV,Ot,4,1,Y,l,2
BCW,DN,2,1,Y,b,1
BCW,Hi,2,1,N,k,4
BCW,Oh,2,1,N,k,2
BCW,On,2,2,Y,b,3
BCW,Ou,2,2,Y,i,1
BCW,Nz,2,1,N,k,3
BCW,Op,2,2,Y,b,1
BCW,NT,2,2,N,k,1
BCX,DN,2,1,N,b,4
BCX,Hi,2,1,Y,k,5
BCX,Oh,2,1,Y,k,3
BCX,Ou,2,2,Y,i,2
BCX,Nz,2,1,Y,k,4
BCY,OK,8,6,Y,k,3
BCY,Hc,8,6,Y,n,5
BCY,He,8,2,N,i,1
BCY,Hf,8,6,N,i,2
BCY,LW,8,6,N,i,5
BCY,DX,8,2,Y,a,5
BCY,Fa,8,1,Y,n,2
BCY,LY,8,2,N,i,3
BCY,Ah,8,1,Y,h,4
BCY,Fc,8,1,Y,n,3
BCY,Ba,8,1,N,i,5
BCY,KL,8,6,Y,n,5
BCY,Cw,8,1,Y,h,3
BCY,LZ,8,6,N,i,4
BCY,KU,8,6,N,i,2
BCY,Ld,8,5,N,i,5
BCY,Le,8,6,Y,n,1
BCY,CE,8,3,Y,n,5
BCY,PK,8,2,N,i,5
BCY,DH,8,6,N,i,3
BCY,OE,8,5,N,i,4
BCY,MD,8,3,N,i,3
BCY,MJ,8,1,N,i,4
BCY,DJ,8,5,N,i,3
BCY,Lj,8,2,N,i,3
BCY,Lk,8,6,Y,k,5
BCY,Ll,8,5,N,i,5
BCY,Hr,8,3,Y,h,2
BCY,Am,8,1,Y,h,3
BCY,Hh,8,3,N,i,3
BCY,Ow,8,2,N,i,4
BCY,PT,8,6,Y,b,5
BCZ,OJ,2,1,N,n,1
BCZ,Qg,2,2,Y,k,4
BCZ,Hm,2,1,Y,b,4
BCZ,Qh,2,2,Y,c,5
BCZ,Dv,2,1,Y,k,1
BCZ,Nb,2,2,N,n,3
BCZ,Qi,2,1,Y,k,5
BCZ,Lj,2,1,Y,i,3
BCZ,Mn,2,2,N,n,3
BCa,Lt,2,2,Y,f,2
BCa,SO,2,1,Y,h,5
BCa,Dj,2,2,N,l,5
BCa,BA,2,2,Y,f,4
BCa,CX,2,1,N,l,2
BCa,Ej,2,1,Y,f,1
BCa,Eq,2,2,Y,h,4
BCa,Dm,2,2,N,l,4
BCa,Ev,2,2,Y,d,4
BCa,Do,2,2,Y,f,5
BCa,Dt,2,1,N,l,3
BCa,UM,2,1,Y,f,5
BCa,Rq,2,1,Y,f,2
BCa,Qq,2,2,N,l,2
BCa,Dx,2,1,Y,f,4
BCa,Bh,2,1,Y,k,2
BCa,EB,2,2,N,l,3
BCa,EE,2,2,Y,f,5
BCb,Pq,8,1,N,d,5
BCb,Fr,8,1,Y,a,3
BCb,Fs,8,4,N,d,5
BCb,Dm,8,5,Y,l,1
BCb,Fz,8,3,N,d,4
BCc,DE,8,1,N,n,4
BCc,Bn,8,2,N,n,5
BCc,KJ,8,1,N,n,5
BCc,KK,8,1,Y,i,5
BCc,DF,8,1,Y,i,4
BCc,DG,8,1,Y,i,5
BCc,Br,8,2,N,n,4
BCc,Bt,8,2,N,n,4
BCc,Nb,8,2,N,n,2
BCc,KQ,8,1,N,n,1
BCc,Ot,8,1,Y,l,4
BCc,Oa,8,1,N,n,4
BCd,HG,2,1,N,l,2
BCd,Qk,2,1,N,l,1
BCd,TH,2,1,N,l,5
BCd,Ee,2,1,Y,f,3
BCd,Dj,2,2,N,l,5
BCd,Oj,2,1,Y,i,3
BCd,Ef,2,2,Y,f,4
BCd,Ql,2,2,N,l,4
BCd,CX,2,1,N,l,5
BCd,Ej,2,1,Y,f,2
BCd,Qm,2,2,N,l,4
BCd,Dm,2,2,N,l,4
BCd,Qn,2,2,N,l,5
BCd,Ev,2,2,Y,d,5
BCd,FB,2,2,Y,f,4
BCd,Nd,2,1,N,l,5
BCd,Qp,2,2,N,l,2
BCd,Dt,2,1,N,l,2
BCd,FL,2,1,N,l,3
BCd,Qq,2,2,N,l,4
BCd,Bf,2,1,Y,k,2
BCd,Bh,2,1,Y,k,2
BCd,EB,2,2,N,l,5
BCe,GP,6,2,N,o,3
BCe,IZ,6,1,N,o,2
BCe,Dj,6,6,Y,l,1
BCe,Dk,6,5,Y,h,4
BCe,Oj,6,6,Y,i,2
BCe,Eh,6,6,Y,d,4
BCe,CX,6,6,Y,l,4
BCe,Ej,6,6,Y,f,1
BCe,El,6,6,N,o,4
BCe,CY,6,6,Y,l,1
BCe,Nm,6,6,Y,l,4
BCe,MN,6,1,N,o,5
BCe,Sx,6,6,N,o,1
BCe,No,6,1,N,o,5
BCe,Dm,6,6,Y,l,5
BCe,Et,6,6,Y,l,2
BCe,Aj,6,1,N,o,4
BCe,Ev,6,6,Y,d,3
BCe,MC,6,6,Y,h,4
BCe,Ph,6,1,Y,d,2
BCe,Ne,6,2,N,o,2
BCe,Pk,6,6,Y,f,4
BCe,UG,6,6,Y,l,3
BCe,Nf,6,2,N,o,2
BCe,Ak,6,1,N,o,3
BCe,Dt,6,6,Y,l,1
BCe,Mu,6,1,N,o,4
BCe,FJ,6,6,Y,l,3
BCe,FL,6,6,Y,l,5
BCe,Ng,6,1,N,o,4
BCe,Dy,6,5,Y,b,4
BCe,Nh,6,1,N,o,2
BCe,FQ,6,6,Y,l,5
BCe,Ni,6,6,N,o,3
BCe,Bh,6,6,Y,k,3
BCe,EB,6,6,Y,l,1
BCe,Mw,6,6,Y,f,5
BCe,HA,6,2,N,o,4
BCe,Nu,6,1,N,o,4
BCe,Nk,6,1,N,o,2
BCe,Bi,6,6,Y,k,1
BCf,HX,2,2,N,n,1
BCf,OJ,2,1,N,n,1
BCf,Qg,2,2,Y,k,3
BCf,Hm,2,1,Y,b,3
BCf,Qh,2,2,Y,c,5
BCf,Lr,2,1,Y,h,4
BCf,Dv,2,1,Y,k,3
BCf,Nb,2,2,N,n,2
BCf,Qi,2,1,Y,k,5
BCf,Lj,2,1,Y,i,2
BCf,Mn,2,2,N,n,4
BCg,Au,8,2,Y,i,2
BCg,FU,8,1,Y,i,1
BCg,FV,8,4,N,n,4
BCg,Hc,8,4,N,n,4
BCg,KC,8,6,Y,h,4
BCg,CS,8,1,N,n,5
BCg,KK,8,3,Y,i,4
BCg,Qg,8,6,Y,k,4
BCg,KV,8,4,Y,h,5
BCg,CE,8,3,N,n,3
BCg,AA,8,6,Y,b,4
BCg,AP,8,3,Y,h,4
BCg,OR,8,6,Y,k,4
BCg,Rk,8,1,N,n,3
BCg,FC,8,4,Y,h,3
BCg,Br,8,2,N,n,3
BCg,Qh,8,6,Y,c,3
BCg,KN,8,5,N,n,2
BCg,EP,8,4,N,n,5
BCg,Bt,8,2,N,n,3
BCg,Lq,8,5,N,n,5
BCg,Bu,8,4,N,n,1
BCg,KO,8,2,N,n,5
BCg,Mn,8,6,N,n,4
BCg,Ls,8,5,Y,k,3
BCg,Oa,8,1,N,n,4
BCh,TO,2,2,N,j,2
BCh,OJ,2,3,Y,n,2
BCh,Sg,2,1,N,j,3
BCh,BI,2,2,N,j,2
BCh,NE,2,1,Y,h,4
BCh,AM,2,1,Y,i,2
BCh,Qg,2,4,Y,k,3
BCh,AO,2,2,Y,i,1
BCh,Bb,2,3,Y,k,4
BCh,Sk,2,2,Y,g,3
BCh,Qy,2,3,Y,k,3
BCh,AA,2,3,Y,b,4
BCh,Kj,2,1,N,j,5
BCh,Qh,2,1,Y,c,4
BCh,Ho,2,4,Y,k,3
BCh,Nb,2,4,Y,n,4
BCh,Bh,2,2,Y,k,1
BCh,Gw,2,2,Y,d,5
BCh,Lj,2,3,Y,i,5
BCh,Mn,2,4,Y,n,2
BCh,Bi,2,1,Y,k,3
BCh,OB,2,4,Y,i,3
BCi,EF,8,2,Y,n,5
BCi,Tm,8,2,N,c,2
