H,G,U,Y,A,V
3890,Yx,-1.5,-0.84,M,806
3890,Yx,-0.5,0.148,M,806
3890,Yx,0.5,1.146,M,806
3890,Yx,1.5,1.202,M,806
3890,Yx,2.5,1.568,M,806
3890,Yy,-1.5,-3.206,M,806
3890,Yy,-0.5,-2.413,M,806
3890,Yy,0.5,-2.551,M,806
3890,Yy,1.5,-1.756,M,806
3890,Yy,2.5,-0.338,M,806
3890,Yz,-1.5,-3.068,F,806
3890,Yz,-0.5,-0.716,F,806
3890,Yz,0.5,0.343,F,806
3890,Yz,1.5,0.021,F,806
3890,Yz,2.5,0.551,F,806
3890,ZA,-0.5,-1.505,M,806
3890,ZA,0.5,-1.555,M,806
3890,ZA,1.5,0.021,M,806
3890,ZA,2.5,0.251,M,806
3890,ZB,0.5,1.309,M,806
3890,ZB,1.5,1.346,M,806
3890,ZB,2.5,1.199,M,806
3890,ZC,-1.5,-3.887,F,806
3890,ZC,-0.5,-2.902,F,806
3890,ZC,0.5,-3.272,F,806
3890,ZC,1.5,-1.859,F,806
3890,ZC,2.5,-1.485,F,806
3890,ZD,-1.5,-2.377,M,806
3890,ZD,-0.5,-0.608,M,806
3890,ZD,0.5,-0.264,M,806
3890,ZD,1.5,-0.702,M,806
3890,ZD,2.5,-0.537,M,806
3890,ZE,-0.5,-1.694,M,806
3890,ZE,0.5,-1.34,M,806
3890,ZE,1.5,-0.297,M,806
3890,ZE,2.5,-0.116,M,806
3890,ZF,-1.5,-2.225,M,806
3890,ZF,-0.5,-0.785,M,806
3890,ZF,0.5,0.114,M,806
3890,ZF,1.5,0.516,M,806
3890,ZF,2.5,0.947,M,806
3890,ZG,-1.5,-2.596,M,806
3890,ZG,-0.5,-1.054,M,806
3890,ZG,0.5,-0.725,M,806
3890,ZG,1.5,0.182,M,806
3890,ZG,2.5,1.098,M,806
3890,ZH,-1.5,-1.616,M,806
3890,ZH,-0.5,-0.645,M,806
3890,ZH,0.5,0.463,M,806
3890,ZH,1.5,-0.456,M,806
3890,ZH,2.5,0.352,M,806
3890,ZI,0.5,-1.446,F,806
3890,ZI,1.5,-0.192,F,806
3890,ZI,2.5,-0.396,F,806
3890,ZJ,0.5,-2.406,F,806
3890,ZJ,1.5,-0.823,F,806
3890,ZJ,2.5,-0.156,F,806
3890,ZK,-1.5,-1.13,M,806
3890,ZK,-0.5,0.338,M,806
3890,ZK,0.5,1.146,M,806
3890,ZK,1.5,0.751,M,806
3890,ZK,2.5,0.848,M,806
3890,ZL,-2.5,-4.406,M,806
3890,ZL,-1.5,-2.413,M,806
3890,ZL,-0.5,-1.441,M,806
3890,ZL,0.5,-1.236,M,806
3890,ZL,1.5,-0.509,M,806
3890,ZL,2.5,0.402,M,806
3890,ZM,-2.5,-3.558,F,806
3890,ZM,-1.5,-1.464,F,806
3890,ZM,-0.5,-0.028,F,806
3890,ZM,0.5,0.227,F,806
3890,ZM,1.5,0.573,F,806
3890,ZM,2.5,1.148,F,806
3890,ZN,-1.5,-2.839,M,806
3890,ZN,-0.5,-2.136,M,806
3890,ZN,0.5,-2.14,M,806
3890,ZN,1.5,-1.002,M,806
3890,ZN,2.5,0.301,M,806
3890,ZO,-1.5,-3.068,F,806
3890,ZO,-0.5,-3.068,F,806
3890,ZO,0.5,-1.063,F,806
3890,ZO,1.5,-1.796,F,806
3890,ZO,2.5,-1.838,F,806
3890,ZP,-1.5,-3.558,M,806
3890,ZP,-0.5,-0.608,M,806
3890,ZP,0.5,-0.197,M,806
3890,ZP,1.5,-1.183,M,806
3890,ZP,2.5,-1.107,M,806
3890,ZQ,-1.5,-3.068,M,806
3890,ZQ,-0.5,-0.608,M,806
3890,ZQ,0.5,-1.41,M,806
3890,ZQ,1.5,-2.335,M,806
3890,ZQ,2.5,-1.048,M,806
3890,ZR,-1.5,-1.303,M,806
3890,ZR,-0.5,0.148,M,806
3890,ZR,0.5,0.587,M,806
3890,ZR,1.5,0.459,M,806
3890,ZR,2.5,0.997,M,806
3890,ZS,-1.5,-2.839,M,806
3890,ZS,-0.5,-0.785,M,806
3890,ZS,0.5,-1.03,M,806
3890,ZS,1.5,-1.235,M,806
3890,ZT,-1.5,-2.899,F,806
3890,ZT,-0.5,-1.541,F,806
3890,ZT,0.5,-1.236,F,806
3890,ZT,1.5,-0.779,F,806
3890,ZT,2.5,-0.396,F,806
3890,ZU,-1.5,-2.162,F,806
3890,ZU,-0.5,-1.378,F,806
3890,ZU,0.5,-0.316,F,806
3890,ZU,1.5,-0.456,F,806
3890,ZU,2.5,0.452,F,806
3890,ZV,-1.5,-0.84,M,806
3890,ZV,-0.5,0.546,M,806
3890,ZV,0.5,1.678,M,806
3890,ZV,1.5,1.934,M,806
3890,ZV,2.5,1.852,M,806
3890,ZW,-1.5,-2.032,M,806
3890,ZW,-0.5,-0.854,M,806
3890,ZW,0.5,-0.419,M,806
3890,ZW,1.5,-0.032,M,806
3890,ZX,-0.5,-1.314,F,806
3890,ZX,0.5,-1.236,F,806
3890,ZX,1.5,-0.456,F,806
3890,ZX,2.5,0.601,F,806
3890,ZY,-1.5,-2.032,M,806
3890,ZY,-0.5,-0.501,M,806
3890,ZY,0.5,0.003,M,806
3890,ZZ,-1.5,-1.83,M,806
3890,ZZ,-0.5,-0.645,M,806
3890,ZZ,0.5,0.716,M,806
3890,ZZ,1.5,-0.403,M,806
3890,ZZ,2.5,0.352,M,806
3890,Za,-1.5,-2.596,M,806
3890,Za,-0.5,-1.12,M,806
3890,Za,0.5,-1.03,M,806
3890,Za,1.5,-0.192,M,806
3890,Zb,-1.5,-3.232,F,806
3890,Zb,-0.5,-1.538,F,806
3890,Zb,0.5,-0.645,F,806
3890,Zb,1.5,-0.883,F,806
3890,Zb,2.5,-0.264,F,806
3890,Zc,-1.5,-2.902,F,806
3890,Zc,-0.5,-2.558,F,806
3890,Zc,0.5,-1.641,F,806
3890,Zd,-1.5,-1.303,F,806
3890,Zd,-0.5,-1.25,F,806
3890,Zd,0.5,-0.522,F,806
3890,Zd,1.5,1.066,F,806
3890,Ze,-1.5,-3.232,F,806
3890,Ze,-0.5,-0.194,F,806
3890,Ze,0.5,1.485,F,806
3890,Zf,-1.5,-1.689,F,806
3890,Zf,-0.5,-0.921,F,806
3890,Zf,0.5,1.309,F,806
3890,Zf,1.5,0.516,F,806
3890,Zf,2.5,1.199,F,806
3890,Zg,-2.5,-4.228,M,806
3890,Zg,-1.5,-2.162,M,806
3890,Zg,-0.5,-1.054,M,806
3890,Zh,-1.5,-1.276,F,806
3890,Zh,-0.5,-0.854,F,806
3890,Zh,0.5,1.309,F,806
3890,Zh,1.5,1.346,F,806
3890,Zh,2.5,1.736,F,806
3890,Zi,-1.5,-3.232,F,806
3890,Zi,-0.5,-1.757,F,806
3890,Zi,0.5,-1.555,F,806
3890,Zi,1.5,-0.139,F,806
3890,Zi,2.5,0.148,F,806
3890,Zj,0.5,0.114,M,806
3890,Zj,1.5,0.128,M,806
3890,Zj,2.5,1.047,M,806
3890,Zk,-1.5,-2.596,F,806
3890,Zk,-0.5,-1.83,F,806
3890,Zk,0.5,-1.34,F,806
3890,Zk,1.5,-0.889,F,806
3890,Zk,2.5,-0.338,F,806
3890,Zl,-1.5,-2.732,M,806
3890,Zl,-0.5,-0.854,M,806
3890,Zl,0.5,-0.725,M,806
3890,Zl,1.5,0.182,M,806
3890,Zm,-1.5,-2.413,F,806
3890,Zm,-0.5,-1.185,F,806
3890,Zm,0.5,-0.419,F,806
3890,Zm,1.5,-0.889,F,806
3890,Zm,2.5,0.798,F,806
3890,Zn,-0.5,-1.616,M,806
3890,Zn,0.5,-1.132,M,806
3890,Zn,1.5,-1.059,M,806
3890,Zn,2.5,-0.116,M,806
3890,Zo,-1.5,-2.902,M,806
3890,Zo,-0.5,-1.25,M,806
3890,Zo,0.5,-1.34,M,806
3890,Zo,1.5,-0.67,M,806
3890,Zp,0.5,-0.928,F,806
3890,Zp,1.5,-1.235,F,806
3890,Zp,2.5,-0.225,F,806
3900,Zq,-1.5,-2.225,F,433
3900,Zq,-0.5,-1.314,F,433
3900,Zq,0.5,0.716,F,433
3900,Zq,1.5,1.202,F,433
3900,Zq,2.5,1.736,F,433
3900,Zr,-0.5,-1.757,F,433
3900,Zr,0.5,-1.894,F,433
3900,Zr,1.5,-0.456,F,433
3900,Zs,-1.5,-2.535,F,433
3900,Zs,-0.5,-1.441,F,433
3900,Zs,0.5,-0.105,F,433
3900,Zs,1.5,0.128,F,433
3900,Zs,2.5,0.501,F,433
3900,Zt,-2.5,-3.87,M,433
3900,Zt,-1.5,-2.288,M,433
3900,Zt,-0.5,-1.054,M,433
3900,Zt,0.5,-0.725,M,433
3900,Zt,1.5,-0.945,M,433
3900,Zu,-1.5,-3.268,F,433
3900,Zu,-0.5,-0.84,F,433
3900,Zu,0.5,-0.197,F,433
3900,Zu,1.5,-1.123,F,433
3900,Zv,0.5,0.343,M,433
3900,Zv,1.5,1.001,M,433
3900,Zv,2.5,1.912,M,433
3900,Zw,-1.5,-2.162,F,433
3900,Zw,-0.5,-1.054,F,433
3900,Zw,0.5,0.011,F,433
3900,Zw,1.5,-0.454,F,433
3900,Zw,2.5,0.117,F,433
3900,Zx,-1.5,-0.619,M,433
3900,Zx,-0.5,1.764,M,433
3900,Zx,0.5,2.43,M,433
3900,Zx,1.5,2.996,M,433
3900,Zx,2.5,3.699,M,433
3900,Zy,-1.5,-2.474,F,433
3900,Zy,-0.5,-0.921,F,433
3900,Zy,0.5,-1.132,F,433
3900,Zy,1.5,-0.616,F,433
3900,Zz,0.5,-0.584,M,433
3900,Zz,1.5,-0.197,M,433
3900,Zz,2.5,1.279,M,433
3950,aA,-2.5,-3.46,F,413
3950,aA,-1.5,-1.13,F,413
3950,aA,-0.5,-2.072,F,413
3950,aA,0.5,-0.522,F,413
3950,aA,1.5,-0.297,F,413
3950,aA,2.5,1.25,F,413
3950,aB,-2.5,-2.732,F,413
3950,aB,-1.5,-0.365,F,413
3950,aB,-0.5,-0.785,F,413
3950,aB,0.5,0.463,F,413
3950,aC,-1.5,-3.558,F,413
3950,aC,-0.5,-0.84,F,413
3950,aC,0.5,-1.41,F,413
3950,aC,1.5,-0.823,F,413
3950,aD,-0.5,-2.288,F,413
3950,aD,0.5,-1.993,F,413
3950,aD,1.5,-0.391,F,413
3950,aE,-1.5,-4.055,M,413
3950,aE,-0.5,-0.733,M,413
3950,aE,0.5,-2.822,M,413
3950,aE,1.5,-2.807,M,413
3950,aE,2.5,-1.455,M,413
3950,aF,-1.5,-2.558,F,413
3950,aF,-0.5,-0.06,F,413
3950,aF,0.5,-1.004,F,413
3950,aF,1.5,0.076,F,413
3950,aG,-1.5,0.893,M,413
3950,aG,-0.5,-0.112,M,413
3950,aG,0.5,0.343,M,413
3950,aG,1.5,0.459,M,413
3950,aG,2.5,2.3,M,413
3950,aH,-1.5,-1.218,M,413
3950,aH,-0.5,-1.054,M,413
3950,aH,0.5,-0.316,M,413
3950,aH,1.5,0.632,M,413
3950,aH,2.5,2.3,M,413
3950,aI,-1.5,-2.778,F,413
3950,aI,-0.5,-2.265,F,413
3950,aI,0.5,-0.316,F,413
3950,aI,1.5,-0.779,F,413
3950,aI,2.5,1.514,F,413
3950,aJ,-1.5,-0.84,M,413
3950,aJ,-0.5,-1.378,M,413
3950,aJ,0.5,-1.295,M,413
3950,aJ,1.5,-0.262,M,413
3950,aJ,2.5,-0.156,M,413
3950,aK,-1.5,-0.619,M,413
3950,aK,-0.5,-0.854,M,413
3950,aK,0.5,-1.03,M,413
3950,aK,1.5,0.237,M,413
3950,aK,2.5,1.736,M,413
3950,aL,-1.5,-2.097,F,413
3950,aL,-0.5,-1.882,F,413
3950,aL,0.5,-1.03,F,413
3950,aL,1.5,-0.616,F,413
3950,aM,-1.5,0.329,F,413
3950,aM,-0.5,-0.854,F,413
3950,aM,0.5,-0.522,F,413
3950,aM,1.5,0.021,F,413
3950,aM,2.5,1.098,F,413
3950,aN,-1.5,-2.596,M,413
3950,aN,-0.5,-0.221,M,413
3950,aN,0.5,-1.665,M,413
3950,aN,1.5,-0.943,M,413
3950,aN,2.5,-0.537,M,413
3950,aO,-1.5,-2.596,M,413
3950,aO,-0.5,-1.314,M,413
3950,aO,0.5,-0.522,M,413
3950,aP,-1.5,-2.162,M,413
3950,aP,-0.5,-0.273,M,413
3950,aP,0.5,0.587,M,413
3950,aP,1.5,1.001,M,413
3950,aP,2.5,2.768,M,413
3950,aQ,-1.5,-2.902,M,413
3950,aQ,-0.5,-0.497,M,413
3950,aQ,0.5,-2.113,M,413
3950,aQ,1.5,-0.517,M,413
3950,aQ,2.5,0.007,M,413
3950,aR,-1.5,-1.689,F,413
3950,aR,-0.5,-2.33,F,413
3950,aR,0.5,-1.352,F,413
3950,aR,1.5,-1.183,F,413
3950,aS,-1.5,-2.474,M,413
3950,aS,-0.5,0.329,M,413
3950,aS,0.5,-1.778,M,413
3950,aS,1.5,-0.823,M,413
3950,aT,-1.5,-2.558,F,413
3950,aT,-0.5,-1.83,F,413
3950,aT,0.5,-0.928,F,413
3950,aT,1.5,-0.725,F,413
3950,aT,2.5,0.251,F,413
3950,aU,-1.5,-1.13,M,413
3950,aU,-0.5,-2.072,M,413
3950,aU,0.5,-1.665,M,413
3950,aU,1.5,-0.779,M,413
3950,aU,2.5,-0.281,M,413
3950,aV,-0.5,-1.946,F,413
3950,aV,0.5,-1.121,F,413
3950,aV,1.5,-1.424,F,413
3950,aV,2.5,0.053,F,413
3961,aW,-2.5,-3.721,F,127
3961,aW,-1.5,-2.839,F,127
3961,aW,-0.5,-1.25,F,127
3961,aX,-2.5,-3.395,F,127
3961,aX,-1.5,-1.616,F,127
3961,aX,-0.5,-2.265,F,127
3961,aY,-2.5,-4.406,F,127
3961,aY,-1.5,-1.76,F,127
3961,aY,-0.5,-0.028,F,127
3961,aZ,-2.5,-3.558,F,127
3961,aZ,-1.5,-2.288,F,127
3961,aZ,-0.5,-1.694,F,127
3961,aa,-1.5,-3.395,F,127
3961,aa,-0.5,-3.331,F,127
3961,aa,0.5,-1.874,F,127
3961,ab,-1.5,-3.395,M,127
3961,ab,-0.5,-2.413,M,127
3961,ab,0.5,-1.41,M,127
3961,ac,-1.5,-3.232,F,127
3961,ac,-0.5,-1.384,F,127
3961,ac,0.5,-0.33,F,127
4000,ad,-2.5,-3.887,F,900
4000,ad,-1.5,-2.902,F,900
4000,ad,-0.5,-1.185,F,900
4000,ad,0.5,-1.665,F,900
4000,ad,1.5,-0.139,F,900
4000,ad,2.5,0.749,F,900
4000,ae,-1.5,-3.232,F,900
4000,ae,-0.5,-0.574,F,900
4000,ae,0.5,-1.665,F,900
4000,ae,1.5,-0.244,F,900
4000,ae,2.5,0.501,F,900
4000,af,-1.5,-1.303,F,900
4000,af,-0.5,-0.112,F,900
4000,af,0.5,0.587,F,900
4000,af,1.5,1.202,F,900
4000,af,2.5,1.623,F,900
4000,ag,-1.5,-1.772,F,900
4000,ag,-0.5,0.058,F,900
4000,ag,0.5,0.227,F,900
4000,ag,1.5,1.748,F,900
4000,ag,2.5,2.3,F,900
4000,ah,-1.5,-2.732,M,900
4000,ah,-0.5,-2.2,M,900
4000,ah,0.5,-0.928,M,900
4000,ai,-1.5,-1.541,F,900
4000,ai,-0.5,-0.501,F,900
4000,ai,0.5,0.003,F,900
4000,ai,1.5,0.021,F,900
4000,ai,2.5,0.798,F,900
4000,aj,-1.5,-1.616,F,900
4000,aj,-0.5,0.546,F,900
4000,aj,0.5,0.852,F,900
4000,ak,-1.5,-3.395,F,900
4000,ak,-0.5,-0.351,F,900
4000,ak,0.5,-0.316,F,900
4000,ak,1.5,0.347,F,900
4000,ak,2.5,1.736,F,900
4000,al,-1.5,-1.384,F,900
4000,al,-0.5,-0.574,F,900
4000,al,0.5,-0.419,F,900
4000,al,1.5,1.934,F,900
4000,am,-1.5,-0.733,M,900
4000,am,-0.5,-1.185,M,900
4000,am,0.5,-0.419,M,900
4000,am,1.5,0.459,M,900
4000,am,2.5,0.148,M,900
4000,an,0.5,1.485,M,900
4000,an,1.5,2.034,M,900
4000,an,2.5,2.164,M,900
4000,ao,-1.5,-1.689,M,900
4000,ao,-0.5,-1.25,M,900
4000,ao,0.5,0.003,M,900
4000,ao,1.5,0.021,M,900
4000,ap,-1.5,-1.13,M,900
4000,ap,-0.5,-0.351,M,900
4000,ap,0.5,0.227,M,900
4000,ap,1.5,0.751,M,900
4000,ap,2.5,1.514,M,900
4000,aq,-1.5,-2.902,M,900
4000,aq,-0.5,-2.351,M,900
4000,aq,0.5,-1.816,M,900
4000,aq,1.5,-0.883,M,900
4000,aq,2.5,0.172,M,900
4000,ar,-1.5,-1.966,M,900
4000,ar,-0.5,-0.988,M,900
4000,ar,0.5,-0.211,M,900
4000,as,-1.5,-0.84,M,900
4000,as,-0.5,-0.194,M,900
4000,as,0.5,-0.419,M,900
4000,as,1.5,1.001,M,900
4000,at,-1.5,-3.068,M,900
4000,at,-0.5,-0.785,M,900
4000,at,0.5,-0.623,M,900
4000,at,1.5,-0.779,M,900
4000,at,2.5,0.897,M,900
4010,au,-1.5,-1.218,M,372
4010,au,-0.5,-1.946,M,372
4010,au,0.5,-0.725,M,372
4010,av,-1.5,-1.384,M,372
4010,av,-0.5,-0.194,M,372
4010,av,0.5,0.463,M,372
4010,av,1.5,1.839,M,372
4010,av,2.5,1.973,M,372
4010,aw,-1.5,-1.898,F,372
4010,aw,-0.5,-1.441,F,372
4010,aw,0.5,-1.778,F,372
4010,ax,-1.5,-1.218,F,372
4010,ax,-0.5,-0.716,F,372
4010,ax,0.5,0.587,F,372
4010,ax,1.5,1.661,F,372
4010,ay,0.5,0.343,F,372
4010,ay,1.5,-0.192,F,372
4010,ay,2.5,1.852,F,372
4010,az,-0.5,1.043,M,372
4010,az,0.5,1.485,M,372
4010,az,1.5,1.661,M,372
4010,az,2.5,2.445,M,372
4010,bA,0.5,0.587,M,372
4010,bA,1.5,1.578,M,372
4010,bA,2.5,2.768,M,372
4010,bB,0.5,-1.132,F,372
4010,bB,1.5,-0.086,F,372
4010,bB,2.5,1.794,F,372
4010,bC,-1.5,-1.384,M,372
4010,bC,-0.5,0.546,M,372
4010,bC,0.5,1.309,M,372
4010,bC,1.5,1.934,M,372
4010,bC,2.5,1.912,M,372
4010,bD,-1.5,-1.384,M,372
4010,bD,-0.5,0.241,M,372
4010,bD,0.5,0.716,M,372
4010,bD,1.5,1.578,M,372
4010,bD,2.5,2.035,M,372
4010,bE,-2.5,-2.413,M,372
4010,bE,-1.5,-1.898,M,372
4010,bE,-0.5,-0.273,M,372
4010,bE,0.5,-0.316,M,372
4010,bE,1.5,0.128,M,372
4010,bF,-1.5,-2.535,F,372
4010,bF,-0.5,-1.689,F,372
4010,bF,0.5,-0.827,F,372
4010,bF,1.5,-0.883,F,372
4010,bF,2.5,-0.537,F,372
4010,bG,-1.5,-1.689,F,372
4010,bG,-0.5,1.194,F,372
4010,bG,0.5,1.485,F,372
4010,bG,1.5,3.458,F,372
4010,bH,-1.5,-1.384,F,372
4010,bH,-0.5,0.058,F,372
4010,bH,0.5,-0.211,F,372
4010,bH,1.5,1.839,F,372
4010,bH,2.5,2.954,F,372
4010,bI,-2.5,-3.268,F,372
4010,bI,-1.5,-2.413,F,372
4010,bI,-0.5,-2.528,F,372
4010,bI,0.5,-0.928,F,372
4010,bI,1.5,0.403,F,372
4010,bI,2.5,0.798,F,372
4010,bJ,-1.5,-2.097,M,372
4010,bJ,0.5,-0.522,M,372
4010,bJ,1.5,-0.509,M,372
4010,bJ,2.5,0.551,M,372
4010,bK,-2.5,-2.474,M,372
4010,bK,-1.5,-1.966,M,372
4010,bK,-0.5,-0.351,M,372
4010,bL,0.5,-1.132,M,372
4010,bL,1.5,-0.67,M,372
4010,bL,2.5,-0.281,M,372
4060,bM,-0.5,-1.882,F,1203
4060,bM,0.5,0.114,F,1203
4060,bM,1.5,0.006,F,1203
4060,bN,-1.5,-4.055,M,1203
4060,bN,-0.5,-1.378,M,1203
4060,bN,0.5,-1.236,M,1203
4060,bN,1.5,-0.616,M,1203
4060,bN,2.5,0.352,M,1203
4060,bO,-2.5,-3.395,M,1203
4060,bO,-1.5,-2.377,M,1203
4060,bO,-0.5,-2.032,M,1203
4060,bO,0.5,-1.665,M,1203
4060,bO,1.5,-0.086,M,1203
4060,bO,2.5,0.402,M,1203
4060,bP,-1.5,-1.987,M,1203
4060,bP,-0.5,-1.25,M,1203
4060,bP,0.5,-2.14,M,1203
4060,bP,1.5,-0.945,M,1203
4060,bP,2.5,0.749,M,1203
4060,bQ,-1.5,-2.377,F,1203
4060,bQ,-0.5,-1.12,F,1203
4060,bQ,0.5,-0.623,F,1203
4060,bQ,1.5,-0.834,F,1203
4060,bQ,2.5,0.551,F,1203
4060,bR,-1.5,-2.225,M,1203
4060,bR,-0.5,-1.054,M,1203
4060,bR,0.5,0.587,M,1203
4060,bR,1.5,0.074,M,1203
4060,bR,2.5,0.452,M,1203
4060,bS,-2.5,-3.887,F,1203
4060,bS,-1.5,-1.538,F,1203
4060,bS,-0.5,-1.054,F,1203
4060,bT,-2.5,-3.395,M,1203
4060,bT,-1.5,-2.902,M,1203
4060,bT,-0.5,-1.966,M,1203
4060,bU,-0.5,-1.631,M,1203
4060,bU,0.5,-1.778,M,1203
4060,bU,1.5,-0.725,M,1203
4060,bU,2.5,0.097,M,1203
4060,bV,-1.5,-1.772,M,1203
4060,bV,-0.5,-2.136,M,1203
4060,bV,0.5,-1.03,M,1203
4060,bW,-1.5,-2.558,F,1203
4060,bW,-0.5,-1.541,F,1203
4060,bW,0.5,-2.14,F,1203
4060,bX,-1.5,-1.616,F,1203
4060,bX,-0.5,-1.25,F,1203
4060,bX,0.5,0.716,F,1203
4060,bX,1.5,-0.403,F,1203
4060,bX,2.5,0.402,F,1203
4060,bY,-1.5,-1.689,M,1203
4060,bY,-0.5,-0.273,M,1203
4060,bY,0.5,0.003,M,1203
4060,bZ,-2.5,-3.887,F,1203
4060,bZ,-1.5,-3.232,F,1203
4060,bZ,-0.5,-1.757,F,1203
4060,bZ,0.5,-1.236,F,1203
4060,bZ,1.5,-1.235,F,1203
4060,bZ,2.5,0.2,F,1203
4060,ba,-1.5,-4.228,M,1203
4060,ba,-0.5,-2.009,M,1203
4060,ba,0.5,-0.725,M,1203
4060,ba,1.5,-0.403,M,1203
4060,ba,2.5,0.501,M,1203
4060,bb,-2.5,-3.395,M,1203
4060,bb,-1.5,-1.538,M,1203
4060,bb,-0.5,-1.757,M,1203
4060,bc,-1.5,-0.619,F,1203
4060,bc,-0.5,-0.501,F,1203
4060,bc,0.5,0.995,F,1203
4060,bd,-2.5,-4.406,F,1203
4060,bd,-1.5,-3.887,F,1203
4060,bd,-0.5,-3.592,F,1203
4060,bd,0.5,-3.255,F,1203
4060,bd,1.5,-1.685,F,1203
4060,bd,2.5,0.2,F,1203
4060,be,-1.5,-1.898,F,1203
4060,be,-0.5,-0.785,F,1203
4060,be,0.5,1.146,F,1203
4060,bf,-1.5,-0.733,F,1203
4060,bf,-0.5,0.241,F,1203
4060,bf,0.5,0.995,F,1203
4060,bf,1.5,2.254,F,1203
4060,bf,2.5,2.6,F,1203
4060,bg,-1.5,-3.068,F,1203
4060,bg,-0.5,-2.288,F,1203
4060,bg,0.5,-2.551,F,1203
4060,bg,1.5,-0.517,F,1203
4060,bg,2.5,-0.703,F,1203
4060,bh,-1.5,-1.038,M,1203
4060,bh,-0.5,-0.351,M,1203
4060,bh,0.5,0.343,M,1203
4060,bh,1.5,1.134,M,1203
4060,bh,2.5,1.148,M,1203
4060,bi,-2.5,-3.558,F,1203
4060,bi,-1.5,-0.974,F,1203
4060,bi,-0.5,-2.225,F,1203
4060,bi,0.5,-1.665,F,1203
4060,bi,1.5,-1.685,F,1203
4060,bj,-2.5,-3.395,M,1203
4060,bj,-1.5,-1.276,M,1203
4060,bj,-0.5,-2.072,M,1203
4060,bj,0.5,-2.551,M,1203
4060,bj,1.5,-1.002,M,1203
4060,bj,2.5,-0.17,M,1203
4060,bk,-2.5,-3.887,F,1203
4060,bk,-1.5,-2.732,F,1203
4060,bk,-0.5,-1.054,F,1203
4060,bl,-2.5,-3.558,F,1203
4060,bl,-1.5,-2.732,F,1203
4060,bl,-0.5,-1.882,F,1203
4060,bl,0.5,-2.551,F,1203
4060,bl,1.5,-0.889,F,1203
4060,bl,2.5,0.044,F,1203
4060,bm,-1.5,-4.055,M,1203
4060,bm,-0.5,-2.072,M,1203
4060,bm,0.5,-1.236,M,1203
4060,bm,1.5,-1.484,M,1203
4060,bm,2.5,0.402,M,1203
4060,bn,-1.5,-3.232,F,1203
4060,bn,-0.5,-2.032,F,1203
4060,bn,0.5,-2.27,F,1203
4060,bn,1.5,-1.296,F,1203
4060,bo,-2.5,-3.232,M,1203
4060,bo,-1.5,-1.538,M,1203
4060,bo,-0.5,-1.303,M,1203
4060,bo,0.5,-0.211,M,1203
4060,bo,1.5,0.459,M,1203
4060,bo,2.5,0.897,M,1203
4060,bp,-0.5,-1.378,M,1203
4060,bp,0.5,-2.27,M,1203
4060,bp,1.5,-0.67,M,1203
4060,bp,2.5,0.097,M,1203
4060,bq,0.5,-1.894,F,1203
4060,bq,1.5,-0.889,F,1203
4060,bq,2.5,0.452,F,1203
4060,br,-1.5,-2.902,M,1203
4060,br,-0.5,-1.946,M,1203
4060,br,0.5,-1.894,M,1203
4060,br,1.5,-0.945,M,1203
4060,br,2.5,0.699,M,1203
4060,bs,-0.5,-1.054,M,1203
4060,bs,0.5,-1.03,M,1203
4060,bs,1.5,-0.139,M,1203
4060,bs,2.5,1.199,M,1203
4060,bt,-1.5,-3.395,F,1203
4060,bt,-0.5,-3.068,F,1203
4060,bt,0.5,-0.945,F,1203
4060,bu,-1.5,-2.097,F,1203
4060,bu,-0.5,-0.988,F,1203
4060,bu,0.5,-1.132,F,1203
4060,bu,1.5,-0.35,F,1203
4060,bv,-1.5,-3.068,M,1203
4060,bv,-0.5,-1.568,M,1203
4060,bv,0.5,-1.236,M,1203
4060,bv,1.5,-1.003,M,1203
4060,bw,-1.5,-2.097,F,1203
4060,bw,-0.5,-0.921,F,1203
4060,bw,0.5,0.003,F,1203
4060,bw,1.5,0.128,F,1203
4060,bw,2.5,0.848,F,1203
4060,bx,-1.5,-2.032,M,1203
4060,bx,-0.5,-0.785,M,1203
4060,bx,0.5,-0.211,M,1203
4060,bx,1.5,0.573,M,1203
4060,by,-1.5,-2.377,M,1203
4060,by,-0.5,-1.314,M,1203
4060,by,0.5,-0.522,M,1203
4060,by,1.5,0.182,M,1203
4060,by,2.5,1.852,M,1203
4060,bz,-1.5,-1.772,F,1203
4060,bz,-0.5,-0.988,F,1203
4060,bz,0.5,-0.623,F,1203
4060,bz,1.5,0.021,F,1203
4060,bz,2.5,0.997,F,1203
4060,cA,-1.5,-2.902,F,1203
4060,cA,-0.5,-1.631,F,1203
4060,cA,0.5,-1.555,F,1203
4060,cA,1.5,-0.192,F,1203
4060,cA,2.5,0.848,F,1203
4060,cB,-1.5,-3.395,F,1203
4060,cB,-0.5,-1.757,F,1203
4060,cB,0.5,-1.446,F,1203
4060,cB,1.5,-1.003,F,1203
4060,cB,2.5,-0.373,F,1203
4060,cC,-1.5,-1.689,M,1203
4060,cC,-0.5,-1.054,M,1203
4060,cC,0.5,-0.522,M,1203
4060,cC,1.5,0.292,M,1203
4060,cC,2.5,1.098,M,1203
4060,cD,-1.5,-1.76,F,1203
4060,cD,-0.5,-0.351,F,1203
4060,cD,0.5,1.309,F,1203
4060,cD,1.5,0.936,F,1203
4060,cD,2.5,0.997,F,1203
4060,cE,-1.5,-4.591,M,1203
4060,cE,-0.5,-2.96,M,1203
