U,Y,G,A,V,H
-16.0,2.0,101,M,0.0,18
5.0,10.0,101,M,31.0,18
10.0,8.0,101,F,20.0,18
-4.0,2.0,101,M,20.0,18
-18.0,2.0,101,F,0.0,18
3.0,7.0,101,F,31.0,18
-30.0,2.0,101,M,0.0,18
-5.0,2.0,101,M,0.0,18
16.0,10.0,102,F,0.0,16
17.0,10.0,102,F,0.0,16
26.0,10.0,102,F,0.0,16
18.0,8.0,102,M,0.0,16
15.0,10.0,102,F,0.0,16
-6.0,2.0,102,M,0.0,16
-5.0,7.0,102,F,0.0,16
-14.0,2.0,102,M,0.0,16
-8.0,5.0,102,F,0.0,16
17.0,4.0,102,M,0.0,16
10.0,7.0,102,F,1.0,18
-9.0,3.0,102,M,0.0,16
-18.0,2.0,102,M,0.0,16
6.0,9.0,103,M,20.0,14
-5.0,6.0,103,F,0.0,15
-10.0,5.0,103,M,0.0,15
16.0,10.0,104,F,20.0,14
6.0,10.0,104,F,20.0,14
4.0,3.0,104,M,0.0,14
-4.0,10.0,104,M,0.0,14
7.0,10.0,104,F,0.0,14
6.0,2.0,104,M,0.0,14
-5.0,5.0,104,M,0.0,14
4.0,10.0,104,M,0.0,14
3.0,4.0,104,F,0.0,14
-4.0,5.0,104,F,20.0,14
3.0,7.0,104,M,0.0,14
0.0,5.0,104,F,20.0,14
14.0,9.0,104,M,20.0,14
11.0,10.0,104,F,20.0,14
-20.0,3.0,104,F,0.0,14
10.0,10.0,104,F,20.0,14
0.0,3.0,104,M,0.0,14
5.0,7.0,104,M,0.0,14
-4.0,7.0,104,F,0.0,14
2.0,6.0,104,F,20.0,14
0.0,9.0,104,F,0.0,18
0.0,10.0,104,M,31.0,14
8.0,9.0,104,M,0.0,14
29.0,9.0,104,F,20.0,14
3.0,4.0,104,F,0.0,14
-7.0,8.0,104,F,0.0,14
-12.0,5.0,104,F,20.0,14
-15.0,3.0,104,M,20.0,14
15.0,10.0,104,F,0.0,14
1.0,9.0,104,F,20.0,14
6.0,6.0,104,F,0.0,14
5.0,10.0,104,M,0.0,14
0.0,7.0,104,M,20.0,14
1.0,10.0,104,M,20.0,14
-10.0,6.0,104,F,0.0,14
8.0,9.0,104,F,0.0,14
-25.0,2.0,104,M,20.0,14
0.0,3.0,104,M,0.0,14
-6.0,4.0,104,F,20.0,14
3.0,10.0,104,M,20.0,14
0.0,2.0,104,M,31.0,14
4.0,10.0,104,F,20.0,14
-9.0,8.0,105,M,0.0,18
-18.0,3.0,105,F,0.0,18
1.0,5.0,105,M,0.0,18
4.0,4.0,105,M,0.0,18
-14.0,2.0,105,F,0.0,18
6.0,5.0,105,M,0.0,18
-4.0,3.0,105,F,0.0,18
19.0,8.0,105,M,20.0,18
-12.0,1.0,105,M,0.0,18
5.0,8.0,105,M,0.0,18
-22.0,2.0,105,F,0.0,18
-15.0,2.0,105,F,0.0,5
-12.0,4.0,105,M,0.0,18
11.0,8.0,105,M,20.0,18
-22.0,1.0,105,M,0.0,18
2.0,9.0,105,M,0.0,18
-11.0,3.0,105,F,0.0,18
-4.0,2.0,105,F,0.0,18
8.0,4.0,105,M,0.0,18
-9.0,7.0,106,M,0.0,14
7.0,5.0,106,M,20.0,14
3.0,7.0,106,F,0.0,14
1.0,8.0,106,F,0.0,14
-12.0,3.0,106,F,0.0,14
-4.0,2.0,106,M,20.0,14
14.0,10.0,106,F,0.0,14
-15.0,4.0,107,M,20.0,17
-18.0,3.0,107,F,0.0,17
-4.0,3.0,107,F,20.0,17
17.0,5.0,107,F,20.0,17
4.0,7.0,107,M,20.0,17
0.0,10.0,107,M,20.0,17
-2.0,8.0,107,M,1.0,17
-19.0,3.0,107,M,0.0,17
5.0,10.0,107,F,20.0,17
-14.0,2.0,107,M,0.0,17
7.0,6.0,107,F,20.0,17
15.0,7.0,107,F,20.0,17
-12.0,2.0,107,M,0.0,17
5.0,10.0,107,M,31.0,17
-2.0,6.0,107,F,0.0,17
0.0,10.0,107,F,20.0,17
12.0,9.0,107,M,20.0,17
-2.0,6.0,107,F,0.0,17
0.0,9.0,107,M,0.0,17
-8.0,4.0,107,M,0.0,17
-14.0,2.0,107,M,20.0,17
-10.0,5.0,107,M,31.0,17
4.0,5.0,107,M,1.0,16
6.0,10.0,107,F,0.0,17
31.0,7.0,107,M,31.0,17
18.0,10.0,107,F,1.0,17
-24.0,2.0,107,M,1.0,17
-30.0,2.0,107,M,0.0,17
-4.0,9.0,107,F,0.0,17
5.0,5.0,107,F,20.0,17
0.0,8.0,107,F,0.0,17
-11.0,5.0,107,F,31.0,17
3.0,8.0,107,F,20.0,17
0.0,9.0,107,F,0.0,18
7.0,10.0,107,M,1.0,17
-5.0,6.0,107,M,20.0,17
-8.0,6.0,107,F,20.0,17
13.0,10.0,107,F,20.0,17
-18.0,5.0,107,M,20.0,17
-5.0,4.0,107,F,20.0,17
6.0,3.0,107,M,20.0,17
23.0,10.0,107,F,20.0,17
19.0,10.0,107,F,31.0,16
3.0,5.0,107,F,20.0,17
1.0,7.0,107,M,1.0,17
2.0,8.0,107,M,0.0,17
21.0,10.0,107,F,1.0,17
4.0,7.0,107,F,0.0,17
13.0,6.0,107,F,20.0,17
20.0,10.0,107,F,20.0,17
3.0,7.0,108,M,20.0,15
-5.0,2.0,108,M,0.0,15
-17.0,4.0,108,M,0.0,15
-19.0,2.0,108,F,0.0,15
-1.0,2.0,108,M,0.0,15
-8.0,2.0,108,M,0.0,15
-11.0,2.0,108,F,0.0,15
21.0,10.0,108,M,0.0,15
-4.0,4.0,108,M,0.0,15
-8.0,5.0,108,F,31.0,15
-6.0,1.0,108,M,0.0,15
-2.0,10.0,108,F,0.0,15
-6.0,5.0,108,F,0.0,15
-5.0,5.0,108,M,0.0,14
26.0,10.0,108,F,31.0,15
-14.0,3.0,108,F,20.0,14
-5.0,6.0,108,M,0.0,14
6.0,6.0,108,M,20.0,15
13.0,7.0,108,F,0.0,15
-25.0,4.0,108,F,0.0,15
1.0,5.0,108,F,0.0,15
-8.0,5.0,108,M,0.0,15
-2.0,4.0,108,F,0.0,15
-9.0,4.0,108,F,0.0,15
-14.0,3.0,108,M,0.0,15
7.0,8.0,108,M,0.0,15
-12.0,3.0,108,M,20.0,15
4.0,1.0,108,M,0.0,15
-23.0,2.0,108,F,0.0,15
0.0,2.0,108,F,0.0,13
-7.0,4.0,108,F,0.0,15
-7.0,4.0,109,F,0.0,14
-9.0,3.0,109,M,0.0,13
4.0,4.0,109,M,31.0,14
4.0,10.0,109,F,0.0,13
18.0,7.0,109,M,0.0,13
-8.0,6.0,109,F,20.0,13
10.0,10.0,109,M,20.0,13
-18.0,3.0,109,M,0.0,14
5.0,8.0,109,M,0.0,13
0.0,4.0,109,M,0.0,15
5.0,10.0,109,F,0.0,14
3.0,5.0,109,M,0.0,14
-4.0,4.0,109,M,20.0,13
6.0,4.0,109,M,0.0,14
9.0,7.0,109,M,0.0,14
2.0,5.0,109,M,20.0,17
-8.0,10.0,109,F,1.0,14
-2.0,8.0,109,F,0.0,14
-4.0,9.0,109,F,0.0,14
10.0,10.0,109,M,20.0,13
5.0,9.0,109,M,0.0,13
27.0,9.0,109,F,20.0,13
10.0,10.0,109,F,0.0,13
15.0,10.0,109,F,0.0,14
-10.0,2.0,109,M,0.0,13
-22.0,2.0,109,M,20.0,14
2.0,10.0,109,M,0.0,14
20.0,10.0,109,M,20.0,13
-30.0,2.0,109,M,0.0,13
-8.0,9.0,109,M,0.0,15
4.0,6.0,109,F,0.0,13
13.0,6.0,109,M,20.0,14
-7.0,2.0,109,F,0.0,14
10.0,8.0,109,F,20.0,14
15.0,10.0,109,M,0.0,13
-5.0,6.0,109,M,0.0,13
4.0,10.0,109,F,20.0,14
7.0,10.0,109,M,0.0,14
-1.0,8.0,109,M,1.0,13
-2.0,4.0,109,F,20.0,14
-16.0,3.0,109,M,31.0,13
9.0,9.0,110,M,0.0,15
17.0,10.0,110,M,0.0,15
13.0,4.0,110,M,0.0,15
12.0,8.0,110,F,0.0,15
-11.0,5.0,110,M,0.0,15
-25.0,4.0,110,M,0.0,15
11.0,10.0,110,M,20.0,15
4.0,10.0,110,F,0.0,15
2.0,2.0,110,M,0.0,15
-15.0,5.0,110,M,0.0,15
0.0,4.0,110,M,0.0,15
-4.0,6.0,110,F,0.0,15
-17.0,2.0,110,M,0.0,15
-8.0,2.0,110,F,31.0,15
-7.0,6.0,110,F,0.0,15
16.0,4.0,110,F,31.0,15
-17.0,3.0,110,F,0.0,15
34.0,10.0,110,M,31.0,15
5.0,4.0,110,M,0.0,15
8.0,8.0,110,M,0.0,15
2.0,8.0,110,M,0.0,15
1.0,6.0,110,F,0.0,15
17.0,8.0,110,M,20.0,15
-11.0,4.0,110,F,0.0,15
-18.0,5.0,110,F,31.0,15
-10.0,1.0,110,M,0.0,15
0.0,3.0,110,M,20.0,15
-21.0,3.0,110,F,0.0,15
20.0,6.0,110,M,0.0,15
-11.0,5.0,110,F,0.0,15
1.0,10.0,110,M,0.0,15
-9.0,6.0,110,F,20.0,14
15.0,7.0,110,M,0.0,15
-26.0,3.0,110,M,20.0,15
14.0,9.0,110,M,31.0,15
26.0,10.0,110,F,31.0,15
-10.0,4.0,110,F,0.0,15
-15.0,3.0,110,M,0.0,15
-17.0,2.0,110,M,0.0,15
-16.0,3.0,110,F,0.0,15
8.0,9.0,110,F,0.0,15
3.0,10.0,111,F,31.0,14
-12.0,3.0,111,F,0.0,14
5.0,7.0,111,F,0.0,15
-9.0,2.0,111,M,20.0,14
-11.0,3.0,111,M,20.0,14
-23.0,2.0,111,M,31.0,14
-14.0,3.0,111,M,31.0,14
-1.0,2.0,111,M,0.0,14
-20.0,2.0,111,M,0.0,14
-9.0,2.0,111,M,0.0,14
9.0,9.0,111,M,0.0,14
-5.0,8.0,111,F,20.0,14
-10.0,2.0,111,F,0.0,14
-14.0,3.0,111,F,20.0,14
11.0,10.0,111,F,0.0,14
-11.0,6.0,111,F,31.0,14
0.0,10.0,111,M,31.0,14
-4.0,10.0,111,F,20.0,14
21.0,3.0,111,M,20.0,14
-2.0,2.0,111,F,0.0,14
-26.0,1.0,111,F,0.0,14
11.0,9.0,111,M,31.0,14
4.0,3.0,111,F,0.0,14
-30.0,2.0,111,F,0.0,14
-14.0,3.0,111,F,0.0,14
5.0,3.0,111,M,0.0,14
-5.0,4.0,111,F,0.0,14
5.0,9.0,111,F,20.0,14
5.0,3.0,111,M,0.0,14
-21.0,3.0,111,M,0.0,14
10.0,10.0,111,F,31.0,14
-6.0,4.0,111,M,1.0,14
-17.0,4.0,111,M,31.0,14
-9.0,6.0,111,M,31.0,14
-17.0,7.0,111,F,0.0,14
6.0,10.0,111,F,20.0,14
7.0,6.0,111,M,20.0,14
3.0,9.0,111,F,20.0,14
-30.0,3.0,111,M,0.0,17
-2.0,9.0,111,F,0.0,14
1.0,5.0,112,M,0.0,14
-6.0,4.0,112,M,0.0,11
3.0,3.0,112,M,0.0,14
10.0,10.0,112,F,20.0,14
6.0,10.0,112,M,0.0,14
-6.0,2.0,112,M,20.0,14
17.0,9.0,112,M,20.0,14
-14.0,2.0,112,F,0.0,14
5.0,4.0,112,M,0.0,14
5.0,4.0,113,F,0.0,15
-16.0,2.0,113,F,0.0,15
4.0,9.0,113,M,0.0,15
-6.0,8.0,113,M,20.0,15
-1.0,6.0,113,M,0.0,15
-17.0,2.0,113,M,0.0,15
-10.0,2.0,113,M,20.0,15
-30.0,2.0,113,M,0.0,15
2.0,10.0,113,F,20.0,15
-6.0,3.0,113,F,0.0,15
3.0,8.0,113,M,0.0,15
7.0,8.0,113,F,0.0,13
-6.0,4.0,113,M,31.0,15
10.0,3.0,113,F,0.0,15
5.0,10.0,113,M,20.0,14
24.0,10.0,113,M,0.0,15
-1.0,5.0,113,M,31.0,15
-4.0,6.0,113,M,0.0,15
-7.0,5.0,113,M,0.0,15
3.0,9.0,113,F,0.0,15
3.0,8.0,113,F,20.0,13
-19.0,2.0,113,F,0.0,15
11.0,10.0,113,F,0.0,15
-26.0,2.0,113,M,0.0,15
-5.0,5.0,113,F,0.0,15
-11.0,4.0,113,M,0.0,15
-19.0,4.0,113,M,20.0,15
13.0,5.0,113,M,20.0,15
-4.0,3.0,113,F,0.0,15
14.0,9.0,113,F,20.0,15
3.0,9.0,113,M,1.0,13
-30.0,2.0,113,M,0.0,15
2.0,8.0,113,M,0.0,15
9.0,8.0,114,F,0.0,13
8.0,10.0,114,M,0.0,13
5.0,9.0,114,M,0.0,13
0.0,7.0,114,F,0.0,13
15.0,8.0,114,M,20.0,13
12.0,10.0,114,M,31.0,13
-20.0,3.0,114,M,0.0,14
10.0,9.0,114,F,31.0,13
-10.0,4.0,114,M,0.0,13
11.0,10.0,114,M,0.0,13
-2.0,9.0,114,M,20.0,13
-10.0,3.0,114,F,31.0,13
5.0,9.0,114,F,31.0,13
1.0,9.0,114,F,20.0,13
8.0,9.0,114,F,0.0,13
9.0,10.0,114,M,0.0,13
12.0,5.0,114,F,0.0,13
16.0,8.0,114,M,20.0,13
-12.0,2.0,114,F,0.0,13
6.0,9.0,114,F,0.0,13
-8.0,9.0,114,F,0.0,13
13.0,7.0,114,F,20.0,13
8.0,7.0,114,F,20.0,13
-2.0,5.0,114,F,0.0,13
-7.0,10.0,114,M,0.0,13
-16.0,3.0,114,M,0.0,13
7.0,10.0,114,M,1.0,13
-4.0,5.0,114,M,20.0,13
23.0,10.0,114,F,0.0,13
2.0,7.0,114,F,0.0,13
1.0,3.0,114,M,31.0,13
16.0,7.0,114,F,0.0,13
-2.0,6.0,114,M,20.0,13
-7.0,5.0,114,M,20.0,13
15.0,6.0,114,F,0.0,13
0.0,4.0,114,M,0.0,13
-1.0,9.0,114,M,0.0,13
6.0,10.0,114,F,0.0,13
-24.0,3.0,114,M,0.0,13
-16.0,2.0,114,F,0.0,13
22.0,8.0,115,F,31.0,13
12.0,10.0,115,M,20.0,14
27.0,10.0,115,M,20.0,14
2.0,10.0,115,F,1.0,14
-16.0,2.0,115,F,0.0,14
11.0,10.0,115,M,0.0,14
-20.0,2.0,115,F,0.0,14
-30.0,4.0,115,F,0.0,14
0.0,6.0,115,M,0.0,14
-18.0,6.0,115,F,0.0,14
-18.0,8.0,115,M,20.0,14
-9.0,2.0,115,F,0.0,14
5.0,10.0,115,F,0.0,14
-18.0,3.0,115,M,0.0,14
1.0,3.0,115,F,1.0,14
-9.0,5.0,115,F,20.0,14
-6.0,2.0,116,F,0.0,16
1.0,5.0,116,F,0.0,16
-17.0,3.0,116,M,20.0,16
-6.0,8.0,116,M,0.0,16
-12.0,5.0,116,M,20.0,16
-18.0,3.0,116,M,0.0,16
-16.0,6.0,116,M,0.0,16
5.0,10.0,116,M,31.0,16
-24.0,1.0,116,F,0.0,16
-8.0,10.0,116,F,20.0,16
-4.0,9.0,116,M,0.0,16
4.0,9.0,116,M,0.0,16
3.0,10.0,116,M,0.0,16
-8.0,3.0,116,M,0.0,16
6.0,10.0,116,F,31.0,16
8.0,6.0,116,F,0.0,16
0.0,8.0,116,M,1.0,16
-28.0,5.0,116,M,20.0,16
-17.0,5.0,116,M,20.0,16
24.0,10.0,116,F,0.0,16
-12.0,3.0,116,M,0.0,16
9.0,10.0,116,M,0.0,16
4.0,5.0,116,M,0.0,16
-1.0,9.0,116,M,20.0,16
13.0,10.0,116,M,0.0,16
-9.0,7.0,116,M,20.0,16
3.0,10.0,116,F,20.0,16
-1.0,10.0,116,M,0.0,16
2.0,4.0,116,M,0.0,16
21.0,10.0,116,M,0.0,16
-20.0,2.0,116,M,0.0,16
7.0,10.0,116,F,31.0,16
-4.0,5.0,116,F,0.0,16
-4.0,3.0,116,F,0.0,16
0.0,7.0,116,F,0.0,16
-4.0,5.0,116,F,20.0,16
6.0,7.0,116,F,0.0,16
-8.0,2.0,116,F,1.0,16
-12.0,3.0,116,F,0.0,16
20.0,10.0,116,M,20.0,16
-2.0,6.0,116,M,0.0,16
-6.0,6.0,116,F,31.0,16
3.0,6.0,116,M,0.0,16
-6.0,9.0,116,F,20.0,16
14.0,10.0,116,M,0.0,16
8.0,10.0,116,F,0.0,16
-4.0,6.0,116,M,0.0,16
0.0,6.0,116,F,20.0,16
-9.0,4.0,116,F,0.0,16
14.0,10.0,116,F,20.0,13
-24.0,4.0,116,F,0.0,16
10.0,10.0,116,M,0.0,16
-16.0,3.0,117,M,20.0,13
-22.0,2.0,117,M,31.0,13
-14.0,2.0,117,F,0.0,13
-30.0,2.0,117,F,0.0,13
25.0,10.0,117,M,20.0,13
9.0,8.0,117,M,1.0,13
-9.0,2.0,117,F,0.0,13
10.0,3.0,117,F,0.0,13
-11.0,3.0,117,M,0.0,13
-7.0,5.0,117,M,0.0,14
-28.0,1.0,117,F,0.0,13
-10.0,8.0,117,M,20.0,13
-7.0,7.0,117,F,0.0,13
-11.0,2.0,117,F,0.0,13
-21.0,3.0,117,M,0.0,13
-19.0,2.0,117,F,0.0,13
-10.0,1.0,117,M,0.0,13
-30.0,2.0,117,F,0.0,13
-11.0,5.0,117,M,0.0,13
-4.0,4.0,118,F,20.0,13
-11.0,5.0,118,F,20.0,6
9.0,5.0,118,F,0.0,13
15.0,8.0,118,F,0.0,15
-12.0,4.0,118,F,0.0,15
-1.0,4.0,118,M,0.0,15
10.0,10.0,118,M,20.0,15
9.0,10.0,118,F,31.0,15
6.0,8.0,118,F,20.0,15
-2.0,2.0,118,M,0.0,15
-12.0,4.0,118,F,20.0,15
13.0,9.0,118,F,0.0,15
-2.0,10.0,118,M,0.0,15
3.0,4.0,118,F,0.0,15
19.0,10.0,118,M,1.0,15
-4.0,3.0,118,F,0.0,15
-6.0,5.0,118,M,20.0,15
12.0,8.0,118,M,1.0,15
-2.0,5.0,118,F,20.0,15
-4.0,6.0,118,M,0.0,15
3.0,4.0,118,M,0.0,15
-18.0,3.0,118,F,20.0,15
-4.0,8.0,118,M,31.0,15
6.0,10.0,118,F,0.0,15
-16.0,3.0,118,F,0.0,15
15.0,9.0,118,F,0.0,15
22.0,9.0,119,M,31.0,14
-7.0,5.0,119,M,0.0,14
1.0,10.0,119,M,0.0,14
-9.0,2.0,119,M,0.0,14
12.0,8.0,119,M,1.0,14
12.0,6.0,119,F,0.0,14
3.0,5.0,119,M,0.0,14
-14.0,2.0,119,M,0.0,14
10.0,10.0,119,F,1.0,14
-9.0,2.0,119,F,0.0,14
-16.0,2.0,119,M,0.0,14
18.0,10.0,119,M,1.0,14
3.0,8.0,119,M,0.0,14
-1.0,6.0,119,M,0.0,14
19.0,9.0,119,M,0.0,14
-2.0,5.0,119,M,0.0,14
-5.0,3.0,119,F,0.0,14
13.0,8.0,119,F,0.0,14
-1.0,7.0,119,M,0.0,14
13.0,8.0,119,F,0.0,14
-12.0,4.0,119,F,0.0,14
-12.0,7.0,119,F,0.0,14
16.0,8.0,119,F,0.0,14
10.0,10.0,119,F,0.0,14
4.0,7.0,119,M,20.0,14
6.0,2.0,119,M,0.0,14
-17.0,3.0,119,M,0.0,14
0.0,4.0,119,M,0.0,14
-5.0,7.0,119,M,0.0,14
-2.0,3.0,119,F,0.0,14
-15.0,4.0,119,F,0.0,14
5.0,8.0,119,M,0.0,14
-15.0,9.0,119,F,20.0,14
0.0,8.0,119,F,0.0,14
-19.0,2.0,119,F,0.0,14
-19.0,3.0,120,M,0.0,14
-8.0,4.0,120,M,20.0,14
-8.0,2.0,120,M,0.0,14
-2.0,2.0,120,F,0.0,14
-2.0,2.0,120,F,0.0,14
-1.0,9.0,120,M,0.0,14
-12.0,2.0,120,M,0.0,14
-19.0,3.0,120,M,0.0,14
0.0,5.0,120,M,31.0,14
-18.0,1.0,120,M,0.0,14
11.0,8.0,121,M,0.0,18
3.0,6.0,121,F,0.0,18
-1.0,5.0,121,M,0.0,18
-4.0,4.0,121,M,31.0,18
-14.0,4.0,121,M,0.0,18
16.0,10.0,121,F,31.0,18
-7.0,6.0,121,F,0.0,18
5.0,8.0,121,F,1.0,18
-14.0,1.0,121,M,31.0,18
4.0,5.0,121,F,0.0,18
-15.0,2.0,121,M,0.0,18
-30.0,2.0,121,F,0.0,18
-10.0,2.0,121,F,0.0,18
2.0,9.0,121,M,0.0,18
-16.0,2.0,121,F,31.0,11
-1.0,5.0,121,M,0.0,18
-28.0,2.0,121,M,0.0,18
-8.0,3.0,121,F,0.0,18
-14.0,2.0,121,F,0.0,18
-8.0,2.0,121,F,0.0,18
11.0,6.0,121,M,0.0,18
11.0,10.0,121,M,0.0,18
-18.0,2.0,121,F,0.0,18
3.0,2.0,121,F,0.0,18
-18.0,3.0,121,F,0.0,18
15.0,5.0,122,F,0.0,17
11.0,10.0,122,M,0.0,17
-24.0,2.0,122,M,0.0,17
0.0,4.0,122,F,20.0,17
20.0,9.0,122,F,20.0,17
10.0,3.0,122,F,0.0,17
-21.0,10.0,122,F,0.0,17
-2.0,2.0,122,F,0.0,17
18.0,8.0,122,M,0.0,17
-24.0,6.0,122,M,20.0,17
-30.0,1.0,122,M,0.0,17
-9.0,2.0,122,F,0.0,17
-10.0,1.0,122,F,0.0,17
-15.0,2.0,122,M,0.0,17
7.0,10.0,122,M,1.0,17
3.0,2.0,122,M,0.0,17
8.0,6.0,122,F,0.0,17
-1.0,3.0,122,F,0.0,17
-8.0,8.0,122,F,31.0,13
-2.0,3.0,122,M,0.0,17
4.0,8.0,122,F,0.0,17
-19.0,2.0,122,M,0.0,17
-10.0,2.0,122,M,0.0,17
16.0,4.0,122,M,0.0,17
14.0,7.0,122,F,0.0,17
-18.0,1.0,122,M,0.0,17
5.0,3.0,122,F,0.0,17
-15.0,3.0,122,F,0.0,17
-14.0,3.0,122,F,0.0,17
2.0,3.0,122,M,0.0,17
1.0,7.0,122,M,0.0,17
11.0,9.0,122,M,0.0,17
-17.0,5.0,122,F,0.0,17
21.0,10.0,122,F,20.0,17
0.0,9.0,122,M,0.0,17
3.0,9.0,122,M,0.0,17
-4.0,2.0,122,F,0.0,17
4.0,2.0,122,F,0.0,17
2.0,6.0,122,M,1.0,17
-25.0,2.0,122,M,0.0,17
0.0,2.0,122,F,0.0,17
4.0,4.0,122,F,20.0,17
10.0,10.0,122,F,20.0,17
12.0,8.0,122,F,0.0,17
-2.0,3.0,122,M,0.0,17
3.0,3.0,122,F,31.0,17
7.0,4.0,122,M,0.0,17
11.0,10.0,122,F,31.0,17
-25.0,2.0,122,F,0.0,17
-24.0,1.0,122,F,0.0,17
12.0,8.0,122,F,0.0,17
8.0,10.0,122,M,0.0,17
-4.0,4.0,122,M,0.0,17
-29.0,3.0,122,M,0.0,17
-6.0,6.0,122,M,20.0,17
20.0,10.0,122,F,0.0,14
-4.0,2.0,122,M,0.0,17
3.0,5.0,122,F,0.0,17
14.0,5.0,122,M,0.0,17
3.0,9.0,122,M,0.0,17
-4.0,8.0,122,M,0.0,17
9.0,9.0,122,M,0.0,17
3.0,2.0,122,M,0.0,17
-11.0,3.0,122,F,0.0,17
-6.0,2.0,122,F,0.0,17
-14.0,3.0,122,M,20.0,17
5.0,5.0,122,M,0.0,17
7.0,10.0,122,F,0.0,17
8.0,9.0,123,F,0.0,18
2.0,6.0,123,F,0.0,18
15.0,9.0,123,M,20.0,18
-4.0,2.0,123,M,0.0,18
-16.0,2.0,123,M,31.0,18
2.0,8.0,123,M,0.0,18
9.0,8.0,123,F,0.0,18
-11.0,2.0,123,M,0.0,18
14.0,8.0,123,M,31.0,18
6.0,10.0,123,M,20.0,18
-20.0,4.0,123,F,0.0,18
-11.0,7.0,123,F,0.0,18
3.0,4.0,123,M,0.0,18
10.0,9.0,123,M,0.0,18
2.0,4.0,123,F,0.0,18
-11.0,2.0,123,F,0.0,18
-29.0,2.0,123,M,0.0,18
-15.0,2.0,123,M,31.0,18
11.0,3.0,123,F,0.0,18
-10.0,3.0,123,M,0.0,18
-14.0,3.0,123,M,0.0,18
6.0,3.0,123,F,0.0,18
-22.0,2.0,123,M,0.0,18
9.0,8.0,123,M,0.0,18
-10.0,3.0,123,F,20.0,18
7.0,10.0,123,F,20.0,18
-8.0,3.0,123,F,0.0,18
-6.0,3.0,123,F,0.0,18
7.0,7.0,123,M,0.0,18
-6.0,6.0,123,F,31.0,18
5.0,3.0,123,M,0.0,18
-10.0,6.0,123,F,0.0,18
5.0,5.0,123,M,0.0,18
-9.0,4.0,123,F,0.0,18
-9.0,3.0,123,F,0.0,18
-14.0,7.0,123,F,20.0,18
-5.0,2.0,123,M,0.0,18
-2.0,6.0,123,M,0.0,18
10.0,5.0,123,F,0.0,19
3.0,4.0,123,M,0.0,18
11.0,9.0,123,M,0.0,18
2.0,7.0,123,F,31.0,18
-24.0,2.0,123,M,0.0,18
-1.0,3.0,123,F,0.0,18
8.0,9.0,123,M,20.0,18
-5.0,2.0,123,M,0.0,18
4.0,7.0,123,F,0.0,18
2.0,8.0,123,M,0.0,18
7.0,3.0,123,M,0.0,18
-17.0,2.0,123,M,0.0,18
-11.0,4.0,124,M,0.0,16
40.0,10.0,124,M,20.0,16
12.0,10.0,124,F,0.0,16
-10.0,4.0,124,F,0.0,16
-4.0,5.0,124,M,0.0,16
17.0,10.0,124,F,1.0,16
-7.0,2.0,124,F,0.0,16
10.0,10.0,124,F,20.0,16
15.0,8.0,124,F,0.0,16
-6.0,8.0,125,M,1.0,15
-15.0,5.0,125,F,0.0,15
14.0,10.0,125,M,1.0,15
2.0,7.0,125,M,31.0,15
4.0,5.0,125,F,20.0,15
-2.0,4.0,125,M,0.0,15
0.0,7.0,125,M,1.0,15
7.0,9.0,125,M,20.0,17
-22.0,2.0,126,M,0.0,7
22.0,10.0,126,F,0.0,7
4.0,2.0,126,M,0.0,7
-28.0,3.0,126,F,0.0,7
-8.0,3.0,126,M,0.0,7
-17.0,2.0,126,F,0.0,7
-9.0,2.0,126,F,0.0,7
-2.0,3.0,126,M,0.0,7
-30.0,2.0,126,F,0.0,7
11.0,10.0,126,M,31.0,7
-8.0,7.0,126,M,0.0,7
5.0,5.0,126,F,0.0,7
-1.0,2.0,127,M,0.0,19
-30.0,2.0,127,M,0.0,19
11.0,7.0,127,F,0.0,19
-23.0,2.0,127,M,0.0,19
-12.0,7.0,127,F,0.0,19
-28.0,3.0,127,M,0.0,19
2.0,3.0,127,F,20.0,19
-8.0,3.0,127,F,0.0,19
-10.0,4.0,127,F,0.0,19
-18.0,3.0,127,M,0.0,14
-4.0,5.0,127,M,0.0,18
-7.0,3.0,127,M,0.0,19
0.0,8.0,127,M,0.0,19
5.0,3.0,127,F,0.0,19
13.0,9.0,127,M,0.0,18
14.0,10.0,127,F,31.0,18
-22.0,3.0,127,M,0.0,18
-14.0,3.0,127,F,0.0,19
-11.0,4.0,127,F,0.0,18
-6.0,4.0,127,F,0.0,19
-2.0,5.0,127,M,0.0,19
-6.0,5.0,128,M,0.0,18
-6.0,3.0,128,F,0.0,18
13.0,9.0,128,F,0.0,18
-20.0,2.0,128,M,0.0,18
13.0,7.0,128,F,0.0,18
-24.0,2.0,128,F,0.0,19
-11.0,6.0,128,F,0.0,18
-4.0,6.0,128,M,0.0,19
-16.0,2.0,128,M,0.0,5
8.0,4.0,128,M,0.0,19
-14.0,2.0,128,M,0.0,19
-24.0,1.0,128,F,0.0,9
2.0,8.0,128,F,0.0,18
2.0,2.0,128,M,0.0,19
-8.0,4.0,128,M,0.0,19
-7.0,4.0,128,M,0.0,19
-15.0,3.0,128,M,31.0,18
10.0,7.0,128,F,31.0,18
11.0,10.0,128,F,0.0,18
-28.0,4.0,128,M,0.0,19
-8.0,4.0,128,F,0.0,18
-2.0,2.0,128,M,0.0,19
-4.0,3.0,128,F,0.0,18
-24.0,1.0,128,M,0.0,18
-5.0,6.0,128,M,31.0,18
-2.0,4.0,128,F,0.0,18
-11.0,2.0,128,F,0.0,18
